relevant_property,sharpness,utterance_code,utterance_label,human_mean,human_lo,human_hi,n,model_mean,model_lo,model_hi,model,condition,signed_residual,abs_residual,human_mean_covered_by_model_ci,model_mean_covered_by_human_ci,residual_rank
both,blurred,5,C,0.0088339222614841,0.0017667844522968198,0.0176678445229682,566,0.2432791519434629,0.2057862190812721,0.2773851590106007,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,0.23444522968197878,0.23444522968197878,False,False,1
both,blurred,8,CF,0.2703180212014134,0.2332155477031802,0.30565371024734983,566,0.11940636042402826,0.09187279151943463,0.14840989399293286,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,-0.15091166077738516,0.15091166077738516,False,False,2
both,blurred,2,DCF,0.30918727915194344,0.2703180212014134,0.3480565371024735,566,0.15928975265017667,0.12897526501766785,0.19081272084805653,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,-0.14989752650176677,0.14989752650176677,False,False,3
both,blurred,1,DC,0.06890459363957598,0.04946996466431095,0.09010600706713781,566,0.19236395759717315,0.15808303886925795,0.22791519434628976,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,0.12345936395759717,0.12345936395759717,False,False,4
both,blurred,10,F,0.1166077738515901,0.09010600706713781,0.14487632508833923,566,0.04071024734982332,0.024734982332155476,0.057464664310954025,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,-0.07589752650176679,0.07589752650176679,False,False,5
both,blurred,3,DF,0.08480565371024736,0.061837455830388695,0.10777385159010601,566,0.03735689045936396,0.02120141342756184,0.053003533568904596,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,-0.047448763250883395,0.047448763250883395,False,False,6
both,blurred,0,D,0.0,0.0,0.0,566,0.037766784452296816,0.022968197879858657,0.054770318021201414,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,0.037766784452296816,0.037766784452296816,False,False,7
both,blurred,9,CFD,0.0035335689045936395,0.0,0.0088339222614841,566,0.030452296819787984,0.0176678445229682,0.044169611307420496,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,0.026918727915194344,0.026918727915194344,False,False,8
both,blurred,7,CDF,0.05123674911660778,0.03356890459363958,0.0706713780918728,566,0.071226148409894,0.05123674911660778,0.09363957597173145,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,0.01998939929328622,0.01998939929328622,True,False,9
both,blurred,13,FC,0.04063604240282685,0.024734982332155476,0.05653710247349823,566,0.022763250883392226,0.01060070671378092,0.037102473498233215,principled_salience_stop_regularized_2x2_inc_rec,both | blurred,-0.017872791519434626,0.017872791519434626,False,False,10
both,sharp,5,C,0.0,0.0,0.0,503,0.188389662027833,0.15109343936381708,0.22266401590457258,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,0.188389662027833,0.188389662027833,False,False,1
both,sharp,8,CF,0.20278330019880716,0.16898608349900596,0.24055666003976142,503,0.07649304174950299,0.05462226640159046,0.09940357852882704,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,-0.1262902584493042,0.1262902584493042,False,False,2
both,sharp,2,DCF,0.3121272365805169,0.27236580516898606,0.3518886679920477,503,0.21230218687872765,0.17693836978131214,0.2515407554671968,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,-0.09982504970178924,0.09982504970178924,False,False,3
both,sharp,3,DF,0.1073558648111332,0.08151093439363817,0.13518886679920478,503,0.04724850894632207,0.02982107355864811,0.06560636182902585,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,-0.06010735586481113,0.06010735586481113,False,False,4
both,sharp,10,F,0.08349900596421471,0.061630218687872766,0.1073558648111332,503,0.03209145129224652,0.017892644135188866,0.04771371769383698,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,-0.05140755467196819,0.05140755467196819,False,False,5
both,sharp,0,D,0.0,0.0,0.0,503,0.04796819085487078,0.02982107355864811,0.06759443339960239,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,0.04796819085487078,0.04796819085487078,False,False,6
both,sharp,1,DC,0.19681908548707752,0.1610337972166998,0.23260437375745527,503,0.2394393638170974,0.19975149105367795,0.27435387673956263,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,0.042620278330019884,0.042620278330019884,False,False,7
both,sharp,7,CDF,0.027833001988071572,0.013916500994035786,0.0437375745526839,503,0.06910934393638171,0.04970178926441352,0.09343936381709742,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,0.04127634194831014,0.04127634194831014,False,False,8
both,sharp,9,CFD,0.003976143141153081,0.0,0.009940357852882704,503,0.0199324055666004,0.009940357852882704,0.033797216699801194,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,0.01595626242544732,0.01595626242544732,False,False,9
both,sharp,12,FDC,0.0,0.0,0.0,503,0.004520884063301689,0.0019880715705765406,0.009940357852882704,principled_salience_stop_regularized_2x2_inc_rec,both | sharp,0.004520884063301689,0.004520884063301689,False,False,10
first,blurred,3,DF,0.36462093862815886,0.3266696750902527,0.4043321299638989,554,0.11127797833935019,0.08483754512635379,0.1371841155234657,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,-0.25334296028880865,0.25334296028880865,False,False,1
first,blurred,1,DC,0.04332129963898917,0.02707581227436823,0.05956678700361011,554,0.23954873646209388,0.20577617328519857,0.27978339350180503,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,0.1962274368231047,0.1962274368231047,False,False,2
first,blurred,5,C,0.005415162454873646,0.0,0.01263537906137184,554,0.1074259927797834,0.08027978339350181,0.13813176895306856,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,0.10201083032490976,0.10201083032490976,False,False,3
first,blurred,2,DCF,0.2996389891696751,0.26173285198555957,0.33578519855595645,554,0.23584115523465704,0.20216606498194944,0.27256317689530685,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,-0.06379783393501803,0.06379783393501803,False,False,4
first,blurred,8,CF,0.08664259927797834,0.06498194945848375,0.11191335740072202,554,0.05364620938628159,0.032490974729241874,0.0740072202166065,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,-0.032996389891696745,0.032996389891696745,False,False,5
first,blurred,4,DFC,0.032490974729241874,0.018050541516245487,0.04693140794223827,554,0.06423104693140795,0.04056859205776173,0.08483754512635379,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,0.03174007220216608,0.03174007220216608,False,False,6
first,blurred,9,CFD,0.0,0.0,0.0,554,0.013494584837545126,0.005415162454873646,0.023465703971119134,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,0.013494584837545126,0.013494584837545126,False,False,7
first,blurred,6,CD,0.0018050541516245488,0.0,0.005415162454873646,554,0.008941568650285316,0.0018050541516245488,0.016245487364620937,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,0.007136514498660767,0.007136514498660767,True,False,8
first,blurred,11,FD,0.009025270758122744,0.0018050541516245488,0.018050541516245487,554,0.002881462590666711,0.0018050541516245488,0.006949458483754451,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,-0.006143808167456032,0.006143808167456032,False,True,9
first,blurred,12,FDC,0.0036101083032490976,0.0,0.009025270758122744,554,0.007731770414650901,0.0018050541516245488,0.016245487364620937,principled_salience_stop_regularized_2x2_inc_rec,first | blurred,0.0041216621114018035,0.0041216621114018035,True,True,10
first,sharp,1,DC,0.045816733067729085,0.027888446215139442,0.06573705179282868,502,0.2753545816733068,0.2349601593625498,0.31777888446215136,principled_salience_stop_regularized_2x2_inc_rec,first | sharp,0.2295378486055777,0.2295378486055777,False,False,1
first,sharp,0,D,0.2689243027888446,0.2290836653386454,0.30876494023904383,502,0.06612749003984064,0.04477091633466136,0.08964143426294821,principled_salience_stop_regularized_2x2_inc_rec,first | sharp,-0.20279681274900396,0.20279681274900396,False,False,2
