,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
principled_salience_stop,0,-6367.186883926392,56.385985374450684,0.0,1.0,54.428921595568085,0.0,False,log
principled_salience_stop_regularized,1,-6369.342248916626,48.932000160217285,2.155364990234375,1.7427226328692313e-11,54.03739387984004,1.1463521149042772,False,log
principled_no_uncertainty_len,2,-6419.751977920532,56.317355155944824,52.565093994140625,0.0,51.794706628118824,10.065870434008524,False,log
