relevant_property,sharpness,utterance_code,utterance_label,human_mean,human_lo,human_hi,n,model_mean,model_lo,model_hi,model,condition,signed_residual,abs_residual,human_mean_covered_by_model_ci,model_mean_covered_by_human_ci
both,blurred,0,D,0.0,0.0,0.0,566,0.03772791519434629,0.02120141342756184,0.054770318021201414,principled_no_uncertainty_len,both | blurred,0.03772791519434629,0.03772791519434629,False,False
both,blurred,1,DC,0.06890459363957598,0.04946996466431095,0.09010600706713781,566,0.16198586572438162,0.13250883392226148,0.196113074204947,principled_no_uncertainty_len,both | blurred,0.09308127208480564,0.09308127208480564,False,False
both,blurred,2,DCF,0.30918727915194344,0.2703180212014134,0.3480565371024735,566,0.20187632508833922,0.17314487632508835,0.2314487632508834,principled_no_uncertainty_len,both | blurred,-0.10731095406360422,0.10731095406360422,False,False
both,blurred,3,DF,0.08480565371024736,0.061837455830388695,0.10777385159010601,566,0.03364310954063604,0.02120141342756184,0.04946996466431095,principled_no_uncertainty_len,both | blurred,-0.051162544169611315,0.051162544169611315,False,False
both,blurred,4,DFC,0.030035335689045935,0.0176678445229682,0.044169611307420496,566,0.020180212014134277,0.0088339222614841,0.032729681978798546,principled_no_uncertainty_len,both | blurred,-0.009855123674911658,0.009855123674911658,True,True
both,blurred,5,C,0.0088339222614841,0.0017667844522968198,0.0176678445229682,566,0.19756537102473498,0.1616166077738516,0.22968197879858657,principled_no_uncertainty_len,both | blurred,0.18873144876325088,0.18873144876325088,False,False
both,blurred,6,CD,0.0088339222614841,0.0017667844522968198,0.0176678445229682,566,0.0216678445229682,0.01143992932862191,0.0353356890459364,principled_no_uncertainty_len,both | blurred,0.0128339222614841,0.0128339222614841,False,False
both,blurred,7,CDF,0.05123674911660778,0.03356890459363958,0.0706713780918728,566,0.09184098939929329,0.06713780918727916,0.11484098939929328,principled_no_uncertainty_len,both | blurred,0.040604240282685514,0.040604240282685514,False,False
both,blurred,8,CF,0.2703180212014134,0.2332155477031802,0.30565371024734983,566,0.129904593639576,0.10247349823321555,0.15901060070671377,principled_no_uncertainty_len,both | blurred,-0.14041342756183742,0.14041342756183742,False,False
both,blurred,9,CFD,0.0035335689045936395,0.0,0.0088339222614841,566,0.0369469964664311,0.022968197879858657,0.05123674911660778,principled_no_uncertainty_len,both | blurred,0.03341342756183746,0.03341342756183746,False,False
both,blurred,10,F,0.1166077738515901,0.09010600706713781,0.14487632508833923,566,0.03579858657243816,0.02120141342756184,0.05216431095406357,principled_no_uncertainty_len,both | blurred,-0.08080918727915194,0.08080918727915194,False,False
both,blurred,11,FD,0.0017667844522968198,0.0,0.00530035335689046,566,0.002388571255251065,0.0017667844522968198,0.00530035335689046,principled_no_uncertainty_len,both | blurred,0.0006217868029542452,0.0006217868029542452,True,True
both,blurred,12,FDC,0.00530035335689046,0.0,0.012367491166077738,566,0.004222740144851265,0.0017667844522968198,0.0088339222614841,principled_no_uncertainty_len,both | blurred,-0.001077613212039195,0.001077613212039195,True,True
both,blurred,13,FC,0.04063604240282685,0.024734982332155476,0.05653710247349823,566,0.02049469964664311,0.0088339222614841,0.03356890459363958,principled_no_uncertainty_len,both | blurred,-0.020141342756183744,0.020141342756183744,False,False
both,blurred,14,FCD,0.0,0.0,0.0,566,0.006044658296368695,0.0017667844522968198,0.012367491166077738,principled_no_uncertainty_len,both | blurred,0.006044658296368695,0.006044658296368695,False,False
both,sharp,0,D,0.0,0.0,0.0,503,0.048958250497017894,0.03180914512922465,0.06759443339960239,principled_no_uncertainty_len,both | sharp,0.048958250497017894,0.048958250497017894,False,False
both,sharp,1,DC,0.19681908548707752,0.1610337972166998,0.23260437375745527,503,0.20772564612326044,0.17296222664015903,0.2435884691848906,principled_no_uncertainty_len,both | sharp,0.010906560636182921,0.010906560636182921,True,True
both,sharp,2,DCF,0.3121272365805169,0.27236580516898606,0.3518886679920477,503,0.25627833001988076,0.21868787276341947,0.2962226640159046,principled_no_uncertainty_len,both | sharp,-0.055848906560636125,0.055848906560636125,False,False
both,sharp,3,DF,0.1073558648111332,0.08151093439363817,0.13518886679920478,503,0.04240159045725646,0.024801192842942348,0.061630218687872766,principled_no_uncertainty_len,both | sharp,-0.06495427435387674,0.06495427435387674,False,False
both,sharp,4,DFC,0.02982107355864811,0.015904572564612324,0.04572564612326044,503,0.025836978131212725,0.013916500994035786,0.041749502982107355,principled_no_uncertainty_len,both | sharp,-0.003984095427435386,0.003984095427435386,True,True
both,sharp,5,C,0.0,0.0,0.0,503,0.1541192842942346,0.12326043737574553,0.18687872763419483,principled_no_uncertainty_len,both | sharp,0.1541192842942346,0.1541192842942346,False,False
both,sharp,6,CD,0.011928429423459244,0.003976143141153081,0.02186878727634195,503,0.019268389662027832,0.007952286282306162,0.03180914512922465,principled_no_uncertainty_len,both | sharp,0.007339960238568588,0.007339960238568588,True,True
both,sharp,7,CDF,0.027833001988071572,0.013916500994035786,0.0437375745526839,503,0.08469980119284294,0.061630218687872766,0.11133200795228629,principled_no_uncertainty_len,both | sharp,0.05686679920477137,0.05686679920477137,False,False
both,sharp,8,CF,0.20278330019880716,0.16898608349900596,0.24055666003976142,503,0.08226640159045726,0.05964214711729622,0.10934393638170974,principled_no_uncertainty_len,both | sharp,-0.12051689860834991,0.12051689860834991,False,False
both,sharp,9,CFD,0.003976143141153081,0.0,0.009940357852882704,503,0.023335984095427434,0.011928429423459244,0.03578528827037773,principled_no_uncertainty_len,both | sharp,0.019359840954274354,0.019359840954274354,False,False
both,sharp,10,F,0.08349900596421471,0.061630218687872766,0.1073558648111332,503,0.02940755467196819,0.014860834990059645,0.0437375745526839,principled_no_uncertainty_len,both | sharp,-0.05409145129224652,0.05409145129224652,False,False
both,sharp,11,FD,0.0,0.0,0.0,503,0.0028978670350776692,0.0019880715705765406,0.005964214711729622,principled_no_uncertainty_len,both | sharp,0.0028978670350776692,0.0028978670350776692,False,False
both,sharp,12,FDC,0.0,0.0,0.0,503,0.00463729252392621,0.0019880715705765406,0.009940357852882704,principled_no_uncertainty_len,both | sharp,0.00463729252392621,0.00463729252392621,False,False
both,sharp,13,FC,0.02186878727634195,0.009940357852882704,0.03578528827037773,503,0.015964214711729624,0.005964214711729622,0.027833001988071572,principled_no_uncertainty_len,both | sharp,-0.005904572564612326,0.005904572564612326,True,True
both,sharp,14,FCD,0.0019880715705765406,0.0,0.005964214711729622,503,0.004934357817061594,0.0019880715705765406,0.009940357852882704,principled_no_uncertainty_len,both | sharp,0.0029462862464850535,0.0029462862464850535,True,True
first,blurred,0,D,0.05595667870036101,0.039711191335740074,0.07581227436823104,554,0.06146570397111913,0.04332129963898917,0.08303249097472924,principled_no_uncertainty_len,first | blurred,0.005509025270758125,0.005509025270758125,True,True
first,blurred,1,DC,0.04332129963898917,0.02707581227436823,0.05956678700361011,554,0.21607942238267147,0.18231046931407943,0.2545126353790614,principled_no_uncertainty_len,first | blurred,0.1727581227436823,0.1727581227436823,False,False
first,blurred,2,DCF,0.2996389891696751,0.26173285198555957,0.33578519855595645,554,0.268927797833935,0.2364620938628159,0.304196750902527,principled_no_uncertainty_len,first | blurred,-0.030711191335740073,0.030711191335740073,True,True
first,blurred,3,DF,0.36462093862815886,0.3266696750902527,0.4043321299638989,554,0.11704693140794224,0.09205776173285199,0.14620938628158844,principled_no_uncertainty_len,first | blurred,-0.2475740072202166,0.2475740072202166,False,False
first,blurred,4,DFC,0.032490974729241874,0.018050541516245487,0.04693140794223827,554,0.07217328519855595,0.052346570397111915,0.09386281588447654,principled_no_uncertainty_len,first | blurred,0.03968231046931408,0.03968231046931408,False,False
first,blurred,5,C,0.005415162454873646,0.0,0.01263537906137184,554,0.08317328519855596,0.061371841155234655,0.10744584837545122,principled_no_uncertainty_len,first | blurred,0.07775812274368232,0.07775812274368232,False,False
first,blurred,6,CD,0.0018050541516245488,0.0,0.005415162454873646,554,0.010540937470609088,0.0036101083032490976,0.019855595667870037,principled_no_uncertainty_len,first | blurred,0.00873588331898454,0.00873588331898454,False,False
first,blurred,7,CDF,0.039711191335740074,0.02527075812274368,0.05600180505415137,554,0.04229241877256317,0.02707581227436823,0.05956678700361011,principled_no_uncertainty_len,first | blurred,0.002581227436823097,0.002581227436823097,True,True
first,blurred,8,CF,0.08664259927797834,0.06498194945848375,0.11191335740072202,554,0.04728519855595668,0.030685920577617327,0.06498194945848375,principled_no_uncertainty_len,first | blurred,-0.03935740072202166,0.03935740072202166,False,False
first,blurred,9,CFD,0.0,0.0,0.0,554,0.013514393407754136,0.005415162454873646,0.023465703971119134,principled_no_uncertainty_len,first | blurred,0.013514393407754136,0.013514393407754136,False,False
first,blurred,10,F,0.03790613718411552,0.023465703971119134,0.05415162454873646,554,0.036256317689530686,0.021660649819494584,0.052346570397111915,principled_no_uncertainty_len,first | blurred,-0.0016498194945848352,0.0016498194945848352,True,True
first,blurred,11,FD,0.009025270758122744,0.0018050541516245488,0.018050541516245487,554,0.003296598897966939,0.0018050541516245488,0.009025270758122744,principled_no_uncertainty_len,first | blurred,-0.0057286718601558045,0.0057286718601558045,True,True
first,blurred,12,FDC,0.0036101083032490976,0.0,0.009025270758122744,554,0.00970216606498195,0.0036101083032490976,0.018050541516245487,principled_no_uncertainty_len,first | blurred,0.006092057761732853,0.006092057761732853,True,False
first,blurred,13,FC,0.016245487364620937,0.007220216606498195,0.02707581227436823,554,0.01507942238267148,0.005415162454873646,0.02527075812274368,principled_no_uncertainty_len,first | blurred,-0.0011660649819494572,0.0011660649819494572,True,True
first,blurred,14,FCD,0.0036101083032490976,0.0,0.009025270758122744,554,0.004567150437331912,0.0018050541516245488,0.009025270758122744,principled_no_uncertainty_len,first | blurred,0.0009570421340828143,0.0009570421340828143,True,True
first,sharp,0,D,0.2689243027888446,0.2290836653386454,0.30876494023904383,502,0.07039840637450198,0.04780876494023904,0.09561752988047809,principled_no_uncertainty_len,first | sharp,-0.19852589641434262,0.19852589641434262,False,False
first,sharp,1,DC,0.045816733067729085,0.027888446215139442,0.06573705179282868,502,0.2503067729083665,0.21010956175298806,0.28989043824701194,principled_no_uncertainty_len,first | sharp,0.2044900398406374,0.2044900398406374,False,False
first,sharp,2,DCF,0.2051792828685259,0.17131474103585656,0.24108565737051765,502,0.31066533864541834,0.26693227091633465,0.35363545816733066,principled_no_uncertainty_len,first | sharp,0.10548605577689243,0.10548605577689243,False,False
first,sharp,3,DF,0.23107569721115537,0.19516932270916335,0.2689243027888446,502,0.13297211155378486,0.10358565737051793,0.16135458167330677,principled_no_uncertainty_len,first | sharp,-0.09810358565737051,0.09810358565737051,False,False
first,sharp,4,DFC,0.021912350597609563,0.0099601593625498,0.03386454183266932,502,0.08182868525896414,0.05776892430278884,0.10756972111553785,principled_no_uncertainty_len,first | sharp,0.05991633466135458,0.05991633466135458,False,False
first,sharp,5,C,0.0,0.0,0.0,502,0.049079681274900394,0.029880478087649404,0.0707669322709163,principled_no_uncertainty_len,first | sharp,0.049079681274900394,0.049079681274900394,False,False
first,sharp,6,CD,0.0,0.0,0.0,502,0.007530453136120815,0.00199203187250996,0.01593625498007968,principled_no_uncertainty_len,first | sharp,0.007530453136120815,0.007530453136120815,False,False
first,sharp,7,CDF,0.017928286852589643,0.00796812749003984,0.029880478087649404,502,0.031123505976095617,0.016882470119521917,0.045816733067729085,principled_no_uncertainty_len,first | sharp,0.013195219123505974,0.013195219123505974,True,False
first,sharp,8,CF,0.09362549800796813,0.06772908366533864,0.1195717131474101,502,0.019673306772908364,0.00796812749003984,0.03386454183266932,principled_no_uncertainty_len,first | sharp,-0.07395219123505976,0.07395219123505976,False,False
first,sharp,9,CFD,0.00199203187250996,0.0,0.00597609561752988,502,0.006072551897672468,0.00199203187250996,0.013944223107569721,principled_no_uncertainty_len,first | sharp,0.004080520025162508,0.004080520025162508,True,False
first,sharp,10,F,0.10159362549800798,0.07569721115537849,0.1294820717131474,502,0.02241832669322709,0.0099601593625498,0.037848605577689244,principled_no_uncertainty_len,first | sharp,-0.07917529880478089,0.07917529880478089,False,False
first,sharp,11,FD,0.00199203187250996,0.0,0.00597609561752988,502,0.003124880669017222,0.00199203187250996,0.00597609561752988,principled_no_uncertainty_len,first | sharp,0.0011328487965072617,0.0011328487965072617,True,True
first,sharp,12,FDC,0.0,0.0,0.0,502,0.007728270591104968,0.00199203187250996,0.01593625498007968,principled_no_uncertainty_len,first | sharp,0.007728270591104968,0.007728270591104968,False,False
first,sharp,13,FC,0.0099601593625498,0.00199203187250996,0.0199203187250996,502,0.0070197380954353066,0.00199203187250996,0.01593625498007968,principled_no_uncertainty_len,first | sharp,-0.002940421267114494,0.002940421267114494,True,True
first,sharp,14,FCD,0.0,0.0,0.0,502,0.0033037082439472875,0.00199203187250996,0.00796812749003984,principled_no_uncertainty_len,first | sharp,0.0033037082439472875,0.0033037082439472875,False,False
second,blurred,0,D,0.0,0.0,0.0,567,0.01689594356261023,0.007054673721340388,0.029982363315696647,principled_no_uncertainty_len,second | blurred,0.01689594356261023,0.01689594356261023,False,False
second,blurred,1,DC,0.0,0.0,0.0,567,0.07750264550264549,0.0564373897707231,0.10145502645502641,principled_no_uncertainty_len,second | blurred,0.07750264550264549,0.07750264550264549,False,False
second,blurred,2,DCF,0.026455026455026454,0.014109347442680775,0.04056437389770723,567,0.09713932980599647,0.07314814814814814,0.12522045855379188,principled_no_uncertainty_len,second | blurred,0.07068430335097002,0.07068430335097002,False,False
second,blurred,3,DF,0.0,0.0,0.0,567,0.00843431757410252,0.001763668430335097,0.015873015873015872,principled_no_uncertainty_len,second | blurred,0.00843431757410252,0.00843431757410252,False,False
second,blurred,4,DFC,0.014109347442680775,0.005291005291005291,0.024691358024691357,567,0.005627843253022079,0.001763668430335097,0.011243386243386243,principled_no_uncertainty_len,second | blurred,-0.008481504189658696,0.008481504189658696,False,True
second,blurred,5,C,0.6278659611992945,0.5890652557319224,0.6684303350970018,567,0.2963492063492063,0.26102292768959434,0.3360229276895943,principled_no_uncertainty_len,second | blurred,-0.3315167548500882,0.3315167548500882,False,False
second,blurred,6,CD,0.0,0.0,0.0,567,0.024606701940035274,0.012345679012345678,0.03880070546737213,principled_no_uncertainty_len,second | blurred,0.024606701940035274,0.024606701940035274,False,False
second,blurred,7,CDF,0.005291005291005291,0.0,0.012345679012345678,567,0.10825396825396826,0.08465608465608465,0.13403880070546736,principled_no_uncertainty_len,second | blurred,0.10296296296296296,0.10296296296296296,False,False
second,blurred,8,CF,0.26278659611992944,0.2257495590828924,0.2980599647266314,567,0.24912874779541447,0.21340388007054673,0.2857142857142857,principled_no_uncertainty_len,second | blurred,-0.01365784832451497,0.01365784832451497,True,True
second,blurred,9,CFD,0.0,0.0,0.0,567,0.07156261022927689,0.05114638447971781,0.09347442680776014,principled_no_uncertainty_len,second | blurred,0.07156261022927689,0.07156261022927689,False,False
