model,semantics,planning_scale,relevant_property,sharpness,category,empirical_proportion,model_proportion,condition_n,summary_type,signed_residual,abs_residual
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,first,blurred,three_adjectives,0.2542067307692308,0.37078252,1664,length,0.11657579357807452,0.11657579357807452
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,first,blurred,two_adjectives,0.4188701923076923,0.48465997,1664,length,0.06578977749897885,0.06578977749897885
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,first,sharp,one_adjective,0.47148541114058357,0.15113351,1508,length,-0.3203519036504255,0.3203519036504255
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,first,sharp,three_adjectives,0.18899204244031828,0.37733445,1508,length,0.18834240327463228,0.18834240327463228
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,first,sharp,two_adjectives,0.3395225464190981,0.47153202,1508,length,0.13200947057347084,0.13200947057347084
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,second,blurred,one_adjective,0.6884185773074663,0.15190588,1701,length,-0.5365126979291475,0.5365126979291475
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,second,blurred,three_adjectives,0.0411522633744856,0.34639868,1701,length,0.30524641802772084,0.30524641802772084
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,second,blurred,two_adjectives,0.2704291593180482,0.5016954,1701,length,0.23126623519794304,0.23126623519794304
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,second,sharp,one_adjective,0.7452018530774321,0.12707752,1511,length,-0.6181243331837859,0.6181243331837859
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,second,sharp,three_adjectives,0.02382528127068167,0.37238887,1511,length,0.3485635882533204,0.3485635882533204
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,1.5,second,sharp,two_adjectives,0.23097286565188616,0.5005336,1511,length,0.26956071512814317,0.26956071512814317
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,both,blurred,one_adjective,0.05972797161442933,0.12094858,1691,length,0.061220611273220205,0.061220611273220205
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,both,blurred,three_adjectives,0.2891780011827321,0.38328925,1691,length,0.09411124656850384,0.09411124656850384
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,both,blurred,two_adjectives,0.6510940272028385,0.49576214,1691,length,-0.15533188764404637,0.15533188764404637
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,both,sharp,one_adjective,0.06816677696889478,0.11774806,1511,length,0.049581282363475976,0.049581282363475976
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,both,sharp,three_adjectives,0.27001985440105886,0.39132714,1511,length,0.12130728831439525,0.12130728831439525
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,both,sharp,two_adjectives,0.6618133686300463,0.49092475,1511,length,-0.1708886228319353,0.1708886228319353
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,first,blurred,one_adjective,0.3269230769230769,0.1291407,1664,length,-0.19778237205285293,0.19778237205285293
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,first,blurred,three_adjectives,0.2542067307692308,0.37945822,1664,length,0.12525148804371172,0.12525148804371172
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,first,blurred,two_adjectives,0.4188701923076923,0.49140105,1664,length,0.07253085420681882,0.07253085420681882
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,first,sharp,one_adjective,0.47148541114058357,0.13970254,1508,length,-0.3317828675242887,0.3317828675242887
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,first,sharp,three_adjectives,0.18899204244031828,0.3840762,1508,length,0.19508416543588716,0.19508416543588716
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,first,sharp,two_adjectives,0.3395225464190981,0.47622123,1508,length,0.13669868718724038,0.13669868718724038
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,second,blurred,one_adjective,0.6884185773074663,0.12425877,1701,length,-0.5641598057687318,0.5641598057687318
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,second,blurred,three_adjectives,0.0411522633744856,0.36582002,1701,length,0.324667757062755,0.324667757062755
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,second,blurred,two_adjectives,0.2704291593180482,0.5099212,1701,length,0.2394920338048156,0.2394920338048156
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,second,sharp,one_adjective,0.7452018530774321,0.10639755,1511,length,-0.638804306249639,0.638804306249639
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,second,sharp,three_adjectives,0.02382528127068167,0.38727415,1511,length,0.3634488648093354,0.3634488648093354
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,2.0,second,sharp,two_adjectives,0.23097286565188616,0.5063282,1511,length,0.2753553594839171,0.2753553594839171
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,both,blurred,one_adjective,0.05972797161442933,0.10610099,1691,length,0.04637301975386443,0.04637301975386443
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,both,blurred,three_adjectives,0.2891780011827321,0.39515093,1691,length,0.10597292850667522,0.10597292850667522
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,both,blurred,two_adjectives,0.6510940272028385,0.49874803,1691,length,-0.15234599296402318,0.15234599296402318
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,both,sharp,one_adjective,0.06816677696889478,0.10418555,1511,length,0.03601877443605822,0.03601877443605822
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,both,sharp,three_adjectives,0.27001985440105886,0.40253577,1511,length,0.13251591196208506,0.13251591196208506
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,both,sharp,two_adjectives,0.6618133686300463,0.49327868,1511,length,-0.16853468639814317,0.16853468639814317
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,first,blurred,one_adjective,0.3269230769230769,0.1119453,1664,length,-0.21497777562875015,0.21497777562875015
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,first,blurred,three_adjectives,0.2542067307692308,0.39043412,1664,length,0.13622738535587603,0.13622738535587603
principled_salience_stop_regularized_plannedprefix_2x2_inc_rec,context_updating,3.0,first,blurred,two_adjectives,0.4188701923076923,0.49762058,1664,length,0.07875039027287412,0.07875039027287412
