relevant_property,sharpness,utterance_label,model_proportion,utterance_code,model,semantics,planning_scale,empirical_proportion,condition_n,signed_residual,abs_residual
first,sharp,DFC,0.051015787,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.01856763925729443,1508,0.03244814756931613,0.03244814756931613
first,sharp,F,0.009337555,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.03580901856763926,1508,-0.026471463881867795,0.026471463881867795
first,sharp,FC,0.0048357286,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.014588859416445624,1508,-0.009753130860527884,0.009753130860527884
first,sharp,FCD,0.0009276867,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.000663129973474801,1508,0.00026455671780937866,0.00026455671780937866
first,sharp,FD,0.00050320465,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.001326259946949602,1508,-0.0008230553004292855,0.0008230553004292855
first,sharp,FDC,0.001494709,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.001989389920424403,1508,-0.0004946808673475995,0.0004946808673475995
second,blurred,C,0.17722905,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.22692533803644915,1701,-0.049696291214854915,0.049696291214854915
second,blurred,CD,0.0049845153,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1701,0.004984515253454447,0.004984515253454447
second,blurred,CDF,0.02286447,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.001763668430335097,1701,0.021100801828020044,0.021100801828020044
second,blurred,CF,0.1452767,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.23633156966490299,1701,-0.09105487417501956,0.09105487417501956
second,blurred,CFD,0.034384694,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0005878894767783657,1701,0.03379680447363629,0.03379680447363629
second,blurred,D,0.043078862,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1701,0.04307886213064194,0.04307886213064194
second,blurred,DC,0.15648088,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0005878894767783657,1701,0.1558929891147591,0.1558929891147591
second,blurred,DCF,0.14385359,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.027630805408583186,1701,0.1162227844838042,0.1162227844838042
second,blurred,DF,0.10797243,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.005291005291005291,1701,0.1026814229116238,0.1026814229116238
second,blurred,DFC,0.05417564,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.011169900058788948,1701,0.043005741328912085,0.043005741328912085
second,blurred,F,0.06518895,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.46149323927101704,1701,-0.39630428748068425,0.39630428748068425
second,blurred,FC,0.0329057,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.027630805408583186,1701,0.005274896139277913,0.005274896139277913
second,blurred,FCD,0.006792792,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1701,0.006792792119085789,0.006792792119085789
second,blurred,FD,0.0010258838,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0005878894767783657,1701,0.0004379943533740863,0.0004379943533740863
second,blurred,FDC,0.0037858337,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1701,0.003785833716392517,0.003785833716392517
second,sharp,C,0.14211307,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.27663798808735934,1511,-0.13452491342705813,0.13452491342705813
second,sharp,CD,0.005502834,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0006618133686300463,1511,0.004841020616162186,0.004841020616162186
second,sharp,CDF,0.025319772,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.003970880211780278,1511,0.021348891629388127,0.021348891629388127
second,sharp,CF,0.10795655,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.19391131700860356,1511,-0.08595476599322652,0.08595476599322652
second,sharp,CFD,0.025888363,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1511,0.025888362899422646,0.025888362899422646
second,sharp,D,0.051078152,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1511,0.051078151911497116,0.051078151911497116
second,sharp,DC,0.18757626,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0013236267372600927,1511,0.18625263740573003,0.18625263740573003
second,sharp,DCF,0.17779024,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.009927200529450696,1511,0.16786303892386503,0.16786303892386503
second,sharp,DF,0.12556519,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.011250827266710787,1511,0.11431435887621066,0.11431435887621066
second,sharp,DFC,0.06517807,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.00727994705493051,1511,0.057898119437150175,0.057898119437150175
second,sharp,F,0.05060839,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.4685638649900728,1511,-0.41795547591050203,0.41795547591050203
second,sharp,FC,0.02487956,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.02382528127068167,1511,0.0010542786038529386,0.0010542786038529386
second,sharp,FCD,0.0052810153,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1511,0.005281015299260616,0.005281015299260616
second,sharp,FD,0.0011102739,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0,1511,0.0011102738790214062,0.0011102738790214062
second,sharp,FDC,0.004152239,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,0.5,0.0026472534745201853,1511,0.001504985360129139,0.001504985360129139
both,blurred,C,0.08376477,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.008870490833826138,1691,0.07489427830307953,0.07489427830307953
both,blurred,CD,0.0021000504,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0035481963335304554,1691,-0.0014481458841591175,0.0014481458841591175
both,blurred,CDF,0.009200628,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.03252513305736251,1691,-0.02332450514180131,0.02332450514180131
both,blurred,CF,0.071333595,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.39503252513305737,1691,-0.32369893051282955,0.32369893051282955
both,blurred,CFD,0.0187141,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.004730928444707274,1691,0.013983171677744509,0.013983171677744509
both,blurred,D,0.06695801,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.002365464222353637,1691,0.06459254597433216,0.06459254597433216
both,blurred,DC,0.2951606,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.03784742755765819,1691,0.25731316404466725,0.25731316404466725
both,blurred,DCF,0.26499248,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.2253104671791839,1691,0.03968200833045965,0.03968200833045965
both,blurred,DF,0.10110563,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.1732702542874039,1691,-0.07216462388960726,0.07216462388960726
both,blurred,DFC,0.058668185,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.02424600827912478,1691,0.03442217674632879,0.03442217674632879
both,blurred,F,0.015444253,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.04849201655824956,1691,-0.03304776391824063,0.03304776391824063
both,blurred,FC,0.0092351865,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.039621525724423415,1691,-0.03038633922208596,0.03038633922208596
both,blurred,FCD,0.0017829977,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0005913660555884093,1691,0.0011916316885695012,0.0011916316885695012
both,blurred,FD,0.00041331886,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0017740981667652277,1691,-0.0013607793036266712,0.0013607793036266712
both,blurred,FDC,0.0011261904,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0017740981667652277,1691,-0.0006479077521129994,0.0006479077521129994
both,sharp,C,0.07542357,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.033752481800132364,1511,0.041671086687034994,0.041671086687034994
both,sharp,CD,0.0018318977,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.003970880211780278,1511,-0.002138982560934929,0.002138982560934929
both,sharp,CDF,0.007930375,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.02183984116479153,1511,-0.013909466460490173,0.013909466460490173
both,sharp,CF,0.06557282,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.3798808735936466,1511,-0.3143080529897991,0.3143080529897991
both,sharp,CFD,0.017318085,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0026472534745201853,1511,0.014670831361485979,0.014670831361485979
both,sharp,D,0.06783134,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001985440105890139,1511,0.06584589734604468,0.06584589734604468
both,sharp,DC,0.29931965,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.09066843150231635,1511,0.2086512232008239,0.2086512232008239
both,sharp,DCF,0.27761194,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.21972203838517537,1511,0.0578899027139915,0.0578899027139915
both,sharp,DF,0.10203663,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.1502316346790205,1511,-0.04819500208157407,0.04819500208157407
both,sharp,DFC,0.060004298,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.02316346790205162,1511,0.0368408297418483,0.0368408297418483
both,sharp,F,0.013768066,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.03242885506287227,1511,-0.018660789342075684,0.018660789342075684
both,sharp,FC,0.008306487,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.036399735274652546,1511,-0.028093247811237877,0.028093247811237877
both,sharp,FCD,0.0016219886,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001985440105890139,1511,-0.00036345150390754534,0.00036345150390754534
both,sharp,FD,0.00039147132,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0006618133686300463,1511,-0.0002703420525234289,0.0002703420525234289
both,sharp,FDC,0.0010313324,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0006618133686300463,1511,0.0003695190478298717,0.0003695190478298717
first,blurred,C,0.09653596,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.26802884615384615,1664,-0.1714928878041414,0.1714928878041414
first,blurred,CD,0.0022713444,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001201923076923077,1664,0.0010694213426457,0.0010694213426457
first,blurred,CDF,0.010012054,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0234375,1664,-0.01342544611543417,0.01342544611543417
first,blurred,CF,0.06772203,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.16346153846153846,1664,-0.09573950847754112,0.09573950847754112
first,blurred,CFD,0.017920937,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0006009615384615385,1664,0.01731997585067382,0.01731997585067382
first,blurred,D,0.06752518,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.04447115384615385,1664,0.023054024347892173,0.023054024347892173
first,blurred,DC,0.30494696,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.04146634615384615,1664,0.26348061286486113,0.26348061286486113
first,blurred,DCF,0.27435717,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.20432692307692307,1664,0.07003024678963882,0.07003024678963882
first,blurred,DF,0.09253444,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.19230769230769232,1664,-0.09977325453208044,0.09977325453208044
first,blurred,DFC,0.054622196,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.02283653846153846,1664,0.0317856571995295,0.0317856571995295
first,blurred,F,0.0061815083,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.014423076923076924,1664,-0.008241568620388325,0.008241568620388325
first,blurred,FC,0.0034933132,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.017427884615384616,1664,-0.013934571403436936,0.013934571403436936
first,blurred,FCD,0.00070908567,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001201923076923077,1664,-0.000492837409882878,0.000492837409882878
first,blurred,FD,0.00034373035,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0030048076923076925,1664,-0.002661077339255896,0.002661077339255896
first,blurred,FDC,0.00082405016,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0018028846153846155,1664,-0.0009788344524657498,0.0009788344524657498
first,sharp,C,0.09711587,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.2592838196286472,1508,-0.1621679527887615,0.1621679527887615
first,sharp,CD,0.0017807259,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1508,0.0017807258991524577,0.0017807258991524577
first,sharp,CDF,0.0076436517,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.015915119363395226,1508,-0.008271467680511724,0.008271467680511724
first,sharp,CF,0.07169718,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.1319628647214854,1508,-0.060265681768127716,0.060265681768127716
first,sharp,CFD,0.018968284,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.000663129973474801,1508,0.018305154156621633,0.018305154156621633
first,sharp,D,0.06653014,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.17639257294429708,1508,-0.10986243469013143,0.10986243469013143
first,sharp,DC,0.29621762,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.03978779840848806,1508,0.25642982196428415,0.25642982196428415
first,sharp,DCF,0.2884029,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.15119363395225463,1508,0.1372092512463385,0.1372092512463385
first,sharp,DF,0.08916111,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.15185676392572944,1508,-0.0626956510211808,0.0626956510211808
first,sharp,DFC,0.052793518,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.01856763925729443,1508,0.03422587845148395,0.03422587845148395
first,sharp,F,0.0051334975,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.03580901856763926,1508,-0.030675521038907437,0.030675521038907437
first,sharp,FC,0.0030387351,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.014588859416445624,1508,-0.011550124287506472,0.011550124287506472
first,sharp,FCD,0.0006200958,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.000663129973474801,1508,-4.3034157499582015e-05,4.3034157499582015e-05
first,sharp,FD,0.0002941856,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001326259946949602,1508,-0.0010320743541566738,0.0010320743541566738
first,sharp,FDC,0.00060247857,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001989389920424403,1508,-0.001386911351516576,0.001386911351516576
second,blurred,C,0.10916963,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.22692533803644915,1701,-0.11775570584002276,0.11775570584002276
second,blurred,CD,0.0024054432,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1701,0.0024054432287812233,0.0024054432287812233
second,blurred,CDF,0.010647288,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.001763668430335097,1701,0.008883619161956735,0.008883619161956735
second,blurred,CF,0.09707852,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.23633156966490299,1701,-0.13925305258554965,0.13925305258554965
second,blurred,CFD,0.022841793,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0005878894767783657,1701,0.02225390307688489,0.02225390307688489
second,blurred,D,0.059742045,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1701,0.059742044657468796,0.059742044657468796
second,blurred,DC,0.22737752,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0005878894767783657,1701,0.22678962953471912,0.22678962953471912
second,blurred,DCF,0.20549498,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.027630805408583186,1701,0.1778641795758147,0.1778641795758147
second,blurred,DF,0.13669087,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.005291005291005291,1701,0.13139986463640102,0.13139986463640102
second,blurred,DFC,0.068706356,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.011169900058788948,1701,0.05753645593019039,0.05753645593019039
second,blurred,F,0.035427053,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.46149323927101704,1701,-0.42606618674335095,0.42606618674335095
second,blurred,FC,0.018426621,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.027630805408583186,1701,-0.00920418407581856,0.00920418407581856
second,blurred,FCD,0.0038785604,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1701,0.00387856038287282,0.00387856038287282
second,blurred,FD,0.00052073365,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0005878894767783657,1701,-6.715582600460201e-05,6.715582600460201e-05
second,blurred,FDC,0.0015925656,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1701,0.0015925655607134104,0.0015925655607134104
second,sharp,C,0.07867278,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.27663798808735934,1511,-0.1979652065007123,0.1979652065007123
second,sharp,CD,0.0024864348,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0006618133686300463,1511,0.0018246213965300373,0.0018246213965300373
second,sharp,CDF,0.011030947,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.003970880211780278,1511,0.007060066646446975,0.007060066646446975
second,sharp,CF,0.06604683,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.19391131700860356,1511,-0.12786449046717976,0.12786449046717976
second,sharp,CFD,0.015752306,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1511,0.015752306208014488,0.015752306208014488
second,sharp,D,0.06617716,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1511,0.06617715954780579,0.06617715954780579
second,sharp,DC,0.2528672,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0013236267372600927,1511,0.2515435652926929,0.2515435652926929
second,sharp,DCF,0.23647223,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.009927200529450696,1511,0.226545033600455,0.226545033600455
second,sharp,DF,0.15022887,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.011250827266710787,1511,0.13897804562853,0.13897804562853
second,sharp,DFC,0.0779158,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.00727994705493051,1511,0.07063585554306906,0.07063585554306906
second,sharp,F,0.02477292,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.4685638649900728,1511,-0.44379094527562196,0.44379094527562196
second,sharp,FC,0.012624058,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.02382528127068167,1511,-0.011201223329542924,0.011201223329542924
second,sharp,FCD,0.002754805,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1511,0.0027548049110919237,0.0027548049110919237
second,sharp,FD,0.00053651916,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0,1511,0.0005365191609598696,0.0005365191609598696
second,sharp,FDC,0.0016611032,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.0,0.0026472534745201853,1511,-0.0009861502557263163,0.0009861502557263163
both,blurred,C,0.05401217,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.008870490833826138,1691,0.04514167736499779,0.04514167736499779
both,blurred,CD,0.00082870224,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0035481963335304554,1691,-0.0027194940979360636,0.0027194940979360636
both,blurred,CDF,0.0031781918,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.03252513305736251,1691,-0.029346941220439147,0.029346941220439147
both,blurred,CF,0.050626073,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.39503252513305737,1691,-0.3444064521004398,0.3444064521004398
both,blurred,CFD,0.013324568,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.004730928444707274,1691,0.008593639603412272,0.008593639603412272
both,blurred,D,0.07342802,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.002365464222353637,1691,0.07106255565889484,0.07106255565889484
both,blurred,DC,0.32581323,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.03784742755765819,1691,0.2879658062947283,0.2879658062947283
both,blurred,DCF,0.29204014,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.2253104671791839,1691,0.0667296722575379,0.0667296722575379
both,blurred,DF,0.10820973,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.1732702542874039,1691,-0.06506052509276278,0.06506052509276278
both,blurred,DFC,0.062815696,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.02424600827912478,1691,0.03856968772192808,0.03856968772192808
both,blurred,F,0.008505536,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.04849201655824956,1691,-0.039986480314930045,0.039986480314930045
both,blurred,FC,0.005339037,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.039621525724423415,1691,-0.03428248856310297,0.03428248856310297
both,blurred,FCD,0.0010899667,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0005913660555884093,1691,0.0004986006839394719,0.0004986006839394719
both,blurred,FD,0.00027280106,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0017740981667652277,1691,-0.0015012971081655023,0.0015012971081655023
both,blurred,FDC,0.00051608845,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0017740981667652277,1691,-0.0012580097201630024,0.0012580097201630024
both,sharp,C,0.050634667,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.033752481800132364,1511,0.016882185477203757,0.016882185477203757
both,sharp,CD,0.0007382458,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.003970880211780278,1511,-0.0032326344274752417,0.0032326344274752417
both,sharp,CDF,0.0027496954,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.02183984116479153,1511,-0.01909014572217459,0.01909014572217459
both,sharp,CF,0.048261542,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.3798808735936466,1511,-0.33161933172042996,0.33161933172042996
both,sharp,CFD,0.012785295,9,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0026472534745201853,1511,0.010138041549994013,0.010138041549994013
both,sharp,D,0.07324185,0,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.001985440105890139,1511,0.071256412117983,0.071256412117983
both,sharp,DC,0.32575992,1,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.09066843150231635,1511,0.23509148599531854,0.23509148599531854
both,sharp,DCF,0.30127093,2,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.21972203838517537,1511,0.08154889357397685,0.08154889357397685
both,sharp,DF,0.10693215,3,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.1502316346790205,1511,-0.04329948634165631,0.04329948634165631
both,sharp,DFC,0.062889665,4,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.02316346790205162,1511,0.039726197463167495,0.039726197463167495
both,sharp,F,0.007922129,10,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.03242885506287227,1511,-0.024506726288646558,0.024506726288646558
both,sharp,FC,0.0050373524,13,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.036399735274652546,1511,-0.03136238283191115,0.03136238283191115
both,sharp,FCD,0.0010401482,14,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.001985440105890139,1511,-0.0009452919063542326,0.0009452919063542326
both,sharp,FD,0.00026297022,11,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0006618133686300463,1511,-0.00039884314740114876,0.00039884314740114876
both,sharp,FDC,0.00047340486,12,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0006618133686300463,1511,-0.0001884085124641753,0.0001884085124641753
first,blurred,C,0.06854593,5,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.26802884615384615,1664,-0.19948291606627977,0.19948291606627977
first,blurred,CD,0.000927407,6,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.001201923076923077,1664,-0.0002745160734495865,0.0002745160734495865
first,blurred,CDF,0.0036457607,7,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.0234375,1664,-0.019791739294305444,0.019791739294305444
first,blurred,CF,0.052950975,8,principled_salience_stop_regularized_plannedprefix_2x2_inc_static,context_fixed,1.5,0.16346153846153846,1664,-0.11051056390771499,0.11051056390771499
