model,architecture,architecture_short,semantics,semantics_short,summary_type,relevant_property,sharpness,category,empirical_proportion,model_proportion,signed_residual,abs_residual,n
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,blurred,colour_only,0.005415162454873604,0.017980720911637223,0.012565558456763617,0.012565558456763617,554
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,blurred,redundant_form,0.8935018050541518,0.8258951187462089,-0.06760668630794286,0.06760668630794286,554
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,blurred,size_colour,0.04512635379061363,0.05831365364656617,0.013187299855952538,0.013187299855952538,554
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,blurred,size_only,0.05595667870036104,0.09781050669558769,0.04185382799522665,0.04185382799522665,554
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,sharp,colour_only,0.0,0.012345510991844492,0.012345510991844492,0.012345510991844492,502
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,sharp,redundant_form,0.6852589641434262,0.7769476966124694,0.09168873246904319,0.09168873246904319,502
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,sharp,size_colour,0.04581673306772902,0.06593119221400559,0.02011445914627657,0.02011445914627657,502
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,sharp,size_only,0.2689243027888447,0.14477560018168054,-0.12414870260716418,0.12414870260716418,502
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,blurred,colour_only,0.6278659611992948,0.699228662281794,0.0713627010824992,0.0713627010824992,567
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,blurred,redundant_form,0.3721340388007052,0.2321505247216622,-0.13998351407904303,0.13998351407904303,567
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,blurred,size_colour,0.0,0.06543482735778107,0.06543482735778107,0.06543482735778107,567
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,blurred,size_only,0.0,0.003185985638762608,0.003185985638762608,0.003185985638762608,567
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,sharp,colour_only,0.7162698412698416,0.6940451724621611,-0.02222466880768048,0.02222466880768048,504
