model,order_planning_scale,relevant_property,sharpness,utterance_code,utterance_label,human_mean,model_mean,candidate_model_mean,signed_residual,candidate_signed_residual,abs_residual,candidate_abs_residual,utterance_set,order_score
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,blurred,5,C,0.6278659611992945,0.6839153439153439,0.6839153439153439,0.0560493827160494,0.05604938271604942,0.0560493827160494,0.05604938271604942,C,1.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,blurred,8,CF,0.2627865961199294,0.1730864197530864,0.1730864197530864,-0.089700176366843,-0.08970017636684299,0.089700176366843,0.08970017636684299,CF,1.18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,blurred,13,FC,0.019400352733686,0.0072478544419044,0.0072478544419044,-0.0121524982917815,-0.0121524982917816,0.0121524982917815,0.0121524982917816,CF,0.8500000000000001
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,blurred,10,F,0.0440917107583774,0.0114708994708994,0.0114708994708994,-0.0326208112874779,-0.032620811287478,0.0326208112874779,0.032620811287478,F,0.4
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,0,D,0.0,0.0136349206349206,0.0136349206349206,0.0136349206349206,0.0136349206349206,0.0136349206349206,0.0136349206349206,D,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,1,DC,0.0019841269841269,0.0789880952380952,0.0789880952380952,0.0770039682539682,0.07700396825396831,0.0770039682539682,0.07700396825396831,CD,0.45
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,6,CD,0.0,0.0168373015873015,0.0168373015873015,0.0168373015873015,0.0168373015873015,0.0168373015873015,0.0168373015873015,CD,1.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,2,DCF,0.0019841269841269,0.025031746031746,0.025031746031746,0.023047619047619,0.023047619047619098,0.023047619047619,0.023047619047619098,CDF,0.53
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,4,DFC,0.0059523809523809,0.0024948923463774,0.0024948923463774,-0.0034574886060034,-0.0034574886060035,0.0034574886060034,0.0034574886060035,CDF,0.38
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,7,CDF,0.0039682539682539,0.0218492063492063,0.0218492063492063,0.0178809523809523,0.0178809523809524,0.0178809523809523,0.0178809523809524,CDF,1.08
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,9,CFD,0.0,0.0080451720918252,0.0080451720918252,0.0080451720918252,0.0080451720918252,0.0080451720918252,0.0080451720918252,CDF,1.18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,12,FDC,0.0,0.002063492063492,0.002063492063492,0.002063492063492,0.002063492063492,0.002063492063492,0.002063492063492,CDF,0.6000000000000001
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,14,FCD,0.0,0.0022175536881419,0.0022175536881419,0.0022175536881419,0.0022175536881419,0.0022175536881419,0.0022175536881419,CDF,0.8500000000000001
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,3,DF,0.0,0.0070514720410985,0.007051472041098499,0.0070514720410985,0.007051472041098499,0.0070514720410985,0.007051472041098499,DF,0.18000000000000002
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,11,FD,0.0,0.0021233639654692,0.0021233639654692,0.0021233639654692,0.0021233639654692,0.0021233639654692,0.0021233639654692,DF,0.4
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,5,C,0.7162698412698413,0.669595238095238,0.669595238095238,-0.0466746031746032,-0.04667460317460326,0.0466746031746032,0.04667460317460326,C,1.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,8,CF,0.2301587301587301,0.138313492063492,0.138313492063492,-0.091845238095238,-0.09184523809523809,0.091845238095238,0.09184523809523809,CF,1.18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,13,FC,0.0198412698412698,0.007312925170068,0.007312925170067999,-0.0125283446712018,-0.0125283446712018,0.0125283446712018,0.0125283446712018,CF,0.8500000000000001
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,second,sharp,10,F,0.0198412698412698,0.012144777265745,0.012144777265745,-0.0076964925755248,-0.007696492575524799,0.0076964925755248,0.007696492575524799,F,0.4
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,0,D,0.0,0.0103776457508656,0.0103776457508656,0.0103776457508656,0.0103776457508656,0.0103776457508656,0.0103776457508656,D,1.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,1,DC,0.0689045936395759,0.0588833922261484,0.0588833922261484,-0.0100212014134275,-0.010021201413427508,0.0100212014134275,0.010021201413427508,CD,1.3375
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,6,CD,0.0088339222614841,0.0051404128696299,0.0051404128696299,-0.0036935093918541,-0.0036935093918541995,0.0036935093918541,0.0036935093918541995,CD,1.2
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,2,DCF,0.3091872791519434,0.2229717314487632,0.22297173144876317,-0.0862155477031801,-0.08621554770318021,0.0862155477031801,0.08621554770318021,CDF,1.3975
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,4,DFC,0.0300353356890459,0.0150883392226148,0.0150883392226148,-0.014946996466431,-0.0149469964664311,0.014946996466431,0.0149469964664311,CDF,1.2850000000000001
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,7,CDF,0.0512367491166077,0.0772402826855123,0.0772402826855123,0.0260035335689045,0.026003533568904592,0.0260035335689045,0.026003533568904592,CDF,1.26
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,9,CFD,0.0035335689045936,0.0178763250883392,0.0178763250883392,0.0143427561837455,0.014342756183745599,0.0143427561837455,0.014342756183745599,CDF,1.085
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,12,FDC,0.0053003533568904,0.0030499774962413,0.0030499774962413,-0.002250375860649,-0.0022503758606491,0.002250375860649,0.0022503758606491,CDF,0.9
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,14,FCD,0.0,0.0033115140280754,0.0033115140280754003,0.0033115140280754,0.0033115140280754003,0.0033115140280754,0.0033115140280754003,CDF,0.8374999999999999
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,both,blurred,3,DF,0.0848056537102473,0.1097173144876325,0.1097173144876325,0.0249116607773851,0.0249116607773852,0.0249116607773851,0.0249116607773852,DF,1.135
