probs_big_blue,probs_blue_big,alpha,bias,nobj,color_semvalue,form_semvalue,wf,k,speaker,size_distribution,sample_size,world_length
0.5012642741203308,0.4987357556819916,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6199203729629517,0.43123766779899597,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5266090035438538,0.4736539423465729,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5370588898658752,0.46363434195518494,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6735517978668213,0.3675147593021393,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.8299880623817444,0.35603609681129456,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6245875954627991,0.4288581609725952,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7902265787124634,0.3658825159072876,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5627244710922241,0.4403846561908722,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6578414440155029,0.4128510057926178,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6615936756134033,0.4111536741256714,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5976691246032715,0.41257938742637634,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6280191540718079,0.42712870240211487,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7142583131790161,0.38971707224845886,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6300087571144104,0.42613381147384644,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5475627183914185,0.45386090874671936,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.703286349773407,0.39382123947143555,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6207132339477539,0.4308311939239502,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5906707644462585,0.41777053475379944,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6213381886482239,0.4305115044116974,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6234736442565918,0.4294233024120331,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5955420136451721,0.41413724422454834,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7428888082504272,0.37984499335289,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.8427331447601318,0.3531838357448578,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.8635194897651672,0.34880974888801575,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6287314891815186,0.4267718195915222,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6638613343238831,0.41013893485069275,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5581355094909668,0.44437888264656067,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.508331298828125,0.4916769564151764,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7166306972503662,0.3888538181781769,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5126294493675232,0.4873993694782257,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.573456883430481,0.4313466250896454,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.624060869216919,0.4291251301765442,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7618091106414795,0.3739369511604309,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7122443318367004,0.3904566764831543,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5486863255500793,0.45283547043800354,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.571582555770874,0.432893842458725,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5153192281723022,0.4847320318222046,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.666176438331604,0.4091114401817322,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6992830038070679,0.35620588064193726,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5010664463043213,0.4989335834980011,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6073706150054932,0.40569376945495605,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6278111338615417,0.4272330403327942,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5315137505531311,0.4689183533191681,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.606813907623291,0.4060792028903961,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6841439604759216,0.40143224596977234,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6288163065910339,0.4267294108867645,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7054945826530457,0.3537238538265228,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6714922785758972,0.4067850410938263,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.617509663105011,0.4324788749217987,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7658854722976685,0.37272343039512634,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5418811440467834,0.4591067433357239,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.8714232444763184,0.3472306728363037,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5984816551208496,0.41198888421058655,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.74820476770401,0.3389357030391693,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6309916973114014,0.42564448714256287,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6152755618095398,0.4003452658653259,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6277549266815186,0.42726126313209534,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6384237408638,0.38597655296325684,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5485875606536865,0.4529254734516144,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6260122060775757,0.4281381070613861,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5324220657348633,0.46804749965667725,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6333397030830383,0.42448142170906067,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6180186867713928,0.4322161078453064,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6645947694778442,0.40981248021125793,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5065445303916931,0.4934594929218292,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6859729886054993,0.4006797969341278,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5625125169754028,0.4405674338340759,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5511926412582397,0.4505630135536194,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7255496978759766,0.3856829106807709,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6869756579399109,0.3614015281200409,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.8512927293777466,0.35134246945381165,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5038073062896729,0.4961934983730316,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5052815079689026,0.49472060799598694,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5241174101829529,0.4760792851448059,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6162258386611938,0.43314328789711,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6746713519096375,0.4054156541824341,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6338733434677124,0.4242182672023773,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6498989462852478,0.41651809215545654,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5191699266433716,0.48092979192733765,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.8031370639801025,0.3625165522098541,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.5537431240081787,0.4482719600200653,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.7425358295440674,0.37995970249176025,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
0.6135958433151245,0.4014624059200287,1.0,0.0,2,0.9,0.98,0.5,0.1,incremental_speaker,normal,10000,2
