model,relevant_property,sharpness,mae,rmse,max_abs_residual,worst_utterance_code,worst_utterance_label,worst_human_mean,worst_model_mean,worst_signed_residual,coverage_rate
principled_no_uncertainty_len,both,blurred,0.05492192426433815,0.07726885300519336,0.18873144876325088,5,C,0.0088339222614841,0.19756537102473498,0.18873144876325088,0.2
principled_no_uncertainty_len,both,sharp,0.04088882269584637,0.06044767116733416,0.1541192842942346,5,C,0.0,0.1541192842942346,0.1541192842942346,0.3333333333333333
principled_no_uncertainty_len,first,blurred,0.04358502272676552,0.08230931364000053,0.2475740072202166,3,DF,0.36462093862815886,0.11704693140794224,-0.2475740072202166,0.5333333333333333
principled_no_uncertainty_len,first,sharp,0.060576034989920126,0.08945941667589673,0.2044900398406374,1,DC,0.045816733067729085,0.2503067729083665,0.2044900398406374,0.26666666666666666
principled_no_uncertainty_len,second,blurred,0.050658823404652394,0.09602552089441366,0.3315167548500882,5,C,0.6278659611992945,0.2963492063492063,-0.3315167548500882,0.13333333333333333
principled_no_uncertainty_len,second,sharp,0.06493754027949868,0.12785228643234323,0.4435873015873016,5,C,0.7162698412698413,0.2726825396825397,-0.4435873015873016,0.26666666666666666
principled_salience_stop,both,blurred,0.06112419741439408,0.09250182246957023,0.2363710247349823,5,C,0.0088339222614841,0.24520494699646642,0.2363710247349823,0.26666666666666666
principled_salience_stop,both,sharp,0.046808767750821496,0.07045943534594264,0.18633797216699802,5,C,0.0,0.18633797216699802,0.18633797216699802,0.26666666666666666
principled_salience_stop,first,blurred,0.047418192626722665,0.08684439517982652,0.24179422382671484,3,DF,0.36462093862815886,0.12282671480144404,-0.24179422382671484,0.4666666666666667
principled_salience_stop,first,sharp,0.0606865016844833,0.09201363377984909,0.22750996015936253,1,DC,0.045816733067729085,0.27332669322709163,0.22750996015936253,0.26666666666666666
principled_salience_stop,second,blurred,0.04241118556461764,0.07170636440578065,0.23058906525573192,5,C,0.6278659611992945,0.3972768959435626,-0.23058906525573192,0.06666666666666667
principled_salience_stop,second,sharp,0.05807467657319456,0.1071479003591402,0.35908730158730157,5,C,0.7162698412698413,0.3571825396825397,-0.35908730158730157,0.2
