model,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,scale,delta_elpd_from_best,ppc_rmse,ppc_mae,ppc_r,ppc_r2,ppc_scope,diagnostic_status,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,n_parameters_x,n_parameters_y,complexity,complexity_source,diagnostics_ok,complete_objectives,eligible_for_frontier,posterior_pareto_frontier
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,0,-5654.333872795105,27.8181676864624,0.0,63.48027762980849,0.0,False,log,0.0,0.0537147863976297,0.0318703650814911,0.9083283836833262,0.8250604526047639,all_cells,pass,1.01,0,0,188.0,205.0,0,0.0,8,8,8,n_parameters,True,True,True,True
principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,1,-5655.125134944916,27.77660894393921,0.791262149810791,63.4871444581267,0.167925495401691,False,log,-0.791262149810791,0.0537911021961455,0.0318615229961721,0.9081212915084896,0.824684280091047,all_cells,pass,1.01,0,0,201.0,205.0,0,0.0,8,8,8,n_parameters,True,True,True,False
principled_salience_stop_regularized_responsepolicy_2x2_glob_rec_fixedeps,2,-6023.596164703369,3.8782663345336914,369.26229190826416,63.49440656094776,21.16635311121338,False,log,-369.26229190826416,0.0615410533321896,0.0371796086166047,0.8756943977373125,0.7668406782285144,all_cells,fail,1.4,2,1,9.0,25.0,0,0.0,8,8,8,n_parameters,False,True,False,False
principled_salience_stop_regularized_responsepolicy_2x2_glob_static_fixedeps,3,-6023.923852443695,4.102647304534912,369.5899796485901,63.390230235701026,21.13483402511665,False,log,-369.5899796485901,0.06149486011621,0.0372186295893008,0.8758719813282713,0.7671517276759116,all_cells,fail,1.34,4,1,10.0,44.0,0,0.0,8,8,8,n_parameters,False,True,False,False
