semantics,summary_type,relevant_property,sharpness,category,model_global,model_proportion_global,signed_residual_global,abs_residual_global,empirical_proportion,model_incremental,model_proportion_incremental,signed_residual_incremental,abs_residual_incremental,global_minus_incremental_abs_residual
context_fixed,order,both,blurred,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.20588012497528835,-0.12804213650881063,0.12804213650881063,0.333922261484099,principled_salience_stop_regularized_2x2_inc_static,0.2386036369295735,-0.09531862455452547,0.09531862455452547,0.03272351195428516
context_updating,order,first,blurred,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.18352930480194815,0.05537046003660526,0.05537046003660526,0.1281588447653429,principled_salience_stop_regularized_2x2_inc_rec,0.10119753386341637,-0.026961310901926522,0.026961310901926522,0.028409149134678735
context_fixed,order,first,blurred,colour_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.18362005890159183,0.05546121413624894,0.05546121413624894,0.1281588447653429,principled_salience_stop_regularized_2x2_inc_static,0.10073212628717536,-0.027426718478167536,0.027426718478167536,0.0280344956580814
context_fixed,selection,first,sharp,size_only,principled_salience_stop_regularized_2x2_glob_static,0.04510120527273584,-0.22382309751610888,0.22382309751610888,0.2689243027888447,principled_salience_stop_regularized_2x2_inc_static,0.06883359030795932,-0.2000907124808854,0.2000907124808854,0.023732385035223486
context_updating,selection,first,sharp,size_only,principled_salience_stop_regularized_2x2_glob_rec,0.04513842273925468,-0.22378588004959005,0.22378588004959005,0.2689243027888447,principled_salience_stop_regularized_2x2_inc_rec,0.06879086043619141,-0.2001334423526533,0.2001334423526533,0.023652437696936757
context_updating,selection,first,blurred,size_only,principled_salience_stop_regularized_2x2_glob_rec,0.030804669058926655,-0.025152009641434388,0.025152009641434388,0.05595667870036104,principled_salience_stop_regularized_2x2_inc_rec,0.06033279163280146,0.004376112932440418,0.004376112932440418,0.02077589670899397
context_fixed,selection,first,blurred,size_only,principled_salience_stop_regularized_2x2_glob_static,0.030680290347625917,-0.025276388352735126,0.025276388352735126,0.05595667870036104,principled_salience_stop_regularized_2x2_inc_static,0.06057627196675412,0.0046195932663930794,0.0046195932663930794,0.020656795086342047
context_fixed,selection,first,sharp,colour_only,principled_salience_stop_regularized_2x2_glob_static,0.06716997444291967,0.06716997444291967,0.06716997444291967,0.0,principled_salience_stop_regularized_2x2_inc_static,0.05152792528590404,0.05152792528590404,0.05152792528590404,0.015642049157015628
context_updating,selection,first,sharp,colour_only,principled_salience_stop_regularized_2x2_glob_rec,0.06696919355697,0.06696919355697,0.06696919355697,0.0,principled_salience_stop_regularized_2x2_inc_rec,0.05180752127725634,0.05180752127725634,0.05180752127725634,0.015161672279713656
context_fixed,order,both,sharp,size_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.5094976383957458,-0.1366256220416302,0.1366256220416302,0.646123260437376,principled_salience_stop_regularized_2x2_inc_static,0.523221402569903,-0.12290185786747299,0.12290185786747299,0.013723764174157216
context_updating,order,both,sharp,size_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.5108491559703711,-0.13527410446700494,0.13527410446700494,0.646123260437376,principled_salience_stop_regularized_2x2_inc_rec,0.5224265552737901,-0.12369670516358588,0.12369670516358588,0.011577399303419056
context_fixed,length,first,blurred,three_adjectives,principled_salience_stop_regularized_2x2_glob_static,0.3922872979348142,0.01322592609365908,0.01322592609365908,0.3790613718411551,principled_salience_stop_regularized_2x2_inc_static,0.37235998878125615,-0.00670138305989898,0.00670138305989898,0.0065245430337601
context_updating,length,first,blurred,three_adjectives,principled_salience_stop_regularized_2x2_glob_rec,0.39247810186210474,0.013416730020949619,0.013416730020949619,0.3790613718411551,principled_salience_stop_regularized_2x2_inc_rec,0.37188899429182937,-0.007172377549325759,0.007172377549325759,0.00624435247162386
context_updating,length,first,sharp,one_adjective,principled_salience_stop_regularized_2x2_glob_rec,0.14073761332777238,-0.22978031495908027,0.22978031495908027,0.37051792828685265,principled_salience_stop_regularized_2x2_inc_rec,0.14241708952492668,-0.22810083876192597,0.22810083876192597,0.001679476197154306
context_updating,order,first,sharp,single_adjective,principled_salience_stop_regularized_2x2_glob_rec,0.14073761332777238,-0.22978031495908027,0.22978031495908027,0.37051792828685265,principled_salience_stop_regularized_2x2_inc_rec,0.14241708952492668,-0.22810083876192597,0.22810083876192597,0.001679476197154306
context_updating,overinformativeness,first,sharp,minimal_length,principled_salience_stop_regularized_2x2_glob_rec,0.14073761332777238,-0.22978031495908027,0.22978031495908027,0.37051792828685265,principled_salience_stop_regularized_2x2_inc_rec,0.14241708952492668,-0.22810083876192597,0.22810083876192597,0.001679476197154306
context_updating,overinformativeness,first,sharp,over_minimal_length,principled_salience_stop_regularized_2x2_glob_rec,0.8592623866722275,0.22978031495908025,0.22978031495908025,0.6294820717131473,principled_salience_stop_regularized_2x2_inc_rec,0.8575829104750733,0.228100838761926,0.228100838761926,0.0016794761971542504
