summary_type,source,model,architecture,architecture_short,semantics,semantics_short,relevant_property,sharpness,category,proportion,n
length,model,principled_salience_stop_regularized_2x2_glob_rec,global,glob,context_updating,rec,second,sharp,two_adjectives,0.4545868564982037,504
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,both,blurred,one_adjective,0.18827197184110034,566
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,both,blurred,three_adjectives,0.3683240534320234,566
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,both,blurred,two_adjectives,0.4434039747268763,566
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,both,sharp,one_adjective,0.1754603349021655,503
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,both,sharp,three_adjectives,0.3801231535732437,503
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,both,sharp,two_adjectives,0.4444165115245908,503
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,first,blurred,one_adjective,0.1576070969938704,554
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,first,blurred,three_adjectives,0.3922872979348142,554
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,first,blurred,two_adjectives,0.4501056050713155,554
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,first,sharp,one_adjective,0.14086660220051472,502
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,first,sharp,three_adjectives,0.383527093790761,502
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,first,sharp,two_adjectives,0.47560630400872417,502
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,second,blurred,one_adjective,0.2296009626736471,567
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,second,blurred,three_adjectives,0.3168303677202575,567
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,second,blurred,two_adjectives,0.45356866960609554,567
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,second,sharp,one_adjective,0.21506751347727265,504
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,second,sharp,three_adjectives,0.33029905548256694,504
length,model,principled_salience_stop_regularized_2x2_glob_static,global,glob,context_fixed,static,second,sharp,two_adjectives,0.4546334310401604,504
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,both,blurred,one_adjective,0.3217710333023249,566
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,both,blurred,three_adjectives,0.29395795570175803,566
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,both,blurred,two_adjectives,0.38427101099591704,566
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,both,sharp,one_adjective,0.27060844052217026,503
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,both,sharp,three_adjectives,0.3356404150960697,503
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,both,sharp,two_adjectives,0.39375114438176007,503
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,first,blurred,one_adjective,0.19262023925247115,554
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,first,blurred,three_adjectives,0.37188899429182937,554
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,first,blurred,two_adjectives,0.43549076645569956,554
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,first,sharp,one_adjective,0.14241708952492668,502
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,first,sharp,three_adjectives,0.4153745776219074,502
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,first,sharp,two_adjectives,0.4422083328531659,502
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,second,blurred,one_adjective,0.43551867361416263,567
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,second,blurred,three_adjectives,0.21900388919616873,567
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,second,blurred,two_adjectives,0.3454774371896686,567
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,second,sharp,one_adjective,0.407055214552981,504
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,second,sharp,three_adjectives,0.2520288350418774,504
length,model,principled_salience_stop_regularized_2x2_inc_rec,incremental,inc,context_updating,rec,second,sharp,two_adjectives,0.34091595040514167,504
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,both,blurred,one_adjective,0.32206697482977903,566
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,both,blurred,three_adjectives,0.29307869012671306,566
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,both,blurred,two_adjectives,0.3848543350435081,566
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,both,sharp,one_adjective,0.2700039702797266,503
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,both,sharp,three_adjectives,0.3361335232321815,503
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,both,sharp,two_adjectives,0.3938625064880918,503
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,first,blurred,one_adjective,0.19192457228971666,554
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,first,blurred,three_adjectives,0.37235998878125615,554
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,first,blurred,two_adjectives,0.43571543892902725,554
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,first,sharp,one_adjective,0.14197076879759057,502
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,first,sharp,three_adjectives,0.415543586030014,502
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,first,sharp,two_adjectives,0.4424856451723954,502
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,second,blurred,one_adjective,0.4365021277539413,567
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,second,blurred,three_adjectives,0.21803016558010221,567
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,second,blurred,two_adjectives,0.34546770666595644,567
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,second,sharp,one_adjective,0.40778437069405604,504
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,second,sharp,three_adjectives,0.2513551816371534,504
length,model,principled_salience_stop_regularized_2x2_inc_static,incremental,inc,context_fixed,static,second,sharp,two_adjectives,0.34086044766879053,504
