model,n_parameters,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,diagnostic_status
principled_salience_stop,6,1.02,1,0,197.0,282.0,0,0.0,warn
principled_salience_stop_regularized,6,1.01,0,0,239.0,311.0,0,0.0,pass
principled_salience_stop_strong_regularized,6,1.02,1,0,205.0,443.0,0,0.0,warn
