model,scope,n_points,r,r2,mae,rmse,slope,intercept
principled_salience_stop,all_cells,90,0.7274570791342476,0.529193801982531,0.05276060428488626,0.08763348607476343,0.49376180670563075,0.03396409098614046
principled_salience_stop,nonzero_cells,90,0.7274570791342476,0.529193801982531,0.05276060428488626,0.08763348607476343,0.49376180670563075,0.03396409098614046
principled_salience_stop_regularized,all_cells,90,0.7264278253112498,0.5276973853864317,0.05274418210771989,0.08778524851508278,0.4912588295164989,0.03413406228217967
principled_salience_stop_regularized,nonzero_cells,90,0.7264278253112498,0.5276973853864317,0.05274418210771989,0.08778524851508278,0.4912588295164989,0.03413406228217967
principled_salience_stop_strong_regularized,all_cells,90,0.7247159240197141,0.525213170527748,0.052743220752309486,0.08803502389773965,0.48729182029372015,0.03439148471689236
principled_salience_stop_strong_regularized,nonzero_cells,90,0.7247159240197141,0.525213170527748,0.052743220752309486,0.08803502389773965,0.48729182029372015,0.03439148471689236
