dataset,result_dir,model,model_family,alignment_class,architecture,semantics,evaluation_scope,primary_metric_name,primary_metric,delta_primary_from_result_best,ppc_r,ppc_r2,ppc_rmse,ppc_mae,diagnostics_ok,diagnostic_status,max_r_hat,n_divergent,n_parameters,speaker_type,mean_fold_elpd,se_fold_elpd,n_heldout,n_folds,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,n_points,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,divergence_rate
production,models/production/results_size_sharp_pilot,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,size_sharp,production_specific_extension,incremental,context_updating,full_sample,loo_elpd,-5187.82234954834,-0.9536972045898438,0.9694595799047676,0.9398518770691288,0.0312679879546663,0.0186700540088506,True,pass,1.01,0.0,12.0,,,,,,1.0,-5187.82234954834,58.70319414138794,0.9536972045898438,64.3556327496467,0.2659513599027108,False,90.0,0.0,0.0,562.0,693.0,0.0
production,models/production/results_size_sharp_pilot,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,size_sharp,production_specific_extension,incremental,context_fixed,full_sample,loo_elpd,-5186.86865234375,0.0,0.9695129796565723,0.9399554177225652,0.031240913809374,0.0186588597028193,True,pass,1.01,0.0,12.0,,,,,,0.0,-5186.86865234375,58.69130182266235,0.0,64.34841805876657,0.0,False,90.0,0.0,0.0,513.0,970.0,0.0
production,models/production/results_reliability_order_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_rec_fixedeps,reliability_backup_order_planning,shared_order_planning_candidate,global,context_updating,full_sample,loo_elpd,-5628.580277442932,-408.95651054382324,,,,,True,,,,,,,,,,3.0,-5628.580277442932,39.181640625,408.9565105438232,62.76388879433669,25.414762155023176,False,,,,,,
production,models/production/results_reliability_order_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_static_fixedeps,reliability_backup_order_planning,shared_order_planning_candidate,global,context_fixed,full_sample,loo_elpd,-5628.552221298218,-408.9284543991089,,,,,True,,,,,,,,,,2.0,-5628.552221298218,39.303969383239746,408.9284543991089,62.76943616941863,25.40869306749484,False,,,,,,
production,models/production/results_reliability_order_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_rec_fixedeps,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_updating,full_sample,loo_elpd,-5220.3577308654785,-0.7339639663696289,0.9688868396892912,0.9387417081231024,0.0315340915310879,0.0201436777043375,True,,,,,,,,,,1.0,-5220.3577308654785,65.1603569984436,0.7339639663696289,65.18309083021566,0.3078814908881614,False,90.0,,,,,
production,models/production/results_reliability_order_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_static_fixedeps,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_fixed,full_sample,loo_elpd,-5219.623766899109,0.0,0.9691385846551968,0.9392295962674782,0.03140748669974,0.0200882101508672,True,,,,,,,,,,0.0,-5219.623766899109,65.55512857437134,0.0,65.19585174579224,0.0,False,90.0,,,,,
production,models/production/results_reliability_order_pilot,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_rec_fixedeps,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_updating,full_sample,loo_elpd,-5220.3577308654785,-0.7339639663696289,0.9688868396892912,0.9387417081231024,0.0315340915310879,0.0201436777043375,True,pass,1.0,0.0,11.0,,,,,,1.0,-5220.3577308654785,65.1603569984436,0.7339639663696289,65.18309083021566,0.3078814908881614,False,90.0,0.0,0.0,4006.0,4106.0,0.0
production,models/production/results_reliability_order_pilot,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_static_fixedeps,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_fixed,full_sample,loo_elpd,-5219.623766899109,0.0,0.9691385846551968,0.9392295962674782,0.03140748669974,0.0200882101508672,True,pass,1.0,0.0,11.0,,,,,,0.0,-5219.623766899109,65.55512857437134,0.0,65.19585174579224,0.0,False,90.0,0.0,0.0,3484.0,2511.0,0.0
production,models/production/results_reliabilitybackup_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_rec_fixedeps,reliability_backup_shared,shared_production_anchor,global,context_updating,full_sample,loo_elpd,-5725.073563575745,-506.49879264831543,0.9069060589198696,0.82247859970557,0.053681167332853,0.031616531105542,True,pass,1.01,0.0,11.0,,,,,,3.0,-5725.073563575745,27.87150478363037,506.49879264831543,62.78572141776903,30.21516226169676,False,90.0,0.0,0.0,489.0,465.0,0.0
production,models/production/results_reliabilitybackup_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_static_fixedeps,reliability_backup_shared,shared_production_anchor,global,context_fixed,full_sample,loo_elpd,-5724.806729316711,-506.2319583892822,0.9067419747434864,0.8221810087617173,0.0537256380060136,0.0316403722950507,True,pass,1.0,0.0,11.0,,,,,,2.0,-5724.806729316711,27.89066791534424,506.2319583892822,62.7740109064095,30.208390905261233,False,90.0,0.0,0.0,680.0,944.0,0.0
production,models/production/results_reliabilitybackup_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,reliability_backup_shared,shared_production_anchor,incremental,context_updating,full_sample,loo_elpd,-5219.415276527405,-0.8405055999755859,0.9688682967933102,0.9387057765311698,0.0315446969397112,0.0201060256487071,True,pass,1.0,0.0,11.0,,,,,,1.0,-5219.415276527405,65.00818490982056,0.8405055999755859,65.13769945345152,0.3117111135014533,False,90.0,0.0,0.0,3608.0,3684.0,0.0
production,models/production/results_reliabilitybackup_2x2_full,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,reliability_backup_shared,shared_production_anchor,incremental,context_fixed,full_sample,loo_elpd,-5218.574770927429,0.0,0.9689334149295205,0.938831962566982,0.0315102439767805,0.0200926370362243,True,pass,1.0,0.0,11.0,,,,,,0.0,-5218.574770927429,65.29001998901367,0.0,65.13762559763327,0.0,False,90.0,0.0,0.0,3607.0,4395.0,0.0
production,models/production/results_reliabilitybackup_pilot,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,reliability_backup_shared,shared_production_anchor,incremental,context_updating,full_sample,loo_elpd,-5219.318347930908,-32.4496955871582,0.9687499359300338,0.9384764383644444,0.0316018074893592,0.0201330106672057,True,pass,1.0,0.0,11.0,,,,,,3.0,-5219.318347930908,64.70613241195679,32.4496955871582,65.12806291209782,7.233307987990421,False,90.0,0.0,0.0,902.0,989.0,0.0
production,models/production/results_reliabilitybackup_pilot,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,reliability_backup_shared,shared_production_anchor,incremental,context_fixed,full_sample,loo_elpd,-5219.047352313995,-32.17869997024536,0.9688046335553612,0.938582417998338,0.031576056134926,0.020117626626669,True,pass,1.01,0.0,11.0,,,,,,2.0,-5219.047352313995,65.52941513061523,32.17869997024536,65.16560640534998,7.283922713843746,False,90.0,0.0,0.0,853.0,405.0,0.0
slider,models/slider/results_free_color_pilot,incremental_free_color,other,not_aligned,incremental,unspecified,full_sample,loo_elpd,-2774.9662475585938,-0.8855509757995605,0.965816751021686,0.9328019965540854,0.0838682014646917,0.0774329812263439,True,pass,1.01,0.0,5.0,,,,,,3.0,-2774.9662475585938,66.07903099060059,0.8855509757995605,44.72471907350356,1.0799227144846633,True,6.0,0.0,0.0,359.0,350.0,0.0
slider,models/slider/results_free_color_pilot,incremental_static_free_color,other,not_aligned,incremental,context_fixed,full_sample,loo_elpd,-2774.3116636276245,-0.23096704483032227,0.9645813793363368,0.9304172373623903,0.083960522448373,0.0775698334907482,True,pass,1.01,0.0,5.0,,,,,,2.0,-2774.3116636276245,65.73417806625366,0.2309670448303222,44.7120433207537,0.9984881853420908,True,6.0,0.0,0.0,836.0,620.0,0.0
slider,models/slider/results_anchored_heldout_pilot,incremental_recursive,slider_greedy_incremental,older_slider_baseline,incremental,context_updating,heldout,heldout_elpd,-2765.744140625,-1.3443603515625,0.9601815218042624,0.921948554814349,0.0836053678858045,0.0779289713437349,True,pass,1.01,0.0,138.0,incremental,-553.148828125,10.753312005222163,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_heldout_pilot,incremental_static,slider_greedy_incremental,older_slider_baseline,incremental,context_fixed,heldout,heldout_elpd,-2765.5162353515625,-1.116455078125,0.9602555777542032,0.9220907746080588,0.0836170860059135,0.0779543430541943,False,fail,1.01,1.0,138.0,incremental_static,-553.1032470703125,10.753232557406813,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_mixture_pilot,incremental_recursive,slider_greedy_incremental,older_slider_baseline,incremental,context_updating,full_sample,loo_elpd,-2774.080696582794,-10.97393798828125,0.9601815218042624,0.921948554814349,0.0836053678858045,0.0779289713437349,True,pass,1.01,0.0,4.0,,,,,,8.0,-2774.080696582794,64.80538558959961,10.97393798828125,44.757035144132885,2.8265014824782835,True,6.0,0.0,0.0,424.0,887.0,0.0
slider,models/slider/results_anchored_mixture_pilot,incremental_static,slider_greedy_incremental,older_slider_baseline,incremental,context_fixed,full_sample,loo_elpd,-2774.137773513794,-11.031014919281006,0.9602555777542032,0.9220907746080588,0.0836170860059135,0.0779543430541943,True,pass,1.01,0.0,4.0,,,,,,9.0,-2774.137773513794,65.12633895874023,11.031014919281006,44.755327449438745,2.831013723917852,True,6.0,0.0,0.0,400.0,788.0,0.0
slider,models/slider/results_free_color_pilot,incremental_recursive,slider_greedy_incremental,older_slider_baseline,incremental,context_updating,full_sample,loo_elpd,-2774.080696582794,0.0,0.9601815218042624,0.921948554814349,0.0836053678858045,0.0779289713437349,True,pass,1.01,0.0,4.0,,,,,,0.0,-2774.080696582794,64.80538558959961,0.0,44.757035144132885,0.0,True,6.0,0.0,0.0,424.0,887.0,0.0
slider,models/slider/results_free_color_pilot,incremental_static,slider_greedy_incremental,older_slider_baseline,incremental,context_fixed,full_sample,loo_elpd,-2774.137773513794,-0.05707693099975586,0.9602555777542032,0.9220907746080588,0.0836170860059135,0.0779543430541943,True,pass,1.01,0.0,4.0,,,,,,1.0,-2774.137773513794,65.12633895874023,0.0570769309997558,44.755327449438745,0.177950306605082,True,6.0,0.0,0.0,400.0,788.0,0.0
slider,models/slider/results_heldout_pilot,incremental_recursive,slider_greedy_incremental,older_slider_baseline,incremental,context_updating,heldout,heldout_elpd,-2765.744140625,-1.3443603515625,0.9601815218042624,0.921948554814349,0.0836053678858045,0.0779289713437349,True,pass,1.01,0.0,138.0,incremental,-553.148828125,10.753312005222163,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_heldout_pilot,incremental_static,slider_greedy_incremental,older_slider_baseline,incremental,context_fixed,heldout,heldout_elpd,-2765.5162353515625,-1.116455078125,0.9602555777542032,0.9220907746080588,0.0836170860059135,0.0779543430541943,False,fail,1.01,1.0,138.0,incremental_static,-553.1032470703125,10.753232557406813,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_planned_usefulness_pilot,incremental_recursive,slider_greedy_incremental,older_slider_baseline,incremental,context_updating,full_sample,loo_elpd,-2774.080696582794,-10.672115802764893,0.9601815218042624,0.921948554814349,0.0836053678858045,0.0779289713437349,True,pass,1.01,0.0,4.0,,,,,,2.0,-2774.080696582794,64.80538558959961,10.672115802764893,44.757035144132885,2.848642457713056,True,6.0,0.0,0.0,424.0,887.0,0.0
slider,models/slider/results_planned_usefulness_pilot,incremental_static,slider_greedy_incremental,older_slider_baseline,incremental,context_fixed,full_sample,loo_elpd,-2774.137773513794,-10.729192733764648,0.9602555777542032,0.9220907746080588,0.0836170860059135,0.0779543430541943,True,pass,1.01,0.0,4.0,,,,,,3.0,-2774.137773513794,65.12633895874023,10.729192733764648,44.755327449438745,2.853470838427219,True,6.0,0.0,0.0,400.0,788.0,0.0
slider,models/slider/results_speaker_ablation_pilot,incremental_recursive,slider_greedy_incremental,older_slider_baseline,incremental,context_updating,full_sample,loo_elpd,-2774.080696582794,-10.97393798828125,0.9601815218042624,0.921948554814349,0.0836053678858045,0.0779289713437349,True,pass,1.01,0.0,4.0,,,,,,6.0,-2774.080696582794,64.80538558959961,10.97393798828125,44.757035144132885,2.8265014824782835,True,6.0,0.0,0.0,424.0,887.0,0.0
slider,models/slider/results_speaker_ablation_pilot,incremental_static,slider_greedy_incremental,older_slider_baseline,incremental,context_fixed,full_sample,loo_elpd,-2774.137773513794,-11.031014919281006,0.9602555777542032,0.9220907746080588,0.0836170860059135,0.0779543430541943,True,pass,1.01,0.0,4.0,,,,,,7.0,-2774.137773513794,65.12633895874023,11.031014919281006,44.755327449438745,2.831013723917852,True,6.0,0.0,0.0,400.0,788.0,0.0
slider,models/slider/results_production_anchor_2x2,production_anchor_sizesharp_2x2_glob_rec,size_sharp,production_specific_extension,global,context_updating,full_sample,loo_elpd,-2996.5205245018005,-57.03809356689453,0.3073893350538261,0.0944882033048333,0.1139716874516508,0.1040057252779593,False,fail,1.41,0.0,5.0,,,,,,3.0,-2996.5205245018005,1.5462255477905271,57.03809356689453,39.67489563233284,10.075846998495171,True,6.0,1.0,1.0,10.0,12.0,0.0
slider,models/slider/results_production_anchor_2x2,production_anchor_sizesharp_2x2_glob_static,size_sharp,production_specific_extension,global,context_fixed,full_sample,loo_elpd,-2996.433114051819,-56.95068311691284,0.3154008333116388,0.0994776856536761,0.1139981907791663,0.1040634424423168,False,fail,1.27,0.0,5.0,,,,,,2.0,-2996.433114051819,1.5238676071166992,56.95068311691284,39.651443575341176,10.0604112836048,True,6.0,1.0,1.0,14.0,12.0,0.0
slider,models/slider/results_production_anchor_2x2,production_anchor_sizesharp_2x2_inc_rec,size_sharp,production_specific_extension,incremental,context_updating,full_sample,loo_elpd,-2939.6594109535217,-0.17698001861572266,0.9584568378525684,0.9186395100263448,0.080256563228647,0.0739365429614971,False,fail,1.42,0.0,5.0,,,,,,1.0,-2939.6594109535217,5.085257053375244,0.1769800186157226,40.421990193940374,0.1076908530900739,True,6.0,2.0,1.0,8.0,18.0,0.0
slider,models/slider/results_production_anchor_2x2,production_anchor_sizesharp_2x2_inc_static,size_sharp,production_specific_extension,incremental,context_fixed,full_sample,loo_elpd,-2939.482430934906,0.0,0.9578512196220756,0.9174789589314976,0.0801448703622272,0.0738735011155397,False,fail,1.64,0.0,5.0,,,,,,0.0,-2939.482430934906,5.3092360496521,0.0,40.414268065382075,0.0,True,6.0,1.0,1.0,7.0,12.0,0.0
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_full,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,reliability_backup_order_planning,shared_order_planning_candidate,global,context_updating,full_sample,loo_elpd,-2936.2543601989746,-120.8884744644165,0.9872557595102728,0.9746739346862052,0.0769582212597841,0.0698819071983288,True,pass,1.0,0.0,8.0,,,,,,2.0,-2936.2543601989746,2.6447606086730957,120.8884744644165,40.64373454297221,14.757468103534077,True,6.0,0.0,0.0,6828.0,3115.0,0.0
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_full,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,reliability_backup_order_planning,shared_order_planning_candidate,global,context_fixed,full_sample,loo_elpd,-2936.276271343231,-120.9103856086731,0.9872289001583489,0.9746209013078632,0.0769812651306565,0.0698905896082511,True,pass,1.0,0.0,8.0,,,,,,3.0,-2936.276271343231,2.6613059043884277,120.9103856086731,40.646994793971025,14.75723611568744,True,6.0,0.0,0.0,5681.0,2800.0,0.0
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_full,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_updating,full_sample,loo_elpd,-2815.3678998947144,-0.00201416015625,0.9535733845074011,0.9093021996409,0.0760454972277273,0.0709130377506207,True,pass,1.0,0.0,8.0,,,,,,1.0,-2815.3678998947144,53.94517278671265,0.00201416015625,44.400887201640806,0.1553315336000351,True,6.0,0.0,0.0,2540.0,3356.0,0.0
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_full,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_fixed,full_sample,loo_elpd,-2815.365885734558,0.0,0.9537362342390516,0.9096128045004872,0.0759642113051878,0.0708574464852602,True,pass,1.0,0.0,8.0,,,,,,0.0,-2815.365885734558,54.04369640350342,0.0,44.399724366332094,0.0,True,6.0,0.0,0.0,2183.0,2866.0,0.0
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_heldout,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,reliability_backup_order_planning,shared_order_planning_candidate,global,context_updating,heldout,heldout_elpd,-2943.2521362304688,-96.8070068359375,0.9872557595102728,0.9746739346862052,0.0769582212597841,0.0698819071983288,True,pass,1.0,0.0,277.0,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,-588.6504272460937,9.164774053653453,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_heldout,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,reliability_backup_order_planning,shared_order_planning_candidate,global,context_fixed,heldout,heldout_elpd,-2943.25732421875,-96.81219482421875,0.9872289001583489,0.9746209013078632,0.0769812651306565,0.0698905896082511,True,pass,1.0,0.0,277.0,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,-588.65146484375,9.16345464938901,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_heldout,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_updating,heldout,heldout_elpd,-2846.492431640625,-0.04730224609375,0.9535733845074011,0.9093021996409,0.0760454972277273,0.0709130377506207,True,pass,1.0,0.0,277.0,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,-569.298486328125,11.020406305906214,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_orderplan_logalpha_2x2_heldout,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,reliability_backup_order_planning,shared_order_planning_candidate,incremental,context_fixed,heldout,heldout_elpd,-2846.4451293945312,0.0,0.9537362342390516,0.9096128045004872,0.0759642113051878,0.0708574464852602,True,pass,1.0,0.0,277.0,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,-569.2890258789063,11.012258714662789,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_2x2_full,production_anchor_reliabilitybackup_2x2_glob_rec,reliability_backup_shared,shared_production_anchor,global,context_updating,full_sample,loo_elpd,-2996.545090675354,-157.16907262802124,0.7278163279789586,0.529716607272775,0.1140289278867722,0.1039881220395357,True,pass,1.0,0.0,6.0,,,,,,3.0,-2996.545090675354,1.6151914596557615,157.16907262802124,39.64193605855289,14.039357378633266,True,6.0,0.0,0.0,6667.0,3080.0,0.0
slider,models/slider/results_reliabilitybackup_2x2_full,production_anchor_reliabilitybackup_2x2_glob_static,reliability_backup_shared,shared_production_anchor,global,context_fixed,full_sample,loo_elpd,-2996.503210067749,-157.12719202041626,0.7393807576635946,0.5466839048031912,0.1140194792898314,0.1039763699904074,True,pass,1.0,0.0,6.0,,,,,,2.0,-2996.503210067749,1.6108531951904297,157.12719202041626,39.64331989247407,14.03849557460692,True,6.0,0.0,0.0,5874.0,2935.0,0.0
slider,models/slider/results_reliabilitybackup_2x2_full,production_anchor_reliabilitybackup_2x2_inc_rec,reliability_backup_shared,shared_production_anchor,incremental,context_updating,full_sample,loo_elpd,-2839.527901172638,-0.15188312530517578,0.8932360380072912,0.7978706195949631,0.0819529254646732,0.0782639295791576,True,pass,1.0,0.0,6.0,,,,,,1.0,-2839.527901172638,34.48814105987549,0.1518831253051757,42.60793095326717,0.0720434696132397,True,6.0,0.0,0.0,3687.0,4012.0,0.0
slider,models/slider/results_reliabilitybackup_2x2_full,production_anchor_reliabilitybackup_2x2_inc_static,reliability_backup_shared,shared_production_anchor,incremental,context_fixed,full_sample,loo_elpd,-2839.3760180473328,0.0,0.8932197699317713,0.7978415573969665,0.0819344145194712,0.0782419950698803,True,pass,1.0,0.0,6.0,,,,,,0.0,-2839.3760180473328,34.553322315216064,0.0,42.61578747657611,0.0,True,6.0,0.0,0.0,3955.0,4248.0,0.0
slider,models/slider/results_reliabilitybackup_2x2_heldout,production_anchor_reliabilitybackup_2x2_glob_rec,reliability_backup_shared,shared_production_anchor,global,context_updating,heldout,heldout_elpd,-3002.6516723632812,-87.42523193359375,0.7278163279789586,0.529716607272775,0.1140289278867722,0.1039881220395357,True,pass,1.0,0.0,275.0,production_anchor_reliabilitybackup_2x2_glob_rec,-600.5303344726562,9.533503734289797,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_2x2_heldout,production_anchor_reliabilitybackup_2x2_glob_static,reliability_backup_shared,shared_production_anchor,global,context_fixed,heldout,heldout_elpd,-3002.614013671875,-87.3875732421875,0.7393807576635946,0.5466839048031912,0.1140194792898314,0.1039763699904074,True,pass,1.0,0.0,275.0,production_anchor_reliabilitybackup_2x2_glob_static,-600.522802734375,9.533727837557183,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_2x2_heldout,production_anchor_reliabilitybackup_2x2_inc_rec,reliability_backup_shared,shared_production_anchor,incremental,context_updating,heldout,heldout_elpd,-2919.8133544921875,-4.5869140625,0.8932360380072912,0.7978706195949631,0.0819529254646732,0.0782639295791576,False,fail,1.37,252.0,275.0,production_anchor_reliabilitybackup_2x2_inc_rec,-583.9626708984375,7.625362525753528,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_2x2_heldout,production_anchor_reliabilitybackup_2x2_inc_static,reliability_backup_shared,shared_production_anchor,incremental,context_fixed,heldout,heldout_elpd,-2915.2264404296875,0.0,0.8932197699317713,0.7978415573969665,0.0819344145194712,0.0782419950698803,False,fail,1.37,2403.0,275.0,production_anchor_reliabilitybackup_2x2_inc_static,-583.0452880859375,8.151918244875619,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_logalpha_2x2_full,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,reliability_backup_shared_logalpha_slider,shared_production_anchor,global,context_updating,full_sample,loo_elpd,-2996.5469312667847,-167.06581592559814,0.4062078111409588,0.1650047858319288,0.1140556179707248,0.10408183047523,True,pass,1.0,0.0,7.0,,,,,,3.0,-2996.5469312667847,1.6133041381835938,167.06581592559814,39.64494610298728,17.52247329218689,True,6.0,0.0,0.0,6480.0,3219.0,0.0
slider,models/slider/results_reliabilitybackup_logalpha_2x2_full,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,reliability_backup_shared_logalpha_slider,shared_production_anchor,global,context_fixed,full_sample,loo_elpd,-2996.4988679885864,-167.0177526473999,0.4645942843080178,0.2158478490116792,0.1140440795078414,0.1040686479146272,True,pass,1.0,0.0,7.0,,,,,,2.0,-2996.4988679885864,1.6057376861572266,167.0177526473999,39.64553695023617,17.52158922232314,True,6.0,0.0,0.0,7365.0,3266.0,0.0
slider,models/slider/results_reliabilitybackup_logalpha_2x2_full,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,reliability_backup_shared_logalpha_slider,shared_production_anchor,incremental,context_updating,full_sample,loo_elpd,-2829.5022072792053,-0.021091938018798828,0.8783100465872437,0.7714285379360861,0.0832278899418186,0.0785889437730104,True,pass,1.0,0.0,7.0,,,,,,1.0,-2829.5022072792053,55.11272668838501,0.0210919380187988,43.93483832998999,0.1298163200835583,True,6.0,0.0,0.0,2939.0,4815.0,0.0
slider,models/slider/results_reliabilitybackup_logalpha_2x2_full,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,reliability_backup_shared_logalpha_slider,shared_production_anchor,incremental,context_fixed,full_sample,loo_elpd,-2829.4811153411865,0.0,0.878320419643101,0.7714467595620331,0.0831842826332057,0.0785308888489992,True,pass,1.0,0.0,7.0,,,,,,0.0,-2829.4811153411865,55.15740346908569,0.0,43.9453497386783,0.0,True,6.0,0.0,0.0,3039.0,4699.0,0.0
slider,models/slider/results_reliabilitybackup_logalpha_2x2_heldout,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,reliability_backup_shared_logalpha_slider,shared_production_anchor,global,context_updating,heldout,heldout_elpd,-3002.6588134765625,-143.727783203125,0.4062078111409588,0.1650047858319288,0.1140556179707248,0.10408183047523,True,pass,1.0,0.0,276.0,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,-600.5317626953125,9.535093472972283,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_logalpha_2x2_heldout,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,reliability_backup_shared_logalpha_slider,shared_production_anchor,global,context_fixed,heldout,heldout_elpd,-3002.6205444335938,-143.68951416015625,0.4645942843080178,0.2158478490116792,0.1140440795078414,0.1040686479146272,True,pass,1.0,0.0,276.0,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,-600.5241088867188,9.532576466248544,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_logalpha_2x2_heldout,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,reliability_backup_shared_logalpha_slider,shared_production_anchor,incremental,context_updating,heldout,heldout_elpd,-2858.9310302734375,0.0,0.8783100465872437,0.7714285379360861,0.0832278899418186,0.0785889437730104,True,pass,1.0,0.0,276.0,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,-571.7862060546875,10.866403562018313,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_reliabilitybackup_logalpha_2x2_heldout,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,reliability_backup_shared_logalpha_slider,shared_production_anchor,incremental,context_fixed,heldout,heldout_elpd,-2859.1218872070312,-0.19085693359375,0.878320419643101,0.7714467595620331,0.0831842826332057,0.0785308888489992,True,pass,1.0,0.0,276.0,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,-571.8243774414062,10.864835244949177,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_mixture_anchored_static,planned_usefulness_anchored_mixture,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2765.978576660156,-1.5787963867182953,0.9798025547789256,0.9600130463513094,0.0787990586031285,0.0710387936169893,False,fail,1.02,1.0,140.0,planned_usefulness_mixture_anchored_static,-553.1957153320312,10.77180351470363,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_mixture_anchored,planned_usefulness_anchored_mixture,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2764.371633529663,-1.2648749351501465,0.9798419759519004,0.9600902978373242,0.0788835379498162,0.0711858879461875,False,fail,1.01,1.0,6.0,,,,,,7.0,-2764.371633529663,64.32498979568481,1.2648749351501465,44.989913839097696,0.6539907435844725,True,6.0,0.0,0.0,483.0,1018.0,0.0005
