dataset,path,filename,parsed_model,heldout_fold,n_folds,warmup,samples,chains,size_mb
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold0of5_relbackup2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold0of5_relbackup2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_2x2_inc_static,0.0,5.0,2000,2000,4,114.1745548248291
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold1of5_relbackup2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold1of5_relbackup2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_2x2_inc_static,1.0,5.0,2000,2000,4,115.56217575073242
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold2of5_relbackup2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold2of5_relbackup2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_2x2_inc_static,2.0,5.0,2000,2000,4,112.33730888366699
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold3of5_relbackup2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold3of5_relbackup2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_2x2_inc_static,3.0,5.0,2000,2000,4,104.3202543258667
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold4of5_relbackup2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_fold4of5_relbackup2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_2x2_inc_static,4.0,5.0,2000,2000,4,116.02840232849121
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_relbackup2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_2x2_inc_static_speaker_hier_relbackup2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_2x2_inc_static,,,2000,2000,4,141.28048610687256
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,0.0,5.0,2000,2000,4,100.75998115539551
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,1.0,5.0,2000,2000,4,102.56471824645996
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,2.0,5.0,2000,2000,4,102.64171600341797
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,3.0,5.0,2000,2000,4,100.72674942016602
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,4.0,5.0,2000,2000,4,103.08145427703857
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_rec_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,,,2000,2000,4,123.23376655578613
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,0.0,5.0,2000,2000,4,100.66463947296143
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,1.0,5.0,2000,2000,4,102.36791324615479
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,2.0,5.0,2000,2000,4,102.42071533203125
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,3.0,5.0,2000,2000,4,100.53593254089355
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,4.0,5.0,2000,2000,4,102.86492919921875
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_glob_static_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,,,2000,2000,4,122.93846225738525
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,0.0,5.0,2000,2000,4,114.10155963897705
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,0.0,5.0,2000,2000,4,114.10155963897705
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold0of5_smokeheldout_logalpha_warmup5_samples5_chains1.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold0of5_smokeheldout_logalpha_warmup5_samples5_chains1.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,0.0,5.0,5,5,1,7.239842414855957
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,1.0,5.0,2000,2000,4,115.97864532470703
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,1.0,5.0,2000,2000,4,115.97864532470703
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,2.0,5.0,2000,2000,4,116.17637348175049
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,2.0,5.0,2000,2000,4,116.17637348175049
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,3.0,5.0,2000,2000,4,114.07283878326416
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,3.0,5.0,2000,2000,4,114.07283878326416
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,4.0,5.0,2000,2000,4,116.49806785583496
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,4.0,5.0,2000,2000,4,116.49806785583496
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,,,2000,2000,4,141.2292766571045
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,,,2000,2000,4,141.2292766571045
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_smoke_logalpha_warmup10_samples10_chains2.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_rec_speaker_hier_smoke_logalpha_warmup10_samples10_chains2.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,,,10,10,2,9.084383964538574
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold0of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,0.0,5.0,2000,2000,4,114.10332012176514
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,0.0,5.0,2000,2000,4,114.10332012176514
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold1of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,1.0,5.0,2000,2000,4,115.9784746170044
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,1.0,5.0,2000,2000,4,115.9784746170044
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold2of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,2.0,5.0,2000,2000,4,116.17068672180176
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,2.0,5.0,2000,2000,4,116.17068672180176
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold3of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,3.0,5.0,2000,2000,4,114.0665111541748
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,3.0,5.0,2000,2000,4,114.0665111541748
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold4of5_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,4.0,5.0,2000,2000,4,116.49827766418457
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,4.0,5.0,2000,2000,4,116.49827766418457
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_logalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,,,2000,2000,4,141.229398727417
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_logalpha_2x2_inc_static_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,,,2000,2000,4,141.229398727417
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,0.0,5.0,2000,2000,4,106.22724437713623
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,1.0,5.0,2000,2000,4,107.91787910461426
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,2.0,5.0,2000,2000,4,108.12656688690186
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,3.0,5.0,2000,2000,4,106.34419441223145
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,4.0,5.0,2000,2000,4,108.48359298706055
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,,,2000,2000,4,130.28409099578857
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,0.0,5.0,2000,2000,4,106.16313552856445
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,1.0,5.0,2000,2000,4,107.79360103607178
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,2.0,5.0,2000,2000,4,107.99642848968506
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,3.0,5.0,2000,2000,4,106.25118637084961
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,4.0,5.0,2000,2000,4,108.31904125213623
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,,,2000,2000,4,130.16455078125
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,0.0,5.0,2000,2000,4,114.16078090667725
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,1.0,5.0,2000,2000,4,116.05585289001465
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,2.0,5.0,2000,2000,4,116.23802280426025
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,3.0,5.0,2000,2000,4,114.14083480834961
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,4.0,5.0,2000,2000,4,116.61541366577148
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,,,2000,2000,4,141.3150053024292
