dataset,path,filename,parsed_model,heldout_fold,n_folds,warmup,samples,chains,size_mb
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold0of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,0.0,5.0,2000,2000,4,114.16049289703369
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold1of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,1.0,5.0,2000,2000,4,116.05244827270508
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold2of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,2.0,5.0,2000,2000,4,116.24281883239746
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold3of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,3.0,5.0,2000,2000,4,114.14579582214355
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_fold4of5_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,4.0,5.0,2000,2000,4,116.61608695983887
slider,models/slider/inference_data/mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,mcmc_results_production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static_speaker_hier_orderplanlogalpha2x2_warmup2000_samples2000_chains4.nc,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,,,2000,2000,4,141.3225612640381
slider,models/slider/inference_data/mcmc_results_production_anchor_sizesharp_2x2_glob_rec_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,mcmc_results_production_anchor_sizesharp_2x2_glob_rec_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,production_anchor_sizesharp_2x2_glob_rec,,,500,500,4,34.35280227661133
slider,models/slider/inference_data/mcmc_results_production_anchor_sizesharp_2x2_glob_static_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,mcmc_results_production_anchor_sizesharp_2x2_glob_static_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,production_anchor_sizesharp_2x2_glob_static,,,500,500,4,34.34347438812256
slider,models/slider/inference_data/mcmc_results_production_anchor_sizesharp_2x2_inc_rec_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,mcmc_results_production_anchor_sizesharp_2x2_inc_rec_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,production_anchor_sizesharp_2x2_inc_rec,,,500,500,4,39.568857192993164
slider,models/slider/inference_data/mcmc_results_production_anchor_sizesharp_2x2_inc_static_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,mcmc_results_production_anchor_sizesharp_2x2_inc_static_speaker_hier_prodanchor_warmup500_samples500_chains4.nc,production_anchor_sizesharp_2x2_inc_static,,,500,500,4,39.7216100692749
production,models/production/inference_data/grid_repr_lower_color_warmup1000_samples500_chains4.nc,grid_repr_lower_color_warmup1000_samples500_chains4.nc,,,,1000,500,4,26.06708812713623
production,models/production/inference_data/mcmc_results_2x2best_global_recursive_warmup5000_samples2000_chains4.nc,mcmc_results_2x2best_global_recursive_warmup5000_samples2000_chains4.nc,2x2best_global_recursive,,,5000,2000,4,106.99740791320801
production,models/production/inference_data/mcmc_results_2x2best_global_static_warmup5000_samples2000_chains4.nc,mcmc_results_2x2best_global_static_warmup5000_samples2000_chains4.nc,2x2best_global_static,,,5000,2000,4,107.00222206115723
production,models/production/inference_data/mcmc_results_2x2best_incremental_recursive_warmup5000_samples2000_chains4.nc,mcmc_results_2x2best_incremental_recursive_warmup5000_samples2000_chains4.nc,2x2best_incremental_recursive,,,5000,2000,4,107.73147678375244
production,models/production/inference_data/mcmc_results_2x2best_incremental_static_warmup5000_samples2000_chains4.nc,mcmc_results_2x2best_incremental_static_warmup5000_samples2000_chains4.nc,2x2best_incremental_static,,,5000,2000,4,107.70775985717773
production,models/production/inference_data/mcmc_results_2x2csv059_global_recursive_warmup5000_samples2000_chains4.nc,mcmc_results_2x2csv059_global_recursive_warmup5000_samples2000_chains4.nc,2x2csv059_global_recursive,,,5000,2000,4,84.89198303222656
production,models/production/inference_data/mcmc_results_2x2csv059_global_static_warmup5000_samples2000_chains4.nc,mcmc_results_2x2csv059_global_static_warmup5000_samples2000_chains4.nc,2x2csv059_global_static,,,5000,2000,4,83.68915843963623
production,models/production/inference_data/mcmc_results_2x2csv059_incremental_recursive_warmup5000_samples2000_chains4.nc,mcmc_results_2x2csv059_incremental_recursive_warmup5000_samples2000_chains4.nc,2x2csv059_incremental_recursive,,,5000,2000,4,104.03296566009521
production,models/production/inference_data/mcmc_results_2x2csv059_incremental_static_warmup5000_samples2000_chains4.nc,mcmc_results_2x2csv059_incremental_static_warmup5000_samples2000_chains4.nc,2x2csv059_incremental_static,,,5000,2000,4,104.01161766052246
production,models/production/inference_data/mcmc_results_contextual_anchored_gamma_fixedwf_formfree_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter13.nc,mcmc_results_contextual_anchored_gamma_fixedwf_formfree_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter13.nc,contextual_anchored_gamma_fixedwf_formfree,,,4000,2000,4,107.32797050476074
production,models/production/inference_data/mcmc_results_contextual_anchored_gamma_fixedwf_pcalpha_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter14.nc,mcmc_results_contextual_anchored_gamma_fixedwf_pcalpha_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter14.nc,contextual_anchored_gamma_fixedwf_pcalpha,,,4000,2000,4,132.87377071380615
production,models/production/inference_data/mcmc_results_contextual_anchored_gamma_fixedwf_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter12.nc,mcmc_results_contextual_anchored_gamma_fixedwf_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter12.nc,contextual_anchored_gamma_fixedwf,,,4000,2000,4,106.24279022216797
production,models/production/inference_data/mcmc_results_contextual_anchored_gamma_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter11.nc,mcmc_results_contextual_anchored_gamma_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter11.nc,contextual_anchored_gamma,,,4000,2000,4,106.24974918365479
production,models/production/inference_data/mcmc_results_contextual_anchored_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter9.nc,mcmc_results_contextual_anchored_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter9.nc,contextual_anchored,,,4000,2000,4,106.48142719268799
production,models/production/inference_data/mcmc_results_contextual_freewf_anchored_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter10.nc,mcmc_results_contextual_freewf_anchored_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter10.nc,contextual_freewf_anchored,,,4000,2000,4,106.88770484924316
production,models/production/inference_data/mcmc_results_contextual_freewf_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter8.nc,mcmc_results_contextual_freewf_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter8.nc,contextual_freewf,,,4000,2000,4,106.90381622314453
production,models/production/inference_data/mcmc_results_contextual_lambdaunc_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter7.nc,mcmc_results_contextual_lambdaunc_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter7.nc,contextual_lambdaunc,,,4000,2000,4,107.2361364364624
production,models/production/inference_data/mcmc_results_contextual_pcalpha_blurR_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter15.nc,mcmc_results_contextual_pcalpha_blurR_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter15.nc,contextual_pcalpha_blurR,,,4000,2000,4,132.87619400024414
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_betafixed_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_betafixed_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_betafixed,,,4000,2000,4,133.21885776519775
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_2x2_glob_rec_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_2x2_glob_rec_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_2x2_glob_rec,,,4000,2000,4,125.37845420837402
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_2x2_glob_static_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_2x2_glob_static_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_2x2_glob_static,,,4000,2000,4,126.4425163269043
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_2x2_inc_rec_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_2x2_inc_rec_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_2x2_inc_rec,,,4000,2000,4,133.4092779159546
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_2x2_inc_static_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_2x2_inc_static_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_2x2_inc_static,,,4000,2000,4,133.41245651245117
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_csv059_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_csv059_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF_csv059,,,4000,2000,4,133.41510200500488
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freeall4_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freeall4_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF_freeall4,,,4000,2000,4,133.77345371246338
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freecsv_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freecsv_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF_freecsv,,,4000,2000,4,133.50142765045166
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freefsv_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freefsv_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF_freefsv,,,4000,2000,4,134.3424196243286
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freek_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freek_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF_freek,,,4000,2000,4,133.3003969192505
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freewf_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_freewf_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF_freewf,,,4000,2000,4,133.3063039779663
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_alphaF_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_alphaF,,,4000,2000,4,133.20328426361084
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_gammasharp_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_gammasharp_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_gammasharp,,,4000,2000,4,133.55184364318848
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_no_lambdasuff_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_no_lambdasuff_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony_no_lambdasuff,,,4000,2000,4,133.17101287841797
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_parsimony_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_parsimony_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon_parsimony,,,4000,2000,4,133.19586372375488
production,models/production/inference_data/mcmc_results_contextual_pcalpha_canon_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_canon_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_canon,,,4000,2000,4,133.5831594467163
production,models/production/inference_data/mcmc_results_contextual_pcalpha_formmod_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_pcalpha_formmod_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual_pcalpha_formmod,,,4000,2000,4,133.52484321594238
production,models/production/inference_data/mcmc_results_contextual_pcalpha_gammasharp_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter16.nc,mcmc_results_contextual_pcalpha_gammasharp_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter16.nc,contextual_pcalpha_gammasharp,,,4000,2000,4,133.28586769104004
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup2000_samples1000_chains4_colab.nc,mcmc_results_contextual_speaker_hier_dc_warmup2000_samples1000_chains4_colab.nc,contextual,,,2000,1000,4,57.55801963806152
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup2000_samples1000_chains4_colab_v3.nc,mcmc_results_contextual_speaker_hier_dc_warmup2000_samples1000_chains4_colab_v3.nc,contextual,,,2000,1000,4,57.187936782836914
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup2000_samples1000_chains4_pre_densemass.nc,mcmc_results_contextual_speaker_hier_dc_warmup2000_samples1000_chains4_pre_densemass.nc,contextual,,,2000,1000,4,54.112608909606934
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4.nc,contextual,,,4000,2000,4,106.7270097732544
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter1.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter1.nc,contextual,,,4000,2000,4,106.6192855834961
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter2.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter2.nc,contextual,,,4000,2000,4,106.90110969543457
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter3.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter3.nc,contextual,,,4000,2000,4,102.88315105438232
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter4.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter4.nc,contextual,,,4000,2000,4,96.92648696899414
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter5.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter5.nc,contextual,,,4000,2000,4,104.43429660797119
production,models/production/inference_data/mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter6.nc,mcmc_results_contextual_speaker_hier_dc_warmup4000_samples2000_chains4_vast_iter6.nc,contextual,,,4000,2000,4,100.492506980896
production,models/production/inference_data/mcmc_results_global_speaker_gamma_warmup1000_samples1000_chains4.nc,mcmc_results_global_speaker_gamma_warmup1000_samples1000_chains4.nc,global_speaker_gamma,,,1000,1000,4,52.222747802734375
production,models/production/inference_data/mcmc_results_global_speaker_hier_gamma_warmup1000_samples1000_chains4.nc,mcmc_results_global_speaker_hier_gamma_warmup1000_samples1000_chains4.nc,global,,,1000,1000,4,54.74971294403076
production,models/production/inference_data/mcmc_results_global_speaker_hier_top_warmup500_samples500_chains4.nc,mcmc_results_global_speaker_hier_top_warmup500_samples500_chains4.nc,global,,,500,500,4,27.841577529907227
production,models/production/inference_data/mcmc_results_global_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_global_speaker_hier_warmup2000_samples1000_chains4.nc,global,,,2000,1000,4,50.665709495544434
production,models/production/inference_data/mcmc_results_global_speaker_hier_warmup5000_samples2000_chains4.nc,mcmc_results_global_speaker_hier_warmup5000_samples2000_chains4.nc,global,,,5000,2000,4,103.66409301757812
production,models/production/inference_data/mcmc_results_global_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_global_speaker_hier_warmup500_samples500_chains4.nc,global,,,500,500,4,28.116570472717285
production,models/production/inference_data/mcmc_results_global_static_speaker_hier_top_warmup500_samples500_chains4.nc,mcmc_results_global_static_speaker_hier_top_warmup500_samples500_chains4.nc,global_static,,,500,500,4,27.88139057159424
production,models/production/inference_data/mcmc_results_global_static_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_global_static_speaker_hier_warmup2000_samples1000_chains4.nc,global_static,,,2000,1000,4,50.430949211120605
production,models/production/inference_data/mcmc_results_global_static_speaker_hier_warmup5000_samples2000_chains4.nc,mcmc_results_global_static_speaker_hier_warmup5000_samples2000_chains4.nc,global_static,,,5000,2000,4,104.598219871521
production,models/production/inference_data/mcmc_results_global_static_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_global_static_speaker_hier_warmup500_samples500_chains4.nc,global_static,,,500,500,4,28.156530380249023
production,models/production/inference_data/mcmc_results_incremental_extended_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_extended_speaker_hier_warmup2000_samples1000_chains4.nc,incremental_extended,,,2000,1000,4,53.85931873321533
production,models/production/inference_data/mcmc_results_incremental_extended_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_extended_speaker_hier_warmup500_samples500_chains4.nc,incremental_extended,,,500,500,4,27.201151847839355
production,models/production/inference_data/mcmc_results_incremental_extended_v2_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_extended_v2_speaker_hier_warmup2000_samples1000_chains4.nc,incremental_extended_v2,,,2000,1000,4,53.94979476928711
production,models/production/inference_data/mcmc_results_incremental_extended_v4_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_extended_v4_speaker_hier_warmup2000_samples1000_chains4.nc,incremental_extended_v4,,,2000,1000,4,53.32548427581787
production,models/production/inference_data/mcmc_results_incremental_frozen_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_frozen_speaker_hier_warmup500_samples500_chains4.nc,incremental_frozen,,,500,500,4,27.989832878112793
production,models/production/inference_data/mcmc_results_incremental_lm_only_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_lm_only_speaker_hier_warmup500_samples500_chains4.nc,incremental_lm_only,,,500,500,4,10.378608703613281
production,models/production/inference_data/mcmc_results_incremental_lookahead_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_lookahead_speaker_hier_warmup500_samples500_chains4.nc,incremental_lookahead,,,500,500,4,25.292325973510742
production,models/production/inference_data/mcmc_results_incremental_mixture_fulldata_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_mixture_fulldata_speaker_hier_warmup2000_samples1000_chains4.nc,incremental_mixture_fulldata,,,2000,1000,4,150.34289455413818
production,models/production/inference_data/mcmc_results_incremental_mixture_simple_speaker_hier_warmup5000_samples2000_chains4.nc,mcmc_results_incremental_mixture_simple_speaker_hier_warmup5000_samples2000_chains4.nc,incremental_mixture_simple,,,5000,2000,4,95.02194881439209
production,models/production/inference_data/mcmc_results_incremental_mixture_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_mixture_speaker_hier_warmup2000_samples1000_chains4.nc,incremental_mixture,,,2000,1000,4,52.65470314025879
production,models/production/inference_data/mcmc_results_incremental_rsa_only_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_rsa_only_speaker_hier_warmup500_samples500_chains4.nc,incremental_rsa_only,,,500,500,4,28.091144561767578
production,models/production/inference_data/mcmc_results_incremental_speaker_gamma_warmup1000_samples1000_chains4.nc,mcmc_results_incremental_speaker_gamma_warmup1000_samples1000_chains4.nc,incremental_speaker_gamma,,,1000,1000,4,51.55425548553467
production,models/production/inference_data/mcmc_results_incremental_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_speaker_hier_dc_warmup2000_samples1000_chains4.nc,incremental,,,2000,1000,4,53.85665225982666
production,models/production/inference_data/mcmc_results_incremental_speaker_hier_gamma_warmup1000_samples1000_chains4.nc,mcmc_results_incremental_speaker_hier_gamma_warmup1000_samples1000_chains4.nc,incremental,,,1000,1000,4,54.86366939544678
production,models/production/inference_data/mcmc_results_incremental_speaker_hier_top_warmup500_samples500_chains4.nc,mcmc_results_incremental_speaker_hier_top_warmup500_samples500_chains4.nc,incremental,,,500,500,4,27.775752067565918
production,models/production/inference_data/mcmc_results_incremental_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_speaker_hier_warmup2000_samples1000_chains4.nc,incremental,,,2000,1000,4,160.6496295928955
production,models/production/inference_data/mcmc_results_incremental_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_speaker_hier_warmup500_samples500_chains4.nc,incremental,,,500,500,4,28.03078269958496
production,models/production/inference_data/mcmc_results_incremental_static_speaker_hier_top_warmup500_samples500_chains4.nc,mcmc_results_incremental_static_speaker_hier_top_warmup500_samples500_chains4.nc,incremental_static,,,500,500,4,27.718871116638184
production,models/production/inference_data/mcmc_results_incremental_static_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_incremental_static_speaker_hier_warmup2000_samples1000_chains4.nc,incremental_static,,,2000,1000,4,53.8720064163208
production,models/production/inference_data/mcmc_results_incremental_static_speaker_hier_warmup500_samples500_chains4.nc,mcmc_results_incremental_static_speaker_hier_warmup500_samples500_chains4.nc,incremental_static,,,500,500,4,27.99965190887451
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_2x2_inc_rec_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_2x2_inc_rec_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_2x2_inc_rec,,,500,500,4,28.02747344970703
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_2x2_inc_static_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_2x2_inc_static_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_2x2_inc_static,,,500,500,4,28.026371955871582
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_glob_rec_fixedeps,,,500,500,4,26.358078002929688
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_rec_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_rec_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_glob_rec,,,500,500,4,26.5637149810791
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_glob_static_fixedeps,,,500,500,4,26.391121864318848
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_static_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_glob_static_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_glob_static,,,500,500,4,25.58635425567627
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,,,500,500,4,28.20729160308838
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,,,500,500,4,28.2072172164917
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,,,500,500,4,28.197855949401855
