candidate_family,candidate_description,available_in_both_datasets,ready_for_paper,sweet_spot_score,mean_fit_score,mean_ppc_score,mean_ppc_r2,mean_ppc_rmse,alignment_score,missing_dataset_count,slider_nonheldout_penalty,rank,production_available,production_model_family,production_model,production_primary_metric_name,production_primary_metric,production_ppc_r2,production_ppc_rmse,production_max_r_hat,production_n_divergent,production_diagnostics_ok,slider_available,slider_model_family,slider_model,slider_primary_metric_name,slider_primary_metric,slider_ppc_r2,slider_ppc_rmse,slider_max_r_hat,slider_n_divergent,slider_diagnostics_ok
shared_reliability_backup,Current production reliability-backup speaker and slider reduction; only response-space/hierarchy reductions should differ.,True,True,0.7469831519812999,0.625,0.7413804342322856,0.8551302502515341,0.057369066959299546,0.95,0.0,0.0,1.0,True,reliability_backup_shared,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,loo_elpd,-5218.574770927429,0.938831962566982,0.0315102439767805,1.0,0.0,True,True,reliability_backup_shared_logalpha_slider,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,heldout_elpd,-2858.9310302734375,0.7714285379360861,0.0832278899418186,1.0,0.0,True
planned_order_shared_candidate,"Planned-order/usefulness policy as a shared speaker improvement; slider has fitted planned-usefulness variants, production currently has only planned-prefix forward-audit/model code.",False,False,0.6897807445323503,0.96875,0.8636592700924295,0.9588421169578903,0.079803708833968,0.8,1.0,0.0,2.0,False,,,,,,,,,,True,planned_usefulness_signed_order,planned_usefulness_signed_order_static,heldout_elpd,-2764.4097290039062,0.9588421169578903,0.079803708833968,1.01,0.0,True
production_specific_policy,"Production-only response-policy extensions such as bounded-form, sharp-form, or size-sharp.",False,False,0.6278111808572782,0.9895833333333334,0.9842224214969854,0.9399554177225652,0.031240913809374,0.35,1.0,0.0,3.0,True,size_sharp,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,loo_elpd,-5186.86865234375,0.9399554177225652,0.031240913809374,1.01,0.0,True,False,,,,,,,,,
minimal_greedy_baseline,Older greedy incremental/static baseline family; useful as a fit reference but not the current production-anchor theory.,True,True,0.530093656108134,0.4375,0.5859818745946683,0.8735045037095565,0.0686600771417171,0.6,0.0,0.0,4.0,True,response_policy,principled_salience_stop_regularized_responsepolicy_2x2_inc_rec_fixedeps,loo_elpd,-5654.333872795105,0.8250604526047639,0.0537147863976297,1.01,0.0,True,True,slider_greedy_incremental,incremental_recursive,heldout_elpd,-2765.744140625,0.921948554814349,0.0836053678858045,1.01,0.0,True
