combination,relevant_property,sharpness,category,Fully incremental,Global,Plan-guided,architecture_spread,endpoint_difference,plan_guided_minus_endpoint_midpoint,summary_type
dimension_color,first,sharp,DC,0.0465568421052631,0.0330852631578947,0.0358678947368421,0.013471578947368397,0.013471578947368397,-0.003953157894736797,Exact response
dimension_form,second,blurred,D,0.1772569444444444,0.1850759259259259,0.1719625,0.013113425925925903,-0.007818981481481496,-0.00920393518518517,Initial adjective
dimension_form,second,sharp,DF,0.069814075630252,0.0603161764705882,0.0573040966386554,0.012509978991596608,0.009497899159663807,-0.007761029411764701,Exact response
dimension_color,both,blurred,CFD,0.0162351576994434,0.0037393320964749,0.0079211502782931,0.0124958256029685,0.0124958256029685,-0.0020660946196660486,Exact response
dimension_color,second,sharp,2,0.1812216981132075,0.1741158280922431,0.1687395178197065,0.01248218029350101,0.007105870020964411,-0.008929245283018805,Response length
dimension_color,both,blurred,CDF,0.0231103896103896,0.0107444341372912,0.0147207792207792,0.012365955473098399,0.012365955473098399,-0.002206632653061199,Exact response
dimension_color,both,sharp,CFD,0.0168272058823529,0.00497006302521,0.0095551470588235,0.0118571428571429,0.0118571428571429,-0.0013434873949579509,Exact response
color_form,both,blurred,CDF,0.0194703703703703,0.0077138888888888,0.0115527777777777,0.011756481481481501,0.011756481481481501,-0.0020393518518518512,Exact response
color_form,first,blurred,3,0.045211574074074,0.0335134259259259,0.0382550925925925,0.011698148148148103,0.011698148148148103,-0.0011074074074074527,Response length
dimension_form,second,sharp,CFD,0.0148103991596638,0.003141281512605,0.0069947478991596,0.0116691176470588,0.0116691176470588,-0.0019810924369748004,Exact response
dimension_color,both,sharp,DC,0.0583991596638655,0.046859768907563,0.0501481092436974,0.011539390756302503,0.011539390756302503,-0.002481355042016853,Exact response
dimension_color,first,sharp,DFC,0.0599468421052631,0.0714647368421052,0.0670763157894736,0.011517894736842109,-0.011517894736842109,0.001370526315789447,Exact response
dimension_color,second,sharp,FC,0.0093485324947589,0.0205822851153039,0.0124994758909853,0.011233752620545,-0.011233752620545,-0.0024659329140460998,Exact response
dimension_form,second,blurred,CFD,0.0132157407407407,0.0022055555555555,0.0056282407407407,0.0110101851851852,0.0110101851851852,-0.0020824074074074,Exact response
dimension_color,first,blurred,FC,0.0302329222011385,0.0407604364326375,0.0329715370018975,0.010527514231498999,-0.010527514231498999,-0.0025251423149905,Exact response
dimension_color,second,sharp,F,0.0272437106918239,0.0377631027253668,0.0306640461215932,0.0105193920335429,-0.0105193920335429,-0.0018393605870021465,Initial adjective
dimension_color,second,blurred,DFC,0.0027847222222222,0.0132819444444444,0.0059800925925925,0.0104972222222222,-0.0104972222222222,-0.0020532407407408007,Exact response
dimension_form,first,sharp,D,0.2796526315789474,0.2692605263157895,0.2763899999999999,0.01039210526315787,0.01039210526315787,0.001933421052631501,Exact response
dimension_form,second,sharp,C,0.0241586134453781,0.0284196428571428,0.0344574579831932,0.010298844537815096,-0.004261029411764698,0.008168329831932747,Exact response
color_form,both,blurred,DC,0.0417435185185185,0.0317055555555555,0.0317777777777777,0.010037962962962999,0.010037962962962999,-0.0049467592592592965,Exact response
color_form,first,blurred,2,0.1763541666666666,0.1718888888888889,0.166387037037037,0.00996712962962959,0.004465277777777693,-0.007734490740740729,Response length
dimension_color,second,blurred,DC,0.0614643518518518,0.071174074074074,0.0620592592592592,0.009709722222222203,-0.009709722222222203,-0.004259953703703689,Exact response
dimension_color,first,sharp,DF,0.3432310526315789,0.3335942105263158,0.3397926315789474,0.009636842105263055,0.009636842105263055,0.0013800000000000479,Exact response
dimension_form,second,sharp,F,0.5232762605042016,0.516186449579832,0.513735294117647,0.009540966386554661,0.007089810924369666,-0.005996060924369884,Exact response
color_form,first,blurred,DCF,0.0308125,0.0213439814814814,0.0291166666666666,0.009468518518518598,0.009468518518518598,0.0030384259259258993,Exact response
dimension_form,second,blurred,DCF,0.0695861111111111,0.0789393518518518,0.078086574074074,0.009353240740740704,-0.009353240740740704,0.0038238425925925523,Exact response
dimension_form,first,sharp,1,0.33937,0.3311789473684211,0.3402694736842105,0.009090526315789438,0.008191052631578932,0.004994999999999972,Response length
dimension_form,first,blurred,CFD,0.0135915697674418,0.0045290697674418,0.0089268410852713,0.009062500000000001,0.009062500000000001,-0.00013347868217050002,Exact response
dimension_color,first,sharp,D,0.2448847368421052,0.2539142105263158,0.2464,0.009029473684210587,-0.009029473684210587,-0.0029994736842104963,Exact response
dimension_form,second,sharp,3,0.1060525210084033,0.111891281512605,0.1030147058823529,0.008876575630252098,-0.005838760504201693,-0.005957195378151259,Response length
color_form,second,blurred,CF,0.1028509259259259,0.1115791666666666,0.1070601851851851,0.008728240740740703,-0.008728240740740703,-0.00015486111111114031,Exact response
dimension_form,both,blurred,DC,0.0552434086629001,0.0580423728813559,0.0494609227871939,0.008581450094162002,-0.002798964218455803,-0.007181967984934104,Exact response
dimension_color,second,sharp,DFC,0.0027557651991614,0.0111556603773584,0.0052526205450733,0.008399895178197,-0.008399895178197,-0.0017030922431865991,Exact response
color_form,both,sharp,DC,0.0335911949685534,0.0258721174004192,0.025690251572327,0.007900943396226403,0.007719077568134201,-0.004041404612159304,Exact response
dimension_color,both,sharp,C,0.0350551470588235,0.0380703781512605,0.0428671218487394,0.007811974789915896,-0.0030152310924369957,0.006304359243697398,Exact response
color_form,first,blurred,FC,0.0035259259259259,0.0112337962962962,0.0054449074074074,0.007707870370370301,-0.007707870370370301,-0.0019349537037036497,Exact response
color_form,first,sharp,FC,0.0039381551362683,0.011627358490566,0.0058039832285115,0.0076892033542977,-0.0076892033542977,-0.0019787735849056496,Exact response
color_form,second,blurred,DCF,0.0418763888888888,0.0495277777777777,0.0471712962962962,0.007651388888888895,-0.007651388888888895,0.001469212962962943,Exact response
color_form,first,blurred,DFC,0.0012194444444444,0.0088259259259259,0.0030532407407407,0.0076064814814815005,-0.0076064814814815005,-0.00196944444444445,Exact response
color_form,second,blurred,3,0.0728078703703703,0.0803907407407407,0.0765208333333333,0.007582870370370393,-0.007582870370370393,-7.847222222219508e-05,Response length
dimension_form,both,sharp,DC,0.0619884696016771,0.0694528301886792,0.0618904612159329,0.007562368972746307,-0.007464360587002103,-0.0038301886792452486,Exact response
dimension_color,both,blurred,C,0.0335343228200371,0.0374948979591836,0.0407801484230055,0.007245825602968402,-0.003960575139146501,0.005265538033395155,Exact response
dimension_color,second,blurred,3,0.043211574074074,0.0502902777777777,0.0456328703703703,0.007078703703703698,-0.007078703703703698,-0.0011180555555555458,Response length
color_form,first,sharp,DCF,0.0198013626834381,0.0128763102725366,0.017377358490566,0.006925052410901501,0.006925052410901501,0.00103852201257865,Exact response
color_form,first,sharp,CDF,0.0082002096436058,0.0013820754716981,0.0036839622641509,0.006818134171907701,0.006818134171907701,-0.0011071802935010504,Exact response
dimension_color,first,blurred,1,0.1545948766603415,0.14948055028463,0.1478420303605313,0.0067528462998101835,0.005114326375711492,-0.0041956831119544236,Response length
dimension_form,first,sharp,C,0.03401,0.03976,0.0405957894736842,0.006585789473684205,-0.005749999999999998,0.003710789473684202,Exact response
color_form,second,blurred,DC,0.0118069444444444,0.0052333333333333,0.0067712962962962,0.0065736111111110995,0.0065736111111110995,-0.0017488425925926499,Exact response
color_form,second,blurred,FC,0.0325208333333333,0.0390796296296296,0.0341662037037037,0.006558796296296306,-0.006558796296296306,-0.001634027777777755,Exact response
dimension_form,second,blurred,C,0.0233555555555555,0.0252064814814814,0.0298587962962962,0.006503240740740698,-0.0018509259259258982,0.0055777777777777475,Exact response
dimension_form,second,blurred,DC,0.0194259259259259,0.0130601851851851,0.0134453703703703,0.0063657407407407985,0.0063657407407407985,-0.0027976851851852,Exact response
color_form,first,blurred,F,0.0105680555555555,0.016849537037037,0.0115888888888888,0.006281481481481499,-0.006281481481481499,-0.0021199074074074505,Initial adjective
color_form,first,blurred,CDF,0.0076504629629629,0.0014157407407407,0.0036004629629629,0.0062347222222222,0.0062347222222222,-0.0009326388888889004,Exact response
dimension_form,second,sharp,CDF,0.012953781512605,0.006797794117647,0.0092142857142857,0.006155987394957999,0.006155987394957999,-0.000661502100840301,Exact response
dimension_form,first,sharp,FDC,0.0014347368421052,0.0073484210526315,0.0027784210526315,0.0059136842105263,-0.0059136842105263,-0.0016131578947368498,Exact response
color_form,second,sharp,DC,0.011940251572327,0.0060309224318658,0.0074716981132075,0.0059093291404612005,0.0059093291404612005,-0.0015138888888889005,Exact response
color_form,first,sharp,F,0.0116530398322851,0.0175099580712788,0.0120964360587002,0.005856918238993701,-0.005856918238993701,-0.0024850628930817506,Initial adjective
dimension_color,second,blurred,2,0.2034212962962963,0.1977782407407407,0.1988962962962963,0.005643055555555582,0.005643055555555582,-0.0017034722222222243,Response length
dimension_form,second,sharp,DC,0.0192289915966386,0.0141628151260504,0.0137326680672268,0.0054963235294118,0.005066176470588201,-0.0029632352941177005,Exact response
dimension_form,first,blurred,FDC,0.0010566860465116,0.0064733527131782,0.0019801356589147,0.005416666666666599,-0.005416666666666599,-0.0017848837209301998,Exact response
color_form,first,sharp,CFD,0.0061561844863731,0.0008238993710691,0.0020497903563941,0.005332285115304,0.005332285115304,-0.001440251572327,Exact response
dimension_form,both,sharp,FDC,0.0022589098532494,0.0073820754716981,0.0031661425576519,0.0051231656184487,-0.0051231656184487,-0.0016543501048218502,Exact response
dimension_color,second,blurred,DF,0.021049074074074,0.0160643518518518,0.0164879629629629,0.004984722222222203,0.004984722222222203,-0.002068750000000001,Exact response
dimension_color,second,sharp,CFD,0.0061719077568134,0.0012636268343815,0.0029166666666666,0.0049082809224319,0.0049082809224319,-0.00080110062893085,Exact response
dimension_color,first,sharp,FC,0.0168357894736842,0.0217363157894736,0.0175452631578947,0.0049005263157894,-0.0049005263157894,-0.001740789473684199,Exact response
color_form,first,sharp,DFC,0.0010246331236897,0.0058694968553459,0.0021278825995807,0.0048448637316562005,-0.0048448637316562005,-0.0013191823899370999,Exact response
color_form,second,sharp,CF,0.0898574423480083,0.0933763102725366,0.0885345911949685,0.004841719077568099,-0.003518867924528296,-0.003082285115303951,Exact response
dimension_color,second,sharp,DF,0.017922431865828,0.0140230607966457,0.0132227463312368,0.004699685534591198,0.003899371069182299,-0.0027500000000000493,Exact response
dimension_form,second,sharp,2,0.3436108193277311,0.3419065126050419,0.3465772058823529,0.004670693277311011,0.001704306722689175,0.0038185399159664235,Response length
color_form,second,blurred,DFC,0.0190203703703703,0.0236175925925925,0.0213384259259259,0.0045972222222222005,-0.0045972222222222005,1.944444444450244e-05,Exact response
dimension_color,second,blurred,CFD,0.0056134259259259,0.0010212962962962,0.0024861111111111,0.0045921296296297,0.0045921296296297,-0.0008312499999999501,Exact response
dimension_color,both,sharp,D,0.009876050420168,0.0055225840336134,0.0090609243697479,0.0043534663865546,0.0043534663865546,0.0013616071428572008,Exact response
dimension_color,first,sharp,CF,0.0468568421052631,0.0495384210526315,0.0452926315789473,0.004245789473684203,-0.002681578947368403,-0.002904999999999998,Exact response
dimension_form,second,sharp,1,0.5503366596638655,0.5462022058823528,0.5504080882352941,0.004205882352941281,0.00413445378151267,0.0021386554621849463,Response length
color_form,first,blurred,CFD,0.004899537037037,0.0007074074074074,0.001774537037037,0.0041921296296296,0.0041921296296296,-0.0010289351851851998,Exact response
dimension_color,first,sharp,C,0.0716747368421052,0.0710605263157894,0.0675347368421052,0.004139999999999991,0.0006142105263158004,-0.0038328947368420907,Initial adjective
color_form,second,sharp,CFD,0.0060812368972746,0.0019816561844863,0.0031975890985324,0.004099580712788301,0.004099580712788301,-0.00083385744234805,Exact response
dimension_color,second,sharp,CDF,0.0067541928721174,0.0026787211740041,0.0041850104821802,0.0040754716981133005,0.0040754716981133005,-0.0005314465408805501,Exact response
dimension_form,both,blurred,FDC,0.0011859698681732,0.0052514124293785,0.0018954802259887,0.0040654425612053,-0.0040654425612053,-0.0013232109227871503,Exact response
color_form,second,sharp,C,0.1091855345911949,0.107296645702306,0.1051388888888888,0.004046645702306104,0.0018888888888888983,-0.0031022012578616615,Initial adjective
dimension_color,first,blurred,C,0.1334169829222011,0.1308330170777988,0.129431688804554,0.003985294117647115,0.0025839658444023195,-0.002693311195445941,Initial adjective
color_form,second,sharp,FC,0.0342106918238993,0.037775681341719,0.0338034591194968,0.0039722222222221965,-0.0035649895178197014,-0.0021897274633123423,Exact response
color_form,second,blurred,CFD,0.0053101851851851,0.001486574074074,0.0025634259259259,0.0038236111111111,0.0038236111111111,-0.0008349537037036499,Exact response
color_form,second,blurred,C,0.120124537037037,0.1239273148148148,0.1215425925925926,0.003802777777777794,-0.003802777777777794,-0.000483333333333294,Initial adjective
dimension_color,second,blurred,DCF,0.0291962962962962,0.0321282407407407,0.0329111111111111,0.0037148148148149,-0.002931944444444501,0.0022488425925926495,Exact response
dimension_form,second,blurred,CDF,0.0091069444444444,0.0054300925925925,0.0067537037037037,0.0036768518518519,0.0036768518518519,-0.0005148148148147501,Exact response
dimension_color,first,blurred,CF,0.1022599620493358,0.105811669829222,0.1025678368121442,0.0035517077798861985,-0.0035517077798861985,-0.0014679791271346998,Exact response
dimension_form,first,sharp,F,0.0257073684210526,0.0221584210526315,0.0232836842105263,0.0035489473684210994,0.0035489473684210994,-0.0006492105263157487,Exact response
dimension_color,second,blurred,1,0.7533671296296296,0.7519314814814815,0.7554708333333333,0.003539351851851835,0.0014356481481481165,0.002821527777777777,Response length
dimension_form,both,sharp,D,0.0091787211740041,0.0058621593291404,0.0092138364779874,0.003351677148846999,0.0033165618448637,0.0016933962264151486,Exact response
color_form,both,sharp,FDC,0.0018286163522012,0.0050770440251572,0.0024523060796645,0.0032484276729560003,-0.0032484276729560003,-0.0010005241090147005,Exact response
dimension_color,first,blurred,CFD,0.0063723908918406,0.0031285578747628,0.0045498102466793,0.0032438330170778,0.0032438330170778,-0.0002006641366224006,Exact response
color_form,second,sharp,DCF,0.0397678197064989,0.0429643605870021,0.0420697064989517,0.003196540880503203,-0.003196540880503203,0.0007036163522012029,Exact response
dimension_color,both,sharp,FDC,0.0040646008403361,0.0072379201680672,0.0043214285714285,0.0031733193277311,-0.0031733193277311,-0.0013298319327731496,Exact response
dimension_form,second,sharp,DCF,0.0636008403361344,0.0667169117647058,0.0661475840336134,0.0031160714285713986,-0.0031160714285713986,0.000988707983193296,Exact response
dimension_color,both,blurred,D,0.0060199443413729,0.0029874768089053,0.0043794063079777,0.0030324675324675996,0.0030324675324675996,-0.00012430426716139933,Exact response
color_form,both,blurred,FDC,0.0014388888888888,0.004436574074074,0.0020277777777777,0.0029976851851852,-0.0029976851851852,-0.0009099537037036997,Exact response
dimension_color,both,blurred,FDC,0.0025046382189239,0.0054489795918367,0.002930426716141,0.0029443413729128,-0.0029443413729128,-0.0010463821892393002,Exact response
dimension_color,second,sharp,3,0.0426624737945492,0.0413731656184486,0.0397693920335429,0.0028930817610062984,0.0012893081761005953,-0.0022484276729560007,Response length
dimension_color,second,sharp,D,0.0074067085953878,0.0045251572327044,0.0057803983228511,0.0028815513626834002,0.0028815513626834002,-0.0001855345911950003,Exact response
dimension_form,both,blurred,D,0.0052278719397363,0.0027598870056497,0.0038498116760828,0.0024679849340866005,0.0024679849340866005,-0.0001440677966102,Exact response
dimension_color,second,blurred,CDF,0.0046384259259259,0.0022180555555555,0.0031856481481481,0.0024203703703704,0.0024203703703704,-0.00024259259259260023,Exact response
dimension_form,first,blurred,F,0.0348236434108527,0.0363546511627906,0.0372214147286821,0.0023977713178294016,-0.0015310077519379017,0.0016322674418604508,Exact response
color_form,first,sharp,F,0.0067489517819706,0.0043705450733752,0.0053029350104821,0.0023784067085954,0.0023784067085954,-0.00025681341719079997,Exact response
dimension_color,first,blurred,CDF,0.0106413662239089,0.0082998102466793,0.0085711574952561,0.0023415559772295997,0.0023415559772295997,-0.0008994307400379993,Exact response
dimension_form,second,sharp,FDC,0.0013040966386554,0.0036344537815126,0.0018644957983193,0.0023303571428572,-0.0023303571428572,-0.0006047794117647,Exact response
color_form,first,sharp,D,0.0052342767295597,0.0029056603773584,0.0041525157232704,0.0023286163522013,0.0023286163522013,8.254716981134953e-05,Exact response
dimension_form,both,sharp,CD,0.0038637316561844,0.0015555555555555,0.0020686582809224,0.0023081761006288996,0.0023081761006288996,-0.0006409853249475499,Exact response
color_form,both,sharp,FCD,0.0043039832285115,0.0020110062893081,0.0025052410901467,0.0022929769392033995,0.0022929769392033995,-0.0006522536687630998,Exact response
dimension_color,second,blurred,C,0.7320370370370369,0.7336541666666667,0.734324537037037,0.002287500000000109,-0.0016171296296297877,0.0014789351851851595,Exact response
dimension_color,second,blurred,D,0.0049194444444444,0.0026675925925925,0.0035638888888888,0.0022518518518519,0.0022518518518519,-0.00022962962962964992,Exact response
color_form,first,blurred,D,0.0046481481481481,0.0024106481481481,0.0033555555555555,0.0022375,0.0022375,-0.0001738425925926,Exact response
color_form,second,sharp,DFC,0.0207484276729559,0.0228238993710691,0.0217248427672956,0.0020754716981132015,-0.0020754716981132015,-6.132075471690021e-05,Exact response
dimension_form,first,sharp,CFD,0.0072415789473684,0.0051763157894736,0.0067857894736842,0.0020652631578948,0.0020652631578948,0.0005768421052632002,Exact response
color_form,first,blurred,F,0.0061819444444444,0.0041513888888888,0.0052148148148148,0.0020305555555555996,0.0020305555555555996,4.81481481481999e-05,Exact response
color_form,first,blurred,DF,0.008299074074074,0.0063722222222222,0.0062856481481481,0.0020134259259259003,0.0019268518518518003,-0.0010499999999999997,Exact response
dimension_color,second,blurred,F,0.0164106481481481,0.0156097222222222,0.0175824074074074,0.0019726851851852006,0.0008009259259259011,0.0015722222222222491,Exact response
color_form,first,sharp,CD,0.0045246331236897,0.0025539832285115,0.0033417190775681,0.0019706498951782,0.0019706498951782,-0.00019758909853250005,Exact response
dimension_form,first,blurred,CD,0.0037606589147286,0.0018367248062015,0.0022853682170542,0.0019239341085271003,0.0019239341085271003,-0.0005133236434108502,Exact response
color_form,both,sharp,D,0.0051897274633123,0.0032730607966457,0.0043218029350104,0.0019166666666666,0.0019166666666666,9.04088050314002e-05,Exact response
dimension_color,first,sharp,CDF,0.0108757894736842,0.0089715789473684,0.0096157894736842,0.0019042105263158,0.0019042105263158,-0.000307894736842099,Exact response
dimension_form,second,blurred,FDC,0.0008513888888888,0.0027300925925925,0.0012351851851851,0.0018787037037037001,-0.0018787037037037001,-0.00055555555555555,Exact response
color_form,second,sharp,C,0.0090807127882599,0.0077788259958071,0.0096493710691823,0.0018705450733752012,0.0013018867924528,0.0012196016771488013,Exact response
color_form,both,blurred,D,0.0044638888888888,0.0026347222222222,0.0034555555555555,0.0018291666666666,0.0018291666666666,-9.375000000000008e-05,Exact response
dimension_color,second,sharp,DCF,0.0257379454926624,0.0242216981132075,0.0260178197064989,0.0017961215932913999,0.0015162473794548999,0.0010379979035639517,Exact response
dimension_color,both,sharp,CD,0.0028082983193277,0.001031512605042,0.0014080882352941,0.0017767857142857,0.0017767857142857,-0.00051181722689075,Exact response
dimension_color,second,sharp,F,0.0163181341719077,0.0147348008385744,0.0164523060796645,0.0017175052410901004,0.0015833333333333012,0.0009258385744234498,Exact response
dimension_color,both,sharp,FCD,0.0039810924369747,0.0023298319327731,0.0027956932773109,0.0016512605042015996,0.0016512605042015996,-0.0003597689075629999,Exact response
dimension_color,both,blurred,FCD,0.003275974025974,0.0016948051948051,0.0021706864564007,0.0015811688311689,0.0015811688311689,-0.00031470315398884983,Exact response
color_form,second,blurred,C,0.0088805555555555,0.0076060185185185,0.0091717592592592,0.001565740740740701,0.0012745370370369994,0.0009284722222222003,Exact response
color_form,second,sharp,FCD,0.0025408805031446,0.0010062893081761,0.0014905660377358,0.0015345911949685,0.0015345911949685,-0.00028301886792455005,Exact response
dimension_form,both,blurred,CD,0.0024204331450094,0.000978813559322,0.0012193973634651,0.0014416195856874,0.0014416195856874,-0.00048022598870060005,Exact response
dimension_color,second,sharp,CD,0.0037468553459119,0.0023191823899371,0.0026614255765199,0.0014276729559748002,0.0014276729559748002,-0.0003715932914045996,Exact response
color_form,first,blurred,CD,0.0033935185185185,0.001975,0.0024634259259259,0.0014185185185185,0.0014185185185185,-0.00022083333333334978,Exact response
dimension_form,first,sharp,CD,0.0042315789473684,0.0028726315789473,0.0030442105263157,0.0013589473684210997,0.0013589473684210997,-0.0005078947368421494,Exact response
color_form,both,blurred,FCD,0.0029828703703703,0.0016333333333333,0.0019129629629629,0.0013495370370369998,0.0013495370370369998,-0.00039513888888889994,Exact response
dimension_form,second,sharp,D,0.0029017857142857,0.0015961134453781,0.0022153361344537,0.0013056722689076,0.0013056722689076,-3.361344537820008e-05,Exact response
color_form,first,sharp,DF,0.0053191823899371,0.0043343815513626,0.0040414046121593,0.0012777777777778004,0.0009848008385745007,-0.00078537735849055,Exact response
dimension_color,first,blurred,FDC,0.0046271347248576,0.0056129032258064,0.0043382352941176,0.0012746679316888,-0.0009857685009488004,-0.0007817836812143994,Exact response
color_form,second,blurred,FCD,0.002049074074074,0.0007833333333333,0.0011694444444444,0.0012657407407407001,0.0012657407407407001,-0.00024675925925924996,Exact response
color_form,second,sharp,D,0.0029051362683438,0.0016561844863731,0.0023694968553459,0.0012489517819706999,0.0012489517819706999,8.883647798745009e-05,Exact response
dimension_form,first,sharp,FCD,0.0011163157894736,0.0023415789473684,0.0015631578947368,0.0012252631578947998,-0.0012252631578947998,-0.0001657894736842001,Exact response
color_form,second,sharp,3,0.0754968553459119,0.0753286163522012,0.0743542976939203,0.001142557651991602,0.00016823899371069817,-0.0010584381551362598,Response length
dimension_color,first,sharp,C,0.0092736842105263,0.008158947368421,0.0081405263157894,0.0011331578947369001,0.0011147368421053003,-0.00057578947368425,Exact response
dimension_color,both,sharp,FD,0.0028613445378151,0.0021675420168067,0.0017673319327731,0.0010940126050419997,0.0006938025210083999,-0.0007471113445377997,Exact response
dimension_color,first,sharp,FDC,0.0052063157894736,0.0062510526315789,0.0051710526315789,0.0010800000000000002,-0.0010447368421053005,-0.0005576315789473504,Exact response
color_form,both,sharp,CD,0.0019884696016771,0.0009392033542976,0.0010607966457023,0.0010492662473795002,0.0010492662473795002,-0.0004030398322850501,Exact response
dimension_form,second,sharp,FCD,0.0024648109243697,0.0014196428571428,0.0018040966386554,0.0010451680672269002,0.0010451680672269002,-0.00013813025210084994,Exact response
dimension_color,both,blurred,CD,0.0017235621521335,0.0006980519480519,0.0008756957328385,0.0010255102040816,0.0010255102040816,-0.00033511131725419993,Exact response
dimension_form,second,blurred,D,0.0019981481481481,0.0010013888888888,0.0013444444444444,0.0009967592592593,0.0009967592592593,-0.00015532407407404993,Exact response
dimension_color,second,sharp,FDC,0.0004339622641509,0.0014004192872117,0.0006818658280922,0.0009664570230607999,-0.0009664570230607999,-0.00023532494758910004,Exact response
color_form,second,blurred,D,0.0019606481481481,0.0009967592592592,0.0013935185185185,0.0009638888888888998,0.0009638888888888998,-8.518518518515019e-05,Exact response
dimension_color,first,blurred,FD,0.0032860531309297,0.0027656546489563,0.0023837760910815,0.0009022770398481998,0.0005203984819734,-0.0006420777988614995,Exact response
dimension_color,second,blurred,FDC,0.0003375,0.0011393518518518,0.0005101851851851,0.0008018518518518,-0.0008018518518518,-0.00022824074074079997,Exact response
dimension_color,second,blurred,CD,0.0022023148148148,0.0014180555555555,0.0014851851851851,0.0007842592592593003,0.0007842592592593003,-0.00032500000000004986,Exact response
dimension_form,second,blurred,FCD,0.0017513888888888,0.0009689814814814,0.0012666666666666,0.0007824074074074,0.0007824074074074,-9.351851851849995e-05,Exact response
color_form,both,blurred,CD,0.0014662037037037,0.0007342592592592,0.0008212962962962,0.0007319444444445001,0.0007319444444445001,-0.00027893518518524985,Exact response
dimension_color,first,sharp,FD,0.0034621052631578,0.0034936842105263,0.0027905263157894,0.0007031578947368998,-3.157894736850004e-05,-0.0006873684210526496,Exact response
dimension_color,first,blurred,FCD,0.0022542694497153,0.0015574003795066,0.0019283681214421,0.0006968690702086999,0.0006968690702086999,2.2533206831150225e-05,Exact response
dimension_form,first,blurred,FCD,0.0013246124031007,0.0019302325581395,0.001531492248062,0.0006056201550388,-0.0006056201550388,-9.59302325581001e-05,Exact response
color_form,first,blurred,FDC,0.0002421296296296,0.0008078703703703,0.0003222222222222,0.0005657407407407,-0.0005657407407407,-0.00020277777777775,Exact response
dimension_form,both,blurred,FCD,0.00224670433145,0.0016887947269303,0.0017984934086629,0.0005579096045196998,0.0005579096045196998,-0.00016925612052725008,Exact response
dimension_form,second,sharp,CD,0.0011486344537815,0.0006013655462184,0.0006423319327731,0.0005472689075630999,0.0005472689075630999,-0.00023266806722685007,Exact response
color_form,first,sharp,FDC,0.0002583857442348,0.0007987421383647,0.0003333333333333,0.0005403563941299,-0.0005403563941299,-0.00019523060796644998,Exact response
color_form,second,blurred,CDF,0.0027333333333333,0.0029949074074074,0.0024833333333333,0.0005115740740741,-0.00026157407407410025,-0.00038078703703705013,Exact response
dimension_form,both,sharp,FCD,0.0029245283018867,0.0024182389937106,0.0024533542976939,0.0005062893081761001,0.0005062893081761001,-0.0002180293501047501,Exact response
dimension_color,both,blurred,FD,0.0015431354359925,0.0013529684601113,0.0010514842300556,0.0004916512059369,0.00019016697588120014,-0.0003965677179963,Exact response
dimension_form,both,sharp,FD,0.0016006289308176,0.0015314465408805,0.00112893081761,0.0004716981132076,6.918238993710007e-05,-0.00043710691823904994,Exact response
color_form,second,sharp,FD,0.0018894129979035,0.001566037735849,0.0014318658280922,0.0004575471698113002,0.00032337526205450016,-0.00029585953878405024,Exact response
color_form,second,sharp,CDF,0.003712788259958,0.0038480083857442,0.0034323899371069,0.00041561844863730003,-0.00013522012578620016,-0.00034800838574419995,Exact response
dimension_form,first,blurred,FD,0.0007747093023255,0.0010687984496124,0.0006652131782945,0.00040358527131789993,-0.0002940891472869,-0.0002565406976744499,Exact response
dimension_color,first,sharp,FCD,0.0015199999999999,0.0019199999999999,0.0018131578947368,0.0004000000000000002,-0.0004000000000000002,9.315789473689998e-05,Exact response
color_form,both,sharp,FD,0.0013632075471698,0.0013957023060796,0.0010094339622641,0.0003862683438155001,-3.24947589097999e-05,-0.00037002096436060026,Exact response
dimension_color,first,blurred,CD,0.0009193548387096,0.0005441176470588,0.0005526565464895,0.0003752371916508,0.0003752371916508,-0.0001790796963946999,Exact response
dimension_form,first,sharp,FD,0.0009494736842105,0.0012368421052631,0.0008884210526315,0.00034842105263160005,-0.0002873684210526,-0.00020473684210530006,Exact response
dimension_color,first,sharp,CD,0.0010447368421052,0.0007505263157894,0.000718947368421,0.0003257894736841999,0.0002942105263157999,-0.00017868421052629987,Exact response
dimension_form,second,blurred,CD,0.0007287037037037,0.000411574074074,0.0004560185185185,0.0003171296296297,0.0003171296296297,-0.00011412037037035011,Exact response
color_form,both,blurred,FD,0.0009541666666666,0.0010814814814814,0.0007800925925925,0.00030138888888889986,-0.00012731481481479995,-0.0002377314814815,Exact response
dimension_form,both,blurred,FD,0.0007994350282485,0.0008950094161958,0.0006092278719397,0.0002857815442561001,-9.557438794730001e-05,-0.00023799435028245013,Exact response
color_form,second,sharp,FDC,0.0026457023060796,0.0027044025157232,0.0024392033542976,0.00026519916142560013,-5.8700209643600294e-05,-0.0002358490566038,Exact response
dimension_form,second,sharp,FD,0.0009212184873949,0.0009443277310924,0.000735819327731,0.0002085084033614,-2.3109243697500004e-05,-0.00019695378151265,Exact response
color_form,second,blurred,FDC,0.0018185185185185,0.0019805555555555,0.0017949074074074,0.0001856481481481002,-0.00016203703703700028,-0.00010462962962959994,Exact response
dimension_color,first,blurred,C,0.013223908918406,0.0130488614800759,0.0131902277039848,0.00017504743833010074,0.00017504743833010074,5.384250474384927e-05,Exact response
