combination,relevant_property,sharpness,category,Fully incremental,Global,Plan-guided,architecture_spread,endpoint_difference,plan_guided_minus_endpoint_midpoint,summary_type
dimension_color,both,blurred,C,0.3628228200371057,0.3008051948051948,0.3418033395176252,0.0620176252319109,0.0620176252319109,0.009989332096474957,Initial adjective
color_form,both,sharp,2,0.6563128930817611,0.5964706498951782,0.598164570230608,0.05984224318658293,0.05984224318658293,-0.02822720125786171,Response length
dimension_form,both,blurred,DFC,0.0162749529190207,0.0746831450094162,0.0314232580037664,0.058408192090395494,-0.058408192090395494,-0.01405579096045205,Exact response
color_form,both,blurred,FC,0.0457111111111111,0.1040333333333333,0.0610939814814814,0.0583222222222222,-0.0583222222222222,-0.0137782407407408,Exact response
dimension_form,both,sharp,DFC,0.0234308176100628,0.081256289308176,0.0387017819706498,0.057825471698113196,-0.057825471698113196,-0.013641771488469595,Exact response
dimension_form,first,sharp,C,0.1986063157894737,0.1408284210526316,0.1720042105263158,0.057777894736842084,0.057777894736842084,0.0022868421052631427,Initial adjective
color_form,first,blurred,CF,0.0965527777777777,0.0390777777777777,0.0667106481481481,0.057475,0.057475,-0.0011046296296295943,Exact response
color_form,first,sharp,CF,0.0920990566037735,0.0360691823899371,0.059859538784067,0.0560298742138364,0.0560298742138364,-0.004224580712788299,Exact response
color_form,both,blurred,2,0.6541125,0.5984175925925925,0.6097324074074074,0.05569490740740746,0.05569490740740746,-0.016532638888888784,Response length
dimension_color,both,blurred,2,0.6055519480519481,0.5506433209647494,0.5573900742115028,0.05490862708719868,0.05490862708719868,-0.02070756029684606,Response length
color_form,both,blurred,F,0.0871814814814814,0.1420560185185185,0.1311606481481481,0.05487453703703711,-0.05487453703703711,0.016541898148148132,Exact response
dimension_form,first,sharp,2,0.3008215789473684,0.3555894736842105,0.3035826315789474,0.054767894736842127,-0.054767894736842127,-0.024622894736842094,Response length
dimension_form,both,blurred,FC,0.0327269303201506,0.0852796610169491,0.0458926553672316,0.0525527306967985,-0.0525527306967985,-0.013110640301318255,Exact response
dimension_form,first,sharp,DC,0.0857731578947368,0.1376221052631578,0.10416,0.051848947368420994,-0.051848947368420994,-0.007537631578947296,Exact response
dimension_color,both,sharp,2,0.5714159663865545,0.5266680672268906,0.521203781512605,0.050212184873949406,0.04474789915966382,-0.02783823529411744,Response length
dimension_form,both,blurred,D,0.388409604519774,0.4371963276836158,0.387409604519774,0.049786723163841806,-0.048786723163841805,-0.025393361581920904,Initial adjective
dimension_color,both,sharp,F,0.1615147058823529,0.2109669117647059,0.1903471638655462,0.049452205882352995,-0.049452205882352995,0.004106355042016813,Initial adjective
color_form,first,blurred,C,0.880100462962963,0.8312115740740741,0.861336574074074,0.04888888888888887,0.04888888888888887,0.0056805555555555776,Initial adjective
color_form,first,blurred,DC,0.0643523148148148,0.1129861111111111,0.0852634259259259,0.0486337962962963,-0.0486337962962963,-0.0034057870370370613,Exact response
