family,context,context_order,discriminability,condition,response,source,proportion
Colour-form,Both necessary,2,Low,Both necessary · Low,SF,Observed,0.02222222222222222
Colour-form,Both necessary,2,Low,Both necessary · Low,SF,Plan-guided,0.11323888888888888
Colour-form,Both necessary,2,Low,Both necessary · Low,SFC,Observed,0.01111111111111111
Colour-form,Both necessary,2,Low,Both necessary · Low,SFC,Plan-guided,0.03001111111111111
Colour-form,Both necessary,2,Low,Both necessary · Low,C,Observed,0.0074074074074074
Colour-form,Both necessary,2,Low,Both necessary · Low,C,Plan-guided,0.06178842592592592
Colour-form,Both necessary,2,Low,Both necessary · Low,CS,Observed,0
Colour-form,Both necessary,2,Low,Both necessary · Low,CS,Plan-guided,8.2129629629629e-4
Colour-form,Both necessary,2,Low,Both necessary · Low,CSF,Observed,0.0074074074074074
Colour-form,Both necessary,2,Low,Both necessary · Low,CSF,Plan-guided,0.01155277777777777
Colour-form,Both necessary,2,Low,Both necessary · Low,CF,Observed,0.7592592592592593
Colour-form,Both necessary,2,Low,Both necessary · Low,CF,Plan-guided,0.4020203703703704
Colour-form,Both necessary,2,Low,Both necessary · Low,CFS,Observed,0.0037037037037037
Colour-form,Both necessary,2,Low,Both necessary · Low,CFS,Plan-guided,0.00826712962962963
Colour-form,Both necessary,2,Low,Both necessary · Low,F,Observed,0.01296296296296296
Colour-form,Both necessary,2,Low,Both necessary · Low,F,Plan-guided,0.13116064814814815
Colour-form,Both necessary,2,Low,Both necessary · Low,FS,Observed,0.00185185185185185
Colour-form,Both necessary,2,Low,Both necessary · Low,FS,Plan-guided,7.8009259259259e-4
Colour-form,Both necessary,2,Low,Both necessary · Low,FSC,Observed,0
Colour-form,Both necessary,2,Low,Both necessary · Low,FSC,Plan-guided,0.00202777777777777
Colour-form,Both necessary,2,Low,Both necessary · Low,FC,Observed,0.06296296296296296
Colour-form,Both necessary,2,Low,Both necessary · Low,FC,Plan-guided,0.06109398148148148
Colour-form,Both necessary,2,Low,Both necessary · Low,FCS,Observed,0
Colour-form,Both necessary,2,Low,Both necessary · Low,FCS,Plan-guided,0.00191296296296296
Colour-form,Form sufficient,3,High,Form sufficient · High,S,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,S,Plan-guided,0.00236949685534591
Colour-form,Form sufficient,3,High,Form sufficient · High,SC,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,SC,Plan-guided,0.00747169811320754
Colour-form,Form sufficient,3,High,Form sufficient · High,SCF,Observed,0.02096436058700209
Colour-form,Form sufficient,3,High,Form sufficient · High,SCF,Plan-guided,0.04206970649895179
Colour-form,Form sufficient,3,High,Form sufficient · High,SF,Observed,0.03354297693920335
Colour-form,Form sufficient,3,High,Form sufficient · High,SF,Plan-guided,0.12114465408805032
Colour-form,Form sufficient,3,High,Form sufficient · High,SFC,Observed,0.00628930817610062
Colour-form,Form sufficient,3,High,Form sufficient · High,SFC,Plan-guided,0.0217248427672956
Colour-form,Form sufficient,3,High,Form sufficient · High,C,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,C,Plan-guided,0.00964937106918239
Colour-form,Form sufficient,3,High,Form sufficient · High,CS,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,CS,Plan-guided,3.2494758909853e-4
Colour-form,Form sufficient,3,High,Form sufficient · High,CSF,Observed,0.00419287211740041
Colour-form,Form sufficient,3,High,Form sufficient · High,CSF,Plan-guided,0.00343238993710691
Colour-form,Form sufficient,3,High,Form sufficient · High,CF,Observed,0.16771488469601678
Colour-form,Form sufficient,3,High,Form sufficient · High,CF,Plan-guided,0.08853459119496855
Colour-form,Form sufficient,3,High,Form sufficient · High,CFS,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,CFS,Plan-guided,0.00319758909853249
Colour-form,Form sufficient,3,High,Form sufficient · High,F,Observed,0.7379454926624738
Colour-form,Form sufficient,3,High,Form sufficient · High,F,Plan-guided,0.6609156184486372
Colour-form,Form sufficient,3,High,Form sufficient · High,FS,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,FS,Plan-guided,0.00143186582809224
Colour-form,Form sufficient,3,High,Form sufficient · High,FSC,Observed,0.00628930817610062
Colour-form,Form sufficient,3,High,Form sufficient · High,FSC,Plan-guided,0.00243920335429769
Colour-form,Form sufficient,3,High,Form sufficient · High,FC,Observed,0.0230607966457023
Colour-form,Form sufficient,3,High,Form sufficient · High,FC,Plan-guided,0.03380345911949686
Colour-form,Form sufficient,3,High,Form sufficient · High,FCS,Observed,0
Colour-form,Form sufficient,3,High,Form sufficient · High,FCS,Plan-guided,0.00149056603773584
Colour-form,Form sufficient,3,Low,Form sufficient · Low,S,Observed,0
Colour-form,Form sufficient,3,Low,Form sufficient · Low,S,Plan-guided,0.00139351851851851
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SC,Observed,0
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SC,Plan-guided,0.00677129629629629
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SCF,Observed,0.04259259259259259
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SCF,Plan-guided,0.04717129629629629
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SF,Observed,0.01666666666666666
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SF,Plan-guided,0.11920138888888888
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SFC,Observed,0.00925925925925925
Colour-form,Form sufficient,3,Low,Form sufficient · Low,SFC,Plan-guided,0.02133842592592592
Colour-form,Form sufficient,3,Low,Form sufficient · Low,C,Observed,0.00185185185185185
Colour-form,Form sufficient,3,Low,Form sufficient · Low,C,Plan-guided,0.00917175925925926
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CS,Observed,0
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CS,Plan-guided,2.6388888888888e-4
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CSF,Observed,0
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CSF,Plan-guided,0.00248333333333333
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CF,Observed,0.2148148148148148
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CF,Plan-guided,0.1070601851851852
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CFS,Observed,0.00185185185185185
Colour-form,Form sufficient,3,Low,Form sufficient · Low,CFS,Plan-guided,0.00256342592592592
Colour-form,Form sufficient,3,Low,Form sufficient · Low,F,Observed,0.6722222222222223
Colour-form,Form sufficient,3,Low,Form sufficient · Low,F,Plan-guided,0.644538888888889
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FS,Observed,0.00185185185185185
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FS,Plan-guided,9.1203703703703e-4
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FSC,Observed,0
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FSC,Plan-guided,0.0017949074074074
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FC,Observed,0.03888888888888889
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FC,Plan-guided,0.0341662037037037
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FCS,Observed,0
Colour-form,Form sufficient,3,Low,Form sufficient · Low,FCS,Plan-guided,0.00116944444444444
