model,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,scale,delta_elpd_from_best,ppc_rmse,ppc_mae,ppc_r,ppc_r2,ppc_scope,diagnostic_status,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,n_parameters,complexity,complexity_source,diagnostics_ok,complete_objectives,eligible_for_frontier,posterior_pareto_frontier
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0,-5218.574770927429,65.29001998901367,0.0,65.13762559763327,0.0,False,log,0.0,0.0315102439767805,0.0200926370362243,0.9689334149295205,0.938831962566982,all_cells,pass,1.0,0,0,3607.0,4395.0,0,0.0,11,65.29001998901367,p_loo,True,True,True,True
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1,-5219.415276527405,65.00818490982056,0.8405055999755859,65.13769945345152,0.3117111135014533,False,log,-0.8405055999755859,0.0315446969397112,0.0201060256487071,0.9688682967933102,0.9387057765311698,all_cells,pass,1.0,0,0,3608.0,3684.0,0,0.0,11,65.00818490982056,p_loo,True,True,True,True
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_static_fixedeps,2,-5724.806729316711,27.89066791534424,506.2319583892822,62.7740109064095,30.208390905261233,False,log,-506.2319583892822,0.0537256380060136,0.0316403722950507,0.9067419747434864,0.8221810087617173,all_cells,pass,1.0,0,0,680.0,944.0,0,0.0,11,27.89066791534424,p_loo,True,True,True,True
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_rec_fixedeps,3,-5725.073563575745,27.87150478363037,506.49879264831543,62.78572141776903,30.21516226169676,False,log,-506.49879264831543,0.053681167332853,0.031616531105542,0.9069060589198696,0.82247859970557,all_cells,pass,1.01,0,0,489.0,465.0,0,0.0,11,27.87150478363037,p_loo,True,True,True,True
