semantics,rule,support,order,parameter_set,metric,mean,variance,groups,mcse,lower_mc95,upper_mc95
fixed,prefix_k05,four,neutral,original_grid,listener_advantage,-0.01670325789852639,0.00022212906556467234,24,0.0006209997897161932,-0.01792041748637013,-0.015486098310682653
fixed,prefix_k05,four,neutral,original_grid,speaker_size_first_given_set,0.4815557184439883,8.8800573265101e-05,24,0.00039264190036033864,0.4807861403192821,0.48232529656869455
fixed,prefix_k05,four,stable,fitted_constants,listener_advantage,0.021904295402183444,3.4258364189732445e-05,24,0.00024387768802882625,0.021426295133646946,0.02238229567071994
fixed,prefix_k05,four,stable,fitted_constants,speaker_size_first_given_set,0.9941241241584353,6.263742307849909e-09,24,3.2976586569557167e-06,0.9941176607474677,0.994130587569403
fixed,prefix_k05,two,neutral,fitted_constants,listener_advantage,0.02055509496532094,3.5061341337086514e-05,24,0.00024671924178258815,0.020071525251427066,0.021038664679214815
fixed,prefix_k05,two,neutral,fitted_constants,speaker_size_first_given_set,0.5395889238930961,1.1570044804447298e-05,24,0.00014172820234891267,0.5393111366164922,0.5398667111697
fixed,prefix_k05,two,neutral,original_grid,listener_advantage,-0.027179289582319664,0.0003729212417972089,24,0.0008046320348168395,-0.02875636837056067,-0.025602210794078657
fixed,prefix_k05,two,neutral,original_grid,speaker_size_first_given_set,0.4815557184439883,8.8800573265101e-05,24,0.00039264190036033864,0.4807861403192821,0.48232529656869455
fixed,prefix_k05,two,stable,fitted_constants,listener_advantage,0.02244943909488056,3.004920393449378e-05,24,0.00022840480912344726,0.022001765668998603,0.022897112520762517
fixed,prefix_k05,two,stable,fitted_constants,speaker_size_first_given_set,0.9941241241584353,6.263742307849908e-09,24,3.2976586569557167e-06,0.9941176607474677,0.994130587569403
fixed,prefix_k1,fifteen,neutral,fitted_constants,listener_advantage,0.009604832331381267,6.064445248665915e-06,24,0.00010260872662173466,0.009403719227202668,0.009805945435559866
fixed,prefix_k1,fifteen,neutral,fitted_constants,speaker_size_first_given_set,0.5226024511659587,3.755772548443006e-06,24,8.074923189825397e-05,0.5224441826714381,0.5227607196604793
fixed,prefix_k1,fifteen,neutral,original_grid,listener_advantage,0.006402786707287771,2.949284786003718e-05,24,0.00022628049157653895,0.005959276943797755,0.0068462964707777865
fixed,prefix_k1,fifteen,neutral,original_grid,speaker_size_first_given_set,0.48901521877668785,3.621263962587257e-05,24,0.00025073724497397644,0.4885237737765389,0.4895066637768368
fixed,prefix_k1,fifteen,stable,fitted_constants,listener_advantage,0.010759734900740267,7.186979125164153e-06,24,0.0001117022574280444,0.0105407984761813,0.010978671325299234
fixed,prefix_k1,fifteen,stable,fitted_constants,speaker_size_first_given_set,0.9937541338462283,2.256408675036067e-09,24,1.9792362597571864e-06,0.9937502545431592,0.9937580131492975
fixed,prefix_k1,four,neutral,fitted_constants,listener_advantage,0.02055509496532093,3.5061341337086514e-05,24,0.00024671924178258815,0.020071525251427056,0.021038664679214805
fixed,prefix_k1,four,neutral,fitted_constants,speaker_size_first_given_set,0.5395889238930961,1.1570044804447298e-05,24,0.00014172820234891267,0.5393111366164922,0.5398667111697
fixed,prefix_k1,four,neutral,original_grid,listener_advantage,-0.02717928958231967,0.0003729212417972089,24,0.0008046320348168395,-0.028756368370560677,-0.025602210794078664
