parameter,participant_id,posterior_mean,posterior_q025,posterior_q975,participant_rank
"atop('Stable-order weight', beta[i])",18,2.7898508139161025,2.2854723726441786,3.2873253941521243,51
"atop('Stable-order weight', beta[i])",64,2.8109175224535727,2.130329809383512,3.5280216064224335,52
"atop('Stable-order weight', beta[i])",93,2.820971938717499,2.2562370254237685,3.3718057215895807,53
"atop('Stable-order weight', beta[i])",71,2.830203445589269,2.1269683420702385,3.563458471961914,54
"atop('Stable-order weight', beta[i])",4,2.868243006892127,2.374022456411967,3.3692689813037786,55
"atop('Stable-order weight', beta[i])",78,2.90169098927513,2.2295558911591535,3.598139762570921,56
"atop('Stable-order weight', beta[i])",75,2.925095480158657,2.3372449310688705,3.5462531323100364,57
"atop('Stable-order weight', beta[i])",26,2.9291531347685873,2.2660613902695013,3.625196801137797,58
"atop('Stable-order weight', beta[i])",107,2.93469428772121,2.269189678882971,3.656203869569941,59
"atop('Stable-order weight', beta[i])",41,2.9538825694482274,2.3129075340373997,3.631409560829306,60
"atop('Stable-order weight', beta[i])",7,2.956631025558129,2.453089094842106,3.473179756617912,61
"atop('Stable-order weight', beta[i])",109,2.9589483483396615,2.339378489171923,3.5741565818138215,62
"atop('Stable-order weight', beta[i])",34,2.9709722222286645,2.366225769818151,3.580818474139926,63
"atop('Stable-order weight', beta[i])",73,2.975319688233196,2.4729265569167973,3.5035623980587567,64
"atop('Stable-order weight', beta[i])",66,2.9786719561333572,2.354843799549674,3.669991393870633,65
"atop('Stable-order weight', beta[i])",102,2.9831139650579415,2.319996804452766,3.6975237696291607,66
"atop('Stable-order weight', beta[i])",56,3.0072116197225833,2.3560668957146493,3.701342217516265,67
"atop('Stable-order weight', beta[i])",8,3.0145127652827934,2.3850881931720505,3.6517715757777514,68
"atop('Stable-order weight', beta[i])",77,3.0302984008345444,2.425258532072893,3.6248208796560264,69
"atop('Stable-order weight', beta[i])",67,3.039594997856903,2.5321074152831393,3.5438078290303254,70
"atop('Stable-order weight', beta[i])",40,3.052777400144308,2.449948385899486,3.6567840763326935,71
"atop('Stable-order weight', beta[i])",63,3.066519197342373,2.4909121668063525,3.632176434757664,72
"atop('Stable-order weight', beta[i])",104,3.0947164849222037,2.5065591223699424,3.6809504584290886,73
"atop('Stable-order weight', beta[i])",86,3.1042203063205114,2.5568250555166587,3.663486910189514,74
"atop('Stable-order weight', beta[i])",53,3.1200426074356433,2.4918438989588965,3.7948725594568384,75
"atop('Stable-order weight', beta[i])",84,3.1448226226554423,2.4494580982150795,3.9108662862481034,76
"atop('Stable-order weight', beta[i])",81,3.145806995943083,2.5254063744946564,3.775127152788869,77
"atop('Stable-order weight', beta[i])",105,3.1479844285932113,2.5402810959787896,3.789553392014757,78
"atop('Stable-order weight', beta[i])",101,3.149746656886854,2.523146792108424,3.7578152175934503,79
"atop('Stable-order weight', beta[i])",83,3.180068570072818,2.4867096000021447,3.9086228531926346,80
"atop('Stable-order weight', beta[i])",36,3.1915521456061406,2.4814937458466972,3.925389440668393,81
"atop('Stable-order weight', beta[i])",6,3.213075629249816,2.71432003481367,3.7473326240184512,82
"atop('Stable-order weight', beta[i])",76,3.219555074350011,2.667248268605371,3.755582196952324,83
"atop('Stable-order weight', beta[i])",44,3.2359375336712257,2.6921715099532024,3.787622288795168,84
"atop('Stable-order weight', beta[i])",111,3.2391372343486973,2.675147306323169,3.78684668924127,85
"atop('Stable-order weight', beta[i])",62,3.245392123171568,2.5872494889570334,3.9701747805522567,86
"atop('Stable-order weight', beta[i])",52,3.27219407861747,2.728099736430596,3.7965734827119615,87
"atop('Stable-order weight', beta[i])",98,3.298398788559101,2.6137894281304295,3.9967522942907903,88
"atop('Stable-order weight', beta[i])",50,3.3332371638713916,2.6846653955496156,3.998491951470689,89
"atop('Stable-order weight', beta[i])",74,3.3460977251655923,2.707166026821511,3.9542941889988454,90
"atop('Stable-order weight', beta[i])",85,3.354242701823389,2.689719246188603,4.047214540587867,91
"atop('Stable-order weight', beta[i])",72,3.361700590729144,2.680176327685534,4.051882702889163,92
"atop('Stable-order weight', beta[i])",90,3.370788406916831,2.742788256425518,4.012149569444222,93
"atop('Stable-order weight', beta[i])",55,3.378750793963696,2.8474967733193797,3.927062736914915,94
"atop('Stable-order weight', beta[i])",31,3.3982416764694325,2.9154119616438696,3.909630757936231,95
"atop('Stable-order weight', beta[i])",95,3.4295106533570876,2.899968340489275,3.9575953749498063,96
"atop('Stable-order weight', beta[i])",60,3.4740119772148375,2.8256654900378986,4.053669512784172,97
"atop('Stable-order weight', beta[i])",96,3.4766757989634107,2.811654878921785,4.146379369089052,98
"atop('Stable-order weight', beta[i])",21,3.481534503770035,2.7528585105365098,4.234276577425229,99
"atop('Stable-order weight', beta[i])",43,3.517162216157931,2.867649434750781,4.153762712462892,100
"atop('Stable-order weight', beta[i])",108,3.5195951454311283,2.890311791498184,4.157641271077653,101
"atop('Stable-order weight', beta[i])",46,3.552847266936637,3.006531400868032,4.081068072132926,102
"atop('Stable-order weight', beta[i])",39,3.5560287080355093,2.992940555538448,4.110153368149205,103
"atop('Stable-order weight', beta[i])",59,3.56252770789951,2.8792925221822574,4.254703743674886,104
"atop('Stable-order weight', beta[i])",79,3.699994578470759,3.0207834462032057,4.317716527258082,105
"atop('Stable-order weight', beta[i])",87,3.7149917204090266,3.1672023855575486,4.246470502859938,106
"atop('Stable-order weight', beta[i])",97,3.741259601375781,3.197042971442299,4.286318366038315,107
"atop('Stable-order weight', beta[i])",61,3.7688959966622417,3.257073659739988,4.286345076039909,108
"atop('Stable-order weight', beta[i])",49,3.777287264983441,3.0495956622409297,4.5382265562616855,109
"atop('Stable-order weight', beta[i])",14,3.843259396425649,3.3072161765079335,4.386577786440427,110
"atop('Stable-order weight', beta[i])",94,3.8825109651893666,3.388230631242085,4.388397961841158,111
"atop('Stable-order weight', beta[i])",51,4.066781102345083,3.3613275899343997,4.8629797909439265,112
"atop('Stable-order weight', beta[i])",112,5.414769051829753,4.851942257858074,6.013345439880662,113
