semantics,speaker,nobj,sd_spread,color_semvalue,k,wf,n_scenes,mean_big_blue,mean_blue_big,mean_advantage,mcse_advantage
static,incremental_speaker,14,15.0,0.94,0.3,0.3,1000,0.07569218024683565,0.0673942533984293,0.008297926848406344,0.00046998676626052615
static,incremental_speaker,14,15.0,0.94,0.3,0.5,1000,0.0697270211800953,0.0734583143858634,-0.0037312932057680577,0.0004366119678687228
static,incremental_speaker,14,15.0,0.94,0.3,0.8,1000,0.0650183315020478,0.07855789364685774,-0.013539562144809928,0.00041477337737300243
static,incremental_speaker,14,15.0,0.96,0.3,0.1,1000,0.08234324205439313,0.06147732882507686,0.020865913229316274,0.0005611120596669426
static,incremental_speaker,14,15.0,0.96,0.3,0.2,1000,0.07881753720066301,0.06446982269533419,0.014347714505328816,0.0005193968177258923
static,incremental_speaker,14,15.0,0.96,0.3,0.3,1000,0.07489311362423876,0.06822373142095672,0.006669382203282017,0.000495959762463002
static,incremental_speaker,14,15.0,0.96,0.3,0.5,1000,0.06896737927917666,0.07433716533126494,-0.005369786052088271,0.00046488316046744275
static,incremental_speaker,14,15.0,0.96,0.3,0.8,1000,0.06428764151832911,0.07947559028753222,-0.01518794876920309,0.00044472024195959744
static,incremental_speaker,14,15.0,0.98,0.3,0.1,1000,0.08148801147399229,0.06226123119780297,0.01922678027618933,0.0005857170104631019
static,incremental_speaker,14,15.0,0.98,0.3,0.2,1000,0.07798196872914477,0.06529916945452684,0.012682799274617932,0.0005465205542362915
static,incremental_speaker,14,15.0,0.98,0.3,0.3,1000,0.07408734056994759,0.0690873536096147,0.0049999869603329,0.0005246824133205561
static,incremental_speaker,14,15.0,0.98,0.3,0.5,1000,0.06820260542654598,0.07525381248216982,-0.007051207055623866,0.0004959335859163585
static,incremental_speaker,14,15.0,0.98,0.3,0.8,1000,0.06355293482441943,0.08043419258644659,-0.016881257762027153,0.0004774054146860382
static,incremental_speaker,14,15.0,0.9,0.5,0.1,1000,0.07650156962034543,0.06681359586222622,0.00968797375811922,0.00047376835897926695
static,incremental_speaker,14,15.0,0.9,0.5,0.2,1000,0.07531672709003781,0.06778991623211009,0.007526810857927721,0.0004242590319226485
static,incremental_speaker,14,15.0,0.9,0.5,0.3,1000,0.07330902462273409,0.06970886079000996,0.00360016383272411,0.0003987076505413096
static,incremental_speaker,14,15.0,0.9,0.5,0.5,1000,0.06934925381240833,0.07374364190412326,-0.004394388091714936,0.0003738314125073372
static,incremental_speaker,14,15.0,0.9,0.5,0.8,1000,0.06568953946812774,0.07765396442834625,-0.011964424960218515,0.000357539303991555
static,incremental_speaker,14,15.0,0.92,0.5,0.1,1000,0.0757060231707663,0.06758420831072172,0.00812181486004459,0.0004940331879555508
static,incremental_speaker,14,15.0,0.92,0.5,0.2,1000,0.07453096032497106,0.06857833303247658,0.005952627292494478,0.00044663263601425225
static,incremental_speaker,14,15.0,0.92,0.5,0.3,1000,0.07254003068112466,0.07051232426999618,0.00202770641112847,0.00042224191719656367
static,incremental_speaker,14,15.0,0.92,0.5,0.5,1000,0.06860702406433529,0.07457578397241767,-0.005968759908082365,0.00039880243461695996
static,incremental_speaker,14,15.0,0.92,0.5,0.8,1000,0.06496923155502178,0.07851175435591687,-0.013542522800895086,0.0003836372851092327
static,incremental_speaker,14,15.0,0.94,0.5,0.1,1000,0.07490331219922455,0.06838143152064335,0.006521880678581207,0.0005164464269074848
static,incremental_speaker,14,15.0,0.94,0.5,0.2,1000,0.07373863696671698,0.06939401695574549,0.004344620010971492,0.00047115218592599825
static,incremental_speaker,14,15.0,0.94,0.5,0.3,1000,0.07176534105898871,0.07134349491897808,0.00042184614001061614,0.00044788074819886224
static,incremental_speaker,14,15.0,0.94,0.5,0.5,1000,0.0678602507497992,0.07543719226807208,-0.007576941518272875,0.0004258055700635582
static,incremental_speaker,14,15.0,0.94,0.5,0.8,1000,0.06424527148513456,0.07940055041760359,-0.015155278932469034,0.0004116902523783559
static,incremental_speaker,14,15.0,0.96,0.5,0.1,1000,0.0740931464712204,0.06920993994932188,0.004883206521898527,0.0005413869289117372
static,incremental_speaker,14,15.0,0.96,0.5,0.2,1000,0.07293939985415492,0.07024169781922897,0.0026977020349259312,0.000498174177454363
static,incremental_speaker,14,15.0,0.96,0.5,0.3,1000,0.07098469934193383,0.07220697674550623,-0.001222277403572396,0.0004759608456201086
static,incremental_speaker,14,15.0,0.96,0.5,0.5,1000,0.06710876212738479,0.07633250442802886,-0.009223742300644084,0.0004551670770432806
static,incremental_speaker,14,15.0,0.96,0.5,0.8,1000,0.06351752240373386,0.0803251385991081,-0.016807616195374245,0.0004420299874095475
static,incremental_speaker,14,15.0,0.98,0.5,0.1,1000,0.07327534440580655,0.07007589567885679,0.0031994487269497484,0.0005694323657997682
static,incremental_speaker,14,15.0,0.98,0.5,0.2,1000,0.07213284392778654,0.07112755715363507,0.0010052867741514664,0.0005282230168109684
static,incremental_speaker,14,15.0,0.98,0.5,0.3,1000,0.07019782082154837,0.07310870651996497,-0.0029108856984166064,0.0005069730374835722
static,incremental_speaker,14,15.0,0.98,0.5,0.5,1000,0.06635237295815047,0.07726762278355279,-0.010915249825402302,0.0004873571490920415
static,incremental_speaker,14,15.0,0.98,0.5,0.8,1000,0.06278583980183795,0.08129157420347931,-0.018505734401641376,0.00047512980143339526
static,incremental_speaker,14,15.0,0.9,0.7,0.1,1000,0.07010715105805568,0.07296506123499431,-0.0028579101769386347,0.00042016997476637685
static,incremental_speaker,14,15.0,0.9,0.7,0.2,1000,0.06983463316116803,0.0732189243294884,-0.0033842911683203847,0.00039019010187073044
static,incremental_speaker,14,15.0,0.9,0.7,0.3,1000,0.06915639779318457,0.07392014528803822,-0.00476374749485367,0.0003740644582471713
static,incremental_speaker,14,15.0,0.9,0.7,0.5,1000,0.06704675339986423,0.07616315291213462,-0.009116399512270397,0.00036100444620583514
static,incremental_speaker,14,15.0,0.9,0.7,0.8,1000,0.06456173528469193,0.07886568651925299,-0.01430395123456107,0.0003528569501529254
static,incremental_speaker,14,15.0,0.92,0.7,0.1,1000,0.06934350424657898,0.07378626730382541,-0.004442763057246447,0.00044403813515354244
static,incremental_speaker,14,15.0,0.92,0.7,0.2,1000,0.06907700038518999,0.07404631731289334,-0.004969316927703337,0.0004151479172525957
static,incremental_speaker,14,15.0,0.92,0.7,0.3,1000,0.0684077635957455,0.07475316553277374,-0.0063454019370282316,0.00039963635861490766
static,incremental_speaker,14,15.0,0.92,0.7,0.5,1000,0.0663150918905772,0.07701155264634178,-0.010696460755764584,0.00038714849358780423
static,incremental_speaker,14,15.0,0.92,0.7,0.8,1000,0.06384612853560358,0.07973126591345697,-0.015885137377853378,0.000379454761902406
static,incremental_speaker,14,15.0,0.94,0.7,0.1,1000,0.06857413970192185,0.07463876374344867,-0.006064624041526818,0.00047026573550419014
static,incremental_speaker,14,15.0,0.94,0.7,0.2,1000,0.0683139157552796,0.07490461666080446,-0.00659070090552486,0.00044233220298144055
static,incremental_speaker,14,15.0,0.94,0.7,0.3,1000,0.06765417822520804,0.07561668048018541,-0.007962502254977381,0.000427324323188181
static,incremental_speaker,14,15.0,0.94,0.7,0.5,1000,0.06557927131984966,0.07789082010908557,-0.012311548789235913,0.0004153007390340582
static,incremental_speaker,14,15.0,0.94,0.7,0.8,1000,0.06312704104600343,0.08062871153029523,-0.017501670484291822,0.00040799634121738604
static,incremental_speaker,14,15.0,0.96,0.7,0.1,1000,0.06779894510662757,0.07552806810736802,-0.007729123000740454,0.0004993146489528612
static,incremental_speaker,14,15.0,0.96,0.7,0.2,1000,0.06754510299546201,0.07579917393311505,-0.008254070937653037,0.00047214602728996277
static,incremental_speaker,14,15.0,0.96,0.7,0.3,1000,0.06689542082215288,0.07651575270188417,-0.009620331879731282,0.0004574985434425275
static,incremental_speaker,14,15.0,0.96,0.7,0.5,1000,0.06483912688377222,0.0788058521811788,-0.01396672529740658,0.0004458075450009976
static,incremental_speaker,14,15.0,0.96,0.7,0.8,1000,0.06240433501417176,0.08156295678766794,-0.019158621773496184,0.0004388251561564301
static,incremental_speaker,14,15.0,0.98,0.7,0.1,1000,0.06701792350415064,0.07646133704387374,-0.009443413539723108,0.0005318611643121405
static,incremental_speaker,14,15.0,0.98,0.7,0.2,1000,0.06677025464968575,0.07673702034621581,-0.00996676569653006,0.0005051913829357798
static,incremental_speaker,14,15.0,0.98,0.7,0.3,1000,0.06613124980845962,0.07745692628365693,-0.011325676475197295,0.0004906999622964626
static,incremental_speaker,14,15.0,0.98,0.7,0.5,1000,0.0640944823163206,0.07976288726978907,-0.015668404953468468,0.00047916535733912106
static,incremental_speaker,14,15.0,0.98,0.7,0.8,1000,0.06167786539909297,0.08254024902138171,-0.020862383622288743,0.0004724290426072071
static,incremental_speaker,14,15.0,0.9,0.9,0.1,1000,0.0652148300806179,0.07798526849705426,-0.01277043841643635,0.00036249358792325785
static,incremental_speaker,14,15.0,0.9,0.9,0.2,1000,0.065111294589809,0.0781444198694607,-0.01303312527965172,0.00035903986125822486
static,incremental_speaker,14,15.0,0.9,0.9,0.3,1000,0.06509596079462987,0.07820094441116031,-0.013104983616530426,0.0003571319996738182
static,incremental_speaker,14,15.0,0.9,0.9,0.5,1000,0.06439237190825546,0.07901027054795381,-0.01461789863969835,0.00035327786440136335
static,incremental_speaker,14,15.0,0.9,0.9,0.8,1000,0.06303911482209545,0.0805186962245635,-0.017479581402468046,0.00034961654893316923
static,incremental_speaker,14,15.0,0.92,0.9,0.1,1000,0.06448054321749527,0.07884283065847406,-0.014362287440978783,0.00038938583709141063
static,incremental_speaker,14,15.0,0.92,0.9,0.2,1000,0.06438166187741574,0.07900498939152006,-0.014623327514104318,0.00038606251734859317
static,incremental_speaker,14,15.0,0.92,0.9,0.3,1000,0.06437001405642895,0.07906239480056183,-0.014692380744132883,0.0003841361978712312
static,incremental_speaker,14,15.0,0.92,0.9,0.5,1000,0.06367446367364195,0.0798769681870125,-0.01620250451337053,0.00038026616255039863
static,incremental_speaker,14,15.0,0.92,0.9,0.8,1000,0.06233076088946297,0.08139454267400552,-0.019063781784542565,0.00037665571268673677
static,incremental_speaker,14,15.0,0.94,0.9,0.1,1000,0.06374185201610992,0.07973402233706935,-0.015992170320959433,0.0004184541149181062
static,incremental_speaker,14,15.0,0.94,0.9,0.2,1000,0.06364785228079745,0.07989878629517073,-0.016250934014373292,0.00041517871738310094
static,incremental_speaker,14,15.0,0.94,0.9,0.3,1000,0.06364009243518864,0.07995656904820138,-0.016316476613012717,0.0004131743725422815
static,incremental_speaker,14,15.0,0.94,0.9,0.5,1000,0.06295295665838045,0.08077614569734166,-0.017823189038961195,0.0004092183974260105
static,incremental_speaker,14,15.0,0.94,0.9,0.8,1000,0.061619212372139784,0.08230329175969923,-0.020684079387559447,0.00040562156883518436
static,incremental_speaker,14,15.0,0.96,0.9,0.1,1000,0.06299869209379241,0.0806643780737844,-0.01766568597999199,0.00045012869372203023
static,incremental_speaker,14,15.0,0.96,0.9,0.2,1000,0.06290967028221443,0.08083128948155752,-0.01792161919934308,0.0004467841186761642
static,incremental_speaker,14,15.0,0.96,0.9,0.3,1000,0.0629060205419124,0.08088874908301603,-0.01798272854110364,0.00044462283929374636
static,incremental_speaker,14,15.0,0.96,0.9,0.5,1000,0.062227700159727305,0.08171290680175901,-0.019485206642031686,0.0004404922233931433
static,incremental_speaker,14,15.0,0.96,0.9,0.8,1000,0.06090433358879101,0.08325003417530953,-0.02234570058651853,0.0004368676689775325
static,incremental_speaker,14,15.0,0.98,0.9,0.1,1000,0.062250835372144854,0.08164129586629812,-0.01939046049415327,0.00048502674207520445
static,incremental_speaker,14,15.0,0.98,0.9,0.2,1000,0.06216690586306421,0.08180957039082204,-0.01964266452775783,0.000481451842904805
static,incremental_speaker,14,15.0,0.98,0.9,0.3,1000,0.062167611256796616,0.08186569884095485,-0.01969808758415823,0.0004790200014751137
static,incremental_speaker,14,15.0,0.98,0.9,0.5,1000,0.06149853498356376,0.08269373433423097,-0.021195199350667212,0.000474593941000141
static,incremental_speaker,14,15.0,0.98,0.9,0.8,1000,0.06018598246855721,0.08424121444254536,-0.024055231973988147,0.0004708928387370912
recursive,global_speaker,14,15.0,0.9,0.1,0.1,1000,0.09921083573897979,0.07576958920050038,0.023441246538479416,0.0031690036263198173
recursive,global_speaker,14,15.0,0.9,0.1,0.2,1000,0.07512396770129484,0.07129854109420629,0.0038254266070885503,0.0009599776453374591
recursive,global_speaker,14,15.0,0.9,0.1,0.3,1000,0.0723214680964345,0.07106297584406251,0.0012584922523719876,0.00040783630808361116
recursive,global_speaker,14,15.0,0.9,0.1,0.5,1000,0.07156265100784849,0.07131866162711742,0.00024398938073107052,0.0001355351993825949
recursive,global_speaker,14,15.0,0.9,0.1,0.8,1000,0.07142250313770808,0.07143501149381314,-1.250835610507267e-05,4.67932824278499e-05
recursive,global_speaker,14,15.0,0.92,0.1,0.1,1000,0.10180769513911306,0.07544169764928242,0.02636599748983064,0.003276479170239873
recursive,global_speaker,14,15.0,0.92,0.1,0.2,1000,0.07550731957798074,0.07110723145132034,0.004400088126660416,0.0009799398020149182
recursive,global_speaker,14,15.0,0.92,0.1,0.3,1000,0.07243479359690663,0.0709764701957305,0.0014583234011761386,0.00041679894570030075
recursive,global_speaker,14,15.0,0.92,0.1,0.5,1000,0.07158549622229543,0.07129671931089743,0.0002887769113979919,0.00013840400818558287
recursive,global_speaker,14,15.0,0.92,0.1,0.8,1000,0.07142412882796433,0.07143336982484978,-9.240996885451796e-06,4.7801356122519086e-05
recursive,global_speaker,14,15.0,0.94,0.1,0.1,1000,0.10173629469167147,0.07590468289788052,0.025831611793790954,0.0032982992170143464
recursive,global_speaker,14,15.0,0.94,0.1,0.2,1000,0.07542761219232638,0.07133355043544821,0.004094061756878159,0.00100515580193905
recursive,global_speaker,14,15.0,0.94,0.1,0.3,1000,0.07237570241743563,0.07106967796099872,0.0013060244564369215,0.00043018248251092676
recursive,global_speaker,14,15.0,0.94,0.1,0.5,1000,0.07155924115277944,0.071325286076898,0.00023395507588144538,0.00014336597946856895
recursive,global_speaker,14,15.0,0.94,0.1,0.8,1000,0.07141387950184024,0.07144379129677089,-2.9911794930663523e-05,4.983425294653828e-05
recursive,global_speaker,14,15.0,0.96,0.1,0.1,1000,0.10173592687612062,0.07594033589841687,0.025795590977703755,0.0032986932494555978
recursive,global_speaker,14,15.0,0.96,0.1,0.2,1000,0.07541539066671282,0.07142218630520787,0.0039932043615049494,0.0010153734542690395
recursive,global_speaker,14,15.0,0.96,0.1,0.3,1000,0.07235142703474877,0.07110824920426825,0.0012431778304805117,0.00043587798169638823
recursive,global_speaker,14,15.0,0.96,0.1,0.5,1000,0.07154632387593575,0.07133861113429489,0.00020771274164086418,0.00014553313983340713
recursive,global_speaker,14,15.0,0.96,0.1,0.8,1000,0.07140828083521573,0.07144936166331217,-4.108082809644192e-05,5.0642989710952394e-05
recursive,global_speaker,14,15.0,0.98,0.1,0.1,1000,0.10159381892878365,0.07593053869639947,0.02566328023238419,0.0032883989108991097
recursive,global_speaker,14,15.0,0.98,0.1,0.2,1000,0.07542819155997017,0.07142357381033825,0.004004617749631927,0.0010159198493385417
recursive,global_speaker,14,15.0,0.98,0.1,0.3,1000,0.07235379117680327,0.0711077158916553,0.0012460752851479668,0.0004359177889712439
recursive,global_speaker,14,15.0,0.98,0.1,0.5,1000,0.07154656768817523,0.07133841386153768,0.0002081538266375661,0.00014553953204047199
recursive,global_speaker,14,15.0,0.98,0.1,0.8,1000,0.07140830151302262,0.07144935086497488,-4.10493519522465e-05,5.064247464100225e-05
recursive,global_speaker,14,15.0,0.9,0.3,0.1,1000,0.0973866198449653,0.07131483343682954,0.026071786408135754,0.002574871999086939
recursive,global_speaker,14,15.0,0.9,0.3,0.2,1000,0.07639231560920581,0.06989865339968679,0.006493662209519014,0.0009153496887403737
recursive,global_speaker,14,15.0,0.9,0.3,0.3,1000,0.07301878475445213,0.07042633684268627,0.0025924479117658585,0.000421485831269552
recursive,global_speaker,14,15.0,0.9,0.3,0.5,1000,0.07182889621000293,0.07106646096966776,0.0007624352403351716,0.00015356620277986034
recursive,global_speaker,14,15.0,0.9,0.3,0.8,1000,0.0715297912233514,0.07132885760864109,0.0002009336147103059,5.909177857485276e-05
recursive,global_speaker,14,15.0,0.92,0.3,0.1,1000,0.09923365554977033,0.070990320835126,0.028243334714644353,0.0026437605306080165
recursive,global_speaker,14,15.0,0.92,0.3,0.2,1000,0.07683157711608003,0.06967890996494905,0.007152667151130989,0.0009378995915859719
recursive,global_speaker,14,15.0,0.92,0.3,0.3,1000,0.07316790950685219,0.07031290923644483,0.002855000270407355,0.0004315370072514622
recursive,global_speaker,14,15.0,0.92,0.3,0.5,1000,0.07186843185783877,0.0710289260817104,0.000839505776128389,0.00015697071783112837
recursive,global_speaker,14,15.0,0.92,0.3,0.8,1000,0.07153999231754585,0.07131868744472769,0.00022130487281816434,6.030275123166987e-05
recursive,global_speaker,14,15.0,0.94,0.3,0.1,1000,0.09949016228458193,0.07120756688389673,0.028282595400685204,0.0026696313470235076
recursive,global_speaker,14,15.0,0.94,0.3,0.2,1000,0.07683701581664769,0.06980095996793727,0.007036055848710404,0.000957789270906677
recursive,global_speaker,14,15.0,0.94,0.3,0.3,1000,0.07314216899493502,0.07037024398811209,0.0027719250068229417,0.000443300891211465
recursive,global_speaker,14,15.0,0.94,0.3,0.5,1000,0.07185079060475283,0.07104926429214906,0.000801526312603777,0.00016179978964086166
recursive,global_speaker,14,15.0,0.94,0.3,0.8,1000,0.07153110250779397,0.07132778648399936,0.0002033160237946024,6.247183246791381e-05
recursive,global_speaker,14,15.0,0.96,0.3,0.1,1000,0.09976596925841429,0.07117966518751277,0.02858630407090153,0.00268078824463954
recursive,global_speaker,14,15.0,0.96,0.3,0.2,1000,0.0769042069445368,0.0698239553471482,0.007080251597388586,0.0009692364425498682
recursive,global_speaker,14,15.0,0.96,0.3,0.3,1000,0.07314753266605581,0.07038217016383465,0.002765362502221163,0.00044954524328327973
recursive,global_speaker,14,15.0,0.96,0.3,0.5,1000,0.0718455581443443,0.07105525180738573,0.0007903063369585774,0.00016424558033306246
recursive,global_speaker,14,15.0,0.96,0.3,0.8,1000,0.07152700771007638,0.07133182348548679,0.00019518422458958732,6.344913550063949e-05
recursive,global_speaker,14,15.0,0.98,0.3,0.1,1000,0.09965021627711249,0.07119288573236619,0.028457330544746313,0.002675300974038457
recursive,global_speaker,14,15.0,0.98,0.3,0.2,1000,0.07692670814133012,0.06982044453486995,0.007106263606460176,0.0009708613920396851
recursive,global_speaker,14,15.0,0.98,0.3,0.3,1000,0.07315315569030978,0.07037947591870457,0.0027736797716052023,0.0004499478287486645
recursive,global_speaker,14,15.0,0.98,0.3,0.5,1000,0.07184661388228221,0.0710543627462284,0.0007922511360538261,0.00016434039599177403
recursive,global_speaker,14,15.0,0.98,0.3,0.8,1000,0.07152721634969644,0.07133162184599226,0.00019559450370418714,6.346412872007212e-05
recursive,global_speaker,14,15.0,0.9,0.5,0.1,1000,0.09326457879129833,0.068956663567188,0.024307915224110337,0.002034361245180898
recursive,global_speaker,14,15.0,0.9,0.5,0.2,1000,0.0775978346930446,0.0687106229795703,0.008887211713474319,0.0008792590278453094
recursive,global_speaker,14,15.0,0.9,0.5,0.3,1000,0.07383018108883957,0.06973532886803317,0.004094852220806391,0.00044329458754866884
recursive,global_speaker,14,15.0,0.9,0.5,0.5,1000,0.0721856590328251,0.0707356820154326,0.0014499770173925317,0.00017710243751028286
recursive,global_speaker,14,15.0,0.9,0.5,0.8,1000,0.07169335099298046,0.07116845101084823,0.0005248999821322501,7.495098839252778e-05
recursive,global_speaker,14,15.0,0.92,0.5,0.1,1000,0.09441363311944982,0.0686826276296604,0.02573100548978944,0.0020812035464438253
recursive,global_speaker,14,15.0,0.92,0.5,0.2,1000,0.07803516721474721,0.06851111318082508,0.009524054033922136,0.0009053731268378443
recursive,global_speaker,14,15.0,0.92,0.5,0.3,1000,0.0739984375886024,0.0696165155591262,0.004381922029476203,0.00045549439409145963
recursive,global_speaker,14,15.0,0.92,0.5,0.5,1000,0.07223668576115404,0.07068888004130076,0.0015478057198532694,0.0001813991678996426
recursive,global_speaker,14,15.0,0.92,0.5,0.8,1000,0.07171036173212593,0.07115169914359148,0.0005586625885344405,7.654213129694355e-05
recursive,global_speaker,14,15.0,0.94,0.5,0.1,1000,0.09489804055667762,0.06872098950990195,0.026177051046775684,0.002113589638629197
recursive,global_speaker,14,15.0,0.94,0.5,0.2,1000,0.07816371017314015,0.06852433744485814,0.009639372728282,0.0009230393732437003
recursive,global_speaker,14,15.0,0.94,0.5,0.3,1000,0.07402775836210478,0.06962217460329921,0.0044055837588055724,0.0004655758766145135
recursive,global_speaker,14,15.0,0.94,0.5,0.5,1000,0.07223742966010833,0.07069186387696523,0.0015455657831431023,0.00018573722800168158
recursive,global_speaker,14,15.0,0.94,0.5,0.8,1000,0.07170763890138994,0.07115477712736029,0.00055286177402963,7.856909085354168e-05
recursive,global_speaker,14,15.0,0.96,0.5,0.1,1000,0.0952872334946479,0.06869074716283774,0.026596486331810183,0.002136766725012062
recursive,global_speaker,14,15.0,0.96,0.5,0.2,1000,0.07834603444219114,0.06849533891911505,0.009850695523076084,0.0009409178461467813
recursive,global_speaker,14,15.0,0.96,0.5,0.3,1000,0.0740826576262981,0.06960044988852235,0.004482207737775769,0.0004744027581075376
recursive,global_speaker,14,15.0,0.96,0.5,0.5,1000,0.07224757733600219,0.07068431506087791,0.0015632622751242812,0.00018901177100492025
recursive,global_speaker,14,15.0,0.96,0.5,0.8,1000,0.07170861050000804,0.07115386298213776,0.0005547475178702841,7.984360073331253e-05
recursive,global_speaker,14,15.0,0.98,0.5,0.1,1000,0.09520969026388,0.06870090086329667,0.02650878940058334,0.0021375336360884957
recursive,global_speaker,14,15.0,0.98,0.5,0.2,1000,0.07838160311509076,0.0684898247341725,0.009891778380918257,0.0009445230911572785
recursive,global_speaker,14,15.0,0.98,0.5,0.3,1000,0.07409423084802887,0.06959601590609829,0.004498214941930596,0.00047567015489099665
recursive,global_speaker,14,15.0,0.98,0.5,0.5,1000,0.07225029503604889,0.07068240554585344,0.001567889490195458,0.00018935097972093464
recursive,global_speaker,14,15.0,0.98,0.5,0.8,1000,0.07170933188591894,0.07115321833896514,0.0005561135469538205,7.993222803629591e-05
recursive,global_speaker,14,15.0,0.9,0.7,0.1,1000,0.08845190816992729,0.06766788380831247,0.02078402436161483,0.0015864168873997396
recursive,global_speaker,14,15.0,0.9,0.7,0.2,1000,0.07858526577517679,0.06800220029764766,0.01058306547752912,0.0008802350682492008
recursive,global_speaker,14,15.0,0.9,0.7,0.3,1000,0.07476256331363582,0.06911506095155581,0.005647502362079993,0.0005009649658525608
recursive,global_speaker,14,15.0,0.9,0.7,0.5,1000,0.07264802309811597,0.07034163702408436,0.0023063860740316004,0.00022270354084442349
recursive,global_speaker,14,15.0,0.9,0.7,0.8,1000,0.07192677398094466,0.07094623544638748,0.000980538534557181,0.00010375145245397323
recursive,global_speaker,14,15.0,0.92,0.7,0.1,1000,0.08911281902996815,0.06746441030947563,0.021648408720492535,0.0016189848083275548
recursive,global_speaker,14,15.0,0.92,0.7,0.2,1000,0.07897692993037334,0.06785644842723483,0.011120481503138518,0.000909234091464427
recursive,global_speaker,14,15.0,0.92,0.7,0.3,1000,0.07493942419996466,0.06901583379568561,0.0059235904042790576,0.000517398308227876
recursive,global_speaker,14,15.0,0.92,0.7,0.5,1000,0.07270389750472868,0.07029584225176386,0.002408055252964828,0.0002289430631608355
recursive,global_speaker,14,15.0,0.92,0.7,0.8,1000,0.07194660494636172,0.07092756685149092,0.0010190380948708032,0.00010620490555552259
recursive,global_speaker,14,15.0,0.94,0.7,0.1,1000,0.0896577116634216,0.06740930287299855,0.022248408790423033,0.0016519507769508033
recursive,global_speaker,14,15.0,0.94,0.7,0.2,1000,0.07924035580594394,0.06777407882362076,0.01146627698232317,0.0009277866827725515
recursive,global_speaker,14,15.0,0.94,0.7,0.3,1000,0.07504665529823089,0.06895998709354864,0.006086668204682241,0.0005271133291528237
recursive,global_speaker,14,15.0,0.94,0.7,0.5,1000,0.07273574853291445,0.07027120343446175,0.0024645450984527137,0.00023294365434170812
recursive,global_speaker,14,15.0,0.94,0.7,0.8,1000,0.07195705035264433,0.07091813163766045,0.0010389187149838807,0.00010801107274660927
recursive,global_speaker,14,15.0,0.96,0.7,0.1,1000,0.09001206370910057,0.067360133452654,0.022651930256446563,0.0016770779428772606
recursive,global_speaker,14,15.0,0.96,0.7,0.2,1000,0.07952459040216528,0.06770864265742549,0.011815947744739784,0.000953006654171853
recursive,global_speaker,14,15.0,0.96,0.7,0.3,1000,0.07517328803451422,0.0689030143168304,0.006270273717683839,0.0005410192870493779
recursive,global_speaker,14,15.0,0.96,0.7,0.5,1000,0.072772255171924,0.07024365170589121,0.002528603466032797,0.00023817794878887587
recursive,global_speaker,14,15.0,0.96,0.7,0.8,1000,0.07196848349862757,0.0709076559974132,0.0010608275012143605,0.00011005613809398683
recursive,global_speaker,14,15.0,0.98,0.7,0.1,1000,0.08998016979763651,0.06737357460854411,0.02260659518909241,0.001679969630634172
recursive,global_speaker,14,15.0,0.98,0.7,0.2,1000,0.07957300996657074,0.06770236370760387,0.011870646258966876,0.000958092948834105
recursive,global_speaker,14,15.0,0.98,0.7,0.3,1000,0.07519409528631701,0.06889747701073007,0.006296618275586939,0.0005434254909739486
recursive,global_speaker,14,15.0,0.98,0.7,0.5,1000,0.07277801953430305,0.07024057773114131,0.0025374418031617317,0.00023893038477786099
recursive,global_speaker,14,15.0,0.98,0.7,0.8,1000,0.07197026804572079,0.07090631218366306,0.001063955862057724,0.00011030559552316975
recursive,global_speaker,14,15.0,0.9,0.9,0.1,1000,0.08312154232132704,0.0671392780110622,0.01598226431026482,0.001145656412226111
recursive,global_speaker,14,15.0,0.9,0.9,0.2,1000,0.07865756892857402,0.06779176055895485,0.010865808369619165,0.0008410525944963205
recursive,global_speaker,14,15.0,0.9,0.9,0.3,1000,0.07571786002654769,0.06869667067331466,0.00702118935323303,0.0005886866183049001
recursive,global_speaker,14,15.0,0.9,0.9,0.5,1000,0.07325994833794877,0.06991649991853477,0.0033434484194140015,0.00030900015276412056
recursive,global_speaker,14,15.0,0.9,0.9,0.8,1000,0.07225981734212988,0.07065538241436771,0.0016044349277621825,0.00016180527388225013
recursive,global_speaker,14,15.0,0.92,0.9,0.1,1000,0.08356444118030186,0.06702230463615103,0.016542136544150824,0.0011776752884047168
recursive,global_speaker,14,15.0,0.92,0.9,0.2,1000,0.07897102237047093,0.06770316119131008,0.01126786117916085,0.0008699721783667261
recursive,global_speaker,14,15.0,0.92,0.9,0.3,1000,0.07589465216926654,0.06863401743464409,0.00726063473462244,0.0006096357764964754
recursive,global_speaker,14,15.0,0.92,0.9,0.5,1000,0.07331676455282798,0.06988432775143463,0.0034324368013933424,0.0003187464980864648
recursive,global_speaker,14,15.0,0.92,0.9,0.8,1000,0.07227701735995119,0.0706424457026647,0.0016345716572864952,0.00016612755752458175
recursive,global_speaker,14,15.0,0.94,0.9,0.1,1000,0.08402571635773282,0.06691174896882714,0.017113967388905676,0.0012059686119472496
recursive,global_speaker,14,15.0,0.94,0.9,0.2,1000,0.07933260351206957,0.06754775510934877,0.011784848402720802,0.0008896094984404696
recursive,global_speaker,14,15.0,0.94,0.9,0.3,1000,0.07609317817445511,0.06851666945331393,0.0075765087211412,0.0006205403055879472
recursive,global_speaker,14,15.0,0.94,0.9,0.5,1000,0.07339496798154385,0.06982242795553216,0.003572540026011686,0.0003232541131868641
recursive,global_speaker,14,15.0,0.94,0.9,0.8,1000,0.07231055666617715,0.07061213733120825,0.001698419334968905,0.00016812682357758514
