semantics,speaker,nobj,sd_spread,color_semvalue,k,wf,n_scenes,mean_big_blue,mean_blue_big,mean_advantage,mcse_advantage
recursive,global_speaker,2,15.0,0.96,0.1,0.3,1000,0.5027825926360795,0.497339996841021,0.005442595795058474,0.000306770850584555
recursive,global_speaker,2,15.0,0.96,0.1,0.5,1000,0.5002617066047029,0.4997539865778325,0.0005077200268703905,0.00012526468012793665
recursive,global_speaker,2,15.0,0.96,0.1,0.8,1000,0.4997071391539384,0.5003000242687187,-0.000592885114780197,8.360679869720435e-05
recursive,global_speaker,2,15.0,0.98,0.1,0.1,1000,0.5540003878933807,0.4670573140749747,0.086943073818406,0.0038895727934170083
recursive,global_speaker,2,15.0,0.98,0.1,0.2,1000,0.509085688468963,0.49184738678636997,0.017238301682593004,0.0008004678543329556
recursive,global_speaker,2,15.0,0.98,0.1,0.3,1000,0.5027828436957175,0.49734024790842735,0.00544259578729022,0.00030677085016003145
recursive,global_speaker,2,15.0,0.98,0.1,0.5,1000,0.5002617668299969,0.4997540468029458,0.0005077200270511276,0.00012526468009714013
recursive,global_speaker,2,15.0,0.98,0.1,0.8,1000,0.4997071823640241,0.5003000674786254,-0.0005928851146013911,8.360679867294935e-05
recursive,global_speaker,2,15.0,0.9,0.3,0.1,1000,0.6518535178723696,0.4413722435415555,0.210481274330814,0.008674724906066243
recursive,global_speaker,2,15.0,0.9,0.3,0.2,1000,0.5396245240067341,0.4730064269323614,0.0666180970743727,0.0029770146631549776
recursive,global_speaker,2,15.0,0.9,0.3,0.3,1000,0.5126572956221535,0.48911455952807803,0.023542736094075464,0.0011254803482249516
recursive,global_speaker,2,15.0,0.9,0.3,0.5,1000,0.5021558818326755,0.49798968401881816,0.004166197813857327,0.0003694676604026678
recursive,global_speaker,2,15.0,0.9,0.3,0.8,1000,0.49965358712117297,0.5003951543718835,-0.0007415672507105895,0.0002269163165434213
recursive,global_speaker,2,15.0,0.92,0.3,0.1,1000,0.6516112235576026,0.44145547864457474,0.21015574491302783,0.008670283290661199
recursive,global_speaker,2,15.0,0.92,0.3,0.2,1000,0.5396304138242788,0.4730124139002908,0.06661799992398802,0.0029770103072261915
recursive,global_speaker,2,15.0,0.92,0.3,0.3,1000,0.5126610446255812,0.4891183151398078,0.02354272948577333,0.0011254799801630447
recursive,global_speaker,2,15.0,0.92,0.3,0.5,1000,0.5021567293831617,0.4979905315778161,0.00416619780534553,0.00036946765627950297
recursive,global_speaker,2,15.0,0.92,0.3,0.8,1000,0.499653925919805,0.5003954931417458,-0.0007415672219408684,0.0002269163122087138
recursive,global_speaker,2,15.0,0.94,0.3,0.1,1000,0.6512925159832568,0.4415822763076725,0.20971023967558428,0.008666776606737748
recursive,global_speaker,2,15.0,0.94,0.3,0.2,1000,0.5396360884018684,0.4730181818100051,0.06661790659186329,0.0029770061277669805
recursive,global_speaker,2,15.0,0.94,0.3,0.3,1000,0.512664665312775,0.4891219422130965,0.023542723099678427,0.001125479624942922
recursive,global_speaker,2,15.0,0.94,0.3,0.5,1000,0.5021575537697006,0.49799135597320604,0.004166197796494663,0.0003694676522793812
recursive,global_speaker,2,15.0,0.94,0.3,0.8,1000,0.4996542552170813,0.5003958224108728,-0.0007415671937914833,0.00022691630796868278
recursive,global_speaker,2,15.0,0.96,0.3,0.1,1000,0.6507982744791554,0.4417878638624264,0.20901041061672884,0.008662169434268499
recursive,global_speaker,2,15.0,0.96,0.3,0.2,1000,0.539641559608018,0.4730237427519393,0.06661781685607866,0.0029770021142502103
recursive,global_speaker,2,15.0,0.96,0.3,0.3,1000,0.5126681643652174,0.4891254474405191,0.02354271692469829,0.0011254792819027188
recursive,global_speaker,2,15.0,0.96,0.3,0.5,1000,0.5021583559849446,0.49799215819760106,0.004166197787343557,0.0003694676483965362
recursive,global_speaker,2,15.0,0.96,0.3,0.8,1000,0.49965457542821,0.5003961425944573,-0.0007415671662472334,0.00022691630382093843
recursive,global_speaker,2,15.0,0.98,0.3,0.1,1000,0.6497203189342882,0.4421525229039887,0.2075677960302994,0.00864248803411755
recursive,global_speaker,2,15.0,0.98,0.3,0.2,1000,0.5396468384400929,0.473029107928436,0.06661773051165691,0.002976998256970909
recursive,global_speaker,2,15.0,0.98,0.3,0.3,1000,0.51267154799847,0.4891288370480007,0.0235427109504694,0.001125478950425319
recursive,global_speaker,2,15.0,0.98,0.3,0.5,1000,0.5021591369630929,0.49799293918516546,0.00416619777792744,0.0003694676446255743
recursive,global_speaker,2,15.0,0.98,0.3,0.8,1000,0.49965488694391497,0.5003964540832079,-0.0007415671392930006,0.00022691629976310862
recursive,global_speaker,2,15.0,0.9,0.5,0.1,1000,0.6783398364722443,0.4349426668038958,0.24339716966834843,0.00945026098134522
recursive,global_speaker,2,15.0,0.9,0.5,0.2,1000,0.5869946524426369,0.4563567353748242,0.1306379170678127,0.0057727602209690955
recursive,global_speaker,2,15.0,0.9,0.5,0.3,1000,0.5311868302127403,0.4772824024980872,0.05390442771465305,0.0024516216146716545
recursive,global_speaker,2,15.0,0.9,0.5,0.5,1000,0.5067945546283409,0.4938286431851445,0.012965911443196323,0.0007044744703086108
recursive,global_speaker,2,15.0,0.9,0.5,0.8,1000,0.5007229859339821,0.4993775493708718,0.0013454365631102932,0.00032705128906341965
recursive,global_speaker,2,15.0,0.92,0.5,0.1,1000,0.6781101941461448,0.43504824341106657,0.2430619507350783,0.009447646154773344
recursive,global_speaker,2,15.0,0.92,0.5,0.2,1000,0.5870155577991616,0.45638024617735506,0.1306353116218064,0.0057726481648543845
recursive,global_speaker,2,15.0,0.92,0.5,0.3,1000,0.5312028572769956,0.4772987194244632,0.05390413785253236,0.0024516056675193214
recursive,global_speaker,2,15.0,0.92,0.5,0.5,1000,0.5067986695612938,0.49383276001114634,0.012965909550147502,0.0007044743537786982
recursive,global_speaker,2,15.0,0.92,0.5,0.8,1000,0.5007238229944392,0.49937838629136083,0.0013454367030784513,0.00032705126484308987
recursive,global_speaker,2,15.0,0.94,0.5,0.1,1000,0.6778309066231573,0.43516803493672446,0.24266287168643288,0.009444556790188696
recursive,global_speaker,2,15.0,0.94,0.5,0.2,1000,0.5870357028011749,0.45640289461143446,0.1306328081897405,0.005772540635650767
recursive,global_speaker,2,15.0,0.94,0.5,0.3,1000,0.5312183284506272,0.477314470431078,0.05390385801954925,0.002451590292473126
recursive,global_speaker,2,15.0,0.94,0.5,0.5,1000,0.5068026702434485,0.49383676255435205,0.012965907689096435,0.0007044742394540765
recursive,global_speaker,2,15.0,0.94,0.5,0.8,1000,0.500724639726714,0.4993792028869669,0.001345436839747094,0.00032705124117622376
recursive,global_speaker,2,15.0,0.96,0.5,0.1,1000,0.6774314907833192,0.43535250706072587,0.24207898372259332,0.009442658884330147
recursive,global_speaker,2,15.0,0.96,0.5,0.2,1000,0.5870551291671311,0.45642472830209996,0.13063040086503114,0.005772437364046192
recursive,global_speaker,2,15.0,0.96,0.5,0.3,1000,0.5312332729752928,0.4773296852744645,0.053903587700828114,0.0024515754592234437
recursive,global_speaker,2,15.0,0.96,0.5,0.5,1000,0.5068065615813806,0.4938406557217716,0.012965905859608936,0.0007044741272903754
recursive,global_speaker,2,15.0,0.96,0.5,0.8,1000,0.5007254369345868,0.49937999996137716,0.00134543697320965,0.00032705121804737006
recursive,global_speaker,2,15.0,0.98,0.5,0.1,1000,0.676833205873356,0.43564326244466645,0.24118994342868955,0.009440857938889814
recursive,global_speaker,2,15.0,0.98,0.5,0.2,1000,0.5870738755682504,0.4564457913779083,0.13062808419034208,0.005772338101706261
recursive,global_speaker,2,15.0,0.98,0.5,0.3,1000,0.5312477180366596,0.47734439162036524,0.05390332641629446,0.0024515611395673456
recursive,global_speaker,2,15.0,0.98,0.5,0.5,1000,0.5068103481954486,0.4938444441342267,0.012965904061221901,0.0007044740172427916
recursive,global_speaker,2,15.0,0.98,0.5,0.8,1000,0.5007262153773342,0.49938077827377636,0.0013454371035578636,0.00032705119544135046
recursive,global_speaker,2,15.0,0.9,0.7,0.1,1000,0.6903234743147286,0.4316059056097313,0.25871756870499735,0.00970142062495188
recursive,global_speaker,2,15.0,0.9,0.7,0.2,1000,0.629448624841492,0.44652301104824266,0.18292561379324931,0.007921299436815398
recursive,global_speaker,2,15.0,0.9,0.7,0.3,1000,0.5622393340506464,0.46421757563106,0.0980217584195866,0.0044917139578798514
recursive,global_speaker,2,15.0,0.9,0.7,0.5,1000,0.5162087054044668,0.4864300362298042,0.029778669174662806,0.0013929365918822275
recursive,global_speaker,2,15.0,0.9,0.7,0.8,1000,0.5038036266226714,0.49643112147228186,0.007372505150389529,0.00045385375000236115
recursive,global_speaker,2,15.0,0.92,0.7,0.1,1000,0.6903100057339848,0.4316743021584291,0.25863570357555576,0.009698896996191234
recursive,global_speaker,2,15.0,0.92,0.7,0.2,1000,0.6294942357136729,0.4465916840684821,0.18290255164519065,0.00792029996422973
recursive,global_speaker,2,15.0,0.92,0.7,0.3,1000,0.5622864282715352,0.4642699989873872,0.0980164292841481,0.0044914239772810985
recursive,global_speaker,2,15.0,0.92,0.7,0.5,1000,0.5162250241918638,0.486446426330492,0.029778597861371808,0.0013929322986494116
recursive,global_speaker,2,15.0,0.92,0.7,0.8,1000,0.5038062396688342,0.4964337346889473,0.007372504979886863,0.0004538537206018996
recursive,global_speaker,2,15.0,0.94,0.7,0.1,1000,0.6902743599581147,0.43174477312157467,0.25852958683654,0.009695925429063073
recursive,global_speaker,2,15.0,0.94,0.7,0.2,1000,0.6295382215167286,0.446657847591503,0.18288037392522552,0.007919340080484527
recursive,global_speaker,2,15.0,0.94,0.7,0.3,1000,0.5623318817723569,0.4643205950698153,0.0980112867025416,0.004491144521627648
recursive,global_speaker,2,15.0,0.94,0.7,0.5,1000,0.5162408719522459,0.48646234395518034,0.029778527997065596,0.0013929280968569483
recursive,global_speaker,2,15.0,0.94,0.7,0.8,1000,0.5038087981543691,0.4964362933474968,0.007372504806872366,0.00045385369153289333
recursive,global_speaker,2,15.0,0.96,0.7,0.1,1000,0.6901946169045963,0.43182359117940416,0.2583710257251921,0.009692212600186321
recursive,global_speaker,2,15.0,0.96,0.7,0.2,1000,0.6295806697945124,0.4467216393581149,0.18285903043639756,0.00791841747439236
recursive,global_speaker,2,15.0,0.96,0.7,0.3,1000,0.5623757810993921,0.4643694601065848,0.09800632099280736,0.004490875026925958
recursive,global_speaker,2,15.0,0.96,0.7,0.5,1000,0.5162562695628915,0.4864778100156,0.02977845954729161,0.001392923984162349
recursive,global_speaker,2,15.0,0.96,0.7,0.8,1000,0.5038113038818801,0.496438799250281,0.007372504631599085,0.00045385366279582386
recursive,global_speaker,2,15.0,0.98,0.7,0.1,1000,0.6899953052209367,0.4319388054164011,0.2580564998045355,0.009687334703980447
recursive,global_speaker,2,15.0,0.98,0.7,0.2,1000,0.6296216617996315,0.4467831870724197,0.18283847472721168,0.007917530011566563
recursive,global_speaker,2,15.0,0.98,0.7,0.3,1000,0.56241820670207,0.46441668356778737,0.09800152313428251,0.004490614968831768
recursive,global_speaker,2,15.0,0.98,0.7,0.5,1000,0.5162712366507326,0.4864928441728991,0.029778392477833437,0.0013929199582532702
recursive,global_speaker,2,15.0,0.98,0.7,0.8,1000,0.5038137585711224,0.4964412541168191,0.007372504454303294,0.0004538536343905213
recursive,global_speaker,2,15.0,0.9,0.9,0.1,1000,0.6961258391305853,0.42940213252694875,0.2667237066036366,0.00982734411235638
recursive,global_speaker,2,15.0,0.9,0.9,0.2,1000,0.6492606429914684,0.4416645754775536,0.2075960675139146,0.008753382650419455
recursive,global_speaker,2,15.0,0.9,0.9,0.3,1000,0.5999368798781873,0.4540502724899021,0.1458866073882852,0.006794059309800317
recursive,global_speaker,2,15.0,0.9,0.9,0.5,1000,0.5351253472307531,0.47558347884074775,0.05954186839000532,0.0028901381916206
recursive,global_speaker,2,15.0,0.9,0.9,0.8,1000,0.5111524155638969,0.4901542135010586,0.02099820206283834,0.0010059089510456932
recursive,global_speaker,2,15.0,0.92,0.9,0.1,1000,0.696169212061967,0.4295989481366662,0.2665702639253009,0.009821451697751381
recursive,global_speaker,2,15.0,0.92,0.9,0.2,1000,0.6493347377350576,0.44186409721886205,0.20747064051619554,0.008747569381635545
recursive,global_speaker,2,15.0,0.92,0.9,0.3,1000,0.6000371516660098,0.4542088067304085,0.14582834493560126,0.006790813491130903
recursive,global_speaker,2,15.0,0.92,0.9,0.5,1000,0.5351875066462506,0.47564834027730524,0.05953916636894526,0.0028899636628613844
recursive,global_speaker,2,15.0,0.92,0.9,0.8,1000,0.5111665989346214,0.4901684233867792,0.020998175547842224,0.0010059072352393396
recursive,global_speaker,2,15.0,0.94,0.9,0.1,1000,0.6962111099466206,0.4297885331690572,0.26642257677756337,0.009815786741611552
recursive,global_speaker,2,15.0,0.94,0.9,0.2,1000,0.6494062768764455,0.44205647793643377,0.2073497989400118,0.008741974646695166
recursive,global_speaker,2,15.0,0.94,0.9,0.3,1000,0.6001339770711392,0.45436189458759063,0.14577208248354856,0.006787683095380775
recursive,global_speaker,2,15.0,0.94,0.9,0.5,1000,0.5352478128588255,0.4757112870523991,0.059536525806426356,0.0028897932974972173
recursive,global_speaker,2,15.0,0.94,0.9,0.8,1000,0.5111804686878236,0.4901823195316947,0.020998149156128833,0.0010059055287160222
recursive,global_speaker,2,15.0,0.96,0.9,0.1,1000,0.696251608973786,0.4299712830243506,0.26628032594943546,0.009810336314444019
recursive,global_speaker,2,15.0,0.96,0.9,0.2,1000,0.6494753943269563,0.44224209963994743,0.2072332946870089,0.008736586328125575
recursive,global_speaker,2,15.0,0.96,0.9,0.3,1000,0.6002275357377072,0.45450981730757223,0.14571771843013487,0.006784662065508879
recursive,global_speaker,2,15.0,0.96,0.9,0.5,1000,0.5353063501065842,0.4757724051995028,0.05953394490708132,0.0028896269654916447
recursive,global_speaker,2,15.0,0.96,0.9,0.8,1000,0.5111940355160933,0.4901959126155268,0.020998122900566494,0.001005903832264287
recursive,global_speaker,2,15.0,0.98,0.9,0.1,1000,0.6962907799907091,0.43014756457408,0.266143215416629,0.009805088446117789
recursive,global_speaker,2,15.0,0.98,0.9,0.2,1000,0.6495422146002224,0.4424213172912235,0.20712089730899882,0.008731393189535511
recursive,global_speaker,2,15.0,0.98,0.9,0.3,1000,0.6003179947826864,0.4546528368277332,0.1456651579549533,0.006781744761276472
recursive,global_speaker,2,15.0,0.98,0.9,0.5,1000,0.5353631974792877,0.4758317755591971,0.05953142192009056,0.0028894645406685473
recursive,global_speaker,2,15.0,0.98,0.9,0.8,1000,0.511207309616988,0.4902092128243683,0.02099809679261969,0.0010059021465822703
recursive,incremental_speaker,2,15.0,0.9,0.1,0.1,1000,0.6152851707935374,0.4142336538105216,0.20105151698301585,0.003972363887798156
recursive,incremental_speaker,2,15.0,0.9,0.1,0.2,1000,0.5542464190754902,0.45272867550955526,0.1015177435659348,0.0040039759411009245
recursive,incremental_speaker,2,15.0,0.9,0.1,0.3,1000,0.5330848981558723,0.47133945269607785,0.0617454454597945,0.004049290135358555
recursive,incremental_speaker,2,15.0,0.9,0.1,0.5,1000,0.5066063602866007,0.49606095279750223,0.0105454074890985,0.0037426986242052335
recursive,incremental_speaker,2,15.0,0.9,0.1,0.8,1000,0.48574133157409094,0.5167120562516787,-0.030970724677587783,0.003394770645988096
recursive,incremental_speaker,2,15.0,0.92,0.1,0.1,1000,0.6136907449962985,0.4156084440537926,0.1980823009425058,0.004031370500835306
recursive,incremental_speaker,2,15.0,0.92,0.1,0.2,1000,0.5522319112818816,0.4546819127592771,0.0975499985226044,0.004103940597510445
recursive,incremental_speaker,2,15.0,0.92,0.1,0.3,1000,0.5309929051979566,0.47352114725896965,0.05747175793898683,0.004159869190581552
recursive,incremental_speaker,2,15.0,0.92,0.1,0.5,1000,0.5044641927523191,0.4984614442896743,0.006002748462644864,0.0038686029959062716
recursive,incremental_speaker,2,15.0,0.92,0.1,0.8,1000,0.4835358080591458,0.5193154845058252,-0.03577967644667942,0.003539255483338176
recursive,incremental_speaker,2,15.0,0.94,0.1,0.1,1000,0.6121983618113178,0.41691178977783727,0.19528657203348054,0.004089412647848083
recursive,incremental_speaker,2,15.0,0.94,0.1,0.2,1000,0.5502605716201194,0.4566160047927449,0.09364456682737467,0.0042051549112098385
recursive,incremental_speaker,2,15.0,0.94,0.1,0.3,1000,0.5289393569410075,0.4756936854441761,0.053245671496831216,0.004271991449662444
recursive,incremental_speaker,2,15.0,0.94,0.1,0.5,1000,0.5023496342332522,0.5008711943786598,0.0014784398545924704,0.0039963486445694744
recursive,incremental_speaker,2,15.0,0.94,0.1,0.8,1000,0.48134813636140056,0.5219477669184436,-0.040599630557042986,0.0036854543158822586
recursive,incremental_speaker,2,15.0,0.96,0.1,0.1,1000,0.6106557929065353,0.4182395870589225,0.19241620584761285,0.004150547373085937
recursive,incremental_speaker,2,15.0,0.96,0.1,0.2,1000,0.5483308726020467,0.4585327283682153,0.08979814423383135,0.0043074683051626626
recursive,incremental_speaker,2,15.0,0.96,0.1,0.3,1000,0.5269230221840894,0.4778589495873547,0.04906407259673465,0.004385515699418386
recursive,incremental_speaker,2,15.0,0.96,0.1,0.5,1000,0.5002620360416871,0.503292401500956,-0.0030303654592688124,0.00412583245397351
recursive,incremental_speaker,2,15.0,0.96,0.1,0.8,1000,0.47917806538602953,0.5246117445186649,-0.04543367913263545,0.0038333528165736654
recursive,incremental_speaker,2,15.0,0.98,0.1,0.1,1000,0.6088241408989113,0.41980814545671075,0.18901599544220044,0.004231905326204238
recursive,incremental_speaker,2,15.0,0.98,0.1,0.2,1000,0.5464413571923655,0.4604338233096663,0.0860075338826992,0.004410761394934879
recursive,incremental_speaker,2,15.0,0.98,0.1,0.3,1000,0.52494272138593,0.48001881477978897,0.04492390660614103,0.004500332802306484
recursive,incremental_speaker,2,15.0,0.98,0.1,0.5,1000,0.49820076881900244,0.5057273062537347,-0.007526537434732302,0.004256982430771131
recursive,incremental_speaker,2,15.0,0.98,0.1,0.8,1000,0.4770253475806069,0.5273103625749769,-0.050285014994370124,0.003982961236289191
recursive,incremental_speaker,2,15.0,0.9,0.3,0.1,1000,0.7056801756381571,0.3925212773129935,0.3131588983251637,0.007249665754968549
recursive,incremental_speaker,2,15.0,0.9,0.3,0.2,1000,0.5794622411924011,0.43844161077151805,0.14102063042088298,0.004232456772780807
recursive,incremental_speaker,2,15.0,0.9,0.3,0.3,1000,0.5387739821663617,0.46668203411383713,0.07209194805252468,0.003916851679757776
recursive,incremental_speaker,2,15.0,0.9,0.3,0.5,1000,0.5065016647847994,0.4959264155898004,0.010575249194999074,0.003669130213185909
recursive,incremental_speaker,2,15.0,0.9,0.3,0.8,1000,0.4854811210770392,0.5169631762170334,-0.03148205513999418,0.0033957700944544753
recursive,incremental_speaker,2,15.0,0.92,0.3,0.1,1000,0.704731386731947,0.39359059116668305,0.3111407955652641,0.007277672699816503
recursive,incremental_speaker,2,15.0,0.92,0.3,0.2,1000,0.5777842562889465,0.4399653678283788,0.1378188884605676,0.004299683455355955
recursive,incremental_speaker,2,15.0,0.92,0.3,0.3,1000,0.5367999408693047,0.468636319420948,0.0681636214483566,0.0040140060466240385
recursive,incremental_speaker,2,15.0,0.92,0.3,0.5,1000,0.5043782474152161,0.4982737778231684,0.006104469592047678,0.0037925124750701955
recursive,incremental_speaker,2,15.0,0.92,0.3,0.8,1000,0.4832716898955143,0.519571212547075,-0.03629952265156081,0.003540098555995382
recursive,incremental_speaker,2,15.0,0.94,0.3,0.1,1000,0.7037163022752502,0.3946843417897031,0.3090319604855472,0.007309470083852329
recursive,incremental_speaker,2,15.0,0.94,0.3,0.2,1000,0.5761388240732364,0.44147206615124607,0.13466675792199023,0.004369421706823798
recursive,incremental_speaker,2,15.0,0.94,0.3,0.3,1000,0.5348605359740461,0.4705800086809554,0.06428052729309082,0.004113295302549168
recursive,incremental_speaker,2,15.0,0.94,0.3,0.5,1000,0.5022817799808423,0.5006289429974146,0.0016528369834276973,0.003917793690973536
recursive,incremental_speaker,2,15.0,0.94,0.3,0.8,1000,0.48108020693272613,0.522207925466511,-0.04112771853378484,0.0036861346111197748
recursive,incremental_speaker,2,15.0,0.96,0.3,0.1,1000,0.7025360722601944,0.3958391874136103,0.3066968848465842,0.0073443953677002445
recursive,incremental_speaker,2,15.0,0.96,0.3,0.2,1000,0.5745248354874818,0.44296349542519675,0.13156134006228495,0.004441526639994812
recursive,incremental_speaker,2,15.0,0.96,0.3,0.3,1000,0.5329546774780773,0.4725150175295704,0.060439659948506926,0.004214559901504603
recursive,incremental_speaker,2,15.0,0.96,0.3,0.5,1000,0.5002116304203306,0.5029940815895552,-0.0027824511692246,0.004044863473857023
recursive,incremental_speaker,2,15.0,0.96,0.3,0.8,1000,0.4789064152911765,0.5248761388825376,-0.04596972359136106,0.0038338608499546797
recursive,incremental_speaker,2,15.0,0.98,0.3,0.1,1000,0.7007843866891451,0.39713783883328574,0.30364654785585926,0.007372511928151479
recursive,incremental_speaker,2,15.0,0.98,0.3,0.2,1000,0.5729412334519808,0.44444140103524105,0.1284998324167397,0.004515874058303735
recursive,incremental_speaker,2,15.0,0.98,0.3,0.3,1000,0.5310813213802007,0.4744432495105691,0.05663807186963167,0.004317671498060032
recursive,incremental_speaker,2,15.0,0.98,0.3,0.5,1000,0.4981671856947238,0.5053714039166608,-0.007204218221936974,0.0041736434000546095
recursive,incremental_speaker,2,15.0,0.98,0.3,0.8,1000,0.4767500618358705,0.5275787795126,-0.05082871767672959,0.003983284674725196
recursive,incremental_speaker,2,15.0,0.9,0.5,0.1,1000,0.7270140197624627,0.3893014880225704,0.33771253173989224,0.007866178458299162
recursive,incremental_speaker,2,15.0,0.9,0.5,0.2,1000,0.6192064069450421,0.4265850894955587,0.19262131744948335,0.005811688892281215
recursive,incremental_speaker,2,15.0,0.9,0.5,0.3,1000,0.5507766415993235,0.45975330674446535,0.09102333485485811,0.00404975492462407
recursive,incremental_speaker,2,15.0,0.9,0.5,0.5,1000,0.5073816940549881,0.4947912004952822,0.012590493559705944,0.003538153454453038
recursive,incremental_speaker,2,15.0,0.9,0.5,0.8,1000,0.4852167478943178,0.5170405803312965,-0.031823832436978686,0.0033503010953371986
recursive,incremental_speaker,2,15.0,0.92,0.5,0.1,1000,0.7262655572751794,0.3903090959710067,0.3359564613041728,0.00789029376013216
recursive,incremental_speaker,2,15.0,0.92,0.5,0.2,1000,0.6179883716922755,0.42784810797877515,0.19014026371350026,0.005857875910048712
recursive,incremental_speaker,2,15.0,0.92,0.5,0.3,1000,0.5490197380249334,0.4614283629628097,0.08759137506212371,0.004127307266159822
recursive,incremental_speaker,2,15.0,0.92,0.5,0.5,1000,0.5053105608451969,0.4970156083500445,0.008294952495152387,0.003655900841177131
recursive,incremental_speaker,2,15.0,0.92,0.5,0.8,1000,0.4830140676704136,0.5196186954691112,-0.036604627798697664,0.0034934749862968917
recursive,incremental_speaker,2,15.0,0.94,0.5,0.1,1000,0.7254737764684478,0.39131397659168965,0.3341597998767582,0.007915764011375703
recursive,incremental_speaker,2,15.0,0.94,0.5,0.2,1000,0.6167890814389004,0.4290974614051717,0.18769162003372883,0.005906285386200504
recursive,incremental_speaker,2,15.0,0.94,0.5,0.3,1000,0.5472907890608518,0.46309317724090343,0.08419761181994831,0.004207726809314881
recursive,incremental_speaker,2,15.0,0.94,0.5,0.5,1000,0.5032646711343604,0.4992455774202357,0.004019093714124583,0.003775768171215178
recursive,incremental_speaker,2,15.0,0.94,0.5,0.8,1000,0.4808290442428208,0.5222243017610171,-0.041395257518196234,0.0036383601797338417
recursive,incremental_speaker,2,15.0,0.96,0.5,0.1,1000,0.7245669029860559,0.39236698304608025,0.3321999199399756,0.007945756428381434
recursive,incremental_speaker,2,15.0,0.96,0.5,0.2,1000,0.6156079869637704,0.4303348097366257,0.18527317722714468,0.005956867490663603
recursive,incremental_speaker,2,15.0,0.96,0.5,0.3,1000,0.5455889543241156,0.4647496772562103,0.08083927706790514,0.004290867893467888
recursive,incremental_speaker,2,15.0,0.96,0.5,0.5,1000,0.5012434454361072,0.5014832655648276,-0.0002398201287204611,0.0038976320607632996
recursive,incremental_speaker,2,15.0,0.96,0.5,0.8,1000,0.4786614245709055,0.5248601866460317,-0.046198762075126326,0.003784935184859892
recursive,incremental_speaker,2,15.0,0.98,0.5,0.1,1000,0.7234657816223312,0.3935113683734064,0.3299544132489248,0.007980360743159769
recursive,incremental_speaker,2,15.0,0.98,0.5,0.2,1000,0.6144445630220414,0.4315617713468969,0.18288279167514454,0.006009581532866369
recursive,incremental_speaker,2,15.0,0.98,0.5,0.3,1000,0.5439134289872616,0.46639977308533787,0.07751365590192362,0.004376607979161611
recursive,incremental_speaker,2,15.0,0.98,0.5,0.5,1000,0.49924632168564925,0.50373086734649,-0.00448454566084069,0.004021402285018307
recursive,incremental_speaker,2,15.0,0.98,0.5,0.8,1000,0.47651095942957017,0.5275292375794024,-0.051018278149832286,0.003933203889925791
recursive,incremental_speaker,2,15.0,0.9,0.7,0.1,1000,0.7321821134781772,0.39111756139420156,0.3410645520839754,0.008125411246244737
recursive,incremental_speaker,2,15.0,0.9,0.7,0.2,1000,0.6518673548942613,0.4230862452234154,0.228781109670846,0.007506355943793329
recursive,incremental_speaker,2,15.0,0.9,0.7,0.3,1000,0.5715716351898864,0.45332740062813276,0.11824423456175356,0.004971266763493686
recursive,incremental_speaker,2,15.0,0.9,0.7,0.5,1000,0.5099941407128618,0.4925197952884265,0.017474345424435333,0.003382774888551677
recursive,incremental_speaker,2,15.0,0.9,0.7,0.8,1000,0.4850010519825468,0.5167889106431143,-0.031787858660567506,0.0032246265333237874
recursive,incremental_speaker,2,15.0,0.92,0.7,0.1,1000,0.7317333824850698,0.39202400223506845,0.33970938025000125,0.00814325395482188
recursive,incremental_speaker,2,15.0,0.92,0.7,0.2,1000,0.6510094503592104,0.42424809157193827,0.22676135878727216,0.007546751582653452
recursive,incremental_speaker,2,15.0,0.92,0.7,0.3,1000,0.5701574003620109,0.4547722015136942,0.11538519884831669,0.0050310177643595674
recursive,incremental_speaker,2,15.0,0.92,0.7,0.5,1000,0.5080343342688973,0.4945406021640657,0.013493732104831558,0.003490708095012632
recursive,incremental_speaker,2,15.0,0.92,0.7,0.8,1000,0.4828247664745259,0.5192778972591784,-0.03645313078465256,0.0033649982364484547
recursive,incremental_speaker,2,15.0,0.94,0.7,0.1,1000,0.7312674192004285,0.3929163977998959,0.3383510214005325,0.008161884566254964
recursive,incremental_speaker,2,15.0,0.94,0.7,0.2,1000,0.6501605325397299,0.42539730671204745,0.22476322582768263,0.007588825626658981
recursive,incremental_speaker,2,15.0,0.94,0.7,0.3,1000,0.5687611453840072,0.4562086996625139,0.11255244572149349,0.005093570238868961
recursive,incremental_speaker,2,15.0,0.94,0.7,0.5,1000,0.506096422427572,0.49656453923919935,0.009531883188372661,0.0036012446347165267
recursive,incremental_speaker,2,15.0,0.94,0.7,0.8,1000,0.4806651679778988,0.5217915910102391,-0.04112642303234034,0.00350710994195179
recursive,incremental_speaker,2,15.0,0.96,0.7,0.1,1000,0.7307620826389618,0.3938022135268189,0.3369598691121429,0.008181198459270811
recursive,incremental_speaker,2,15.0,0.96,0.7,0.2,1000,0.6493204323349092,0.4265354726011219,0.22278495973378737,0.007632565405263909
recursive,incremental_speaker,2,15.0,0.96,0.7,0.3,1000,0.5673824081561911,0.45763874999060833,0.10974365816558271,0.005158858492398291
recursive,incremental_speaker,2,15.0,0.96,0.7,0.5,1000,0.5041799310939912,0.49859377855181025,0.0055861525421809,0.003714243072561178
recursive,incremental_speaker,2,15.0,0.96,0.7,0.8,1000,0.47852202478226635,0.5243327195409107,-0.04581069475864432,0.003650934821749481
