pair,candidate,baseline,candidate_diagnostics_ok,baseline_diagnostics_ok,delta_heldout_elpd_candidate_minus_baseline,heldout_elpd_success,baseline_ppc_rmse,candidate_ppc_rmse,ppc_rmse_gain,baseline_ppc_r,candidate_ppc_r,ppc_r_gain,second_property_abs_residual_reduction,worst_first_or_both_abs_residual_harm,ppc_success,candidate_on_heldout_frontier,recommended_for_full_run,decision_basis
production_anchor_reliabilitybackup_logalpha_architecture_recursive,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,True,True,143.727783203125,True,0.1140556179707248,0.0832278899418186,0.03082772802890621,0.4062078111409588,0.8783100465872437,0.4721022354462849,0.030060052871704053,0.012344300746917697,False,True,False,heldout_elpd_and_ppc
production_anchor_reliabilitybackup_logalpha_architecture_static,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,True,True,143.4986572265625,True,0.1140440795078414,0.0831842826332057,0.030859796874635706,0.4645942843080178,0.878320419643101,0.41372613533508323,0.03003612160682685,0.012308835983276395,False,True,False,heldout_elpd_and_ppc
production_anchor_reliabilitybackup_logalpha_semantics_incremental,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,True,True,-0.19085693359375,False,0.0832278899418186,0.0831842826332057,4.3607308612900186e-05,0.8783100465872437,0.878320419643101,1.037305585738224e-05,-1.0520219802800934e-05,-4.172325134270405e-05,False,True,False,heldout_elpd_and_ppc
production_anchor_reliabilitybackup_logalpha_semantics_global,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,True,True,0.03826904296875,True,0.1140556179707248,0.1140440795078414,1.1538462883403655e-05,0.4062078111409588,0.4645942843080178,0.05838647316705903,1.341104507440044e-05,-6.258487701402138e-06,False,False,False,heldout_elpd_and_ppc
