contrast,semantics,rule,support,order,parameter_set,mean,variance,groups,mcse,lower_mc95,upper_mc95
support_fifteen_minus_four,updating,prefix_k1,fifteen,stable,fitted_constants,-0.011506841270121861,9.003274007952453e-06,24,0.00012502273409897946,-0.01175188582895586,-0.011261796711287861
support_fifteen_minus_four,updating,terminal,fifteen,neutral,fitted_constants,2.3791404373519974e-07,2.3036617026803124e-12,24,6.324090984690553e-08,1.1396186043526492e-07,3.618662270351346e-07
support_fifteen_minus_four,updating,terminal,fifteen,neutral,original_grid,-0.0003760005276170614,5.366443123177926e-08,24,9.652326938772335e-06,-0.0003949190884170552,-0.0003570819668170676
support_fifteen_minus_four,updating,terminal,fifteen,stable,fitted_constants,5.3072516512571e-06,2.75725340368175e-10,24,6.91874141031504e-07,3.951178334835352e-06,6.663324967678848e-06
support_four_minus_two,fixed,prefix_k0,four,neutral,fitted_constants,-0.001679423179643475,3.5201295272982547e-06,24,7.817503428136635e-05,-0.001832646246834953,-0.001526200112451997
support_four_minus_two,fixed,prefix_k0,four,neutral,original_grid,0.04975155091424658,0.00018022039034866854,24,0.0005593591173236609,0.04865520704429221,0.05084789478420095
support_four_minus_two,fixed,prefix_k0,four,stable,fitted_constants,-0.001540237621580458,9.61104423429024e-07,24,4.084830557628023e-05,-0.0016203003005099673,-0.0014601749426509487
support_four_minus_two,fixed,prefix_k05,four,neutral,fitted_constants,-0.0002604581774297376,3.310975283439226e-07,24,2.3975447812696013e-05,-0.00030745005514262177,-0.00021346629971685343
support_four_minus_two,fixed,prefix_k05,four,neutral,original_grid,0.010476031683793262,6.466801615095947e-05,24,0.00033506844281906576,0.009819297535867893,0.01113276583171863
support_four_minus_two,fixed,prefix_k05,four,stable,fitted_constants,-0.0005451436926970828,3.812687000256812e-07,24,2.5727899767246342e-05,-0.0005955703762408857,-0.00049471700915328
support_four_minus_two,fixed,prefix_k1,four,neutral,fitted_constants,-1.4253644560942767e-19,1.3319804272014158e-35,24,1.520679459796476e-19,-4.405896197295369e-19,1.5551672851068163e-19
support_four_minus_two,fixed,prefix_k1,four,neutral,original_grid,2.8489016701271905e-19,3.962587120148113e-37,24,2.622878481370214e-20,2.334817487778629e-19,3.362985852475752e-19
support_four_minus_two,fixed,prefix_k1,four,stable,fitted_constants,-0.00016615515590964018,4.869742633393436e-08,24,9.19478890137551e-06,-0.00018417694215633616,-0.0001481333696629442
support_four_minus_two,fixed,terminal,four,neutral,fitted_constants,-1.9949319973733287e-20,1.2421798998626206e-35,24,1.4685238595781763e-19,-3.0777999645105586e-19,2.6788135650358926e-19
support_four_minus_two,fixed,terminal,four,neutral,original_grid,2.3756691058807185e-19,3.2326400681348803e-37,24,2.3690129464635572e-20,1.9113425683738612e-19,2.8399956433875755e-19
support_four_minus_two,fixed,terminal,four,stable,fitted_constants,-7.428375044712018e-18,1.6501841582761173e-35,24,1.69260244965045e-19,-7.760125124843505e-18,-7.09662496458053e-18
support_four_minus_two,updating,prefix_k0,four,neutral,fitted_constants,-0.0016681208283379995,3.5320990628061596e-06,24,7.830783120788696e-05,-0.001821604177505458,-0.001514637479170541
support_four_minus_two,updating,prefix_k0,four,neutral,original_grid,0.04609864528552565,0.00016578507601371128,24,0.0005364898065423092,0.045047125264702725,0.04715016530634858
support_four_minus_two,updating,prefix_k0,four,stable,fitted_constants,-0.0015402496939408133,9.792873712417427e-07,24,4.123289568031308e-05,-0.001621066169474227,-0.0014594332184073996
