contrast,semantics,rule,support,order,parameter_set,mean,variance,groups,mcse,lower_mc95,upper_mc95
support_four_minus_two,updating,prefix_k05,four,neutral,fitted_constants,-0.00025694971992902327,3.318643405733088e-07,24,2.400319497589609e-05,-0.0003039959820817796,-0.00020990345777626693
support_four_minus_two,updating,prefix_k05,four,neutral,original_grid,0.010080735494818287,6.503473063609006e-05,24,0.0003360171401363837,0.009422141900150975,0.0107393290894856
support_four_minus_two,updating,prefix_k05,four,stable,fitted_constants,-0.0005464961264146578,3.8285619454198614e-07,24,2.5781405960537904e-05,-0.0005970276820973121,-0.0004959645707320034
support_four_minus_two,updating,prefix_k1,four,neutral,fitted_constants,-1.6942465948706816e-19,1.325949875931809e-35,24,1.5172331107584003e-19,-4.668023491957146e-19,1.279530302215783e-19
support_four_minus_two,updating,prefix_k1,four,neutral,original_grid,3.0113180467713127e-19,3.972291389225684e-37,24,2.6260881968063642e-20,2.4966047601972653e-19,3.52603133334536e-19
support_four_minus_two,updating,prefix_k1,four,stable,fitted_constants,-0.00016615515590964018,4.8697426333934355e-08,24,9.194788901375509e-06,-0.00018417694215633616,-0.0001481333696629442
support_four_minus_two,updating,terminal,four,neutral,fitted_constants,7.297757458469879e-06,2.1464502199063763e-09,24,1.9304082667214073e-06,3.514157255695921e-06,1.1081357661243837e-05
support_four_minus_two,updating,terminal,four,neutral,original_grid,-0.004142449537978447,1.2519423896119608e-05,24,0.00014742832472345064,-0.00443140905443641,-0.0038534900215204835
support_four_minus_two,updating,terminal,four,stable,fitted_constants,2.670521764933008e-06,2.2304332016308777e-10,24,6.2227645495732e-07,1.4508599132166608e-06,3.890183616649355e-06
updating_minus_fixed,updating,kernel_global,two,neutral,fitted_constants,2.76566975646223e-05,5.619282490491118e-08,24,9.877094090983311e-06,8.297593146295012e-06,4.701580198294959e-05
updating_minus_fixed,updating,kernel_global,two,neutral,original_grid,0.0114209329055429,2.7420389192160313e-05,24,0.00021818533944218286,0.010993289640236222,0.011848576170849577
updating_minus_fixed,updating,kernel_incremental,two,neutral,fitted_constants,1.3179348944746669e-05,1.2373149485938003e-08,24,4.6347774813873965e-06,4.095185081227371e-06,2.2263512808265964e-05
updating_minus_fixed,updating,kernel_incremental,two,neutral,original_grid,0.010403593693620776,2.1867282472782387e-05,24,0.0001948436092634366,0.010021700219464441,0.010785487167777112
updating_minus_fixed,updating,original_global,two,neutral,fitted_constants,0.00017792567969286734,6.010621174949256e-08,24,1.021523676010944e-05,0.00015790381564305284,0.00019794754374268184
updating_minus_fixed,updating,original_global,two,neutral,original_grid,0.014651162048463588,3.702179604376463e-05,24,0.00025352307876181436,0.014154256814090431,0.015148067282836745
updating_minus_fixed,updating,original_incremental,two,neutral,fitted_constants,8.452583517488354e-05,1.3239629487478304e-08,24,4.794316203610833e-06,7.51289754158063e-05,9.392269493396077e-05
updating_minus_fixed,updating,original_incremental,two,neutral,original_grid,0.012886253323487305,2.918493862585064e-05,24,0.00022509619327175468,0.012445064784674666,0.013327441862299944
updating_minus_fixed,updating,prefix_k0,fifteen,neutral,fitted_constants,3.691547769155938e-05,1.3676145918752596e-07,24,1.5408863970690135e-05,6.7141043090067145e-06,6.711685107411205e-05
updating_minus_fixed,updating,prefix_k0,fifteen,neutral,original_grid,0.005150101779076562,1.0801827293431775e-05,24,0.0001369422227964413,0.004881695022395537,0.0054185085357575866
updating_minus_fixed,updating,prefix_k0,fifteen,stable,fitted_constants,2.841027801376024e-05,8.63878884265368e-08,24,1.2246590258628625e-05,4.4069611068481346e-06,5.241359492067235e-05
updating_minus_fixed,updating,prefix_k0,four,neutral,fitted_constants,3.878435101686638e-05,1.3396472400410652e-07,24,1.5250496576848333e-05,8.893377726243646e-06,6.867532430748911e-05
updating_minus_fixed,updating,prefix_k0,four,neutral,original_grid,0.005145692813896167,1.0668375174399933e-05,24,0.0001360936614166055,0.00487894923751962,0.005412436390272714
updating_minus_fixed,updating,prefix_k0,four,stable,fitted_constants,2.9469874350417333e-05,8.59330121650288e-08,24,1.2214305433832608e-05,5.529835700105421e-06,5.340991300072925e-05
updating_minus_fixed,updating,prefix_k0,two,neutral,fitted_constants,2.7481999711379102e-05,5.510116583045454e-08,24,9.780682298972195e-06,8.3118624053936e-06,4.6652137017364604e-05
updating_minus_fixed,updating,prefix_k0,two,neutral,original_grid,0.008798598442617078,1.727936959408677e-05,24,0.00017320192130946331,0.00845912267685053,0.009138074208383626
updating_minus_fixed,updating,prefix_k0,two,stable,fitted_constants,2.9481946710795584e-05,2.738647026303276e-08,24,6.895357519212852e-06,1.5967045973138394e-05,4.2996847448452775e-05
updating_minus_fixed,updating,prefix_k05,fifteen,neutral,fitted_constants,2.7410955378445152e-05,5.979893374191789e-08,24,1.0189091878177408e-05,7.4403352972174335e-06,4.738157545967287e-05
updating_minus_fixed,updating,prefix_k05,fifteen,neutral,original_grid,0.005091279681807388,7.808587398564592e-06,24,0.00011643270736665963,0.004863071575368735,0.005319487788246041
updating_minus_fixed,updating,prefix_k05,fifteen,stable,fitted_constants,2.299251290947802e-05,3.794128292123767e-08,24,8.116050939303607e-06,7.085053068442948e-06,3.889997275051309e-05
updating_minus_fixed,updating,prefix_k05,four,neutral,fitted_constants,1.7473718710729416e-05,2.3433993811349293e-08,24,6.378402388811208e-06,4.972050028659449e-06,2.997538739279938e-05
updating_minus_fixed,updating,prefix_k05,four,neutral,original_grid,0.004681696864073609,4.939827111781597e-06,24,9.260717432106402e-05,0.004500186802404323,0.004863206925742894
updating_minus_fixed,updating,prefix_k05,four,stable,fitted_constants,1.461822377419902e-05,1.2675904188761027e-08,24,4.6911382526512575e-06,5.423592799002555e-06,2.3812854749395484e-05
updating_minus_fixed,updating,prefix_k05,two,neutral,fitted_constants,1.3965261210013405e-05,1.3815117764983214e-08,24,4.897405379698097e-06,4.3663466658051355e-06,2.3564175754221676e-05
updating_minus_fixed,updating,prefix_k05,two,neutral,original_grid,0.005076993053048589,6.1673766909734394e-06,24,0.00010347584838795315,0.004874180390208201,0.005279805715888977
updating_minus_fixed,updating,prefix_k05,two,stable,fitted_constants,1.5970657491784224e-05,7.166744965475664e-09,24,3.5273595741094947e-06,9.057032726529614e-06,2.2884282257038834e-05
updating_minus_fixed,updating,prefix_k1,fifteen,neutral,fitted_constants,1.7636273440651268e-05,2.17458964621178e-08,24,6.144370795203893e-06,5.593306682051638e-06,2.9679240199250896e-05
updating_minus_fixed,updating,prefix_k1,fifteen,neutral,original_grid,0.004542322284886386,4.957365557008673e-06,24,9.277142569434988e-05,0.00436049029052546,0.004724154279247311
updating_minus_fixed,updating,prefix_k1,fifteen,stable,fitted_constants,1.6707768108726388e-05,1.6651615718786556e-08,24,5.376714151536956e-06,6.169408371713954e-06,2.724612784573882e-05
updating_minus_fixed,updating,prefix_k1,four,neutral,fitted_constants,-2.4821001735434816e-19,1.1072559436499803e-35,24,1.3864773155787833e-19,-5.199595712077897e-19,2.3539536499093386e-20
updating_minus_fixed,updating,prefix_k1,four,neutral,original_grid,2.706399918987282e-20,3.345419005116816e-37,24,2.4099832169759156e-20,-2.0171671862855126e-20,7.429967024260076e-20
updating_minus_fixed,updating,prefix_k1,four,stable,fitted_constants,-2.8116976339790752e-19,1.0118781911644745e-35,24,1.325418036232968e-19,-5.409516984995692e-19,-2.1387828296245827e-20
updating_minus_fixed,updating,prefix_k1,two,neutral,fitted_constants,-2.2132180347670767e-19,1.0289945127933e-35,24,1.336581013980377e-19,-4.832916822168616e-19,4.064807526344621e-20
updating_minus_fixed,updating,prefix_k1,two,neutral,original_grid,1.0822361525460642e-20,3.265819234267669e-37,24,2.3811394456210416e-20,-3.5847971608711776e-20,5.749269465963306e-20
updating_minus_fixed,updating,prefix_k1,two,stable,fitted_constants,-1.8836205743314829e-19,9.076261549716194e-36,24,1.2552847694373112e-19,-4.343978722428613e-19,5.767375737656468e-20
updating_minus_fixed,updating,terminal,fifteen,neutral,fitted_constants,3.519236906683451e-05,7.973004295238019e-08,24,1.1765212002296999e-05,1.2132553542332395e-05,5.8252184591336625e-05
updating_minus_fixed,updating,terminal,fifteen,neutral,original_grid,0.006886681767573454,1.6321100242553697e-05,24,0.0001683307561815598,0.006556753485457597,0.007216610049689311
updating_minus_fixed,updating,terminal,fifteen,stable,fitted_constants,2.9338279023710406e-05,6.62892845157502e-08,24,1.0727793966860086e-05,8.311802848664637e-06,5.036475519875617e-05
updating_minus_fixed,updating,terminal,four,neutral,fitted_constants,3.4954455023095765e-05,7.901444654571127e-08,24,1.1712295188659832e-05,1.1998356453322496e-05,5.7910553592869035e-05
updating_minus_fixed,updating,terminal,four,neutral,original_grid,0.007262682295190518,1.7158405209512497e-05,24,0.00017259460574763457,0.006924396867925155,0.007600967722455882
updating_minus_fixed,updating,terminal,four,stable,fitted_constants,2.403102737244517e-05,5.874921566031759e-08,24,1.0099265620674616e-05,4.236466755922922e-06,4.382558798896742e-05
updating_minus_fixed,updating,terminal,two,neutral,fitted_constants,2.76566975646223e-05,5.619282490491118e-08,24,9.877094090983311e-06,8.297593146295012e-06,4.701580198294959e-05
updating_minus_fixed,updating,terminal,two,neutral,original_grid,0.011405131833168942,2.7164801359610352e-05,24,0.00021716609650575236,0.010979486284017667,0.011830777382320218
updating_minus_fixed,updating,terminal,two,stable,fitted_constants,2.136050560750923e-05,5.225101614895927e-08,24,9.524367154990103e-06,2.6927459837286306e-06,4.002826523128983e-05
