model,combination,relevant_property,sharpness,summary_type,category,observed_proportion,predicted_mean,predicted_q025,predicted_q975,observation_count,posterior_predictive_draws
Global,color_form,first,blurred,Exact response,DC,0.0166666666666666,0.1129861111111111,0.087037037037037,0.1407407407407407,540,4000
Global,color_form,first,blurred,Exact response,DCF,0.0518518518518518,0.0213439814814814,0.0111111111111111,0.0351851851851851,540,4000
Global,color_form,first,blurred,Exact response,DF,0.0074074074074074,0.0063722222222222,0.0,0.0129629629629629,540,4000
Global,color_form,first,blurred,Exact response,DFC,0.0092592592592592,0.0088259259259259,0.0018518518518518,0.0166666666666666,540,4000
Global,color_form,first,blurred,Exact response,C,0.6314814814814815,0.7880356481481482,0.7518518518518519,0.8222222222222222,540,4000
Global,color_form,first,blurred,Exact response,CD,0.0,0.001975,0.0,0.0074074074074074,540,4000
Global,color_form,first,blurred,Exact response,CDF,0.0074074074074074,0.0014157407407407,0.0,0.0055555555555555,540,4000
Global,color_form,first,blurred,Exact response,CF,0.2518518518518518,0.0390777777777777,0.024074074074074,0.0555555555555555,540,4000
Global,color_form,first,blurred,Exact response,CFD,0.0,0.0007074074074074,0.0,0.0037037037037037,540,4000
Global,color_form,first,blurred,Exact response,F,0.0,0.0041513888888888,0.0,0.0111111111111111,540,4000
Global,color_form,first,blurred,Exact response,FD,0.0,0.0002439814814814,0.0,0.0018518518518518,540,4000
Global,color_form,first,blurred,Exact response,FDC,0.0018518518518518,0.0008078703703703,0.0,0.0037037037037037,540,4000
Global,color_form,first,blurred,Exact response,FC,0.0166666666666666,0.0112337962962962,0.0037037037037037,0.0203703703703703,540,4000
Global,color_form,first,blurred,Exact response,FCD,0.0,0.0004125,0.0,0.0018518518518518,540,4000
Global,color_form,first,blurred,Response length,1,0.6370370370370371,0.7945976851851853,0.7610648148148148,0.8277777777777777,540,4000
Global,color_form,first,blurred,Response length,2,0.2925925925925925,0.1718888888888889,0.1407407407407407,0.2055555555555555,540,4000
Global,color_form,first,blurred,Response length,3,0.0703703703703703,0.0335134259259259,0.020324074074074,0.0481481481481481,540,4000
Global,color_form,first,blurred,Initial adjective,D,0.0907407407407407,0.1519388888888889,0.1222222222222222,0.1833333333333333,540,4000
Global,color_form,first,blurred,Initial adjective,C,0.8907407407407407,0.8312115740740741,0.7981481481481482,0.8629629629629629,540,4000
Global,color_form,first,blurred,Initial adjective,F,0.0185185185185185,0.016849537037037,0.0074074074074074,0.0277777777777777,540,4000
Global,color_form,first,sharp,Exact response,D,0.0083857442348008,0.0029056603773584,0.0,0.0083857442348008,477,4000
Global,color_form,first,sharp,Exact response,DC,0.010482180293501,0.0822924528301886,0.0587002096436058,0.1069182389937107,477,4000
Global,color_form,first,sharp,Exact response,DCF,0.0314465408805031,0.0128763102725366,0.0041928721174004,0.0230607966457023,477,4000
Global,color_form,first,sharp,Exact response,DF,0.010482180293501,0.0043343815513626,0.0,0.010482180293501,477,4000
Global,color_form,first,sharp,Exact response,DFC,0.0083857442348008,0.0058694968553459,0.0,0.0125786163522012,477,4000
