model,combination,relevant_property,sharpness,summary_type,category,observed_proportion,predicted_mean,predicted_q025,predicted_q975,observation_count,posterior_predictive_draws
Plan-guided,dimension_color,both,blurred,Exact response,FDC,0.0037105751391465678,0.0023000927643784786,0.0,0.0074211502782931356,539,4000
Plan-guided,dimension_color,both,blurred,Exact response,FC,0.03710575139146568,0.04733116883116882,0.029684601113172542,0.06493506493506493,539,4000
Plan-guided,dimension_color,both,blurred,Exact response,FCD,0.0,0.0018042671614100186,0.0,0.0055658627087198514,539,4000
Plan-guided,dimension_color,both,blurred,Response length,1,0.1280148423005566,0.16594434137291278,0.13543599257884972,0.19851576994434136,539,4000
Plan-guided,dimension_color,both,blurred,Response length,2,0.46938775510204084,0.5625431354359925,0.5194805194805194,0.6066790352504638,539,4000
Plan-guided,dimension_color,both,blurred,Response length,3,0.4025974025974026,0.2715125231910946,0.23376623376623376,0.3098330241187384,539,4000
Plan-guided,dimension_color,both,blurred,Initial adjective,D,0.49165120593692024,0.475115491651206,0.4322820037105751,0.5176252319109462,539,4000
Plan-guided,dimension_color,both,blurred,Initial adjective,C,0.3469387755102041,0.3515352504638219,0.3116883116883117,0.39332096474953615,539,4000
Plan-guided,dimension_color,both,blurred,Initial adjective,F,0.1614100185528757,0.17334925788497219,0.14100185528756956,0.20593692022263452,539,4000
Plan-guided,dimension_color,both,sharp,Exact response,D,0.0,0.0076990546218487395,0.0,0.01680672268907563,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,DC,0.19747899159663865,0.04984348739495799,0.031512605042016806,0.06932773109243698,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,DCF,0.30462184873949577,0.20824369747899163,0.1722689075630252,0.24789915966386555,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,DF,0.11134453781512606,0.2004138655462185,0.1638655462184874,0.23949579831932774,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,DFC,0.031512605042016806,0.04778466386554622,0.029411764705882353,0.06722689075630252,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,C,0.0,0.04189390756302521,0.025210084033613446,0.06092436974789916,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,CD,0.008403361344537815,0.001222689075630252,0.0,0.004201680672268907,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,CDF,0.029411764705882353,0.02137605042016807,0.008403361344537815,0.03571428571428571,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,CF,0.20378151260504201,0.22685819327731097,0.1890231092436975,0.2668067226890756,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,CFD,0.004201680672268907,0.010850840336134456,0.0021008403361344537,0.02100840336134454,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,F,0.08403361344537816,0.12741491596638657,0.09873949579831932,0.15756302521008403,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,FD,0.0,0.0015630252100840333,0.0,0.0063025210084033615,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,FDC,0.0,0.0037542016806722685,0.0,0.01050420168067227,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,FC,0.023109243697478993,0.04862289915966387,0.029411764705882353,0.06932773109243698,476,4000
Plan-guided,dimension_color,both,sharp,Exact response,FCD,0.0021008403361344537,0.0024585084033613446,0.0,0.008403361344537815,476,4000
Plan-guided,dimension_color,both,sharp,Response length,1,0.08403361344537816,0.1770078781512605,0.14285714285714285,0.21218487394957983,476,4000
Plan-guided,dimension_color,both,sharp,Response length,2,0.5441176470588235,0.5285241596638655,0.4831932773109244,0.5756302521008403,476,4000
Plan-guided,dimension_color,both,sharp,Response length,3,0.37184873949579833,0.2944679621848739,0.25210084033613445,0.3382352941176471,476,4000
Plan-guided,dimension_color,both,sharp,Initial adjective,D,0.6449579831932774,0.513984768907563,0.46638655462184875,0.5588235294117647,476,4000
Plan-guided,dimension_color,both,sharp,Initial adjective,C,0.24579831932773108,0.3022016806722688,0.2605042016806723,0.3445378151260504,476,4000
Plan-guided,dimension_color,both,sharp,Initial adjective,F,0.1092436974789916,0.18381355042016803,0.14915966386554622,0.2184873949579832,476,4000
Plan-guided,dimension_color,first,blurred,Exact response,D,0.058823529411764705,0.03230502846299811,0.018927893738140432,0.04933586337760911,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,DC,0.04364326375711575,0.03390132827324479,0.018975332068311195,0.051233396584440226,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,DCF,0.3055028462998102,0.17766698292220112,0.1442125237191651,0.2125237191650854,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,DF,0.3510436432637571,0.44153605313092975,0.3946869070208729,0.48956356736242884,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,DFC,0.03415559772296015,0.06494829222011386,0.04554079696394687,0.0872865275142315,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,C,0.0056925996204933585,0.012759487666034157,0.003795066413662239,0.022770398481973434,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,CD,0.0018975332068311196,0.0005493358633776092,0.0,0.003795066413662239,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,CDF,0.03984819734345351,0.007666982922201138,0.0018975332068311196,0.015227703984819907,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,CF,0.08918406072106262,0.09111148007590134,0.06641366223908918,0.11764705882352941,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,CFD,0.0,0.00382258064516129,0.0,0.009487666034155597,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,F,0.03795066413662239,0.0992134724857685,0.07400379506641366,0.127134724857685,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,FD,0.007590132827324478,0.0022314990512333965,0.0,0.007590132827324478,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,FDC,0.003795066413662239,0.0037542694497153697,0.0,0.009487666034155597,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,FC,0.017077798861480076,0.02699762808349146,0.015132827324478194,0.04174573055028463,527,4000
Plan-guided,dimension_color,first,blurred,Exact response,FCD,0.003795066413662239,0.0015355787476280835,0.0,0.0056925996204933585,527,4000
Plan-guided,dimension_color,first,blurred,Response length,1,0.10246679316888045,0.14427798861480076,0.11385199240986717,0.174573055028463,527,4000
Plan-guided,dimension_color,first,blurred,Response length,2,0.5104364326375711,0.5963273244781783,0.5502846299810247,0.6432637571157496,527,4000
