combination,relevant_property,sharpness,response,n,observed_percent,fixed_predicted_percent,updating_predicted_percent,fixed_residual_pp,updating_residual_pp,fixed_absolute_error_advantage_pp
dimension_form,both,sharp,C,477,10.272536687631026,7.260308536317151,7.181321327961582,3.012228151313877,3.0912153596694454,0.07898720835556872
dimension_form,both,sharp,CD,477,0.0,0.15178242899843833,0.15974138136939836,-0.15178242899843833,-0.15974138136939836,0.007958952370960056
dimension_form,both,sharp,CDF,477,3.563941299790356,2.9206711720976024,2.8366912037325513,0.6432701276927535,0.7272500960578049,0.08397996836505134
dimension_form,both,sharp,CF,477,22.0125786163522,29.576618864608413,29.99277874723442,-7.56404024825621,-7.980200130882221,0.41615988262601045
dimension_form,both,sharp,CFD,477,0.41928721174004197,1.415850396027736,1.3998568355892638,-0.9965631842876941,-0.9805696238492219,-0.015993560438472276
dimension_form,both,sharp,D,477,0.20964360587002098,0.6983785941781298,0.7068201655612,-0.48873498830810874,-0.497176559691179,0.00844157138307029
dimension_form,both,sharp,DC,477,5.870020964360587,6.420885075074157,6.374556530829606,-0.5508641107135691,-0.5045355664690186,-0.04632854424455046
dimension_form,both,sharp,DCF,477,22.0125786163522,20.510445815835556,19.816154536068957,1.502132800516645,2.1964240802832435,0.6942912797665984
dimension_form,both,sharp,DF,477,29.559748427672954,13.559241937710137,13.563455309001199,16.000506489962817,15.996293118671757,-0.004213371291061918
dimension_form,both,sharp,DFC,477,1.8867924528301887,4.039060505945817,4.085929525303424,-2.1522680531156286,-2.1991370724732358,0.04686901935760726
dimension_form,both,sharp,F,477,1.0482180293501049,8.638187394876772,8.779498735639777,-7.589969365526667,-7.731280706289671,0.14131134076300483
dimension_form,both,sharp,FC,477,2.3060796645702304,4.244272914073546,4.514977051569187,-1.9381932495033158,-2.2088973869989563,0.27070413749564065
dimension_form,both,sharp,FCD,477,0.41928721174004197,0.19350454553968527,0.19731031070539018,0.22578266620035667,0.22197690103465179,-0.003805765165704883
dimension_form,both,sharp,FD,477,0.20964360587002098,0.08376955400698365,0.09090303912457864,0.12587405186303735,0.11874056674544232,-0.007133485117595019
dimension_form,both,sharp,FDC,477,0.20964360587002098,0.2870222647098793,0.300005300309463,-0.07737865883985831,-0.09036169443944202,0.012983035599583703
dimension_form,first,blurred,C,516,13.953488372093023,6.8268849541324075,6.376043847811178,7.126603417960616,7.577444524281845,0.45084110632123003
dimension_form,first,blurred,CD,516,0.1937984496124031,0.19045127455268343,0.1943586092527837,0.003347175059719657,-0.0005601596403805942,-0.002787015419339063
dimension_form,first,blurred,CDF,516,2.5193798449612403,4.04538580613434,3.897022315944424,-1.5260059611731003,-1.3776424709831838,-0.1483634901899164
dimension_form,first,blurred,CF,516,16.666666666666664,21.242206799514108,20.957240638627912,-4.575540132847442,-4.290573971961245,-0.2849661608861964
dimension_form,first,blurred,CFD,516,0.1937984496124031,0.8381312314684645,0.8283989584508229,-0.6443327818560614,-0.6346005088384198,-0.009732273017641624
dimension_form,first,blurred,D,516,7.3643410852713185,3.255064772555534,3.217085506838758,4.109276312715784,4.147255578432561,0.03797926571677615
dimension_form,first,blurred,DC,516,5.813953488372093,10.86516379231028,11.220134065533921,-5.051210303938189,-5.406180577161828,0.35497027322363983
dimension_form,first,blurred,DCF,516,27.906976744186046,32.03172797856611,33.628422734375356,-4.124751234380064,-5.721445990189311,1.596694755809247
dimension_form,first,blurred,DF,516,19.767441860465116,10.958136146141765,9.986006786251243,8.809305714323349,9.781435074213872,0.9721293598905223
dimension_form,first,blurred,DFC,516,2.9069767441860463,3.6020232579567444,3.6065396933782043,-0.6950465137706977,-0.699562949192158,0.004516435421460241
dimension_form,first,blurred,F,516,0.5813953488372093,3.5129187975842293,3.4190604609295905,-2.9315234487470203,-2.837665112092381,-0.09385833665463902
dimension_form,first,blurred,FC,516,2.131782945736434,2.2713127654718983,2.298284693323893,-0.13952981973546427,-0.16650174758745911,0.02697192785199483
dimension_form,first,blurred,FCD,516,0.0,0.11279985294633271,0.11302263871332979,-0.11279985294633271,-0.11302263871332979,0.00022278576699706794
dimension_form,first,blurred,FD,516,0.0,0.052580946839303144,0.054173696337763096,-0.052580946839303144,-0.054173696337763096,0.001592749498459953
dimension_form,first,blurred,FDC,516,0.0,0.19521162382579693,0.20420535423081781,-0.19521162382579693,-0.20420535423081781,0.008993730405020906
dimension_form,first,sharp,C,475,7.7894736842105265,4.5616837012808205,3.865736658688486,3.227789982929706,3.923737025522041,0.6959470425923348
dimension_form,first,sharp,CD,475,0.0,0.24242252258143818,0.23365496261114385,-0.24242252258143818,-0.23365496261114385,-0.008767559970294329
dimension_form,first,sharp,CDF,475,1.6842105263157894,3.884179112784629,3.5753769632760273,-2.1999685864688394,-1.891166436960238,-0.30880214950860174
dimension_form,first,sharp,CF,475,10.31578947368421,8.393786458673528,7.99321937797335,1.9220030150106828,2.3225700957108604,0.4005670807001774
dimension_form,first,sharp,CFD,475,0.0,0.6083071626283204,0.582204567021446,-0.6083071626283204,-0.582204567021446,-0.026102595606874394
dimension_form,first,sharp,D,475,25.473684210526315,27.780374037376117,26.045287760023516,-2.3066898268498006,-0.5716035494972016,-1.7350862773525988
dimension_form,first,sharp,DC,475,6.526315789473684,11.211904514720752,12.131962765288266,-4.685588725247068,-5.605646975814582,0.9200582505675139
dimension_form,first,sharp,DCF,475,21.052631578947366,27.266911555935557,31.18454918106141,-6.214279976988191,-10.131917602114044,3.9176376251258525
dimension_form,first,sharp,DF,475,21.47368421052632,8.528300211317266,7.081984759177518,12.945383999209053,14.3916994513488,1.4463154521397459
dimension_form,first,sharp,DFC,475,2.736842105263158,3.4729015616273813,3.4855156491110324,-0.7360594563642232,-0.7486735438478744,0.012614087483651254
dimension_form,first,sharp,F,475,0.631578947368421,2.2163516391104663,2.011090753903395,-1.584772691742045,-1.379511806534974,-0.20526088520707117
dimension_form,first,sharp,FC,475,1.263157894736842,1.381568035658444,1.3444710316175197,-0.11841014092160204,-0.0813131368806775,-0.03709700404092454
dimension_form,first,sharp,FCD,475,0.21052631578947367,0.12546549956834968,0.12199975782554466,0.08506081622112399,0.08852655796392903,0.0034657417428050246
dimension_form,first,sharp,FD,475,0.21052631578947367,0.0689971042728076,0.0705885602861643,0.1415292115166661,0.1399377555033094,-0.0015914560133566819
dimension_form,first,sharp,FDC,475,0.631578947368421,0.2568468824641167,0.2723572521351822,0.37473206490430433,0.3592216952332388,-0.015510369671065507
dimension_form,second,blurred,C,540,4.814814814814815,3.016928335538994,2.9524857199759746,1.7978864792758211,1.8623290948388402,0.06444261556301928
dimension_form,second,blurred,CD,540,0.0,0.03680497090180233,0.03792754777084571,-0.03680497090180233,-0.03792754777084571,0.0011225768690433912
dimension_form,second,blurred,CDF,540,0.0,0.6301571739415741,0.6240741551296012,-0.6301571739415741,-0.6240741551296012,-0.006083018811972943
dimension_form,second,blurred,CF,540,24.814814814814813,29.798043538105052,29.37949278716882,-4.983228723290237,-4.564677972354006,-0.41855075093623073
dimension_form,second,blurred,CFD,540,0.0,0.9367619666622504,0.909582864118064,-0.9367619666622504,-0.909582864118064,-0.02717910254418643
dimension_form,second,blurred,D,540,0.0,0.10080687554994822,0.1041074571803784,-0.10080687554994822,-0.1041074571803784,0.003300581630430173
dimension_form,second,blurred,DC,540,0.1851851851851852,1.2581524539417779,1.2958091818932043,-1.0729672687565928,-1.1106239967080191,0.03765672795142637
dimension_form,second,blurred,DCF,540,1.6666666666666667,7.823693820005015,7.683728044324235,-6.1570271533383485,-6.017061377657569,-0.13996577568077956
dimension_form,second,blurred,DF,540,0.0,5.85187428267234,5.994720718856723,-5.85187428267234,-5.994720718856723,0.1428464361843823
dimension_form,second,blurred,DFC,540,1.1111111111111112,1.4354752976211662,1.4384015455086445,-0.32436418651005505,-0.32729043439753325,0.0029262478874782227
dimension_form,second,blurred,F,540,64.81481481481481,45.36908309711664,45.76238936066941,19.445731717698166,19.052425454145407,-0.39330626355276177
dimension_form,second,blurred,FC,540,2.5925925925925926,3.495714730404109,3.5679979442662804,-0.9031221378115166,-0.9754053516736878,0.0722832138621711
dimension_form,second,blurred,FCD,540,0.0,0.10854680421409674,0.10859548436486087,-0.10854680421409674,-0.10859548436486087,4.868015076413528e-05
dimension_form,second,blurred,FD,540,0.0,0.038276739291249556,0.03972398650611729,-0.038276739291249556,-0.03972398650611729,0.0014472472148677326
dimension_form,second,blurred,FDC,540,0.0,0.09967991403397915,0.10096320226683589,-0.09967991403397915,-0.10096320226683589,0.0012832882328567361
dimension_form,second,sharp,C,476,10.92436974789916,3.3775895447045015,3.2639729994181064,7.5467802031946585,7.660396748481054,0.11361654528639492
dimension_form,second,sharp,CD,476,0.21008403361344538,0.0506963968302826,0.05254528611257201,0.15938763678316278,0.15753874750087335,-0.0018488892822894273
dimension_form,second,sharp,CDF,476,0.42016806722689076,0.8890152001953071,0.869709925651883,-0.4688471329684164,-0.4495418584249923,-0.019305274543424122
dimension_form,second,sharp,CF,476,18.907563025210084,24.392990780553653,23.968365002140253,-5.4854277553435695,-5.060801976930168,-0.4246257784134011
dimension_form,second,sharp,CFD,476,0.0,0.994462808908733,0.9580787199421144,-0.994462808908733,-0.9580787199421144,-0.03638408896661869
dimension_form,second,sharp,D,476,0.0,0.17347643774563615,0.17709889125925737,-0.17347643774563615,-0.17709889125925737,0.003622453513621232
dimension_form,second,sharp,DC,476,0.21008403361344538,1.322629678674375,1.3531818092008558,-1.1125456450609297,-1.1430977755874105,0.03055213052648078
dimension_form,second,sharp,DCF,476,0.8403361344537815,6.820599638259278,6.736601806489084,-5.980263503805497,-5.896265672035303,-0.08399783177019393
dimension_form,second,sharp,DF,476,0.0,5.6162341442987875,5.762171234359846,-5.6162341442987875,-5.762171234359846,0.14593709006105807
dimension_form,second,sharp,DFC,476,1.050420168067227,1.6992012032580024,1.7182459187237031,-0.6487810351907753,-0.6678257506564762,0.019044715465700926
dimension_form,second,sharp,F,476,64.07563025210085,50.39918451510713,50.748499744857924,13.676445736993713,13.327130507242924,-0.34931522975079066
dimension_form,second,sharp,FC,476,3.1512605042016806,3.88967293060929,4.010593781343676,-0.7384124264076093,-0.8593332771419958,0.12092085073438646
dimension_form,second,sharp,FCD,476,0.0,0.15843207253155472,0.15764094013118454,-0.15843207253155472,-0.15764094013118454,-0.0007911324003701892
dimension_form,second,sharp,FD,476,0.0,0.05625352370648122,0.05953049696464103,-0.05625352370648122,-0.05953049696464103,0.0032769732581598124
dimension_form,second,sharp,FDC,476,0.21008403361344538,0.15956112461698496,0.16376344340490123,0.0505229089964604,0.04632059020854412,-0.004202318787916272
