combination,relevant_property,sharpness,response,n,observed_percent,fixed_predicted_percent,updating_predicted_percent,fixed_residual_pp,updating_residual_pp,fixed_absolute_error_advantage_pp
dimension_color,second,blurred,D,540,0.0,0.2647913518625778,0.2750972722422734,-0.2647913518625778,-0.2750972722422734,0.01030592037969567
dimension_color,second,blurred,DC,540,0.0,5.691110743143003,5.803168596577706,-5.691110743143003,-5.803168596577706,0.1120578534347022
dimension_color,second,blurred,DCF,540,2.7777777777777777,2.989355703096404,2.956011245387747,-0.21157792531862651,-0.17823346760996936,-0.03334445770865717
dimension_color,second,blurred,DF,540,0.0,1.230868947519147,1.2947398518868476,-1.230868947519147,-1.2947398518868476,0.06387090436770042
dimension_color,second,blurred,DFC,540,1.4814814814814816,0.4578089293629391,0.46141815846362105,1.0236725521185424,1.0200633230178606,-0.0036092291006817323
dimension_color,second,blurred,F,540,4.62962962962963,1.4856530216414126,1.5095832654837495,3.1439766079882165,3.12004636414588,-0.023930243842336385
dimension_color,second,blurred,FC,540,2.037037037037037,1.0110139758745755,1.0435570944694559,1.0260230611624617,0.9934799425675813,-0.032543118594880426
dimension_color,second,blurred,FCD,540,0.0,0.04541337808918465,0.045595936790007584,-0.04541337808918465,-0.045595936790007584,0.00018255870082293547
dimension_color,second,blurred,FD,540,0.0,0.023835054511977292,0.024181693077443674,-0.023835054511977292,-0.024181693077443674,0.00034663856546638403
dimension_color,second,blurred,FDC,540,0.0,0.04544035207625224,0.0458117350539107,-0.04544035207625224,-0.0458117350539107,0.0003713829776584652
dimension_color,second,sharp,C,477,71.48846960167715,78.12955560262222,77.7612879211526,-6.641086000945073,-6.272818319475448,-0.3682676814696251
dimension_color,second,sharp,CD,477,0.0,0.19450512959445004,0.20042494918813075,-0.19450512959445004,-0.20042494918813075,0.005919819593680703
dimension_color,second,sharp,CDF,477,0.41928721174004197,0.42997236707689873,0.4237400537191468,-0.01068515533685678,-0.004452841979104855,-0.006232313357751925
dimension_color,second,sharp,CF,477,22.851153039832283,8.076564845401544,8.101708430524923,14.774588194430741,14.74944460930736,-0.025143585123379997
dimension_color,second,sharp,CFD,477,0.0,0.39197175621817537,0.38206847530574894,-0.39197175621817537,-0.38206847530574894,-0.009903280912426432
dimension_color,second,sharp,D,477,0.0,0.45219443694359834,0.46779792154815414,-0.45219443694359834,-0.46779792154815414,0.01560348460455576
dimension_color,second,sharp,DC,477,0.20964360587002098,5.692462143778579,5.840258707872436,-5.482818537908558,-5.630615102002415,0.14779656409385708
dimension_color,second,sharp,DCF,477,0.20964360587002098,2.416036044199369,2.4328168797773313,-2.206392438329348,-2.2231732739073107,0.016780835577962644
dimension_color,second,sharp,DF,477,0.0,1.0581586535136234,1.1306544283882565,-1.0581586535136234,-1.1306544283882565,0.07249577487463324
dimension_color,second,sharp,DFC,477,0.628930817610063,0.5120733372206865,0.5228674026648659,0.11685748038937643,0.10606341494519703,-0.01079406544417941
dimension_color,second,sharp,F,477,2.0964360587002098,1.4498261015127527,1.4860801300783646,0.646609957187457,0.6103559286218452,-0.03625402856561183
dimension_color,second,sharp,FC,477,2.0964360587002098,1.0504601356175776,1.1013311974537876,1.0459759230826322,0.9951048612464221,-0.05087106183621019
dimension_color,second,sharp,FCD,477,0.0,0.058640302257324056,0.0590046184659479,-0.058640302257324056,-0.0590046184659479,0.00036431620862384254
dimension_color,second,sharp,FD,477,0.0,0.02716657244109743,0.027959635373967017,-0.02716657244109743,-0.027959635373967017,0.0007930629328695886
dimension_color,second,sharp,FDC,477,0.0,0.06041257160209575,0.06199924848633379,-0.06041257160209575,-0.06199924848633379,0.00158667688423804
dimension_form,both,blurred,C,531,1.1299435028248588,7.078783074361129,6.971970905193578,-5.94883957153627,-5.8420274023687195,-0.10681216916755137
dimension_form,both,blurred,CD,531,0.18832391713747645,0.09960911570054996,0.1044019445536399,0.08871480143692648,0.08392197258383655,-0.004792828853089929
dimension_form,both,blurred,CDF,531,4.143126177024483,2.23782960087715,2.2042203202920234,1.9052965761473324,1.938905856732459,0.03360928058512673
dimension_form,both,blurred,CF,531,15.065913370998116,39.25223308905244,39.32921077197078,-24.186319718054325,-24.263297400972665,0.07697768291833884
dimension_form,both,blurred,CFD,531,0.5649717514124294,1.2675264727866085,1.251764467429252,-0.7025547213741792,-0.6867927160168227,-0.015762005357356466
dimension_form,both,blurred,D,531,0.3766478342749529,0.30625521955990204,0.31535067835851105,0.07039261471505084,0.061297155916441866,-0.00909545879860898
dimension_form,both,blurred,DC,531,1.694915254237288,5.173922551749814,5.225482700758198,-3.4790072975125264,-3.5305674465209087,0.051560149008382516
dimension_form,both,blurred,DCF,531,29.001883239171374,20.108047850957146,19.686629814483442,8.893835388214228,9.315253424687931,0.421418036473703
dimension_form,both,blurred,DF,531,40.67796610169492,9.705043838942778,9.901026379588743,30.97292226275214,30.776939722106178,-0.19598254064596143
dimension_form,both,blurred,DFC,531,3.389830508474576,2.9088588173465215,2.9263752700877017,0.4809716911280546,0.4634552383868746,-0.017516452741180022
dimension_form,both,blurred,F,531,1.694915254237288,7.471297158095471,7.510842825989037,-5.776381903858183,-5.81592757175175,0.03954566789356739
dimension_form,both,blurred,FC,531,1.694915254237288,4.0526906856170015,4.225166207206703,-2.357775431379713,-2.5302509529694155,0.1724755215897024
dimension_form,both,blurred,FCD,531,0.18832391713747645,0.12610215622210946,0.1282648413887209,0.062221760915367,0.06005907574875553,-0.002162685166611465
dimension_form,both,blurred,FD,531,0.18832391713747645,0.047282143122217325,0.05000147064035412,0.14104177401525914,0.1383224464971223,-0.0027193275181368153
dimension_form,both,blurred,FDC,531,0.0,0.16451822560915394,0.16929140205931184,-0.16451822560915394,-0.16929140205931184,0.004773176450157909
