model,speaker_type,total_heldout_elpd,mean_fold_elpd,se_fold_elpd,n_heldout,n_folds,n_parameters,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,n_draws,divergence_rate,diagnostic_status,diagnostics_ok,scope,n_points,ppc_r,ppc_r2,ppc_mae,ppc_rmse,slope,intercept,complete_objectives,eligible_for_frontier,heldout_pareto_frontier
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,-2846.4451293945312,-569.2890258789063,11.012258714662787,3485,5,277,1.0,0,0,1414.0,683.0,0,40000,0.0,pass,True,all_cells,6,0.9537362342390516,0.9096128045004872,0.0708574464852602,0.0759642113051878,0.3423939455270994,0.4484467950418123,True,True,True
