,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
inc_rec_F1,0,-5932.849918842316,101.4700059890747,0.0,0.6499377446750988,64.35594829397283,0.0,True,log
inc_sta_F1,1,-5933.772081375122,91.68629741668701,0.9221625328063965,0.3500622553249024,64.39791424076486,1.9622180207292512,True,log
glb_rec_F1,2,-6267.508813858032,66.41010522842407,334.65889501571655,5.189285472493932e-88,73.85492520901452,45.93465039074498,False,log
glb_sta_F1,3,-6285.557168006897,69.3143105506897,352.7072491645813,5.0754271389440564e-95,73.85979342147064,45.646119588911084,False,log
