,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
v5b,0,-6383.186639785767,86.71810054779053,0.0,0.5173539225121798,60.12450646485194,0.0,True,log
v5,1,-6384.08487033844,86.05051946640015,0.8982305526733398,0.21530236496242272,60.215697390177304,0.9337064833969396,True,log
ext_v1,2,-6386.624982833862,82.9343318939209,3.438343048095703,0.1511088529678269,61.06296441205524,5.144770354975531,True,log
v5a,3,-6387.03844499588,82.59041786193848,3.8518052101135254,0.1162348595575706,61.11142559138029,5.331832257749627,True,log
baseline,4,-7156.706660270691,93.35031700134277,773.5200204849243,4.4910530109691656e-284,53.39992598843056,43.52874438376993,False,log
