,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
v5,0,-20518.313250541687,74.5948338508606,0.0,0.9629875396995022,105.29481208072265,0.0,False,log
v5a,1,-20627.51354122162,164.46525716781616,109.20029067993164,0.03701246030049771,96.16120806308582,63.90368192087672,True,log
ext_v1,2,-20830.514567375183,137.3524899482727,312.2013168334961,6.5226592741122504e-74,94.30410902192187,67.94019181238114,True,log
v5b,3,-21439.079774856567,837.5649828910828,920.7665243148804,0.0,98.89301760668401,32.8469032143634,False,log
baseline,4,-22702.62766265869,107.97420167922974,2184.3144121170044,0.0,77.7160452975662,77.86904822206725,False,log
