,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
v5,0,-6250.352339267731,78.96439695358276,0.0,0.6761357237232711,61.74725028406624,0.0,True,log
v5a,1,-6264.727478027344,75.27789402008057,14.375138759613037,0.27532657902503205,62.87516115833016,7.612538634772576,True,log
v5b,2,-6381.625029563904,85.68289184570312,131.2726902961731,7.40991560566865e-11,61.22946617645143,15.66941512459102,True,log
ext_v1,3,-6386.624982833862,82.9343318939209,136.2726435661316,7.892385491083334e-11,61.89694119835515,16.07843415663508,True,log
baseline,4,-7156.706660270691,93.35031700134277,906.3543210029602,0.04853769709867384,53.223416155973204,44.06363903024172,False,log
