model,matched_baseline,elpd_loo,baseline_elpd_loo,delta_elpd_vs_baseline,loo_warning,ppc_rmse,baseline_ppc_rmse,ppc_rmse_delta_vs_baseline,ppc_r,diagnostic_status,n_divergent,max_r_hat,posterior_pareto_frontier,first_sharp_DF_abs_residual,first_sharp_DF_baseline_abs_residual,first_sharp_DF_abs_residual_reduction,first_sharp_D_abs_residual,first_sharp_D_baseline_abs_residual,first_sharp_D_abs_residual_reduction,second_sharp_CF_abs_residual,second_sharp_CF_baseline_abs_residual,second_sharp_CF_abs_residual_reduction,both_sharp_DC_abs_residual,both_sharp_DC_baseline_abs_residual,both_sharp_DC_abs_residual_reduction,pilot_success_gate
principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,-5187.82234954834,-5294.2155084609985,106.39315891265869,False,0.0312679879546663,0.0412255795670946,-0.009957591612428297,0.9694595799047676,pass,0,1.01,False,0.0003067729083665,0.1996932270916334,0.1993864541832669,0.0009840637450199,0.1523426294820717,0.1513585657370518,0.052345238095238,0.0920714285714285,0.0397261904761905,0.1194393638170974,0.1051650099403578,-0.014274353876739601,True
principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,-5186.86865234375,-5292.826969623566,105.95831727981567,False,0.031240913809374,0.0411632697751174,-0.009922355965743403,0.9695129796565723,pass,0,1.01,True,0.0010916334661354,0.1993944223107569,0.19830278884462152,0.0009840637450199,0.1526374501992031,0.15165338645418322,0.0520515873015872,0.0913412698412698,0.039289682539682604,0.1189662027833001,0.1053558648111332,-0.013610337972166903,True
