model,n_observations,max_pareto_k,mean_pareto_k,n_pareto_k_gt_0_5,n_pareto_k_gt_0_7,n_pareto_k_gt_1_0,frac_pareto_k_gt_0_7,loo_warning
production_anchor_sizesharp_2x2_inc_rec,3485,inf,inf,1617,1617,1617,0.46398852223816356,True
production_anchor_sizesharp_2x2_inc_static,3485,inf,inf,1617,1617,1617,0.46398852223816356,True
production_anchor_sizesharp_2x2_glob_rec,3485,inf,inf,1617,1617,1617,0.46398852223816356,True
production_anchor_sizesharp_2x2_glob_static,3485,inf,inf,1617,1617,1617,0.46398852223816356,True
