model,scope,n_points,r,r2,mae,rmse,slope,intercept
production_anchor_sizesharp_2x2_glob_rec,all_cells,6,0.3073893350538261,0.09448820330483336,0.10400572527795937,0.11397168745165083,0.0010322939557122414,0.6808480820940689
production_anchor_sizesharp_2x2_glob_rec,nonzero_cells,6,0.3073893350538261,0.09448820330483336,0.10400572527795937,0.11397168745165083,0.0010322939557122414,0.6808480820940689
production_anchor_sizesharp_2x2_glob_static,all_cells,6,0.3154008333116388,0.09947768565367618,0.10406344244231687,0.11399819077916636,0.0010624065422113922,0.6806411030317179
production_anchor_sizesharp_2x2_glob_static,nonzero_cells,6,0.3154008333116388,0.09947768565367618,0.10406344244231687,0.11399819077916636,0.0010624065422113922,0.6806411030317179
production_anchor_sizesharp_2x2_inc_rec,all_cells,6,0.9584568378525685,0.9186395100263448,0.07393654296149717,0.08025656322864705,0.3128067801854567,0.4624077410028786
production_anchor_sizesharp_2x2_inc_rec,nonzero_cells,6,0.9584568378525685,0.9186395100263448,0.07393654296149717,0.08025656322864705,0.3128067801854567,0.4624077410028786
production_anchor_sizesharp_2x2_inc_static,all_cells,6,0.9578512196220755,0.9174789589314976,0.07387350111553974,0.08014487036222728,0.3143009637845629,0.46121857400306404
production_anchor_sizesharp_2x2_inc_static,nonzero_cells,6,0.9578512196220755,0.9174789589314976,0.07387350111553974,0.08014487036222728,0.3143009637845629,0.46121857400306404
