model,relevant_property,sharpness,human_mean,model_mean,signed_residual,abs_residual
production_anchor_sizesharp_2x2_inc_rec,both,blurred,0.7456020075441603,0.675441,-0.07016098085653821,0.07016098085653821
production_anchor_sizesharp_2x2_inc_rec,both,sharp,0.7039198614267522,0.6918616,-0.01205823194066824,0.01205823194066824
production_anchor_sizesharp_2x2_inc_rec,first,blurred,0.8004220194738666,0.71576357,-0.08465845059569277,0.08465845059569277
production_anchor_sizesharp_2x2_inc_rec,first,sharp,0.8430052735958975,0.73264503,-0.11036023880585843,0.11036023880585843
production_anchor_sizesharp_2x2_inc_rec,second,blurred,0.5622611471576391,0.63147116,0.06921000991633552,0.06921000991633552
production_anchor_sizesharp_2x2_inc_rec,second,sharp,0.5434676018329876,0.64063895,0.09717134565388985,0.09717134565388985
production_anchor_sizesharp_2x2_inc_static,both,blurred,0.7456020075441603,0.6750926,-0.07050942960989515,0.07050942960989515
production_anchor_sizesharp_2x2_inc_static,both,sharp,0.7039198614267522,0.6916838,-0.01223603259603323,0.01223603259603323
production_anchor_sizesharp_2x2_inc_static,first,blurred,0.8004220194738666,0.7157554,-0.084666616432027,0.084666616432027
production_anchor_sizesharp_2x2_inc_static,first,sharp,0.8430052735958975,0.7329379,-0.11006740118607694,0.11006740118607694
production_anchor_sizesharp_2x2_inc_static,second,blurred,0.5622611471576391,0.6310673,0.06880612884333748,0.06880612884333748
production_anchor_sizesharp_2x2_inc_static,second,sharp,0.5434676018329876,0.640423,0.09695539802586861,0.09695539802586861
production_anchor_sizesharp_2x2_glob_rec,both,blurred,0.7456020075441603,0.6811925,-0.06440949026358167,0.06440949026358167
production_anchor_sizesharp_2x2_glob_rec,both,sharp,0.7039198614267522,0.68112826,-0.022791597953241483,0.022791597953241483
production_anchor_sizesharp_2x2_glob_rec,first,blurred,0.8004220194738666,0.68224645,-0.11817557286436953,0.11817557286436953
production_anchor_sizesharp_2x2_glob_rec,first,sharp,0.8430052735958975,0.6817372,-0.16126808907136136,0.16126808907136136
production_anchor_sizesharp_2x2_glob_rec,second,blurred,0.5622611471576391,0.6816913,0.11943014179042,0.11943014179042
production_anchor_sizesharp_2x2_glob_rec,second,sharp,0.5434676018329876,0.68142706,0.13795945972478219,0.13795945972478219
production_anchor_sizesharp_2x2_glob_static,both,blurred,0.7456020075441603,0.68098474,-0.06461727205526868,0.06461727205526868
production_anchor_sizesharp_2x2_glob_static,both,sharp,0.7039198614267522,0.68096596,-0.02295390140096487,0.02295390140096487
production_anchor_sizesharp_2x2_glob_static,first,blurred,0.8004220194738666,0.6820658,-0.11835623454268374,0.11835623454268374
production_anchor_sizesharp_2x2_glob_static,first,sharp,0.8430052735958975,0.68155706,-0.1614482143078726,0.1614482143078726
production_anchor_sizesharp_2x2_glob_static,second,blurred,0.5622611471576391,0.6814972,0.11923606906703133,0.11923606906703133
production_anchor_sizesharp_2x2_glob_static,second,sharp,0.5434676018329876,0.68123657,0.13776896328008004,0.13776896328008004
