model,speaker_type,total_heldout_elpd,mean_fold_elpd,se_fold_elpd,n_heldout,n_folds,n_parameters,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,n_draws,divergence_rate,diagnostic_status,diagnostics_ok,scope,n_points,ppc_r,ppc_r2,ppc_mae,ppc_rmse,slope,intercept,complete_objectives,eligible_for_frontier,heldout_pareto_frontier
production_anchor_reliabilitybackup_2x2_glob_static,production_anchor_reliabilitybackup_2x2_glob_static,-3002.614013671875,-600.522802734375,9.533727837557183,3485,5,275,1.0,0,0,6388.0,2961.0,0,40000,0.0,pass,True,all_cells,6,0.7393807576635946,0.5466839048031912,0.1039763699904074,0.1140194792898314,0.0009292211371006,0.6806908814844176,True,True,True
