pair,candidate,baseline,candidate_total_heldout_elpd,baseline_total_heldout_elpd,delta_heldout_elpd,candidate_mean_fold_elpd,baseline_mean_fold_elpd,candidate_se_fold_elpd,baseline_se_fold_elpd,n_folds
production_anchor_reliabilitybackup_logalpha_architecture_recursive,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,-2858.9310302734375,-3002.6588134765625,143.727783203125,-571.7862060546875,-600.5317626953125,10.866403562018313,9.535093472972283,5
production_anchor_reliabilitybackup_logalpha_architecture_static,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,-2859.1218872070312,-3002.6205444335938,143.4986572265625,-571.8243774414062,-600.5241088867188,10.864835244949175,9.532576466248544,5
production_anchor_reliabilitybackup_logalpha_semantics_incremental,production_anchor_reliabilitybackup_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_logalpha_2x2_inc_rec,-2859.1218872070312,-2858.9310302734375,-0.19085693359375,-571.8243774414062,-571.7862060546875,10.864835244949175,10.866403562018313,5
production_anchor_reliabilitybackup_logalpha_semantics_global,production_anchor_reliabilitybackup_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_logalpha_2x2_glob_rec,-3002.6205444335938,-3002.6588134765625,0.03826904296875,-600.5241088867188,-600.5317626953125,9.532576466248544,9.535093472972283,5
