,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
production_anchor_reliabilitybackup_2x2_inc_static,0,-2839.3760180473328,34.553322315216064,0.0,0.9999999999999998,42.61578747657611,0.0,True,log
production_anchor_reliabilitybackup_2x2_inc_rec,1,-2839.527901172638,34.48814105987549,0.15188312530517578,1.1102230246251565e-16,42.607930953267164,0.07204346961323974,True,log
production_anchor_reliabilitybackup_2x2_glob_static,2,-2996.503210067749,1.6108531951904297,157.12719202041626,3.1780134079895106e-15,39.64331989247407,14.038495574606921,True,log
production_anchor_reliabilitybackup_2x2_glob_rec,3,-2996.545090675354,1.6151914596557617,157.16907262802124,0.0,39.64193605855289,14.039357378633266,True,log
