model,parameter,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
production_anchor_reliabilitybackup_2x2_inc_rec,alpha,1.739,0.266,1.241,2.233,0.004,0.003,4014.0,4792.0,1.0
production_anchor_reliabilitybackup_2x2_inc_rec,log_beta_order,-0.727,0.091,-0.91,-0.57,0.001,0.001,7594.0,5518.0,1.0
production_anchor_reliabilitybackup_2x2_inc_rec,lambda_salience,3.732,0.434,2.957,4.574,0.007,0.005,4004.0,4151.0,1.0
production_anchor_reliabilitybackup_2x2_inc_rec,rho_salience_stop,3.579,0.446,2.715,4.403,0.007,0.005,3687.0,4012.0,1.0
production_anchor_reliabilitybackup_2x2_inc_rec,sigma,0.75,0.012,0.728,0.772,0.0,0.0,6361.0,5879.0,1.0
production_anchor_reliabilitybackup_2x2_inc_rec,tau,1.124,0.097,0.947,1.313,0.001,0.001,4778.0,5548.0,1.0
production_anchor_reliabilitybackup_2x2_inc_static,alpha,1.739,0.264,1.212,2.213,0.004,0.003,4037.0,4877.0,1.0
production_anchor_reliabilitybackup_2x2_inc_static,log_beta_order,-0.725,0.091,-0.893,-0.557,0.001,0.001,8218.0,5924.0,1.0
production_anchor_reliabilitybackup_2x2_inc_static,lambda_salience,3.736,0.437,2.893,4.53,0.007,0.005,4350.0,4715.0,1.0
production_anchor_reliabilitybackup_2x2_inc_static,rho_salience_stop,3.582,0.449,2.745,4.432,0.007,0.005,3955.0,4248.0,1.0
production_anchor_reliabilitybackup_2x2_inc_static,sigma,0.75,0.012,0.728,0.772,0.0,0.0,7570.0,6317.0,1.0
production_anchor_reliabilitybackup_2x2_inc_static,tau,1.125,0.097,0.945,1.308,0.001,0.001,5896.0,5737.0,1.0
production_anchor_reliabilitybackup_2x2_glob_rec,alpha,2.354,1.793,0.001,5.577,0.017,0.021,6808.0,3200.0,1.0
production_anchor_reliabilitybackup_2x2_glob_rec,log_beta_order,-1.31,0.054,-1.41,-1.211,0.0,0.001,12327.0,6220.0,1.0
production_anchor_reliabilitybackup_2x2_glob_rec,lambda_salience,0.793,0.611,0.0,1.907,0.006,0.007,7593.0,3655.0,1.0
production_anchor_reliabilitybackup_2x2_glob_rec,rho_salience_stop,0.599,0.447,0.001,1.402,0.004,0.005,7896.0,4640.0,1.0
production_anchor_reliabilitybackup_2x2_glob_rec,sigma,0.819,0.011,0.798,0.84,0.0,0.0,11836.0,6474.0,1.0
production_anchor_reliabilitybackup_2x2_glob_rec,tau,0.119,0.091,0.0,0.28,0.001,0.001,6667.0,3080.0,1.0
production_anchor_reliabilitybackup_2x2_glob_static,alpha,2.399,1.797,0.003,5.553,0.018,0.02,6031.0,3135.0,1.0
production_anchor_reliabilitybackup_2x2_glob_static,log_beta_order,-1.31,0.054,-1.411,-1.21,0.001,0.001,9408.0,5609.0,1.0
production_anchor_reliabilitybackup_2x2_glob_static,lambda_salience,0.791,0.596,0.001,1.87,0.006,0.007,6918.0,3643.0,1.0
production_anchor_reliabilitybackup_2x2_glob_static,rho_salience_stop,0.597,0.448,0.0,1.4,0.004,0.005,6471.0,3647.0,1.0
production_anchor_reliabilitybackup_2x2_glob_static,sigma,0.819,0.011,0.798,0.84,0.0,0.0,9290.0,6515.0,1.0
production_anchor_reliabilitybackup_2x2_glob_static,tau,0.119,0.091,0.0,0.283,0.001,0.001,5874.0,2935.0,1.0
