condition,annotation,probs_exp,se_exp,conditions,annotation,mean_probs_model,se_model
size_relevant_blurred,4,0.032675090252707574,0.007093563345108656,size_relevant_blurred,4,0.09484837545126354,0.0004430153054143479
size_relevant_blurred,5,0.005353790613718411,0.003107024143831776,size_relevant_blurred,5,0.11431588447653429,0.0005489974884550595
size_relevant_blurred,6,0.001759927797833935,0.0017541328272181237,size_relevant_blurred,6,0.017572573315614716,0.0002972016903725309
size_relevant_blurred,7,0.03940252707581227,0.008509018186855767,size_relevant_blurred,7,0.0981985559566787,0.000451158351881291
size_relevant_blurred,8,0.08651444043321299,0.011743116726163074,size_relevant_blurred,8,0.05644223826714801,0.0003493518849087508
size_relevant_blurred,9,0.0,0.0,size_relevant_blurred,9,0.018213321950760725,0.00029981105344279775
size_relevant_blurred,10,0.03794765342960288,0.007859030616807726,size_relevant_blurred,10,0.08275451263537906,0.0004022961405343416
size_relevant_blurred,11,0.00927797833935018,0.004005593711601146,size_relevant_blurred,11,0.0724404332129964,0.00040612192990686176
size_relevant_blurred,12,0.0034512635379061376,0.0024619350552762295,size_relevant_blurred,12,0.018242452990741176,0.00029925159775034905
size_relevant_blurred,13,0.01626173285198556,0.005332986287620002,size_relevant_blurred,13,0.011347109329435301,0.0002566833663344952
size_relevant_blurred,14,0.0036371841155234657,0.0025975067922519106,size_relevant_blurred,14,0.018016176757847824,0.00029379125917735184
size_relevant_sharp,0,0.2680119521912351,0.018941095086977396,size_relevant_sharp,0,0.13941633466135456,0.0007915080085828458
size_relevant_sharp,1,0.0462808764940239,0.008955886192537876,size_relevant_sharp,1,0.09352788844621514,0.00043109628181199345
size_relevant_sharp,2,0.2045876494023904,0.017827382155409348,size_relevant_sharp,2,0.09587051792828685,0.0004519865155757973
size_relevant_sharp,3,0.23120916334661348,0.019209892759762866,size_relevant_sharp,3,0.06995019920318725,0.0003924281735113685
size_relevant_sharp,4,0.021908366533864538,0.006496588597269202,size_relevant_sharp,4,0.09556772908366534,0.0004542198182301089
size_relevant_sharp,5,0.0,0.0,size_relevant_sharp,5,0.11273505976095617,0.0005739900015696646
size_relevant_sharp,6,0.0,0.0,size_relevant_sharp,6,0.01751428022848366,0.0002998884540472822
size_relevant_sharp,7,0.01781075697211155,0.006017624298144241,size_relevant_sharp,7,0.09931673306772909,0.00047109965809460886
size_relevant_sharp,8,0.09404581673306771,0.012934789094083833,size_relevant_sharp,8,0.05595019920318725,0.0003714175087938349
size_relevant_sharp,9,0.002047808764940239,0.002009106108951461,size_relevant_sharp,9,0.017858565737051794,0.0003071060858402546
size_relevant_sharp,10,0.1021633466135458,0.013544381808226128,size_relevant_sharp,10,0.08265737051792829,0.00042078854703967306
size_relevant_sharp,11,0.0019223107569721113,0.001920813569675127,size_relevant_sharp,11,0.0726613545816733,0.0003982638958150886
size_relevant_sharp,12,0.0,0.0,size_relevant_sharp,12,0.018279587062571358,0.00030419715410947835
size_relevant_sharp,13,0.009988047808764939,0.004496790352488157,size_relevant_sharp,13,0.011122863916235884,0.00025769954134121005
size_relevant_sharp,14,0.0,0.0,size_relevant_sharp,14,0.018070004550934538,0.00030149086951241694
