candidate,baseline,semantics,sufficient_single_boost,reliability_form_boost,nonsufficient_colour_penalty,summary_type,conditions,relevant_property,sharpness,category,baseline_signed_residual,candidate_signed_residual,baseline_abs_residual,candidate_abs_residual,abs_residual_reduction
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brcf,both,sharp,redundant_form,-0.3885151583050924,-0.18877373517505702,0.3885151583050924,0.18877373517505702,0.1997414231300354
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdc,both,blurred,redundant_form,-0.40113678606154646,-0.26229462059142317,0.40113678606154646,0.26229462059142317,0.1388421654701233
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdc,both,sharp,redundant_form,-0.2885732563068094,-0.18997674303547762,0.2885732563068094,0.18997674303547762,0.09859651327133179
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdf,both,blurred,redundant_form,-0.3417194359618704,-0.24199669292750758,0.3417194359618704,0.24199669292750758,0.09972274303436279
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdf,both,sharp,redundant_form,-0.21514443083414958,-0.1471279613555424,0.21514443083414958,0.1471279613555424,0.06801646947860718
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brcf,both,blurred,colour_only,0.2737116643886297,0.044106004546138555,0.2737116643886297,0.044106004546138555,0.22960565984249115
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brcf,both,sharp,colour_only,0.28257425862645347,0.050268366814605774,0.28257425862645347,0.050268366814605774,0.2323058918118477
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdc,both,blurred,colour_only,0.23819174635957913,0.03374887276243405,0.23819174635957913,0.03374887276243405,0.20444287359714508
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdc,both,sharp,colour_only,0.18999741971492767,0.030796682462096214,0.18999741971492767,0.030796682462096214,0.15920073725283146
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdf,both,blurred,colour_only,0.14923502969485458,0.014768413258015468,0.14923502969485458,0.014768413258015468,0.1344666164368391
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,brdf,both,sharp,colour_only,0.01596544091663664,-0.08162551405765707,0.01596544091663664,0.08162551405765707,-0.06566007314102043
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,zrdc,second,blurred,colour_only,-0.2347796768002619,-0.2347796768002619,0.2347796768002619,0.2347796768002619,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,zrdc,second,sharp,colour_only,-0.3577248061460162,-0.3577248061460162,0.3577248061460162,0.3577248061460162,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,overinformativeness,zrdc,second,blurred,over_minimal_length,0.23269224198406968,0.23269224198406968,0.23269224198406968,0.23269224198406968,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,overinformativeness,zrdc,second,sharp,over_minimal_length,0.32736308044857454,0.32736308044857454,0.32736308044857454,0.32736308044857454,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,erdc,first,blurred,size_only,0.00217596976765657,0.008152736115541702,0.00217596976765657,0.008152736115541702,-0.005976766347885132
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,erdc,first,sharp,size_only,-0.19984038117753555,-0.1963317165099292,0.19984038117753555,0.1963317165099292,0.0035086646676063538
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,erdc,first,blurred,size_colour,0.2041314938761267,0.2298442074753317,0.2041314938761267,0.2298442074753317,-0.025712713599205017
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,2.0,selection,erdc,first,sharp,size_colour,0.23925455051114358,0.25377489762952127,0.23925455051114358,0.25377489762952127,-0.014520347118377686
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brcf,both,blurred,redundant_form,-0.37476751980958156,-0.15328744826493435,0.37476751980958156,0.15328744826493435,0.22148007154464722
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brcf,both,sharp,redundant_form,-0.3885151583050924,-0.1607882219647604,0.3885151583050924,0.1607882219647604,0.22772693634033203
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdc,both,blurred,redundant_form,-0.40113678606154646,-0.24431857498290266,0.40113678606154646,0.24431857498290266,0.1568182110786438
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdc,both,sharp,redundant_form,-0.2885732563068094,-0.17806469517247103,0.2885732563068094,0.17806469517247103,0.11050856113433838
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdf,both,blurred,redundant_form,-0.3417194359618704,-0.230162131102709,0.3417194359618704,0.230162131102709,0.11155730485916138
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdf,both,sharp,redundant_form,-0.21514443083414958,-0.13944921417841838,0.21514443083414958,0.13944921417841838,0.0756952166557312
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brcf,both,blurred,colour_only,0.2737116643886297,0.012446963946077139,0.2737116643886297,0.012446963946077139,0.26126470044255257
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brcf,both,sharp,colour_only,0.28257425862645347,0.017953375236146034,0.28257425862645347,0.017953375236146034,0.2646208833903074
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdc,both,blurred,colour_only,0.23819174635957913,0.007268345167748498,0.23819174635957913,0.007268345167748498,0.23092340119183064
