model,semantics,sufficient_single_boost,reliability_form_boost,nonsufficient_colour_penalty,summary_type,scope,n_cells,mae,rmse,kl_empirical_to_model
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.0,3.0,utterance_cells,overall,270,0.04286348015417036,0.07618591587595598,0.3981745659480278
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.5,0.0,utterance_cells,overall,270,0.042068464210418925,0.07585305616933133,0.350177637198616
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.5,0.5,utterance_cells,overall,270,0.0408103079221584,0.0721125390649768,0.33177211694155734
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.5,1.0,utterance_cells,overall,270,0.04010666305875839,0.07027019046765678,0.3252892765059867
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.5,1.5,utterance_cells,overall,270,0.03968689019086551,0.06939710752459913,0.32664840373728965
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.5,2.0,utterance_cells,overall,270,0.03944727193462581,0.06898316384422751,0.3330201424434883
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,0.5,3.0,utterance_cells,overall,270,0.03925775205393194,0.06867870604691517,0.35399565866279326
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.0,0.0,utterance_cells,overall,270,0.039163881262959874,0.06981014473109749,0.30676599345936884
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.0,0.5,utterance_cells,overall,270,0.0385489129491153,0.0677309928890698,0.29881953150563934
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.0,1.0,utterance_cells,overall,270,0.03819648431474702,0.06675670387229357,0.299240168505399
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.0,1.5,utterance_cells,overall,270,0.0379839556040192,0.06630371207637775,0.3050223109195139
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.0,2.0,utterance_cells,overall,270,0.037849724769914946,0.06608821348835181,0.31417147205032697
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.0,3.0,utterance_cells,overall,270,0.03779417169701133,0.06592586356721175,0.33792654415233636
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.5,0.0,utterance_cells,overall,270,0.0379624830522271,0.06793610864238368,0.292850012311433
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.5,0.5,utterance_cells,overall,270,0.03760259771677326,0.06697821424046597,0.2925859175846231
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.5,1.0,utterance_cells,overall,270,0.037378443926150313,0.06655146942114881,0.2979368628819554
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.5,1.5,utterance_cells,overall,270,0.03723670213975673,0.06635896637449401,0.3068182971532053
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.5,2.0,utterance_cells,overall,270,0.037179861874568405,0.06626894478485813,0.31788965688096243
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,1.5,3.0,utterance_cells,overall,270,0.037195528733145855,0.06620186062925738,0.3435497555567862
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,2.0,0.0,utterance_cells,overall,270,0.03786336416844856,0.06829445465190326,0.30082918185480345
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,2.0,0.5,utterance_cells,overall,270,0.037601971358446035,0.06791851681496607,0.30588270085369357
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,2.0,1.0,utterance_cells,overall,270,0.03743973047655726,0.06776130558490898,0.3145792501306196
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,2.0,1.5,utterance_cells,overall,270,0.03736718054953771,0.06769446546478428,0.32553676897415595
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,2.0,2.0,utterance_cells,overall,270,0.03734593485030472,0.06766499162881721,0.3378852100384028
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,2.0,3.0,utterance_cells,overall,270,0.037396215241821684,0.06764460291710672,0.3648030113540234
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,3.0,0.0,utterance_cells,overall,270,0.039088823535883006,0.07041583801981424,0.3574370435870875
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,3.0,0.5,utterance_cells,overall,270,0.03901383784375501,0.07038483454671707,0.3682710212144216
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,3.0,1.0,utterance_cells,overall,270,0.03899284192765649,0.07037773295860794,0.3805438105937534
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,3.0,1.5,utterance_cells,overall,270,0.039020513864674714,0.07037786446549298,0.3936970923361973
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,3.0,2.0,utterance_cells,overall,270,0.03904625409742883,0.07037960940033398,0.40738734458004844
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,1.5,3.0,3.0,utterance_cells,overall,270,0.039077418074282874,0.07038253642263169,0.4356199984858399
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.0,0.0,utterance_cells,overall,270,0.04625811700960648,0.08636958146840991,0.433585172044624
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.0,0.5,utterance_cells,overall,270,0.044676018411770525,0.08147469029959555,0.4048969675369858
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.0,1.0,utterance_cells,overall,270,0.0437485824801382,0.0789979301099606,0.39126208672257135
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.0,1.5,utterance_cells,overall,270,0.04315936299673014,0.077844720970214,0.38786682562844077
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.0,2.0,utterance_cells,overall,270,0.04277680394850266,0.07733092996223703,0.3911783779645154
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.0,3.0,utterance_cells,overall,270,0.04239951699365695,0.0770020525748306,0.40902999683295505
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.5,0.0,utterance_cells,overall,270,0.04050363043033848,0.07478736948633578,0.35025767771124167
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,context_updating,2.0,0.5,0.5,utterance_cells,overall,270,0.03938549720861512,0.07140960420838244,0.3338081072544534
