relevant_property,sharpness,utterance_label,model_proportion,utterance_code,model,semantics,lambda_size_sharp_single_bonus,lambda_size_sharp_form_pair_penalty,empirical_proportion,condition_n,signed_residual,abs_residual
both,blurred,D,0.013715217726331693,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,566,0.013715217726331693,0.013715217726331693
both,blurred,DC,0.06647906398258281,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.06890459363957598,566,-0.002425529656993164,0.002425529656993164
both,blurred,DCF,0.22596741096514517,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.30918727915194344,566,-0.08321986818679827,0.08321986818679827
both,blurred,DF,0.0987933814655124,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.08480565371024736,566,0.01398772775526505,0.01398772775526505
both,blurred,DFC,0.02414196545065828,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.030035335689045935,566,-0.005893370238387655,0.005893370238387655
both,blurred,F,0.07769883422510522,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.1166077738515901,566,-0.03890893962648488,0.03890893962648488
both,blurred,FC,0.0425347530812327,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.04063604240282685,566,0.0018987106784058502,0.0018987106784058502
both,blurred,FCD,0.004441994057871173,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,566,0.004441994057871173,0.004441994057871173
both,blurred,FD,0.002338940514755735,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0017667844522968198,566,0.0005721560624589151,0.0005721560624589151
both,blurred,FDC,0.003627951099284921,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.00530035335689046,566,-0.0016724022576055388,0.0016724022576055388
both,sharp,C,0.05130068995857042,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,503,0.05130068995857042,0.05130068995857042
both,sharp,CD,0.006210082962860415,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.011928429423459244,503,-0.005718346460598829,0.005718346460598829
both,sharp,CDF,0.08087762749494229,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.027833001988071572,503,0.05304462550687072,0.05304462550687072
both,sharp,CF,0.15716239415830333,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.20278330019880716,503,-0.04562090604050384,0.04562090604050384
both,sharp,CFD,0.016972643063518086,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.003976143141153081,503,0.012996499922365005,0.012996499922365005
both,sharp,D,0.01862092306526468,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,503,0.01862092306526468,0.01862092306526468
both,sharp,DC,0.09059312908306301,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.19681908548707752,503,-0.10622595640401451,0.10622595640401451
both,sharp,DCF,0.30815404682118025,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.3121272365805169,503,-0.003973189759336637,0.003973189759336637
both,sharp,DF,0.13190993139740628,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.1073558648111332,503,0.024554066586273085,0.024554066586273085
both,sharp,DFC,0.03221618288088238,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.02982107355864811,503,0.0023951093222342665,0.0023951093222342665
both,sharp,F,0.06399756994699096,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.08349900596421471,503,-0.019501436017223747,0.019501436017223747
both,sharp,FC,0.03148351932929356,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.02186878727634195,503,0.00961473205295161,0.00961473205295161
both,sharp,FCD,0.00334157203832924,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0019880715705765406,503,0.0013535004677526995,0.0013535004677526995
both,sharp,FD,0.0027808951872914426,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,503,0.0027808951872914426,0.0027808951872914426
both,sharp,FDC,0.004378792612103699,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,503,0.004378792612103699,0.004378792612103699
first,blurred,C,0.019514319302422634,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.005415162454873646,554,0.014099156847548987,0.014099156847548987
first,blurred,CD,0.0022409389089788454,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0018050541516245488,554,0.00043588475735429656,0.00043588475735429656
first,blurred,CDF,0.028958932381852088,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.039711191335740074,554,-0.010752258953887987,0.010752258953887987
first,blurred,CF,0.0681127008309391,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.08664259927797834,554,-0.018529898447039242,0.018529898447039242
first,blurred,CFD,0.00738751458871247,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,554,0.00738751458871247,0.00738751458871247
first,blurred,D,0.09998248990849651,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.05595667870036101,554,0.0440258112081355,0.0440258112081355
first,blurred,DC,0.057360621823262375,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.04332129963898917,554,0.014039322184273208,0.014039322184273208
first,blurred,DCF,0.19552828917099788,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.2996389891696751,554,-0.1041106999986772,0.1041106999986772
first,blurred,DF,0.3914204145606296,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.36462093862815886,554,0.02679947593247073,0.02679947593247073
first,blurred,DFC,0.046923462741983474,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.032490974729241874,554,0.0144324880127416,0.0144324880127416
first,blurred,F,0.049587553277193865,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.03790613718411552,554,0.011681416093078344,0.011681416093078344
first,blurred,FC,0.019433981724538023,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.016245487364620937,554,0.0031884943599170858,0.0031884943599170858
first,blurred,FCD,0.0020702641848717586,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0036101083032490976,554,-0.001539844118377339,0.001539844118377339
first,blurred,FD,0.006277122742422885,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.009025270758122744,554,-0.0027481480156998587,0.0027481480156998587
first,blurred,FDC,0.005201393852698543,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0036101083032490976,554,0.0015912855494494456,0.0015912855494494456
first,sharp,C,0.007999683503071776,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,502,0.007999683503071776,0.007999683503071776
first,sharp,CD,0.0011309159987583502,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,502,0.0011309159987583502,0.0011309159987583502
first,sharp,CDF,0.014486083070739788,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.017928286852589643,502,-0.0034422037818498553,0.0034422037818498553
first,sharp,CF,0.016943432641542577,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.09362549800796813,502,-0.07668206536642555,0.07668206536642555
first,sharp,CFD,0.0018873623276355728,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.00199203187250996,502,-0.0001046695448743873,0.0001046695448743873
first,sharp,D,0.6268279512121235,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.2689243027888446,502,0.35790364842327893,0.35790364842327893
first,sharp,DC,0.04818619894913192,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.045816733067729085,502,0.002369465881402834,0.002369465881402834
first,sharp,DCF,0.1645143802217363,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.2051792828685259,502,-0.0406649026467896,0.0406649026467896
first,sharp,DF,0.04607043846057125,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.23107569721115537,502,-0.1850052587505841,0.1850052587505841
first,sharp,DFC,0.0408055007406616,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.021912350597609563,502,0.01889315014305204,0.01889315014305204
first,sharp,F,0.020999738655808398,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.10159362549800798,502,-0.08059388684219958,0.08059388684219958
first,sharp,FC,0.005792106087264005,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0099601593625498,502,-0.004168053275285796,0.004168053275285796
first,sharp,FCD,0.0006633120246195823,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,502,0.0006633120246195823,0.0006633120246195823
first,sharp,FD,0.0005264976621617715,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.00199203187250996,502,-0.0014655342103481886,0.0014655342103481886
first,sharp,FDC,0.0031663984441735716,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,502,0.0031663984441735716,0.0031663984441735716
second,blurred,C,0.7104088150309645,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.6278659611992945,567,0.08254285383167004,0.08254285383167004
second,blurred,CD,0.007514421477953438,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.007514421477953438,0.007514421477953438
second,blurred,CDF,0.014954395127611875,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.005291005291005291,567,0.009663389836606584,0.009663389836606584
second,blurred,CF,0.17202054576252815,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.26278659611992944,567,-0.09076605035740129,0.09076605035740129
second,blurred,CFD,0.009070771260418942,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.009070771260418942,0.009070771260418942
second,blurred,D,0.006728412151784494,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.006728412151784494,0.006728412151784494
second,blurred,DC,0.03495997398227032,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.03495997398227032,0.03495997398227032
second,blurred,DCF,0.018066484621968682,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.026455026455026454,567,-0.008388541833057771,0.008388541833057771
second,blurred,DF,0.00415148704066949,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.00415148704066949,0.00415148704066949
second,blurred,DFC,0.001023414891871645,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.014109347442680775,567,-0.01308593255080913,0.01308593255080913
second,blurred,F,0.008892479869218334,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.04409171075837742,567,-0.03519923088915909,0.03519923088915909
second,blurred,FC,0.011313491878061748,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.019400352733686066,567,-0.008086860855624317,0.008086860855624317
second,blurred,FCD,0.0005827246367786286,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.0005827246367786286,0.0005827246367786286
second,blurred,FD,0.00014609952760804773,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.00014609952760804773,0.00014609952760804773
second,blurred,FDC,0.00016648274029168754,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,567,0.00016648274029168754,0.00016648274029168754
second,sharp,C,0.7079109124315237,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.7162698412698413,504,-0.00835892883831757,0.00835892883831757
second,sharp,CD,0.00906756288995396,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.00906756288995396,0.00906756288995396
second,sharp,CDF,0.018059104491507993,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.003968253968253968,504,0.014090850523254025,0.014090850523254025
second,sharp,CF,0.14408557611994807,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.23015873015873015,504,-0.08607315403878207,0.08607315403878207
second,sharp,CFD,0.007603205901169249,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.007603205901169249,0.007603205901169249
second,sharp,D,0.009598004434679336,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.009598004434679336,0.009598004434679336
second,sharp,DC,0.05005037461861992,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.001984126984126984,504,0.04806624763449294,0.04806624763449294
second,sharp,DCF,0.02588471684215712,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.001984126984126984,504,0.023900589858030136,0.023900589858030136
second,sharp,DF,0.005812803989383348,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.005812803989383348,0.005812803989383348
second,sharp,DFC,0.0014291030153701836,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.005952380952380952,504,-0.0045232779370107685,0.0045232779370107685
second,sharp,F,0.008723088389083752,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.01984126984126984,504,-0.011118181452186088,0.011118181452186088
second,sharp,FC,0.010817014297532653,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.01984126984126984,504,-0.009024255543737187,0.009024255543737187
second,sharp,FCD,0.0005604151105036135,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.0005604151105036135,0.0005604151105036135
second,sharp,FD,0.0001793240548386679,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.0001793240548386679,0.0001793240548386679
second,sharp,FDC,0.00021879341372835944,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.0,0.0,504,0.00021879341372835944,0.00021879341372835944
both,blurred,C,0.06204448013808983,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0088339222614841,566,0.05321055787660573,0.05321055787660573
both,blurred,CD,0.006188208162654734,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0088339222614841,566,-0.0026457140988293652,0.0026457140988293652
both,blurred,CDF,0.08065760668347562,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.05123674911660778,566,0.02942085756686784,0.02942085756686784
both,blurred,CF,0.2630791767834929,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.2703180212014134,566,-0.007238844417920498,0.007238844417920498
both,blurred,CFD,0.028291015663806814,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0035335689045936395,566,0.024757446759213174,0.024757446759213174
both,blurred,D,0.013715217726331693,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,566,0.013715217726331693,0.013715217726331693
both,blurred,DC,0.06647906398258281,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.06890459363957598,566,-0.002425529656993164,0.002425529656993164
both,blurred,DCF,0.22596741096514517,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.30918727915194344,566,-0.08321986818679827,0.08321986818679827
both,blurred,DF,0.0987933814655124,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.08480565371024736,566,0.01398772775526505,0.01398772775526505
both,blurred,DFC,0.02414196545065828,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.030035335689045935,566,-0.005893370238387655,0.005893370238387655
both,blurred,F,0.07769883422510522,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.1166077738515901,566,-0.03890893962648488,0.03890893962648488
both,blurred,FC,0.0425347530812327,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.04063604240282685,566,0.0018987106784058502,0.0018987106784058502
both,blurred,FCD,0.004441994057871173,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,566,0.004441994057871173,0.004441994057871173
both,blurred,FD,0.002338940514755735,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0017667844522968198,566,0.0005721560624589151,0.0005721560624589151
both,blurred,FDC,0.003627951099284921,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.00530035335689046,566,-0.0016724022576055388,0.0016724022576055388
both,sharp,C,0.05130068995857042,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,503,0.05130068995857042,0.05130068995857042
both,sharp,CD,0.006210082962860415,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.011928429423459244,503,-0.005718346460598829,0.005718346460598829
both,sharp,CDF,0.08087762749494229,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.027833001988071572,503,0.05304462550687072,0.05304462550687072
both,sharp,CF,0.15716239415830333,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.20278330019880716,503,-0.04562090604050384,0.04562090604050384
both,sharp,CFD,0.016972643063518086,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.003976143141153081,503,0.012996499922365005,0.012996499922365005
both,sharp,D,0.01862092306526468,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,503,0.01862092306526468,0.01862092306526468
both,sharp,DC,0.09059312908306301,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.19681908548707752,503,-0.10622595640401451,0.10622595640401451
both,sharp,DCF,0.30815404682118025,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.3121272365805169,503,-0.003973189759336637,0.003973189759336637
both,sharp,DF,0.13190993139740628,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.1073558648111332,503,0.024554066586273085,0.024554066586273085
both,sharp,DFC,0.03221618288088238,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.02982107355864811,503,0.0023951093222342665,0.0023951093222342665
both,sharp,F,0.06399756994699096,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.08349900596421471,503,-0.019501436017223747,0.019501436017223747
both,sharp,FC,0.03148351932929356,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.02186878727634195,503,0.00961473205295161,0.00961473205295161
both,sharp,FCD,0.00334157203832924,14,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0019880715705765406,503,0.0013535004677526995,0.0013535004677526995
both,sharp,FD,0.0027808951872914426,11,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,503,0.0027808951872914426,0.0027808951872914426
both,sharp,FDC,0.004378792612103699,12,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,503,0.004378792612103699,0.004378792612103699
first,blurred,C,0.019514319302422634,5,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.005415162454873646,554,0.014099156847548987,0.014099156847548987
first,blurred,CD,0.0022409389089788454,6,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0018050541516245488,554,0.00043588475735429656,0.00043588475735429656
first,blurred,CDF,0.028958932381852088,7,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.039711191335740074,554,-0.010752258953887987,0.010752258953887987
first,blurred,CF,0.0681127008309391,8,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.08664259927797834,554,-0.018529898447039242,0.018529898447039242
first,blurred,CFD,0.00738751458871247,9,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.0,554,0.00738751458871247,0.00738751458871247
first,blurred,D,0.09998248990849651,0,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.05595667870036101,554,0.0440258112081355,0.0440258112081355
first,blurred,DC,0.057360621823262375,1,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.04332129963898917,554,0.014039322184273208,0.014039322184273208
first,blurred,DCF,0.19552828917099788,2,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.2996389891696751,554,-0.1041106999986772,0.1041106999986772
first,blurred,DF,0.3914204145606296,3,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.36462093862815886,554,0.02679947593247073,0.02679947593247073
first,blurred,DFC,0.046923462741983474,4,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.032490974729241874,554,0.0144324880127416,0.0144324880127416
first,blurred,F,0.049587553277193865,10,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.03790613718411552,554,0.011681416093078344,0.011681416093078344
first,blurred,FC,0.019433981724538023,13,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,context_updating,2.0,2.5,0.016245487364620937,554,0.0031884943599170858,0.0031884943599170858
