relevant_property,sharpness,utterance_code,utterance_label,human_mean,human_lo,human_hi,n,model_mean,model_lo,model_hi,condition
both,blurred,0,D,0.0,0.0,0.0,566,0.013862190812720847,0.00530035335689046,0.024734982332155476,both | blurred
both,blurred,1,DC,0.06890459363957598,0.04946996466431095,0.09010600706713781,566,0.066660777385159,0.045936395759717315,0.08657243816254417,both | blurred
both,blurred,2,DCF,0.30918727915194344,0.2703180212014134,0.3480565371024735,566,0.23219787985865725,0.196952296819788,0.2694787985865724,both | blurred
both,blurred,3,DF,0.08480565371024736,0.061837455830388695,0.10777385159010601,566,0.09889399293286219,0.07327738515901061,0.12460247349823318,both | blurred
both,blurred,4,DFC,0.030035335689045935,0.0176678445229682,0.044169611307420496,566,0.0238339222614841,0.012367491166077738,0.037102473498233215,both | blurred
both,blurred,5,C,0.0088339222614841,0.0017667844522968198,0.0176678445229682,566,0.06051943462897527,0.04063604240282685,0.08303886925795052,both | blurred
both,blurred,6,CD,0.0088339222614841,0.0017667844522968198,0.0176678445229682,566,0.006529420801966508,0.0017667844522968198,0.014134275618374558,both | blurred
both,blurred,7,CDF,0.05123674911660778,0.03356890459363958,0.0706713780918728,566,0.08097879858657243,0.05830388692579505,0.10340106007067135,both | blurred
both,blurred,8,CF,0.2703180212014134,0.2332155477031802,0.30565371024734983,566,0.25903533568904596,0.21908127208480566,0.30304770318021196,both | blurred
both,blurred,9,CFD,0.0035335689045936395,0.0,0.0088339222614841,566,0.0279434628975265,0.015901060070671377,0.04509717314487629,both | blurred
both,blurred,10,F,0.1166077738515901,0.09010600706713781,0.14487632508833923,566,0.07713780918727915,0.054770318021201414,0.0998674911660777,both | blurred
both,blurred,11,FD,0.0017667844522968198,0.0,0.00530035335689046,566,0.003264710400983254,0.0017667844522968198,0.007067137809187279,both | blurred
both,blurred,12,FDC,0.00530035335689046,0.0,0.012367491166077738,566,0.0040803336080757965,0.0017667844522968198,0.01060070671378092,both | blurred
both,blurred,13,FC,0.04063604240282685,0.024734982332155476,0.05653710247349823,566,0.04225088339222615,0.026501766784452298,0.06007067137809187,both | blurred
both,blurred,14,FCD,0.0,0.0,0.0,566,0.004827930557689354,0.0017667844522968198,0.01060070671378092,both | blurred
both,sharp,0,D,0.0,0.0,0.0,503,0.018497017892644133,0.007952286282306162,0.030864811133200748,both | sharp
both,sharp,1,DC,0.19681908548707752,0.1610337972166998,0.23260437375745527,503,0.08739960238568588,0.06257455268389663,0.11530815109343936,both | sharp
both,sharp,2,DCF,0.3121272365805169,0.27236580516898606,0.3518886679920477,503,0.305168986083499,0.25939363817097416,0.3518886679920477,both | sharp
both,sharp,3,DF,0.1073558648111332,0.08151093439363817,0.13518886679920478,503,0.13065606361829027,0.10139165009940358,0.16500994035785288,both | sharp
both,sharp,4,DFC,0.02982107355864811,0.015904572564612324,0.04572564612326044,503,0.031244532803180913,0.016848906560636184,0.04970178926441352,both | sharp
both,sharp,5,C,0.0,0.0,0.0,503,0.048763419483101395,0.03076540755467197,0.06958250497017893,both | sharp
both,sharp,6,CD,0.011928429423459244,0.003976143141153081,0.02186878727634195,503,0.006135456170539786,0.0019880715705765406,0.013916500994035786,both | sharp
both,sharp,7,CDF,0.027833001988071572,0.013916500994035786,0.0437375745526839,503,0.07634592445328031,0.0536779324055666,0.10139165009940358,both | sharp
both,sharp,8,CF,0.20278330019880716,0.16898608349900596,0.24055666003976142,503,0.16842544731610337,0.13717693836978131,0.2047713717693837,both | sharp
both,sharp,9,CFD,0.003976143141153081,0.0,0.009940357852882704,503,0.01808747514910537,0.007952286282306162,0.03180914512922465,both | sharp
both,sharp,10,F,0.08349900596421471,0.061630218687872766,0.1073558648111332,503,0.06569383697813122,0.0437375745526839,0.09145129224652088,both | sharp
both,sharp,11,FD,0.0,0.0,0.0,503,0.003679257786613651,0.0019880715705765406,0.007952286282306162,both | sharp
both,sharp,12,FDC,0.0,0.0,0.0,503,0.004906047585455011,0.0019880715705765406,0.01028827037773362,both | sharp
both,sharp,13,FC,0.02186878727634195,0.009940357852882704,0.03578528827037773,503,0.033693836978131206,0.019880715705765408,0.04970178926441352,both | sharp
both,sharp,14,FCD,0.0019880715705765406,0.0,0.005964214711729622,503,0.0039074196794541384,0.0019880715705765406,0.007952286282306162,both | sharp
first,blurred,0,D,0.05595667870036101,0.039711191335740074,0.07581227436823104,554,0.09351624548736462,0.06583935018050542,0.12274368231046931,first | blurred
first,blurred,1,DC,0.04332129963898917,0.02707581227436823,0.05956678700361011,554,0.05692779783393502,0.036101083032490974,0.07856498194945845,first | blurred
first,blurred,2,DCF,0.2996389891696751,0.26173285198555957,0.33578519855595645,554,0.19599638989169674,0.15970216606498197,0.23104693140794225,first | blurred
first,blurred,3,DF,0.36462093862815886,0.3266696750902527,0.4043321299638989,554,0.3934115523465704,0.3492328519855596,0.4413808664259927,first | blurred
first,blurred,4,DFC,0.032490974729241874,0.018050541516245487,0.04693140794223827,554,0.046368231046931406,0.030685920577617327,0.06498194945848375,first | blurred
first,blurred,5,C,0.005415162454873646,0.0,0.01263537906137184,554,0.019552346570397113,0.009025270758122744,0.03343862815884473,first | blurred
first,blurred,6,CD,0.0018050541516245488,0.0,0.005415162454873646,554,0.0030341366081438285,0.0018050541516245488,0.007220216606498195,first | blurred
first,blurred,7,CDF,0.039711191335740074,0.02527075812274368,0.05600180505415137,554,0.027646209386281588,0.01444043321299639,0.04332129963898917,first | blurred
first,blurred,8,CF,0.08664259927797834,0.06498194945848375,0.11191335740072202,554,0.07251263537906137,0.05054151624548736,0.09481046931407938,first | blurred
first,blurred,9,CFD,0.0,0.0,0.0,554,0.00795466171677458,0.0018050541516245488,0.016245487364620937,first | blurred
first,blurred,10,F,0.03790613718411552,0.023465703971119134,0.05415162454873646,554,0.050158844765342964,0.032490974729241874,0.0703971119133574,first | blurred
first,blurred,11,FD,0.009025270758122744,0.0018050541516245488,0.018050541516245487,554,0.006269800338908127,0.0018050541516245488,0.01263537906137184,first | blurred
first,blurred,12,FDC,0.0036101083032490976,0.0,0.009025270758122744,554,0.005456963708911267,0.0018050541516245488,0.01263537906137184,first | blurred
first,blurred,13,FC,0.016245487364620937,0.007220216606498195,0.02707581227436823,554,0.020611620352618595,0.009025270758122744,0.032490974729241874,first | blurred
first,blurred,14,FCD,0.0036101083032490976,0.0,0.009025270758122744,554,0.002981800368465331,0.0018050541516245488,0.005415162454873646,first | blurred
