,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_static_fixedeps,0,-5290.887480735779,52.632691860198975,0.0,0.7516000232685826,63.96702990077276,0.0,False,log
principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_rec_fixedeps,1,-5292.722811698914,52.233638763427734,1.8353309631347656,0.0,63.96212034158337,0.2991603615166517,False,log
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,2,-5292.826969623566,52.16674613952637,1.9394888877868652,0.24839997673142017,63.73853835431176,2.779231074865839,False,log
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,3,-5294.2155084609985,51.60803699493408,3.3280277252197266,0.0,63.72847356076224,2.794451983184792,False,log
