model,n_parameters,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,diagnostic_status
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,8,1.0,0,0,2540.0,3356.0,0,0.0,pass
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,8,1.0,0,0,2183.0,2866.0,0,0.0,pass
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,8,1.0,0,0,6828.0,3115.0,0,0.0,pass
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,8,1.0,0,0,5681.0,2800.0,0,0.0,pass
