base_d,base_c,base_f,lambda_scale,rho_scale,beta_scale,color_sem,stage,r,r2,mae,rmse,second_c_abs,second_c_signed,both_c_abs,both_c_signed,first_c_abs,balanced_loss
0.3,1.9,0.0,0.75,1.25,0.85,0.7,top_base_param_grid,0.6211952942125578,0.3858835935518263,0.06183022806193009,0.10491505038749666,0.11420380149358583,-0.11420380149358583,0.3757010363963804,0.3757010363963804,0.12677769436894343,0.4069693700792727
0.3,1.9,0.0,0.75,1.25,1.15,0.7,top_base_param_grid,0.6361356891395245,0.4046686149970177,0.06087771745091669,0.10321691987574547,0.1492080596494086,-0.1492080596494086,0.3097359203723631,0.3097359203723631,0.08817280530391618,0.4072929397113356
0.3,1.6,0.0,1.0,1.25,0.85,0.8,top_base_param_grid,0.6119781688171263,0.37451727910876315,0.06225260737252103,0.10876486417890319,0.08602975879186464,-0.08602975879186464,0.4251296036866865,0.4251296036866865,0.10162041782794877,0.4073594248141111
0.0,1.9,0.0,0.75,1.25,0.85,0.7,top_base_param_grid,0.6106577074862493,0.37290283571236155,0.06035381897304406,0.10750288707824393,0.08730181131833864,-0.08730181131833864,0.4270367437032423,0.4270367437032423,0.16249270438610003,0.4083230702482037
0.3,2.2,0.25,1.0,1.25,1.15,0.59,top_base_param_grid,0.5876829857284793,0.34537129171474,0.062375432063385965,0.1140242582702484,0.06755321298116518,-0.06755321298116518,0.4547747486261091,0.4547747486261091,0.2050790458863823,0.4089648455644681
0.3,1.9,0.0,0.75,1.0,1.15,0.8,top_base_param_grid,0.6594473541808434,0.4348708129361148,0.058759531315657754,0.0999895546431777,0.1471139696645148,-0.1471139696645148,0.32423281306302165,0.32423281306302165,0.06819215118347093,0.4092199308392033
0.3,2.2,0.0,0.75,1.25,0.85,0.8,top_base_param_grid,0.587743634545138,0.3454425799483287,0.0630334939497689,0.11467804321824583,0.0575163063759106,-0.042687913517893084,0.4741946273473463,0.4741946273473463,0.1402396753376572,0.40929166326782956
0.3,1.9,0.0,1.0,1.25,1.0,0.59,top_base_param_grid,0.5888552488089952,0.34675050404990365,0.06443693691123148,0.11198932610009077,0.08917187724584413,-0.08917187724584413,0.41635834807431316,0.41635834807431316,0.17439647465406344,0.4093403773830915
0.3,1.6,0.0,1.25,1.25,1.0,0.7,top_base_param_grid,0.5852809174270427,0.3425537523042408,0.0645646078973943,0.1150504238607786,0.06827624712461305,-0.06827624712461305,0.4531021677879057,0.4531021677879057,0.1378849752193539,0.4098777548793445
0.3,1.6,0.0,1.0,1.25,0.85,0.7,top_base_param_grid,0.6127195211479003,0.37542521159571224,0.06263392277916124,0.10719192064553576,0.10454618010991884,-0.10454618010991884,0.3976225965646467,0.3976225965646467,0.12424530907927438,0.410549399037778
0.3,1.9,0.25,1.0,1.25,1.0,0.8,top_base_param_grid,0.6095142206649173,0.37150758519276156,0.06026524727837744,0.110946997092069,0.06802709970945192,-0.06802709970945192,0.46345378095185374,0.46345378095185374,0.12118576913534089,0.4107009872774478
0.3,1.9,0.25,1.0,1.25,1.0,0.7,top_base_param_grid,0.6111584025287146,0.3735145929814503,0.06068856150705594,0.10916171571652637,0.08305107627385927,-0.08305107627385927,0.4371419065622053,0.4371419065622053,0.14735039770065234,0.4107837452714883
0.0,1.9,0.0,1.0,1.25,1.15,0.59,top_base_param_grid,0.5923091389043508,0.3508301160296135,0.0617218895333486,0.11296881869939308,0.07227494392865969,-0.07227494392865969,0.45110316211258983,0.45110316211258983,0.20346367060600207,0.41079534368434767
0.3,1.6,0.0,1.25,1.25,1.0,0.59,top_base_param_grid,0.591825144286952,0.35025700141027155,0.06457496567115036,0.11204413158635089,0.08984919462674928,-0.08984919462674928,0.4183186405328474,0.4183186405328474,0.15634630321918414,0.4110526464795239
0.3,1.9,0.0,1.0,1.25,0.85,0.7,top_base_param_grid,0.5673594401137126,0.32189673428614546,0.06574546956199394,0.11721823749937368,0.055362781624735125,-0.055362781624735125,0.4772319608358107,0.4772319608358107,0.1789846166914551,0.41119699954201416
0.3,2.2,0.0,1.0,1.25,1.15,0.59,top_base_param_grid,0.5663332386318367,0.3207333371792249,0.06566916720919343,0.11911733006571937,0.056719004845072585,-0.044910362105310686,0.4719742500213347,0.4719742500213347,0.21264969258962554,0.4118234599214593
0.3,1.9,0.0,1.0,1.25,1.0,0.8,top_base_param_grid,0.5843124410525926,0.3414210287688395,0.06355042137947522,0.11685227691437712,0.05430117223208125,-0.044528266529978044,0.48135512703930955,0.48135512703930955,0.1268177151626198,0.4118310126661131
0.3,2.2,0.0,0.75,1.0,1.0,0.8,top_base_param_grid,0.6125391327296097,0.3752041891251424,0.06108553232466949,0.10878219952590874,0.09303866897100282,-0.09303866897100282,0.42089777821576213,0.42089777821576213,0.1136522486752121,0.4122697576047926
0.0,2.2,0.0,0.75,1.25,1.0,0.59,top_base_param_grid,0.5869847460007277,0.3445510920375388,0.06195009454203529,0.11163350256085205,0.08675997529500795,-0.08675997529500795,0.427919577899333,0.427919577899333,0.21048173754869387,0.41235326680552653
0.0,1.9,0.0,1.0,1.25,1.15,0.7,top_base_param_grid,0.5882463931256836,0.34603381902537633,0.061626711466763524,0.11588304682120548,0.052872240280558425,-0.04847156081670595,0.4872436338094435,0.4872436338094435,0.18082492500005648,0.41237710400648564
