base_d,base_c,base_f,lambda_scale,rho_scale,beta_scale,color_sem,stage,r,r2,mae,rmse,second_c_abs,second_c_signed,both_c_abs,both_c_signed,first_c_abs,balanced_loss
0.0,1.6,0.0,1.25,1.25,0.85,0.59,top_base_param_grid,0.5481678349922704,0.300487975320113,0.06590415072750874,0.11966049807964987,0.06539698515409303,-0.06539698515409303,0.4994790219691954,0.4994790219691954,0.2501231104081718,0.4347969942183406
0.0,1.6,0.0,1.25,1.25,1.0,0.8,top_base_param_grid,0.564343913860064,0.31848405311089534,0.06377448460696616,0.12050191391316463,0.0496938434647925,-0.0496938434647925,0.5292551630166731,0.5292551630166731,0.16736158430038378,0.43482333888629365
0.0,1.9,0.0,1.0,1.25,0.85,0.7,top_base_param_grid,0.5483264986303504,0.3006619491002197,0.06518671415716025,0.12159037657099074,0.05072987053339656,-0.039355149607599504,0.525917362513896,0.525917362513896,0.2365619882887451,0.4352789283613353
0.0,1.9,0.0,1.0,1.0,1.15,0.59,top_base_param_grid,0.6015624487942925,0.36187737979938583,0.06155722901263928,0.10940568875712858,0.11418365512365175,-0.11418365512365175,0.42359372610127544,0.42359372610127544,0.1935175180381386,0.43538620693141805
0.3,1.9,0.25,1.0,1.0,1.0,0.7,top_base_param_grid,0.6163108647227834,0.37983908197534505,0.060786664811475266,0.10661748852907657,0.12255780969137026,-0.12255780969137026,0.4126188271669111,0.4126188271669111,0.14129796325622485,0.43548471180390236
0.3,1.9,0.25,1.25,1.25,1.0,0.8,top_base_param_grid,0.558939232838411,0.3124130660059914,0.06466370759056005,0.12181773667780794,0.047081768249918776,-0.04417466197484804,0.5340037756589613,0.5340037756589613,0.1690010100549309,0.43590139275720735
0.3,1.9,0.25,1.0,1.0,1.0,0.8,top_base_param_grid,0.6138883437328599,0.376858898571074,0.06039026133823097,0.10828550078589445,0.10899030242437197,-0.10899030242437197,0.4373722338107786,0.4373722338107786,0.11629273443876191,0.4359619201156557
0.3,1.9,0.25,0.75,1.0,1.0,0.7,top_base_param_grid,0.6651861490477057,0.4424726128849165,0.058227456635521334,0.09687284433104164,0.181983893852175,-0.181983893852175,0.31454203659569835,0.31454203659569835,0.09838296546994134,0.43612775648106583
0.3,1.9,0.0,1.0,1.0,0.85,0.7,top_base_param_grid,0.5698925813484745,0.32477755427602767,0.06622843808980469,0.11439379724757606,0.09707929764264894,-0.09707929764264894,0.4495932721523008,0.4495932721523008,0.17102956473289416,0.43626973096637545
0.0,1.9,0.0,1.0,1.0,1.15,0.8,top_base_param_grid,0.5933317669001112,0.35204258561280793,0.06096804016233444,0.11407549670044387,0.0817285684155829,-0.0817285684155829,0.4810108357099257,0.4810108357099257,0.14270388036428377,0.4363094829709896
0.0,1.9,0.0,1.0,1.25,1.0,0.8,top_base_param_grid,0.5685236161794319,0.323219102153738,0.0630699646140963,0.12035704375442247,0.05045780513231929,-0.03222485456937624,0.5314830654290876,0.5314830654290876,0.17462090849338457,0.43655638160128557
0.0,2.2,0.0,1.0,1.0,1.15,0.59,top_base_param_grid,0.5566961082904253,0.3099105569857049,0.06445683729705537,0.11923585198397722,0.06983869348043276,-0.06983869348043276,0.4952358716157637,0.4952358716157637,0.2645121261423675,0.4366924812722919
0.0,2.2,0.0,0.75,1.0,1.0,0.59,top_base_param_grid,0.5993920727202037,0.3592708568398219,0.06160952161574614,0.10775162605838051,0.12851794634336305,-0.12851794634336305,0.40100076431309795,0.40100076431309795,0.19967896192727969,0.43676995455829254
0.3,1.9,0.25,1.25,1.25,0.85,0.7,top_base_param_grid,0.5398191168743216,0.2914046789429725,0.06699236253575463,0.12282114696719727,0.05010076437467409,-0.05010076437467409,0.5277456753877363,0.5277456753877363,0.2282735675519554,0.4367947490357395
0.0,2.2,0.0,0.75,1.0,1.15,0.59,top_base_param_grid,0.6137640836935382,0.37670635043216855,0.06120731847914383,0.1056878300352333,0.1461456028031714,-0.1461456028031714,0.3700183295634947,0.3700183295634947,0.17176704555211947,0.43684259762015204
0.3,1.9,0.0,0.75,0.75,1.15,0.8,top_base_param_grid,0.6628383254765968,0.4393546457206189,0.058345994957977314,0.0984713857531345,0.1865624991464026,-0.1865624991464026,0.3040326946405134,0.3040326946405134,0.06499764210937901,0.4370502322197938
0.0,1.6,0.0,1.0,1.0,1.0,0.7,top_base_param_grid,0.6218029070322066,0.386638855193703,0.06007260476347183,0.10554277426048046,0.12705596361631227,-0.12705596361631227,0.40922884279763316,0.40922884279763316,0.1401267729645817,0.43721315927560933
0.3,1.6,0.0,1.25,1.0,1.0,0.8,top_base_param_grid,0.580889676913172,0.33743281674428927,0.06465521868334624,0.11515186052533452,0.09590177808278871,-0.09590177808278871,0.4523292743591032,0.4523292743591032,0.10857201069055482,0.4372182757876748
0.0,1.6,0.0,1.0,1.0,1.0,0.8,top_base_param_grid,0.6194952866189253,0.3837744101430644,0.05971075886792857,0.1071393490093768,0.11355849180692507,-0.11355849180692507,0.4338624888089857,0.4338624888089857,0.11531060635505601,0.4376290852207947
0.0,1.6,0.0,0.75,1.0,1.0,0.7,top_base_param_grid,0.6707278746955457,0.4498758818936037,0.05763102373772872,0.0959564236969452,0.18557027552598787,-0.18557027552598787,0.3122266941693983,0.3122266941693983,0.09764035120068475,0.4376400463076322
0.3,1.9,0.0,1.0,1.0,0.85,0.8,top_base_param_grid,0.5682106190921193,0.3228633076490495,0.06578932228670993,0.11610649639034762,0.08578880701536012,-0.08578880701536012,0.47178679341351604,0.47178679341351604,0.14198075308857844,0.43778870011246573
0.3,1.9,0.25,0.75,1.0,1.15,0.7,top_base_param_grid,0.6698616507986686,0.44871463121071736,0.05767398796260324,0.09646198103226646,0.20046283874982668,-0.20046283874982668,0.28277441495930766,0.28277441495930766,0.08128197565136834,0.43831202726174695
0.3,2.2,0.25,1.0,1.25,0.85,0.7,top_base_param_grid,0.5440929674345037,0.29603715721168394,0.06595211831829073,0.1226512910752305,0.05077910396998103,-0.034858694415033586,0.5299447887567243,0.5299447887567243,0.23857073187290115,0.4384027894235737
0.0,1.6,0.0,1.25,1.25,0.85,0.7,top_base_param_grid,0.5449721803292668,0.29699467733283486,0.06618453292449253,0.12159138651845931,0.05527826223844362,-0.05527826223844362,0.5230864995149336,0.5230864995149336,0.2260378122275917,0.4384128985143697
0.3,1.9,0.25,0.75,1.0,0.85,0.7,top_base_param_grid,0.652266274916722,0.4254512933937367,0.059129422061865895,0.09841396311286613,0.16880402539247347,-0.16880402539247347,0.34256131583726024,0.34256131583726024,0.11678218542991563,0.43849864642396974
0.3,2.2,0.0,1.0,1.25,0.85,0.59,top_base_param_grid,0.5263623535979306,0.2770573272851529,0.06927169760057242,0.12541024114583224,0.053199141954829055,-0.029601654152811296,0.5199239068654737,0.5199239068654737,0.2747239515131561,0.4385713365333982
0.3,1.9,0.0,1.25,1.0,1.15,0.8,top_base_param_grid,0.5538407698019429,0.3067395982948087,0.06649454616191312,0.12272791612493564,0.06079431448453737,-0.06079431448453737,0.5102436208156309,0.5102436208156309,0.14445554911552355,0.4386440410172885
0.3,1.9,0.0,1.25,1.0,1.0,0.59,top_base_param_grid,0.5434119748141444,0.29529657437140827,0.06874056239062692,0.12043958205777623,0.0785225239800818,-0.0785225239800818,0.4800466411737166,0.4800466411737166,0.22410762011466903,0.4389854266247163
0.0,2.2,0.0,1.0,1.0,1.15,0.7,top_base_param_grid,0.5528064145994825,0.305594932022335,0.06449423823602686,0.12168037346587104,0.055465838055551775,-0.055465838055551775,0.5237159543660841,0.5237159543660841,0.23870412706790847,0.4390041887044649
0.3,2.2,0.25,1.0,1.0,1.0,0.7,top_base_param_grid,0.570675842655323,0.32567091739036297,0.06400873363212094,0.11598364463714791,0.08242206845754457,-0.08242206845754457,0.482102420273181,0.482102420273181,0.20046768783985064,0.439456923231283
0.3,1.9,0.25,1.0,1.0,1.15,0.59,top_base_param_grid,0.6350512019043719,0.40329002904018735,0.06014887499866212,0.10250924722063874,0.16256473038667513,-0.16256473038667513,0.34876703852688884,0.34876703852688884,0.13582165985761568,0.4394574968707583
0.3,1.9,0.0,1.0,1.0,0.85,0.59,top_base_param_grid,0.5741470164824736,0.32964479653572576,0.06628346834390855,0.1118942076597192,0.11895193729871584,-0.11895193729871584,0.4172585719255171,0.4172585719255171,0.19225329607187197,0.43947543092119357
0.3,2.2,0.25,1.0,1.0,1.0,0.59,base_grid,0.5752324421815656,0.33089236253816817,0.06407911490758965,0.11347436855326926,0.10018312011236025,-0.10018312011236025,0.4516508393911085,0.4516508393911085,0.22382808178125305,0.43948290836118376
0.3,1.6,0.0,1.0,0.75,1.15,0.8,top_base_param_grid,0.6473751090101666,0.4190945317659251,0.05941976309702089,0.10177962818349037,0.1727230605887778,-0.1727230605887778,0.33035596841847514,0.33035596841847514,0.06394863575158997,0.4396806729815057
0.3,2.2,0.25,1.0,1.25,1.0,0.8,top_base_param_grid,0.5639954107100149,0.3180908233019584,0.06382300050584568,0.12150166505572617,0.05049294207041438,-0.0274985936688788,0.5355241113332472,0.5355241113332472,0.17609162330089495,0.43975666279276415
0.3,1.9,0.0,1.25,1.25,0.85,0.59,top_base_param_grid,0.5193690547640684,0.26974421504652185,0.0704524695579117,0.12663722044345943,0.05048316690867122,-0.03561424289220644,0.5253629499105177,0.5253629499105177,0.264301192755088,0.4398018623073895
0.0,1.6,0.0,0.75,1.0,1.15,0.7,top_base_param_grid,0.6754915219266233,0.4562887961947458,0.057100774394697705,0.09551678294063563,0.20397431228631807,-0.20397431228631807,0.28074670964753246,0.28074670964753246,0.08070038705526277,0.43986445005071995
0.3,2.2,0.0,1.0,1.0,0.85,0.59,top_base_param_grid,0.5299884313054543,0.2808877373176162,0.06908579636559234,0.12150124845985964,0.07471876416677309,-0.07471876416677309,0.4874101244834624,0.4874101244834624,0.26079959868846814,0.43992507486836396
0.0,1.6,0.0,0.75,1.0,0.85,0.7,top_base_param_grid,0.657633497041196,0.43248181643063277,0.05853468889667678,0.09753500160151632,0.17240764770978761,-0.17240764770978761,0.33998323613679027,0.33998323613679027,0.11584771871028825,0.4399342673796991
0.3,1.9,0.0,0.75,1.25,1.0,0.59,top_base_param_grid,0.6112817335636831,0.37366535778862164,0.06315905180842254,0.10448864724458509,0.18452664289945436,-0.18452664289945436,0.30208429330861186,0.30208429330861186,0.12232916131077691,0.4400574367983454
0.0,2.2,0.0,0.75,1.0,0.85,0.59,top_base_param_grid,0.5791501480843643,0.33541489402614105,0.06313331241726557,0.11061330330174458,0.11629866633886171,-0.11629866633886171,0.42675640815770244,0.42675640815770244,0.22740518748222274,0.4402901737194575
0.3,1.9,0.25,1.25,1.0,1.15,0.59,top_base_param_grid,0.5920942054518306,0.35057554812963454,0.0629440627432716,0.1117730469243781,0.1088068691300757,-0.1088068691300757,0.4400303774503431,0.4400303774503431,0.18746695368944094,0.4405951047796254
0.3,2.2,0.0,0.75,1.0,1.0,0.59,top_base_param_grid,0.6027329130768581,0.3632869645061153,0.06382609686094665,0.10638072815099618,0.15906803880208803,-0.15906803880208803,0.35043026143586253,0.35043026143586253,0.1575651660507767,0.4406638976710155
0.0,2.2,0.0,1.0,1.25,1.15,0.59,top_base_param_grid,0.5467779142366067,0.29896608749693404,0.06528504921299295,0.1242065720525142,0.051588445639063674,-0.02249749575132204,0.529787790122386,0.529787790122386,0.2798829272335617,0.4406889127527709
0.3,2.2,0.0,1.0,1.0,0.85,0.7,top_base_param_grid,0.5276382614621357,0.278402134958785,0.06909301352423501,0.12366168775533531,0.05994539533132387,-0.05994539533132387,0.514339979830142,0.514339979830142,0.2354445129579155,0.4407770730017302
0.3,2.2,0.0,0.75,1.0,0.85,0.59,top_base_param_grid,0.5898993467774263,0.3479812393284342,0.06450685300752641,0.10797814343229109,0.14286341343396974,-0.14286341343396974,0.37987658018147563,0.37987658018147563,0.18312620818077013,0.4407798469569987
0.0,1.9,0.0,1.0,1.0,1.0,0.7,top_base_param_grid,0.575277132178542,0.3309437788075677,0.06331425775327597,0.11497276014765592,0.08691464934820009,-0.08691464934820009,0.4784147703078947,0.4784147703078947,0.1989423602765648,0.4410947946498034
0.0,1.9,0.0,1.0,1.0,1.0,0.59,base_grid,0.5798662124896282,0.33624482438706665,0.06338559384296112,0.11250717649443794,0.10460015211576296,-0.10460015211576296,0.4480854087499342,0.4480854087499342,0.22213621884046478,0.441150032985168
0.0,1.6,0.0,1.0,1.0,1.15,0.59,top_base_param_grid,0.6406651714987229,0.4104518619714881,0.059405433243153845,0.10148624326146466,0.16695139382356478,-0.16695139382356478,0.34582642847573375,0.34582642847573375,0.13475246428905413,0.4413508513228963
0.0,1.3,0.5,1.0,1.15,1.1,0.7,promising_param_grid,0.7447755417880066,0.5546906076456188,0.04854187895500002,0.0850508256398256,0.2101693210410483,-0.2101693210410483,0.2926332169202528,0.2926332169202528,0.07720864451883717,0.4415367551410003
0.3,1.9,0.25,0.75,1.25,0.85,0.59,top_base_param_grid,0.6349152738858105,0.40311740501349375,0.060610617751061115,0.10017964418473438,0.18064220819944216,-0.18064220819944216,0.32143903905427074,0.32143903905427074,0.13841603770314143,0.44154137191131193
0.3,1.9,0.25,1.0,1.0,1.0,0.59,base_grid,0.6200835036218766,0.38450355146398185,0.06098629184282328,0.10441621082778496,0.14844428573125673,-0.14844428573125673,0.377654742541667,0.377654742541667,0.15995285361467287,0.4416878678298752
0.3,1.9,0.0,0.75,0.75,1.0,0.8,top_base_param_grid,0.6507611163412393,0.42349003054169604,0.05942457553004175,0.09983090115923154,0.17475431237691713,-0.17475431237691713,0.33432200187718486,0.33432200187718486,0.07929886206446572,0.4417462144747411
0.3,2.2,0.0,0.75,0.75,1.0,0.8,top_base_param_grid,0.6177599891438149,0.38162740418696633,0.06122658769506591,0.10602385846262845,0.13987465773099733,-0.13987465773099733,0.39213680857693767,0.39213680857693767,0.10774017944394036,0.4419669204820946
0.3,1.9,0.25,1.25,1.25,0.85,0.8,top_base_param_grid,0.5417887805315875,0.2935350827099047,0.06673709299340486,0.12360481021611901,0.04700028870051082,-0.045453241209924944,0.5430542939332685,0.5430542939332685,0.1931934326833336,0.4421322458832641
0.0,1.6,0.0,1.25,1.25,0.85,0.8,top_base_param_grid,0.5470391693229936,0.29925185277359084,0.06588545070226617,0.12233029888897674,0.05063583527082277,-0.05063583527082277,0.538380216899272,0.538380216899272,0.19125427752195284,0.4421562426094355
0.3,2.2,0.25,0.75,0.75,1.15,0.8,top_base_param_grid,0.6580746032479073,0.43306218343989067,0.056934426860381096,0.0995292831767157,0.1660188344525702,-0.1660188344525702,0.35335331791913127,0.35335331791913127,0.08719249143658563,0.4422247765888515
0.0,1.3,0.5,1.15,1.15,1.1,0.7,promising_param_grid,0.7218194794408244,0.5210233609002227,0.04948752462730483,0.0888164814527154,0.1863638815688498,-0.1863638815688498,0.3343718313602171,0.3343718313602171,0.09110273494778558,0.4423662787016738
0.3,2.2,0.25,1.0,1.0,1.0,0.8,top_base_param_grid,0.5697472351661296,0.32461191197944894,0.06346734914560923,0.11752884439973019,0.07365538750165773,-0.07365538750165773,0.5026185029176435,0.5026185029176435,0.16773223578391955,0.44249348336020966
0.0,1.6,0.0,1.25,1.0,1.15,0.59,top_base_param_grid,0.5976315783185018,0.35716350340346353,0.06209376599484466,0.11063694076453885,0.11421897087568117,-0.11421897087568117,0.43587551647698497,0.43587551647698497,0.1858624860590546,0.4427936698787125
0.0,1.3,0.5,1.0,1.15,1.0,0.7,promising_param_grid,0.7350615524584297,0.5403154859025968,0.04943148805524384,0.0864302232666611,0.20161767874234987,-0.20161767874234987,0.30978321665799236,0.30978321665799236,0.08701410591064378,0.44293951033800716
0.3,1.9,0.0,1.25,1.0,1.0,0.7,top_base_param_grid,0.5374633822808238,0.28886688729274296,0.06889826211412804,0.12304553246476842,0.06674852047437502,-0.06674852047437502,0.5064299815324507,0.5064299815324507,0.201097902650222,0.44300904370536875
0.0,2.2,0.0,1.0,1.0,1.15,0.8,top_base_param_grid,0.552846186190186,0.3056389055850338,0.06423478660504184,0.1230833554706873,0.04871179733747316,-0.04871179733747316,0.5425611549047193,0.5425611549047193,0.20161976366697237,0.44307573026052016
0.3,1.6,0.0,0.75,1.0,0.85,0.7,top_base_param_grid,0.657317626077841,0.43206646155260847,0.06057430516414535,0.0972652375460179,0.19984752510064913,-0.19984752510064913,0.29200160140072917,0.29200160140072917,0.08961954786835595,0.4431135633470316
0.0,1.6,0.0,0.75,1.25,0.85,0.59,top_base_param_grid,0.6403841643335735,0.41009187792920926,0.06002141825364491,0.09930441127757227,0.1844490227507956,-0.1844490227507956,0.3187664412883482,0.3187664412883482,0.13721133842526362,0.443136654672542
0.3,1.6,0.0,1.25,1.0,0.85,0.59,top_base_param_grid,0.5716628196494977,0.32679837936961414,0.06716756556086984,0.11272895275435435,0.12129657540792299,-0.12129657540792299,0.4183401876119337,0.4183401876119337,0.17389879822193072,0.4431956219682442
0.3,2.2,0.0,1.25,1.0,1.15,0.59,top_base_param_grid,0.516666186947998,0.2669439487353837,0.0702389579203763,0.12841392800295603,0.046689212059428054,-0.04137449536794496,0.5364053064016066,0.5364053064016066,0.2813811197823135,0.44330579326318736
0.0,1.6,0.0,1.0,1.0,1.0,0.59,base_grid,0.6256249193161103,0.3914065396692895,0.060281998143133966,0.10340590739789524,0.15281092200750185,-0.15281092200750185,0.37445066505944347,0.37445066505944347,0.15863778516112254,0.4434421619351188
0.3,2.2,0.0,1.0,1.25,1.0,0.7,top_base_param_grid,0.5440244438286792,0.2959625954831037,0.06758263207573213,0.1250983155297259,0.052264839147974806,-0.01474251423353029,0.5322311037210188,0.5322311037210188,0.21862558721958084,0.4434787065382101
0.3,2.2,0.0,1.0,1.0,0.85,0.8,top_base_param_grid,0.5293325718695079,0.28019297164198775,0.06887318519986844,0.12475591178974267,0.05272801790708376,-0.05272801790708376,0.5320147090581617,0.5320147090581617,0.19903752654252932,0.4434912842259073
-0.3,1.0,0.25,1.0,1.15,1.1,0.7,promising_param_grid,0.7511646552598285,0.5642483393116169,0.0477847011387275,0.08409920325832815,0.2149722186135657,-0.2149722186135657,0.28914604717766856,0.28914604717766856,0.07637536785958692,0.4436444454607281
0.0,1.9,0.0,0.75,0.75,1.15,0.8,top_base_param_grid,0.6629462145772137,0.4394976834222571,0.05637075523229023,0.0986412432106455,0.1695184466647513,-0.1695184466647513,0.35111231738602733,0.35111231738602733,0.08667246326266213,0.44371584856841045
0.0,2.2,0.0,1.0,1.0,1.0,0.59,base_grid,0.5331851099026639,0.28428636142191577,0.06629371705374273,0.12289757967337775,0.06389166985029054,-0.06389166985029054,0.51409007245576,0.51409007245576,0.2958087071722595,0.44383428575154826
0.3,1.9,0.25,1.0,1.0,0.85,0.7,top_base_param_grid,0.5948262749954408,0.3538182974249518,0.06295584083326025,0.10928793413090211,0.1179890242623694,-0.1179890242623694,0.4331217967895231,0.4331217967895231,0.1640719443505852,0.44383785678803306
0.0,1.9,0.0,1.0,1.0,1.0,0.8,top_base_param_grid,0.5744448053798793,0.3299868344279274,0.06277099729881162,0.11646372550898333,0.07818763528341127,-0.07818763528341127,0.49886104101216416,0.49886104101216416,0.16643272786794588,0.4440818812984767
0.3,2.2,0.0,1.0,1.25,1.15,0.8,top_base_param_grid,0.5599765833361613,0.3135737738848408,0.06560088360372976,0.12475247650078708,0.05205479237978633,-0.007425746064127214,0.534732025208827,0.534732025208827,0.1567966684645264,0.4441732814849869
0.3,1.9,0.0,1.25,1.25,1.0,0.7,top_base_param_grid,0.5358980553639273,0.28718672574283893,0.06888190296854971,0.12639475388835159,0.0490784344429272,-0.023660561184824236,0.5375070982602796,0.5375070982602796,0.2109422504848091,0.4442267374614186
0.3,1.9,0.25,1.25,1.0,1.15,0.7,top_base_param_grid,0.5839449031137067,0.3409916498724763,0.0630610019133507,0.11466405724380588,0.09475277934545351,-0.09475277934545351,0.46964181596314525,0.46964181596314525,0.16695718541203425,0.444237744570832
-0.3,1.0,0.25,1.15,1.15,1.1,0.7,promising_param_grid,0.7281468163683791,0.530197786187406,0.04898540806559237,0.0877728695053596,0.1916019973563559,-0.1916019973563559,0.3300300055173597,0.3300300055173597,0.08998026027737542,0.4443898696203954
0.3,1.9,0.25,0.75,0.75,1.15,0.8,top_base_param_grid,0.6892752038054062,0.47510030658098423,0.055648224656625535,0.09386678148668871,0.2032023427295096,-0.2032023427295096,0.29489309722458934,0.29489309722458934,0.06298329941390439,0.44451567282849297
0.3,1.6,0.0,1.0,1.0,1.0,0.59,base_grid,0.6259408242793867,0.39180191549955806,0.06277040996043805,0.10280155083074317,0.18517582688802553,-0.18517582688802553,0.31308418149029826,0.31308418149029826,0.11479263826666757,0.4445194684639178
0.3,1.6,0.0,1.25,1.0,0.85,0.7,top_base_param_grid,0.5644595115244754,0.3186145401504494,0.06729017842924084,0.11541430837628346,0.10531633172506166,-0.10531633172506166,0.44760131472622966,0.44760131472622966,0.15444761961160586,0.44453129746445996
0.0,1.9,0.0,1.0,1.25,0.85,0.8,top_base_param_grid,0.5507766115758498,0.3033548758589745,0.06506031530210807,0.12253876423688234,0.049865483974863845,-0.03132175479406191,0.5446763449338636,0.5446763449338636,0.1995743110722153,0.444742420678678
-0.3,1.0,0.25,1.0,1.15,1.0,0.7,promising_param_grid,0.7412918367152448,0.5495135871806611,0.04873559078129463,0.08551621343571424,0.20645474467748476,-0.20645474467748476,0.3060136550096235,0.3060136550096235,0.0860072046464531,0.44497778561801077
0.3,1.6,0.0,0.75,1.0,1.0,0.7,top_base_param_grid,0.6604972455407897,0.43625661136697025,0.05982829964257521,0.09715043442398026,0.21671005163663698,-0.21671005163663698,0.262410681786891,0.262410681786891,0.07422899528799935,0.4450658269540627
0.3,1.9,0.0,1.25,1.25,1.15,0.8,top_base_param_grid,0.5511737952881783,0.3037925526123747,0.06684966954475054,0.1261806372606619,0.04834756228869136,-0.017587980370462664,0.541080605330821,0.541080605330821,0.15162964611707613,0.4450685022147638
0.3,1.9,0.25,1.0,1.0,0.85,0.8,top_base_param_grid,0.5935808890366735,0.3523382718295677,0.06253836150188795,0.11070196137879787,0.1069404688882239,-0.1069404688882239,0.4549666159776411,0.4549666159776411,0.13606923892556116,0.44512573825584234
0.3,2.2,0.0,0.75,0.75,1.15,0.7,top_base_param_grid,0.6298656064552014,0.39673068219517865,0.06110587039617078,0.1032991053520635,0.1747018453883536,-0.1747018453883536,0.3342681341794691,0.3342681341794691,0.10996658428965493,0.44513501783015164
0.0,2.2,0.0,0.75,0.75,1.15,0.8,top_base_param_grid,0.6284327878879004,0.39492776889255876,0.058475338005317706,0.10520962742714082,0.13594122801297975,-0.13594122801297975,0.40838160747563457,0.40838160747563457,0.11751627996025964,0.4453416591779379
0.0,1.6,0.0,1.0,1.0,0.85,0.7,top_base_param_grid,0.6001918115116407,0.3602302106056248,0.062237794572831746,0.10823981839416721,0.12231110606664491,-0.12231110606664491,0.42959260577237224,0.42959260577237224,0.162645366782531,0.4453472273469983
0.3,1.6,0.0,0.75,0.75,1.15,0.8,top_base_param_grid,0.6845316904632202,0.4685836352484338,0.05731759620877734,0.09438638073883002,0.2281042096423514,-0.2281042096423514,0.2459493690160475,0.2459493690160475,0.04648515842317029,0.4454652748892052
0.0,1.9,0.0,1.25,1.25,1.15,0.59,top_base_param_grid,0.5380484002176967,0.2894960809768228,0.06616200055469726,0.12603404558647247,0.04728811953013118,-0.02748643432134462,0.5442912691262922,0.5442912691262922,0.2836042463725654,0.44546779967974975
0.0,1.3,0.5,1.15,1.15,1.0,0.7,promising_param_grid,0.708931312921855,0.502583606441105,0.05051998452928808,0.09062123332413838,0.1800586191224463,-0.1800586191224463,0.3497265540984831,0.3497265540984831,0.10197222679315492,0.4455431294958262
0.0,1.3,0.5,1.15,1.15,1.1,0.65,promising_param_grid,0.7237322299398613,0.5237883406537243,0.04913033109413481,0.08828943934187088,0.19740501616472078,-0.19740501616472078,0.3197464161542616,0.3197464161542616,0.0976608216708748,0.44556766358372246
0.3,1.9,0.0,1.0,0.75,1.15,0.8,top_base_param_grid,0.6083584870918501,0.3701000488166848,0.06170414462422922,0.10928470743730306,0.13515242014402223,-0.13515242014402223,0.40226316088711833,0.40226316088711833,0.09635724946318551,0.44556870802488446
0.0,1.3,0.5,1.0,1.15,0.9,0.7,promising_param_grid,0.722469193704998,0.5219617358527499,0.050905052351570945,0.08817534632022617,0.19493415031904054,-0.19493415031904054,0.3251203262237272,0.3251203262237272,0.09717501028834268,0.4456696597511303
0.3,2.2,0.0,0.75,1.0,1.15,0.59,top_base_param_grid,0.606762000920491,0.36816012576103796,0.06348984112507801,0.10601978873358654,0.1812817660378821,-0.1812817660378821,0.3167827689079008,0.3167827689079008,0.1328529722934811,0.445692939225419
0.3,1.6,0.0,1.0,1.0,0.85,0.59,top_base_param_grid,0.6145924014347187,0.37772381990129444,0.06379918429553902,0.10396623063281864,0.1713945177602179,-0.1713945177602179,0.34120884174382304,0.34120884174382304,0.13583731725274012,0.44596516926494806
0.0,1.6,0.0,0.75,0.75,1.15,0.8,top_base_param_grid,0.6947621022102106,0.48269437866755116,0.05507231997716674,0.09294528566340649,0.20657903526300264,-0.20657903526300264,0.29297098154103374,0.29297098154103374,0.06259082517980023,0.446009811696926
0.3,1.6,0.0,0.75,0.75,1.0,0.8,top_base_param_grid,0.6805568971446809,0.4631576902511958,0.05809102095757562,0.09459825717782874,0.21319607470506502,-0.21319607470506502,0.27646986776864146,0.27646986776864146,0.05752880572734757,0.44602926576721447
0.3,1.9,0.0,1.0,0.75,1.15,0.7,top_base_param_grid,0.6116570335451526,0.37412432668525586,0.06217248896416423,0.10740362710738142,0.15097569499486757,-0.15097569499486757,0.3758415692475996,0.3758415692475996,0.11776591166315957,0.4463001067260488
0.0,2.2,0.0,1.0,1.0,1.0,0.7,top_base_param_grid,0.5316538147498541,0.2826557787380721,0.06649562199199681,0.12471056308965857,0.05227344308370424,-0.05227344308370424,0.5386928432611189,0.5386928432611189,0.2691154301112739,0.44633042780392224
0.0,1.6,0.0,1.25,1.0,1.15,0.7,top_base_param_grid,0.5894561926628997,0.34745860306864157,0.06220526970444383,0.11347697665152102,0.10029666696065737,-0.10029666696065737,0.465305995288249,0.465305995288249,0.16553230285106585,0.4464266412563029
0.0,1.6,0.0,1.0,1.0,0.85,0.8,top_base_param_grid,0.5990482952816256,0.3588588600798217,0.06182287606744036,0.10959137289452121,0.11128263745778871,-0.11128263745778871,0.45136543745076274,0.45136543745076274,0.13485654517470286,0.4465567290776913
0.3,2.2,0.25,1.0,1.0,0.85,0.59,top_base_param_grid,0.5510968091899282,0.30370769309932016,0.06597909726519428,0.11679877488457634,0.09519367490285707,-0.09519367490285707,0.4703137838271818,0.4703137838271818,0.2517388880199043,0.4471493417010243
0.3,1.9,0.25,1.0,1.0,0.85,0.59,top_base_param_grid,0.5993704523304069,0.35924493912675654,0.06294408555863845,0.1070472489849941,0.13946231279844118,-0.13946231279844118,0.401385273876544,0.401385273876544,0.18452129959522173,0.4472021987217073
-0.3,1.0,0.25,1.15,1.15,1.0,0.7,promising_param_grid,0.715114894092758,0.5113893117532965,0.04999654239652731,0.08961161962314011,0.18526684318059755,-0.18526684318059755,0.34513270491635417,0.34513270491635417,0.10062891318856164,0.44744481526191476
0.3,1.9,0.25,0.75,1.25,1.0,0.59,top_base_param_grid,0.6376337467510768,0.4065767949958163,0.06033322703854908,0.09999590815887581,0.20199359033578707,-0.20199359033578707,0.29092484349286174,0.29092484349286174,0.11727704181729241,0.44745192024109376
0.3,2.2,0.25,0.75,1.0,0.85,0.59,top_base_param_grid,0.6116717990844817,0.3741423897952465,0.06170906692916127,0.1040316056395659,0.15999460790628267,-0.15999460790628267,0.3671432995227537,0.3671432995227537,0.1769951328581421,0.4475978633072254
