model,n_parameters,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,diagnostic_status
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,10,1.0,0,0,496.0,606.0,0,0.0,pass
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,10,1.0,0,0,559.0,829.0,0,0.0,pass
principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,12,1.01,0,0,562.0,693.0,0,0.0,pass
principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,12,1.01,0,0,513.0,970.0,0,0.0,pass
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,11,1.0,0,0,902.0,989.0,0,0.0,pass
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,11,1.01,0,0,853.0,405.0,0,0.0,pass
