model,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,scale,delta_elpd_from_best,ppc_rmse,ppc_mae,ppc_r,ppc_r2,ppc_scope,diagnostic_status,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,n_parameters,complexity,complexity_source,diagnostics_ok,complete_objectives,eligible_for_frontier,posterior_pareto_frontier
principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,0,-5186.86865234375,58.69130182266235,0.0,64.34841805876657,0.0,False,log,0.0,0.031240913809374,0.0186588597028193,0.9695129796565723,0.9399554177225652,all_cells,pass,1.01,0,0,513.0,970.0,0,0.0,12,58.69130182266235,p_loo,True,True,True,True
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,4,-5292.826969623566,52.16674613952637,105.95831727981567,63.73853835431176,14.32911767635816,False,log,-105.95831727981567,0.0411632697751174,0.0228265824905228,0.9476655960188626,0.898070081877786,all_cells,pass,1.0,0,0,559.0,829.0,0,0.0,10,52.16674613952637,p_loo,True,True,True,True
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,5,-5294.2155084609985,51.60803699493408,107.34685611724854,63.72847356076224,14.386468882942456,False,log,-107.34685611724854,0.0412255795670946,0.0228573026297722,0.9474847128825984,0.8977272811462197,all_cells,pass,1.0,0,0,496.0,606.0,0,0.0,10,51.60803699493408,p_loo,True,True,True,True
principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,1,-5187.82234954834,58.70319414138794,0.9536972045898438,64.3556327496467,0.2659513599027108,False,log,-0.9536972045898438,0.0312679879546663,0.0186700540088506,0.9694595799047676,0.9398518770691288,all_cells,pass,1.01,0,0,562.0,693.0,0,0.0,12,58.70319414138794,p_loo,True,True,True,False
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,2,-5219.047352313995,65.52941513061523,32.17869997024536,65.16560640534998,7.283922713843746,False,log,-32.17869997024536,0.031576056134926,0.020117626626669,0.9688046335553612,0.938582417998338,all_cells,pass,1.01,0,0,853.0,405.0,0,0.0,11,65.52941513061523,p_loo,True,True,True,False
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,3,-5219.318347930908,64.70613241195679,32.4496955871582,65.12806291209782,7.233307987990421,False,log,-32.4496955871582,0.0316018074893592,0.0201330106672057,0.9687499359300338,0.9384764383644444,all_cells,pass,1.0,0,0,902.0,989.0,0,0.0,11,64.70613241195679,p_loo,True,True,True,False
