candidate,baseline,semantics,sufficient_form_pair_boost,three_word_penalty,relevant_property,sharpness,utterance_label,baseline_signed_residual,candidate_signed_residual,baseline_abs_residual,candidate_abs_residual,abs_residual_reduction
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,both,sharp,DC,-0.1218941247546175,-0.08039324180062411,0.1218941247546175,0.08039324180062411,0.04150088295399339
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,second,blurred,C,0.09537423550557,0.14916427055443948,0.09537423550557,0.14916427055443948,-0.05379003504886948
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,both,blurred,CF,-0.07827280940942122,0.009811137940376802,0.07827280940942122,0.009811137940376802,0.06846167146904442
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,first,sharp,DFC,0.07494899695850463,0.03182572820475446,0.07494899695850463,0.03182572820475446,0.043123268753750166
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,both,sharp,CF,-0.07199112943579142,-0.0010900651669073225,0.07199112943579142,0.0010900651669073225,0.0709010642688841
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,second,sharp,DCF,0.07146556663607795,0.027499400193172832,0.07146556663607795,0.027499400193172832,0.043966166442905116
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.0,1.0,first,sharp,F,-0.0710161670567505,-0.05558143903657199,0.0710161670567505,0.05558143903657199,0.015434728020178506
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,first,blurred,DF,-0.21774232360645324,-0.18381187910054606,0.21774232360645324,0.18381187910054606,0.03393044450590718
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,second,blurred,CF,-0.18396817058377374,-0.1640231106007001,0.18396817058377374,0.1640231106007001,0.019945059983073637
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,first,sharp,DCF,0.17508699611363657,0.15755046211310178,0.17508699611363657,0.15755046211310178,0.017536534000534787
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,second,sharp,CF,-0.16475140185110151,-0.14789072449688337,0.16475140185110151,0.14789072449688337,0.016860677354218145
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,first,sharp,D,-0.14547018650399735,-0.15122136410019327,0.14547018650399735,0.15122136410019327,-0.005751177596195922
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,both,sharp,DC,-0.1218941247546175,-0.12189412573877391,0.1218941247546175,0.12189412573877391,-9.84156409145065e-10
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,second,blurred,C,0.09537423550557,0.07814674258365528,0.09537423550557,0.07814674258365528,0.017227492921914722
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,both,blurred,CF,-0.07827280940942122,-0.07827281849357881,0.07827280940942122,0.07827281849357881,-9.084157592820219e-09
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,first,sharp,DFC,0.07494899695850463,0.07031200462514173,0.07494899695850463,0.07031200462514173,0.004636992333362899
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,both,sharp,CF,-0.07199112943579142,-0.07199114002560786,0.07199112943579142,0.07199114002560786,-1.0589816440420563e-08
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,second,sharp,DCF,0.07146556663607795,0.07000767663968774,0.07146556663607795,0.07000767663968774,0.0014578899963902103
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.0,first,sharp,F,-0.0710161670567505,-0.07249693124917414,0.0710161670567505,0.07249693124917414,-0.001480764192423642
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,first,blurred,DF,-0.21774232360645324,-0.16287264997858417,0.21774232360645324,0.16287264997858417,0.05486967362786907
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,second,blurred,CF,-0.18396817058377374,-0.16164202059098642,0.18396817058377374,0.16164202059098642,0.022326149992787314
