model,semantics,sufficient_form_pair_boost,three_word_penalty,summary_type,scope,n_cells,mae,rmse,kl_empirical_to_model
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.0,length,overall,18,0.09133515610387234,0.11466627838708705,0.07402010678258929
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.0,order,overall,24,0.05031048793258566,0.08394881850781633,0.0616211141656291
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.0,overinformativeness,overall,14,0.09817962646404821,0.12616703433652224,0.0512146605506553
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.0,selection,overall,24,0.04887060167962464,0.06512579047213617,0.07836208940333811
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.25,length,overall,18,0.07312012549242734,0.09012005775767634,0.05122808113564614
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.25,order,overall,24,0.05382063392384242,0.08196205846090743,0.05806331041725221
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.25,overinformativeness,overall,14,0.08476650533535632,0.10647515660233578,0.03812696884485922
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.25,selection,overall,24,0.050667803780972354,0.06410079176552336,0.07860494300229638
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.5,length,overall,18,0.06288361555445558,0.07718589704891643,0.0400490401801924
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.5,order,overall,24,0.057540688428400065,0.08195997472887857,0.05709476602548933
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.5,overinformativeness,overall,14,0.0746493715649376,0.09409596433286066,0.03152152077676015
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.5,selection,overall,24,0.05261156977806902,0.06478651482248089,0.08066656768759839
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.75,length,overall,18,0.06185100780272357,0.07909454782338735,0.039667658475791706
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.75,order,overall,24,0.06114066032299781,0.08353433759883769,0.058103701441509115
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.75,overinformativeness,overall,14,0.0736155328830358,0.0910223134014449,0.03087025840190834
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,0.75,selection,overall,24,0.054460646723493565,0.06671130716763134,0.08393676421501443
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,1.0,length,overall,18,0.0734987999670689,0.09198189206532506,0.049103431691946975
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,1.0,order,overall,24,0.06451288427139777,0.08617115363501264,0.060501503922939695
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,1.0,overinformativeness,overall,14,0.08280937147206932,0.09640323314014049,0.03558245699123417
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,context_updating,0.75,1.0,selection,overall,24,0.05720069709473954,0.06938841455613022,0.08788746349695908
