bias,color_semvalue,gamma,k,sigma,steepness,wf
0.28794152,0.9397161,3.365642,0.3194037,0.09999583,0.51310927,0.92337173
0.2806284,0.9398502,3.462768,0.34521845,0.09999569,0.43948367,0.9230089
0.27668992,0.93995464,3.477567,0.33545735,0.099995926,0.47840434,0.9180618
0.2990047,0.93973225,3.4361908,0.1522563,0.09999838,0.86129963,0.8655934
0.29840842,0.9396961,3.488565,0.19810455,0.09999521,0.5614493,0.89920807
0.291578,0.9394731,3.386703,0.22201577,0.09999186,1.1312307,0.8831088
0.34386116,0.93985176,3.142784,0.35545444,0.099999666,0.6151273,0.96011937
0.27764887,0.9391675,3.5291727,0.43695605,0.09999889,0.30238217,0.96270114
0.2840355,0.939265,3.5567462,0.40058598,0.09999441,0.28795886,0.9643887
0.2787732,0.9392352,3.591654,0.39663294,0.09999287,0.27969038,0.9642933
0.31581235,0.9394193,3.3949902,0.36023235,0.09999949,0.35205704,0.95280546
0.3205614,0.93908787,3.3031366,0.35098284,0.09999984,0.51883024,0.9519258
0.30935085,0.9395171,3.2207448,0.3538583,0.09999968,0.72342205,0.93522894
0.3102218,0.9396784,3.202672,0.36118066,0.09999961,0.68560934,0.93328446
0.266886,0.93959486,3.598739,0.2536248,0.0999998,0.5692794,0.8877637
0.3427737,0.9401814,3.11954,0.35064998,0.09999982,0.6265366,0.9296689
0.2623208,0.9396837,3.3358936,0.38016367,0.09999972,0.9905115,0.9252144
0.31795576,0.9397515,3.4028528,0.27596128,0.09999076,0.45511204,0.9078847
0.26255116,0.93912077,3.4575691,0.29582882,0.09999976,0.88776845,0.9217895
0.32777846,0.9397848,3.2360663,0.32924876,0.0999879,0.7165469,0.9087083
0.27177867,0.9401529,3.372538,0.4394998,0.099999726,0.43354678,0.9102399
0.27775908,0.94009954,3.3668885,0.31950364,0.099998474,0.6554767,0.8947568
0.28287733,0.9403594,3.370757,0.3149662,0.09999812,0.7151675,0.9008283
0.25781602,0.93944633,3.365943,0.39903158,0.09999657,0.9010041,0.9234059
0.31502485,0.940382,3.365152,0.26046857,0.09999757,0.47697318,0.90671647
0.26252863,0.93919325,3.3881009,0.37315825,0.09999701,0.94902056,0.9158733
0.31145617,0.9397981,3.3634753,0.22240478,0.09999795,0.6392335,0.8957336
0.28673384,0.93942934,3.4732141,0.19643654,0.099995814,0.7760997,0.89698625
0.27530625,0.9394107,3.3993113,0.22051348,0.099998154,1.2849159,0.896543
0.29617712,0.9397074,3.5172014,0.09500486,0.099998094,1.1593072,0.85737616
0.30434716,0.93978286,3.4846463,0.104763575,0.09999535,1.0709041,0.87538165
0.30220804,0.9398426,3.471507,0.109445535,0.099997215,0.9949868,0.8704233
0.26675534,0.9399092,3.5837154,0.17585461,0.09999787,0.8689023,0.87145406
0.29225522,0.9400219,3.4120798,0.19861177,0.09999831,0.9221395,0.8794766
0.2834218,0.9393469,3.311462,0.39512086,0.09999907,0.73701787,0.92641276
0.3207522,0.94022804,3.2367148,0.25267187,0.09999744,1.4456105,0.8995731
0.2694808,0.93893623,3.388809,0.34956017,0.0999996,0.5926512,0.93016857
0.3137593,0.93966824,3.2252016,0.3553056,0.09999988,0.88988423,0.91959065
0.28760365,0.9399573,3.3525703,0.23997088,0.09999608,1.1807859,0.8902939
0.28655905,0.9399606,3.4282408,0.21464024,0.09999459,0.9322035,0.89115316
0.27173084,0.93962526,3.5910754,0.15373565,0.099998854,0.7502799,0.87812585
0.30304524,0.9401988,3.490044,0.1743857,0.0999993,0.4835064,0.8780721
0.28852898,0.93969995,3.4348874,0.20853937,0.099993266,0.65472853,0.8973293
0.29408127,0.9397094,3.4516447,0.22209373,0.099999286,0.6381758,0.89670354
0.30932578,0.9395721,3.2561157,0.34839714,0.09999931,0.7136595,0.9231282
0.29661283,0.93995357,3.2513587,0.34023243,0.09999793,1.4550824,0.9073791
0.31894904,0.93992597,3.2529516,0.2812374,0.09999764,0.9262512,0.8981333
0.28318447,0.93941766,3.4758296,0.34255672,0.099995255,0.39729273,0.9238146
0.2875052,0.9395778,3.4152918,0.39521816,0.099994734,0.4549521,0.9288878
0.32648858,0.940504,3.2057076,0.25226086,0.099998906,1.0311738,0.8908384
0.31387192,0.9402188,3.3108907,0.23020451,0.09999775,0.98654246,0.8944502
0.2642416,0.93931586,3.4669847,0.31509236,0.09999651,0.7361034,0.90779495
0.2983767,0.939622,3.323577,0.3798881,0.09999865,0.4958576,0.938388
0.30568114,0.9397862,3.2883039,0.32798705,0.09999905,0.527889,0.9262594
0.28375408,0.9396947,3.4372535,0.27416375,0.09999656,0.6830343,0.9063962
0.2988772,0.9401895,3.3259645,0.23276918,0.09999787,1.1601412,0.89000815
0.275425,0.9401258,3.3562386,0.34137127,0.09999863,0.8808637,0.9013549
0.27905864,0.93990475,3.3325057,0.35576186,0.099997416,0.9247056,0.90183485
0.27051106,0.9401874,3.3582537,0.31757408,0.09999907,1.0555615,0.89565635
0.26699376,0.9401432,3.3361168,0.3704908,0.0999954,0.6050579,0.90975946
0.2953694,0.94012666,3.2263849,0.35256478,0.09999301,1.0662076,0.91041744
0.2983557,0.94050384,3.4174416,0.20437293,0.09999783,0.8392582,0.8729221
0.2749802,0.93960655,3.3091915,0.3801689,0.09999724,0.9228025,0.90481794
0.29698217,0.93964636,3.419061,0.29929125,0.09999732,0.5382044,0.92827123
0.2689045,0.9390996,3.440824,0.3622004,0.09999831,0.4773837,0.9226539
0.2852218,0.9401391,3.301114,0.33820274,0.09999716,0.8769934,0.9042626
0.2884166,0.93990326,3.2213206,0.40639034,0.09999881,0.89302295,0.9178385
0.31323487,0.9403889,3.3097627,0.25878602,0.099994056,0.8705387,0.89068866
0.30771402,0.9402374,3.323216,0.28119075,0.099994056,0.76836,0.89869684
0.30078796,0.93992335,3.3672123,0.3181208,0.099995874,0.5323735,0.91765285
0.27698573,0.9395136,3.3788817,0.3214342,0.099998415,0.7408986,0.908411
0.29694661,0.9397079,3.2576761,0.3469609,0.09999017,1.2714018,0.91657376
0.3205614,0.93990904,3.160535,0.33612463,0.09999938,1.4949418,0.9227805
0.32263976,0.93984044,3.2798944,0.32084474,0.09999867,0.87885195,0.93282884
0.33611798,0.93959856,3.1261067,0.33036107,0.09999508,1.1332966,0.9331117
0.31745696,0.93978095,3.2053366,0.40540698,0.099994875,0.74347866,0.931415
0.27512527,0.9396317,3.357845,0.27276173,0.09999714,1.2706466,0.89923507
0.2886753,0.9400147,3.3541665,0.33283812,0.09999646,0.5089285,0.9146289
0.27138293,0.93970466,3.500165,0.30751207,0.099989355,0.5417444,0.9100818
0.3100199,0.9391843,3.2192755,0.31987604,0.099999525,0.95826775,0.9252809
0.28506356,0.94039917,3.2664566,0.33861473,0.09999819,0.9178444,0.8893305
0.2988211,0.93998384,3.2468567,0.4023261,0.09999885,0.6344644,0.9295758
0.3321606,0.9401717,3.0967553,0.38433853,0.099999525,0.7446878,0.9335867
0.29390994,0.9397558,3.3239782,0.3713423,0.09999901,0.47735834,0.94117785
0.30792534,0.9397449,3.359942,0.36149505,0.099993564,0.42426285,0.93592554
0.2804909,0.9392116,3.4458666,0.23454194,0.09999955,0.6230543,0.9006702
0.2802464,0.939216,3.469439,0.23716258,0.09999956,0.5540084,0.90254503
0.28594404,0.93983316,3.4438915,0.2516125,0.09999579,0.78366065,0.8952949
0.27496368,0.9393984,3.4100184,0.2854041,0.09999732,0.6872759,0.91357356
0.29511994,0.9404614,3.3153615,0.33067673,0.099997215,0.6520163,0.90157014
0.2855411,0.93962646,3.3465955,0.3486391,0.09999918,0.6026562,0.91340774
0.28544685,0.93955666,3.3406897,0.35890242,0.099999204,0.58408934,0.9178394
0.30217606,0.94003195,3.231509,0.33445156,0.099997535,1.0528476,0.9152158
0.3079399,0.93978643,3.2462187,0.33843824,0.09999851,1.2262537,0.9153843
0.27319127,0.93972445,3.4146435,0.28357086,0.099998176,0.78209525,0.89840215
0.27310926,0.93953145,3.4904974,0.2819643,0.09999334,0.63244724,0.900727
0.33151892,0.9407305,3.1495738,0.34007472,0.099998884,0.7049822,0.91163856
0.31317276,0.9397684,3.232264,0.38003555,0.09999426,0.57935405,0.93121314
0.2763712,0.94003737,3.4208198,0.30270976,0.099999085,0.75915074,0.8977762
0.30242574,0.9397288,3.2925632,0.31456932,0.09999988,0.5978313,0.9123129
0.28093356,0.93968,3.437714,0.26890373,0.099998236,0.74365693,0.9066174
0.31127444,0.9401023,3.3001988,0.22534257,0.09999627,1.0933588,0.89079165
0.2821035,0.9396349,3.3704307,0.25582746,0.099997096,1.4222792,0.90732443
0.3071155,0.9398675,3.185913,0.41314796,0.0999972,0.6419995,0.93219477
0.2942073,0.9396759,3.2776046,0.33838597,0.09999645,0.9155638,0.9119562
0.29405865,0.9394647,3.5036538,0.2536108,0.09999796,0.43799865,0.91164607
0.28366718,0.9395321,3.31438,0.36794457,0.099998824,0.72005045,0.91807055
0.3025139,0.9393185,3.4811296,0.23608449,0.099993885,0.4926518,0.9033381
0.3037824,0.93933624,3.484453,0.25347003,0.0999964,0.42184222,0.908011
0.28015137,0.93905836,3.5312572,0.2634384,0.09999515,0.54081804,0.9091582
0.31405947,0.94042224,3.105489,0.40693125,0.09999829,0.92518723,0.9275146
0.3188942,0.9407666,3.1461964,0.36360893,0.0999969,0.9491899,0.91394144
0.2676468,0.93926865,3.5104039,0.27444544,0.0999974,0.6309154,0.89800763
0.29280835,0.939463,3.4416392,0.21417527,0.09999924,0.5596382,0.9131619
0.2684578,0.94004184,3.2860284,0.41127166,0.099998586,1.0624481,0.89361167
0.27718523,0.93938255,3.5248895,0.26572692,0.099996366,0.42490655,0.9185991
0.32780135,0.94005334,3.2515173,0.3789346,0.09999801,0.43262804,0.93700874
0.33575475,0.94002557,3.2388422,0.39266506,0.099998035,0.3796095,0.94150627
0.2706155,0.9396657,3.3133392,0.3075815,0.09999728,1.3878974,0.9068578
0.26973608,0.93964577,3.3047574,0.32155246,0.09999674,1.4726431,0.90824765
0.30197963,0.9400125,3.2328935,0.39145005,0.09999833,0.6489706,0.928765
0.31196356,0.94028485,3.1182568,0.39067733,0.09999863,1.1143187,0.9087602
0.27100304,0.9392414,3.468434,0.32658175,0.09999855,0.65438294,0.9175309
0.26996782,0.9393799,3.4537606,0.33211324,0.099998765,0.6831567,0.9127951
0.29958108,0.9390855,3.3602633,0.31346017,0.09999784,0.5896328,0.92123294
0.25609675,0.9397594,3.4658716,0.31894112,0.099999584,0.69705427,0.90269285
0.28162062,0.94010365,3.3670435,0.36096647,0.09999957,0.5385098,0.9126458
0.29186097,0.9399319,3.4041271,0.2487561,0.099999405,0.56270456,0.8973482
0.26976398,0.9392495,3.7322593,0.20415457,0.09999674,0.34618232,0.9109432
0.25368854,0.93960124,3.748107,0.27573836,0.099998586,0.33888376,0.9088247
0.3227529,0.93994087,3.1065528,0.38379157,0.099997304,0.89835674,0.9257151
0.29122636,0.9400033,3.5325618,0.27848452,0.099999905,0.3853467,0.9119378
0.27288547,0.93964314,3.2802894,0.4407998,0.09999322,0.5613986,0.93020964
0.26293355,0.93949795,3.4065423,0.37934968,0.099992834,0.47825673,0.9329881
0.2860124,0.9400019,3.3895657,0.30838466,0.09999936,0.8902941,0.89661425
0.2897541,0.9394611,3.432775,0.19374317,0.09998888,0.8244821,0.8982626
0.30013412,0.93973565,3.4124677,0.1754616,0.099998794,0.8836899,0.8836104
0.2815868,0.9399266,3.2867703,0.37712708,0.09999595,1.0036283,0.9069193
0.2790558,0.940096,3.3397398,0.3216294,0.099999025,0.8633494,0.8956595
0.30461553,0.9399166,3.313541,0.35058907,0.09999909,0.48043078,0.9261012
0.30275956,0.93972623,3.2170205,0.3603348,0.099999346,1.0102048,0.9244016
0.3090956,0.94021016,3.3240848,0.32780173,0.099994235,0.4853501,0.9131084
0.30077186,0.94001377,3.4553182,0.28749567,0.09999939,0.4068429,0.91854906
0.26292634,0.93937373,3.7286532,0.30391863,0.09999343,0.31456438,0.92046297
0.30084276,0.93929553,3.5811963,0.24302861,0.099999264,0.34753284,0.9219682
0.27258223,0.93953574,3.6497483,0.27008384,0.0999997,0.35244617,0.9131199
0.26142606,0.9396465,3.5172324,0.40392217,0.09999974,0.34979883,0.94229054
0.2753778,0.939352,3.4574842,0.3935837,0.09999957,0.37097985,0.94345325
0.27242947,0.9394429,3.4691129,0.33639842,0.099999405,0.42114252,0.9318506
0.27982366,0.9397924,3.444814,0.36240888,0.0999998,0.38949516,0.9324899
0.30005425,0.93983936,3.3409197,0.31699273,0.099999666,0.63648534,0.9044091
0.31019536,0.9399779,3.2836227,0.30434838,0.09999966,0.8556121,0.8972088
0.28348517,0.9401727,3.3120844,0.38155434,0.09999993,0.82066584,0.903509
0.28214717,0.93922716,3.4600275,0.23737419,0.09999999,0.67150885,0.9063118
0.3081907,0.94008875,3.1670055,0.43518975,0.09999999,0.69067883,0.93288374
0.35959938,0.93996876,3.1821508,0.2724883,0.09999999,0.6823313,0.927325
0.2401471,0.939463,3.5072756,0.3293778,0.0999999,1.0056412,0.8931826
0.33912972,0.94055295,3.173034,0.30098876,0.09998872,0.9351964,0.9128242
0.25805032,0.9391631,3.5173693,0.30612883,0.09999974,0.8989986,0.9021552
0.2769582,0.9392967,3.4101539,0.28505182,0.09999969,0.96189445,0.8972996
0.30015525,0.9397702,3.364117,0.26610923,0.099999346,0.7388947,0.907241
0.32571977,0.94008356,3.3522937,0.25111088,0.09999843,0.53161925,0.9039384
0.30280098,0.93987834,3.3295622,0.2975122,0.09999894,0.6525023,0.90191424
0.3103001,0.9397388,3.2599347,0.28219336,0.09999521,0.82615024,0.9152983
0.29474285,0.9401205,3.2596529,0.35588855,0.099998645,1.3401732,0.90118223
0.30694497,0.9396316,3.3156233,0.24952467,0.0999959,0.9812725,0.9046919
0.27382344,0.94031763,3.3504207,0.39160243,0.09999948,0.5143889,0.90654707
0.28940675,0.93933177,3.3539326,0.2968088,0.099991225,0.9279643,0.9174297
0.32372734,0.9396784,3.1123004,0.44235462,0.099995874,0.78303874,0.9433303
0.3222825,0.9396008,3.23565,0.29748744,0.09999677,1.0632075,0.9244507
0.2529874,0.9396563,3.526832,0.3604038,0.099999085,0.4302858,0.9065068
0.25503698,0.9396707,3.5157251,0.35810977,0.09999906,0.44319847,0.90612274
0.26718372,0.9399537,3.4350073,0.3371935,0.09999819,0.5382083,0.8975998
0.2861519,0.9400457,3.3533916,0.3489892,0.09999963,0.6190806,0.9097316
0.2887509,0.9394046,3.362833,0.33553025,0.09999981,0.54567105,0.92210126
0.28485325,0.9395194,3.271864,0.35559604,0.09999774,0.9303509,0.9325391
0.28737342,0.94003356,3.3034217,0.37896687,0.09999745,0.77942365,0.89962924
0.3014465,0.9395393,3.366014,0.26486564,0.09999901,0.60174906,0.92886317
0.3001307,0.93972605,3.2331057,0.4131179,0.099997066,0.617145,0.9306981
0.286364,0.9399196,3.482852,0.24447533,0.099997334,0.5163863,0.90511966
0.310751,0.9401877,3.423644,0.19349587,0.0999949,0.5032313,0.8923093
0.28136775,0.93948305,3.5462353,0.16644609,0.09999859,0.64496917,0.8809184
0.2681117,0.9397847,3.5345173,0.2351931,0.09999683,0.55657023,0.89397234
0.2637903,0.93941677,3.3972647,0.38071567,0.099995755,0.70491976,0.9100441
0.26987487,0.938737,3.4884117,0.28809655,0.09999915,0.54656786,0.92827135
0.2988585,0.9404405,3.2545424,0.34433657,0.0999916,0.9109375,0.89334655
0.28823677,0.93931055,3.3712196,0.29137054,0.09999923,0.97379434,0.9138865
0.28709576,0.93952024,3.3978977,0.33456635,0.09999986,0.51526546,0.91160685
0.3040902,0.9401213,3.192669,0.3302631,0.09999915,1.254694,0.92447823
0.28391635,0.93930495,3.245305,0.42525953,0.09999489,1.082036,0.93339276
0.29052508,0.9395927,3.25021,0.38070846,0.09999831,0.95006967,0.928377
0.27786013,0.93927205,3.5348687,0.26824936,0.099996425,0.47903448,0.9082974
0.2637887,0.9393607,3.7161608,0.30391738,0.09999732,0.31964824,0.91918063
0.30509472,0.9392791,3.3790014,0.30822125,0.09999976,0.46711576,0.9383849
0.2821231,0.9393857,3.5541036,0.3325801,0.09999651,0.36662364,0.93342435
0.2962244,0.9398651,3.2670517,0.37191674,0.09999885,0.55779326,0.9329275
0.2595637,0.93912715,3.7410474,0.23521806,0.09999537,0.37518725,0.90506554
0.24888586,0.9390151,3.806065,0.23687126,0.099995665,0.34936178,0.89724785
0.25112396,0.93903923,3.7782915,0.23249738,0.09999515,0.38959622,0.8945869
0.2581114,0.9394978,3.7121003,0.21040165,0.09999863,0.43667588,0.8940889
0.25957295,0.93958676,3.6915586,0.26175487,0.09999772,0.3509956,0.9080901
0.29155946,0.93962467,3.3314219,0.34808603,0.09999722,0.5661839,0.9207232
0.29403108,0.93988216,3.2449267,0.41228712,0.09999361,0.5522989,0.9216086
0.29056484,0.93982387,3.2319007,0.43377104,0.099993125,0.5916888,0.92428714
0.27075505,0.9393947,3.5145864,0.23160255,0.099998534,0.7602157,0.90073276
0.31417382,0.94021165,3.3047822,0.2745564,0.09999738,0.60222423,0.9064358
0.331437,0.93997693,3.3805025,0.17175071,0.09999843,0.63529503,0.8852313
0.3160187,0.9397672,3.4213364,0.17920192,0.09999788,0.5501339,0.8937623
0.2856391,0.93968546,3.5522366,0.36475,0.099998154,0.3363525,0.93200666
0.2743308,0.9393555,3.9013174,0.16468805,0.099998824,0.2725301,0.9102364
0.2743308,0.9393555,3.9013174,0.16468805,0.099998824,0.2725301,0.9102364
0.27423003,0.9398563,3.808981,0.18800136,0.099998,0.28293875,0.89987975
0.28180686,0.9400186,3.6479387,0.20746577,0.099997774,0.38330507,0.8932794
0.31086615,0.94018924,3.4740565,0.23102136,0.099997126,0.42936784,0.9012337
0.26966706,0.9395782,3.356819,0.31174153,0.099997655,0.9276533,0.90463257
0.29748365,0.9395853,3.3876865,0.3590889,0.09999738,0.4663586,0.9338873
0.29117203,0.93995476,3.25003,0.35725862,0.09999887,0.7907921,0.9032765
0.2953475,0.93997633,3.2436337,0.36852935,0.09999911,0.7208419,0.9073047
0.26274058,0.93978226,3.5005805,0.31682327,0.09999663,0.4856835,0.9200957
0.3213654,0.939731,3.2560818,0.38080165,0.09999994,0.5513368,0.9315929
0.2859997,0.9396177,3.2969694,0.3218859,0.09999993,0.73219764,0.9128721
0.2784988,0.9392214,3.3683069,0.31807718,0.099999964,0.7371988,0.9190768
0.30487704,0.9403206,3.2934413,0.28561556,0.09999527,0.8187728,0.8919142
0.29706585,0.9391912,3.337217,0.34930253,0.099999145,0.7872869,0.923614
0.2769444,0.9399546,3.548603,0.16106564,0.09999628,0.6287435,0.8761404
0.30007553,0.94022536,3.4355335,0.21248682,0.09999495,0.61524844,0.88386595
0.29702845,0.94022006,3.463913,0.19864474,0.09999764,0.63704836,0.87480503
0.30980703,0.94018257,3.3558898,0.2086494,0.09999793,0.83025753,0.88640827
0.30827034,0.94024223,3.376374,0.18986347,0.09999762,0.8332981,0.8774204
0.30289784,0.9396749,3.457387,0.15309174,0.09999672,0.9756093,0.88004845
0.3162581,0.9404671,3.1811473,0.2829288,0.09999827,1.0766553,0.9060737
0.29255503,0.9395673,3.4855385,0.16208851,0.09999608,1.0770153,0.8781891
0.26424006,0.9398262,3.453703,0.3157427,0.09999883,0.6159909,0.9055822
0.29163578,0.9397392,3.3909633,0.31255305,0.09999994,0.5787151,0.9151272
0.28172177,0.93980694,3.3484778,0.3504487,0.09999932,0.5596043,0.91647345
0.27077356,0.93992436,3.4257662,0.3365459,0.09999666,0.53482693,0.90901315
0.3205928,0.9395474,3.2447872,0.29505295,0.099998884,0.9863752,0.91452575
0.29961658,0.9399922,3.2971458,0.36590135,0.09999628,0.51818424,0.92469364
0.2603814,0.93999344,3.4156325,0.31484723,0.09999931,0.8227153,0.89362025
0.2711057,0.93986535,3.4757996,0.24703643,0.09999764,0.78838354,0.88395673
0.26631466,0.9393593,3.4638922,0.34552246,0.09999778,0.62530607,0.9208906
0.3230608,0.94023407,3.3588383,0.20439106,0.099999666,0.5927429,0.89520216
0.32734323,0.9394702,3.4024248,0.18973923,0.09999841,0.49588573,0.9060644
0.28885445,0.9395777,3.3057175,0.33329418,0.099999905,1.056389,0.90805423
0.28328833,0.93966687,3.5016654,0.19665267,0.09999923,0.661833,0.8874182
0.28446066,0.93981254,3.2827039,0.3616506,0.09999812,1.2963943,0.90227765
0.2825495,0.9393096,3.465601,0.2588432,0.099998154,0.5303196,0.9167961
0.28240103,0.9392512,3.4768682,0.23974715,0.099997096,0.5613684,0.91374654
0.26654103,0.938538,3.5483572,0.26255584,0.09999931,0.522186,0.92877823
0.2820745,0.93899757,3.4810057,0.2563731,0.09999867,0.4867509,0.9207782
0.28984618,0.939764,3.432343,0.29766342,0.0999951,0.6444993,0.90936065
0.28065205,0.93901086,3.3735363,0.28805453,0.099998884,0.8608859,0.92030597
0.28704464,0.94017863,3.2960222,0.3435382,0.09999509,1.2269052,0.8990988
0.28849548,0.94011337,3.3173845,0.32140192,0.09999863,0.65647244,0.9109613
0.29587013,0.93979573,3.3583562,0.28170964,0.099999,0.6009144,0.91077775
0.30478933,0.93984354,3.4081333,0.19972625,0.09999865,0.5706694,0.8993608
0.29740104,0.9396466,3.229369,0.41266784,0.09999813,0.96990484,0.9244329
0.2951102,0.939747,3.5266976,0.19453561,0.09999988,0.4590875,0.9038665
0.30461913,0.9397869,3.16124,0.37115481,0.09999893,1.1549404,0.91499984
0.30708033,0.94031525,3.3555217,0.34132248,0.099997036,0.4796019,0.9289007
0.30433568,0.9401679,3.3818903,0.32796565,0.0999965,0.4060409,0.9300145
0.29239312,0.9398668,3.4172583,0.35974848,0.09999911,0.3859586,0.9264304
0.2631682,0.93979543,3.50923,0.34168836,0.09999912,0.4470833,0.91655093
0.3086306,0.93959224,3.2878354,0.31988028,0.099993885,0.9044412,0.9175797
0.31060678,0.9399656,3.2587616,0.31393486,0.09999838,0.98814625,0.90195024
0.26574665,0.939324,3.4620974,0.28617778,0.09999579,0.6139899,0.9081338
0.25789452,0.93915004,3.5294611,0.27799463,0.09999615,0.5485649,0.9066582
0.3103546,0.940336,3.3222432,0.2343198,0.09999945,0.94897825,0.8934359
0.2914164,0.9391904,3.3473272,0.3865947,0.09999683,0.5520864,0.9326649
0.2797643,0.9401613,3.4627976,0.24139507,0.09999814,0.7144544,0.8882209
0.27304837,0.94016045,3.3798609,0.29808158,0.09999361,1.0805793,0.88290095
0.33194992,0.9391124,3.1556702,0.35056955,0.09999905,1.1566794,0.9405142
0.2696488,0.94014,3.3328056,0.4446361,0.09999919,0.3950183,0.9404222
0.33484626,0.9401858,3.1243412,0.3435731,0.09999912,0.8930817,0.92783016
0.32852775,0.9398215,3.1059027,0.4256323,0.099998824,0.7805312,0.9431377
0.30359316,0.9399749,3.2870352,0.39618534,0.09999924,0.5318319,0.9360252
0.27041104,0.9394747,3.4583726,0.3201592,0.09999758,0.9617303,0.9064142
0.28731778,0.93963695,3.4320881,0.3097755,0.09999714,0.40095013,0.92753524
0.2782974,0.93970954,3.2189515,0.40546408,0.09999609,1.2427399,0.91549295
0.34765682,0.940197,3.2406652,0.18048383,0.09999932,1.1333561,0.88512075
0.31337267,0.9404279,3.3178918,0.25556633,0.099996164,0.6028692,0.8996174
0.2862274,0.9393904,3.2990098,0.37785846,0.09999933,1.2637668,0.9151192
0.30569053,0.93940866,3.331154,0.27785984,0.09998975,0.88255894,0.9229985
0.3330922,0.939848,3.1511755,0.3514257,0.09999924,0.9512763,0.9212363
0.29519215,0.93930686,3.3043194,0.38094854,0.09999887,0.63801384,0.93324965
0.3114782,0.9393497,3.255703,0.28224894,0.099997275,0.86141634,0.9284559
0.27394706,0.93983114,3.452917,0.3226417,0.09999821,0.51889586,0.9040977
0.30640417,0.93955624,3.315513,0.2482047,0.09999808,0.69345224,0.90527457
0.27432367,0.93933713,3.4385855,0.40288264,0.09999534,0.458309,0.93679893
0.29833242,0.939931,3.4496446,0.21282361,0.09999915,0.6143003,0.8934777
0.30358654,0.9400517,3.2834024,0.2398798,0.099999204,0.87878823,0.8999794
0.2701937,0.9399222,3.616385,0.16499133,0.099999584,0.71119964,0.86506337
0.2825199,0.93981075,3.141059,0.48694107,0.09999912,0.92155725,0.926305
0.23950075,0.9390706,3.561575,0.2875804,0.099996425,0.6362076,0.9141475
0.34438023,0.94023573,3.1815286,0.35907978,0.09999821,0.6858009,0.9170657
0.33991405,0.9404131,3.1679244,0.3845408,0.09999955,0.59696215,0.90963364
0.25969243,0.93913317,3.4285133,0.2852683,0.09999162,0.8258598,0.9229424
0.30824316,0.9395462,3.1912286,0.4323395,0.09999859,0.76564085,0.9494312
0.29811496,0.9394075,3.2825446,0.30115435,0.09999978,0.83987397,0.9302116
0.29251397,0.94000375,3.330431,0.40653712,0.0999934,0.55772084,0.91812503
0.27711812,0.9398979,3.5799634,0.19218703,0.09999813,0.4946941,0.88092273
0.26946038,0.9396758,3.4835806,0.2646586,0.099998675,0.6065167,0.91081077
0.3100148,0.9399942,3.335597,0.30029288,0.09999436,0.6016225,0.9057662
0.26914236,0.939331,3.371554,0.3133266,0.09999913,1.0145228,0.9113582
0.30260262,0.9400748,3.301171,0.29596528,0.09999396,0.9946042,0.8982568
0.27941537,0.9399963,3.389982,0.30141497,0.09999674,0.85980666,0.8971039
0.29228508,0.9397796,3.4005165,0.21290961,0.09999907,0.68596184,0.89863265
0.28570986,0.9397121,3.3203328,0.37897676,0.09999479,0.79837644,0.9101374
0.28971684,0.9397619,3.3209448,0.35031676,0.099994324,0.7892334,0.9073281
0.31338093,0.93972546,3.2563672,0.30154526,0.09999899,0.69618654,0.9294486
0.31758386,0.9393948,3.2708695,0.32539552,0.099999405,0.59994143,0.93597126
0.31034908,0.9395984,3.2425437,0.34037754,0.099999346,0.68514055,0.9324655
0.27651784,0.9402991,3.3188488,0.34723267,0.09999398,0.8688705,0.8901583
0.27647656,0.9405307,3.3480344,0.33246076,0.09999303,0.7375854,0.8879225
0.3195427,0.93917936,3.281999,0.30576915,0.09999937,0.65311706,0.93453234
0.28054774,0.9396614,3.33133,0.37997314,0.09999748,0.6196448,0.9299014
0.3033478,0.93899524,3.284738,0.31065696,0.099999204,0.82484597,0.9387776
0.3061967,0.9404743,3.2929735,0.3375811,0.09999811,0.54783654,0.91359496
0.29637286,0.93929774,3.4151683,0.3473206,0.099997126,0.45538464,0.9370971
0.3071719,0.94005334,3.302302,0.3884667,0.099998474,0.48184246,0.9296852
0.29512087,0.94017565,3.2962036,0.4319503,0.09999684,0.5019044,0.92988706
0.26496643,0.9394244,3.5483022,0.18628274,0.09999742,0.8341013,0.8888436
0.28681374,0.9399323,3.397596,0.21887891,0.09999931,0.9716213,0.8807266
0.29138538,0.9400648,3.4002337,0.20891197,0.09999912,0.9195177,0.8812452
0.2842426,0.9396764,3.4166965,0.25195408,0.099994875,1.2128847,0.89576423
0.28121158,0.93972963,3.3261793,0.29936615,0.09999907,1.3305533,0.90345347
0.3045908,0.93987906,3.3498037,0.24865977,0.099999785,0.90049493,0.898282
0.27723008,0.9393168,3.4137588,0.29395103,0.09999102,0.70619833,0.9054575
0.29653662,0.9400327,3.256479,0.33179122,0.09999972,1.053016,0.9113324
0.30496067,0.94078344,3.2670546,0.28817502,0.09999987,1.3041395,0.8900014
0.3110357,0.9393753,3.363223,0.28995508,0.09999694,0.45683354,0.9209968
0.2894646,0.9396102,3.505031,0.24514309,0.09999702,0.6623838,0.8988854
0.2934447,0.9396723,3.347997,0.40773565,0.0999982,0.4461239,0.94649154
0.3027758,0.94026685,3.2515898,0.3155333,0.09999657,0.9229979,0.8902742
0.25674,0.939016,3.6627474,0.33082005,0.09999885,0.3422895,0.9361989
0.30764323,0.9402368,3.2109194,0.33596355,0.099994674,0.85414934,0.90162885
