bias,color_semvalue,gamma,k,sigma,steepness,wf
0.28254938,0.93971515,3.2986314,0.38307092,0.09999909,0.5645314,0.9154693
0.2791031,0.93975556,3.289844,0.36761698,0.09999859,0.6630409,0.90598565
0.2973354,0.9392973,3.3745575,0.32792857,0.09999752,0.6364742,0.9338298
0.3026435,0.940141,3.2583926,0.41261265,0.099999905,0.4837026,0.93153006
0.2790056,0.93896735,3.7032292,0.26689747,0.099990964,0.30624527,0.93408644
0.2719135,0.9396956,3.5456727,0.4214674,0.09999987,0.30772305,0.9459471
0.28472513,0.940026,3.5794442,0.29569474,0.0999993,0.32206917,0.92715406
0.28880104,0.9399153,3.594113,0.2835806,0.09999949,0.31460518,0.9277976
0.299104,0.9397843,3.4079237,0.3430274,0.0999998,0.4364732,0.9259607
0.28207937,0.93914866,3.3475459,0.35750735,0.09999835,0.58913666,0.9385905
0.33977416,0.9393773,3.189067,0.38833618,0.099999025,0.5917717,0.9542478
0.3153031,0.9396713,3.141072,0.38883764,0.09999937,0.76948786,0.94389254
0.30676332,0.9393616,3.1612873,0.41154835,0.09999917,0.7837306,0.9464675
0.30895784,0.9400839,3.3668053,0.37042755,0.0999954,0.40833652,0.9345442
0.26895916,0.93907475,3.422708,0.32287085,0.099998586,0.6133666,0.92107314
0.31065902,0.9403117,3.4168663,0.31063005,0.09999694,0.35863796,0.917347
0.27196336,0.9392762,3.2773652,0.38310796,0.09999813,0.93202996,0.92633355
0.28025275,0.9393916,3.297956,0.38846734,0.09999732,0.7919341,0.9258802
0.30591938,0.94003606,3.3080642,0.28830042,0.09999845,0.6421836,0.9121757
0.26449293,0.93942714,3.4139907,0.34652358,0.09999587,1.2685316,0.9030119
0.31375504,0.94059026,3.2488348,0.29159558,0.09999912,1.2477367,0.9021062
0.30744877,0.940436,3.2188916,0.31701282,0.09999907,1.5313637,0.90051895
0.28795138,0.9401625,3.418282,0.20882115,0.099999726,1.1206595,0.88312656
0.28148326,0.9394876,3.3588638,0.28665367,0.09999877,1.379638,0.90274906
0.29737478,0.93981504,3.3774915,0.23984024,0.09999663,1.2268206,0.89437157
0.26028034,0.93908083,3.3430116,0.4078736,0.099998906,0.9754271,0.92944187
0.27977633,0.94034517,3.3093762,0.33515087,0.09999452,1.0915222,0.8893905
0.28651884,0.94024634,3.4180853,0.3633126,0.099998705,0.429182,0.9033703
0.2623107,0.9393458,3.5802064,0.23635757,0.09999569,0.5521022,0.9054892
0.31582153,0.94006264,3.181533,0.3762026,0.09999931,0.9232211,0.9201941
0.31245708,0.9399882,3.2511036,0.3483945,0.099999845,0.8439955,0.9215598
0.26626793,0.9390209,3.4135113,0.3337205,0.09999901,0.6159831,0.92542243
0.31062627,0.9398097,3.343309,0.3274254,0.09999939,0.51820654,0.92486197
0.30087698,0.9402245,3.1498103,0.42136556,0.099999286,0.712507,0.9180068
0.2656044,0.9395339,3.5660958,0.17759025,0.099998,0.91122866,0.8718151
0.25154632,0.9397168,3.5943942,0.19759932,0.099994,0.89950025,0.88141304
0.26251438,0.9399482,3.4610083,0.2265345,0.0999938,1.2101734,0.88386565
0.29077774,0.9396453,3.4770844,0.1691798,0.09999838,0.8781222,0.88293415
0.28288427,0.9395776,3.4545054,0.19376324,0.09999863,0.98850363,0.8868787
0.28179902,0.9399897,3.39734,0.27441522,0.09999788,0.81923753,0.8934456
0.29166916,0.9395739,3.2890413,0.38241047,0.09999775,0.75327677,0.92473686
0.29106092,0.93967307,3.471786,0.2391638,0.0999942,0.5233119,0.8965446
0.27058697,0.93939966,3.5989673,0.21811956,0.09999844,0.4999204,0.9008922
0.32701555,0.94067466,3.2565823,0.31316698,0.09999994,0.6221133,0.90140325
0.2879288,0.9388636,3.3499167,0.30421972,0.099999785,0.746016,0.9351988
0.29210013,0.9402648,3.4647088,0.32120234,0.09999826,0.42561528,0.9045873
0.28010878,0.9401369,3.5465598,0.30702674,0.099999405,0.36438382,0.9104388
0.28820017,0.9402408,3.4886694,0.30786818,0.09999374,0.40562782,0.9091491
0.32382432,0.9401394,3.2678206,0.30529845,0.09999939,0.59230524,0.90901613
0.30384678,0.9399122,3.3011644,0.32847616,0.09999885,0.6593063,0.91882443
0.28628784,0.9403533,3.29022,0.36550024,0.09999963,0.64476925,0.90853834
0.28742713,0.9398803,3.285404,0.3364487,0.09999573,0.9430177,0.90823007
0.298227,0.9395741,3.467442,0.25873765,0.09999919,0.42799175,0.9061297
0.29488346,0.9397751,3.5658395,0.1641039,0.09999799,0.54793835,0.8729573
0.3007046,0.9399836,3.4815245,0.20793049,0.09999907,0.61854446,0.8843122
0.29739964,0.9399812,3.4873369,0.21487702,0.09999948,0.5311205,0.88316745
0.32089934,0.9400511,3.1444397,0.41187328,0.09999483,0.75656563,0.9296986
0.30444196,0.9400413,3.3808382,0.2682874,0.09999299,0.77414834,0.89965266
0.28520152,0.93997246,3.3750641,0.29499328,0.09999937,0.70454705,0.90149856
0.3029698,0.9400135,3.2663012,0.3148505,0.0999947,0.97065175,0.9072772
0.321571,0.939909,3.306211,0.26691622,0.099998295,0.7336314,0.9075562
0.27117252,0.93926454,3.4794116,0.279373,0.099999264,0.5350536,0.91505075
0.28392008,0.9394592,3.4215734,0.30883065,0.09999927,0.5632297,0.91363984
0.26675478,0.9395995,3.440308,0.2965153,0.09999843,0.7038312,0.90417486
0.26774004,0.9395464,3.4541514,0.29931584,0.09999893,0.69763803,0.9105947
0.3053831,0.9397025,3.296142,0.3765057,0.09999501,0.6039336,0.93434393
0.27142802,0.93969107,3.3962257,0.3231695,0.09999899,0.78415644,0.8995558
0.27120864,0.93962896,3.4132326,0.3676067,0.09999569,0.55113393,0.91227144
0.3037502,0.94000626,3.3245935,0.31354246,0.09999708,0.59667355,0.91656315
0.28591502,0.9396116,3.3033018,0.33716378,0.099997476,1.1328198,0.9106456
0.2882022,0.93958104,3.2311435,0.40509897,0.09999832,1.4766173,0.91906464
0.29742166,0.93978715,3.3424156,0.23224427,0.09999839,1.1075282,0.9006097
0.27490827,0.9397141,3.3974004,0.40710062,0.09999627,0.48033917,0.9177791
0.3111169,0.9396424,3.3256264,0.2525125,0.099998154,0.70446336,0.9096062
0.26896802,0.93975365,3.4034147,0.28238884,0.099996984,0.96742,0.8924804
0.28344432,0.93986255,3.318448,0.30177405,0.09999628,0.9469874,0.90009034
0.28489885,0.93910736,3.6501837,0.17617494,0.09999812,0.38831308,0.89926624
0.29608023,0.9395138,3.4540665,0.22221111,0.099994816,0.693146,0.8922931
0.31485772,0.93968785,3.4299402,0.11966923,0.09999796,0.6820066,0.8939418
0.29638296,0.94008726,3.4966507,0.20124608,0.09999662,0.43262464,0.9022535
0.31197533,0.9402728,3.3875318,0.1714834,0.099996865,0.69200766,0.89073175
0.32600072,0.9400631,3.3081708,0.18166961,0.09999676,1.2124926,0.87916625
0.29198486,0.93978345,3.419197,0.21240233,0.09999304,0.944857,0.89325464
0.28419337,0.9400504,3.42918,0.1848289,0.09999951,1.061794,0.87169164
0.2957593,0.9400488,3.3215225,0.32480934,0.09999522,0.6073104,0.9050094
0.2956684,0.94000363,3.2937453,0.38001138,0.09999251,0.5804665,0.912356
0.288197,0.93945575,3.2513328,0.41254357,0.09999823,0.6401696,0.93172646
0.3085579,0.939456,3.283272,0.35319474,0.099992625,0.66683644,0.9290713
0.28113666,0.93954146,3.3571699,0.26984957,0.09999943,1.1499875,0.8973515
0.31693017,0.9399324,3.1480763,0.38216454,0.0999998,0.91809744,0.92795587
0.2949479,0.93973583,3.3937452,0.27678743,0.09999975,0.76661396,0.90271604
0.2978601,0.93956923,3.2547703,0.35182008,0.09999992,0.66283417,0.92515206
0.29501843,0.9397515,3.3540561,0.3661555,0.09999955,0.5445745,0.92161167
0.29069737,0.939956,3.351347,0.34824145,0.099998824,0.48665452,0.9188337
0.27016908,0.93986523,3.565862,0.2658501,0.09999664,0.43584174,0.8977271
0.29948518,0.9394002,3.3496516,0.3658549,0.09999837,0.48973337,0.935901
0.29968727,0.9396596,3.440166,0.30244914,0.09999031,0.417098,0.9279715
0.29834318,0.9398445,3.3180604,0.30583557,0.099998884,0.70578307,0.9039203
0.30362928,0.93987656,3.3685787,0.29361957,0.0999985,0.42884773,0.9168549
0.27909026,0.9395119,3.3235285,0.32477692,0.0999944,1.0028336,0.9159676
0.27965975,0.939814,3.3032975,0.36992738,0.09999881,1.0525173,0.9102824
0.3011945,0.9399568,3.334105,0.27863544,0.099998616,0.7730324,0.90187305
0.32819587,0.9399415,3.1727102,0.3158957,0.09999996,1.3829987,0.91767836
0.26343077,0.93942904,3.4489067,0.27952456,0.09999996,1.2450538,0.90284216
0.28726444,0.9394001,3.3767195,0.33548215,0.09999954,0.70423526,0.91644704
0.31707558,0.9399692,3.2222772,0.30929172,0.09999782,0.8980654,0.91842484
0.27896774,0.9403312,3.2273877,0.38033748,0.09999674,1.2218125,0.90705276
0.27500194,0.9401677,3.3594465,0.3180239,0.09999758,0.8959646,0.90257645
0.28441322,0.9399549,3.381107,0.24723808,0.099999584,1.293009,0.8914604
0.26571032,0.93925667,3.4268827,0.3396338,0.09999629,0.86086804,0.912341
0.26889643,0.93927026,3.415537,0.34256083,0.09999485,0.8261181,0.9157875
0.32144913,0.9401687,3.2653499,0.275366,0.09999903,0.7685218,0.9113915
0.2975803,0.9398596,3.2188845,0.4112154,0.09999975,1.1283503,0.91778135
0.27548558,0.9397814,3.3712456,0.25543553,0.099998966,1.4183861,0.8935635
0.2762706,0.93978083,3.3442688,0.27161077,0.099998906,1.4552492,0.8953788
0.2715614,0.939317,3.3909855,0.33568132,0.09999561,0.65424883,0.9080041
0.30022418,0.93973845,3.4989219,0.29842523,0.09999905,0.38033885,0.9316899
0.27112722,0.9392003,3.5733974,0.35842445,0.099997215,0.33983713,0.9375093
0.27944633,0.9392765,3.5570478,0.35584188,0.0999977,0.34363145,0.9373354
0.2963192,0.9395466,3.4465714,0.28204733,0.09999883,0.46173292,0.9235322
0.30134282,0.93967354,3.4296763,0.280306,0.09999424,0.45989585,0.91917914
0.29452416,0.9396354,3.4847882,0.2088452,0.09999813,0.6170527,0.89882696
0.2858817,0.9390296,3.649405,0.16403851,0.099998765,0.38464272,0.8967087
0.26838213,0.9400127,3.3646472,0.29549533,0.09999453,1.1107173,0.8985037
0.30478546,0.9399274,3.173109,0.4318612,0.09999748,0.5652353,0.9357547
0.30117428,0.9393859,3.2511978,0.4087677,0.09999889,0.60968447,0.9321211
0.26566508,0.93983734,3.4510772,0.2603877,0.09999988,0.88208735,0.89683324
0.30215457,0.9387506,3.422552,0.28795126,0.09999975,0.5153811,0.92053795
0.29858258,0.940122,3.2924564,0.31585324,0.09999949,0.89667773,0.9017539
0.2748534,0.93884957,3.453784,0.34702346,0.09999179,0.48029965,0.93187994
0.3103849,0.9400122,3.4306192,0.2961325,0.09999944,0.3987096,0.9220653
0.27342808,0.9401103,3.2502174,0.39215967,0.099997364,0.9555106,0.90080774
0.2995835,0.93954605,3.4059677,0.2791431,0.09999748,0.49566713,0.9220562
0.32517114,0.94061583,3.0749404,0.42962202,0.09999659,1.1130791,0.92152935
0.29347372,0.94003093,3.3742032,0.25116453,0.09999823,0.86921453,0.89397043
0.27565238,0.9399034,3.4965944,0.22713962,0.0999993,0.48886248,0.9012858
0.3157581,0.9390302,3.4161239,0.15616758,0.099994875,0.9030526,0.897161
0.32856062,0.93955946,3.1740563,0.34378392,0.09999799,1.0015268,0.93176216
0.28462017,0.9395002,3.3937848,0.2704804,0.09999895,1.1998761,0.8980387
0.2947869,0.9392586,3.3071759,0.36509413,0.099999405,1.103093,0.9240218
0.29133826,0.9402941,3.4086885,0.2591262,0.09999311,0.5397152,0.89503384
0.2984296,0.94058263,3.3491194,0.24104874,0.09999319,0.6883778,0.88555914
0.2683526,0.93948615,3.4823928,0.260056,0.0999972,0.7346369,0.8990935
0.2886355,0.93949014,3.3903704,0.2779382,0.099997416,0.81669575,0.91344786
0.2775023,0.9396509,3.364606,0.35023895,0.0999968,0.51562655,0.91969144
0.29117414,0.9394762,3.3143535,0.33472526,0.09999805,1.1359087,0.91916907
0.27804416,0.9394168,3.3492854,0.28223893,0.099998474,0.87276185,0.9000572
0.31120583,0.9387555,3.4486854,0.34410065,0.09999479,0.40417683,0.94542515
0.27364,0.9394913,3.4906912,0.30458474,0.09999951,0.41227424,0.9315103
0.29360643,0.9394498,3.3765254,0.30861756,0.0999999,0.554694,0.9293487
0.30171695,0.9399332,3.4338999,0.4262796,0.09998538,0.31132567,0.9523771
0.30239087,0.93969655,3.4571228,0.33415937,0.09999891,0.34036553,0.9511631
0.3017882,0.93938655,3.504357,0.3556551,0.0999951,0.34320715,0.9564365
0.25185594,0.938876,3.6836548,0.37084812,0.09999799,0.29968446,0.9578801
0.27030697,0.93895686,3.6231692,0.3821136,0.099998474,0.31629038,0.9614813
0.23787062,0.93882215,3.6064544,0.37707397,0.099997915,0.39541093,0.94228506
0.28081247,0.94008493,3.3281562,0.32533023,0.099998474,0.64797974,0.90523285
0.26704112,0.939948,3.3217444,0.4097996,0.0999996,0.6834704,0.9153539
0.26412144,0.93990064,3.3254714,0.41954058,0.09999945,0.69034886,0.91469246
0.25598526,0.93938625,3.538883,0.25759825,0.099996164,0.63826346,0.89804673
0.25603724,0.9392257,3.5341535,0.27075014,0.09998572,0.6136069,0.9081173
0.32084918,0.94031626,3.31344,0.32627225,0.09999992,0.50544614,0.91400516
0.29962733,0.93973935,3.4546592,0.1772744,0.09999948,0.6563792,0.89988774
0.28621823,0.9394206,3.4408047,0.41742012,0.09999298,0.3627576,0.9369159
0.27365547,0.9391187,3.5788088,0.39946586,0.09998796,0.34249756,0.93910617
0.29908487,0.9403378,3.5686572,0.1741536,0.09999988,0.3863895,0.88804275
0.30621183,0.94017714,3.3730032,0.2869891,0.0999997,0.48308367,0.9150568
0.2691662,0.9400102,3.5598645,0.29571965,0.099999,0.39395872,0.9113027
0.28132284,0.9401117,3.291114,0.36772713,0.099993184,0.65187895,0.9161254
0.27038988,0.9395781,3.2932901,0.40667263,0.09999694,0.9336605,0.91178024
0.29741246,0.940637,3.1852307,0.44885102,0.0999974,0.61879927,0.91507363
0.298922,0.9401982,3.25052,0.37633947,0.09999662,0.576359,0.91739774
0.29933846,0.93958384,3.3439708,0.281748,0.099998884,0.88864386,0.910402
0.29469877,0.9401888,3.296344,0.34291792,0.09999912,0.86931854,0.8930908
0.2999068,0.94031525,3.3417888,0.28177944,0.0999997,0.6434521,0.89655674
0.31482708,0.9400973,3.3797014,0.20726186,0.09999167,0.9293302,0.8817712
0.34293205,0.9400766,3.170752,0.3088076,0.09999877,0.7214174,0.9203041
0.31694108,0.94033206,3.2143333,0.30183113,0.09999712,1.2847736,0.9028582
0.2932564,0.9397559,3.3738403,0.24260804,0.09999837,0.5983457,0.896327
0.29296485,0.9396547,3.3650792,0.24451892,0.09999851,0.6937213,0.89662975
0.2721631,0.93975365,3.85679,0.15966438,0.09999112,0.2992289,0.8896641
0.29825282,0.9396901,3.598579,0.19183,0.09999871,0.3419518,0.92536485
0.31133407,0.9400672,3.3419585,0.32585257,0.099994324,0.46364155,0.9224454
0.27286813,0.93951964,3.5388649,0.20260549,0.099999346,0.7514832,0.8926108
0.27550617,0.93971515,3.4219577,0.23886946,0.09999808,0.97868234,0.8854076
0.28372908,0.93922806,3.462343,0.2653456,0.0999972,0.6023651,0.9123296
0.29072732,0.9393282,3.4088504,0.28577635,0.099996865,0.62508667,0.91449255
0.2479637,0.93898165,3.4787302,0.36160535,0.09999605,0.6595678,0.9207514
0.29580605,0.9394963,3.2406876,0.34839472,0.09999432,1.1421742,0.9247304
0.29773343,0.9394389,3.3502793,0.3056258,0.09999931,0.64968324,0.9210868
0.28353527,0.9400213,3.42672,0.24172665,0.09999366,0.6999477,0.88841885
0.3075413,0.9395003,3.4959834,0.18484014,0.099999085,0.49392062,0.90211356
0.30245996,0.9400312,3.3913517,0.2173697,0.09999191,0.6295542,0.8828825
0.30134302,0.9397465,3.2568846,0.38624948,0.09999954,0.9259213,0.9221554
0.29260784,0.93938243,3.4116025,0.22146773,0.099995874,1.0081407,0.9073406
0.28151366,0.93981266,3.23378,0.42000708,0.09999573,0.8775959,0.9239301
0.29772234,0.9397775,3.4513693,0.28082517,0.0999975,0.4006616,0.92135507
0.26627967,0.93979466,3.2635853,0.39834017,0.099997096,1.0414261,0.91887796
0.3136241,0.9398864,3.3695912,0.23144698,0.09999742,0.80410886,0.8976278
0.33277595,0.9398439,3.1908996,0.25194615,0.099993244,1.0566317,0.9053619
0.2794198,0.93979,3.5223665,0.31292745,0.09999992,0.45395395,0.917248
0.301812,0.93994606,3.2506456,0.3586043,0.09999132,0.7654506,0.9078702
0.30326474,0.93974996,3.3617296,0.3310729,0.0999979,0.5221643,0.92537564
0.26430437,0.93939024,3.4104006,0.36869317,0.09999993,0.65420866,0.9219869
0.24887687,0.93940604,3.493392,0.38592842,0.09999988,0.5529033,0.92084116
0.3006356,0.9399226,3.3745139,0.29823196,0.09999978,0.47909245,0.9119109
0.28694066,0.9393595,3.330698,0.32365283,0.09999839,1.1033678,0.91361773
0.28115457,0.9403504,3.364697,0.3245347,0.099999644,0.5460805,0.90226865
0.27774006,0.94019294,3.4021928,0.31805003,0.09999963,0.5068887,0.90473706
0.27817297,0.9402193,3.3768525,0.3237365,0.09999962,0.5619681,0.9029285
0.26713324,0.9387299,3.4305902,0.37063143,0.0999996,0.65737724,0.9226239
0.28729632,0.9384122,3.4039953,0.41704044,0.09999996,0.45267707,0.9530691
0.2811735,0.9397861,3.5530381,0.25220042,0.099999964,0.3972178,0.9176954
0.30460775,0.93939734,3.2765543,0.35615268,0.09999776,0.63141674,0.92737556
0.29266274,0.9395423,3.246173,0.39538476,0.09999801,0.61500216,0.9263274
0.28512475,0.9395485,3.6425648,0.200576,0.099995986,0.41758868,0.89441824
0.2733615,0.93926775,3.7288358,0.23558979,0.09999748,0.32068557,0.91650146
0.28598297,0.93997383,3.3705812,0.31052154,0.099997655,0.5465719,0.90990996
0.27418268,0.93913627,3.4154868,0.31119224,0.09999778,0.8651478,0.90506494
0.28517115,0.9389051,3.3520894,0.33020577,0.0999997,0.84732294,0.9300067
0.29099166,0.9391515,3.3751035,0.30170715,0.09999969,0.79549795,0.9221769
0.2913401,0.9393412,3.366199,0.25341,0.09999944,0.8444351,0.91474855
0.273065,0.93969303,3.3742738,0.34872407,0.0999998,0.6955437,0.9117418
0.29517877,0.93991315,3.2964756,0.33394155,0.09999999,0.78601384,0.91181
0.27201945,0.9394693,3.421069,0.32200164,0.09999999,0.54679847,0.9203431
0.26346493,0.9396186,3.583278,0.3157986,0.09999999,0.38119113,0.92518574
0.29699048,0.9395764,3.2569227,0.30400726,0.09999939,1.1543751,0.901069
0.29771924,0.9394163,3.3617868,0.35706207,0.09999301,0.59929585,0.9377462
0.31339145,0.93976647,3.2940216,0.22297907,0.09999766,1.0577257,0.8964919
0.2956197,0.93941987,3.5432363,0.1628878,0.09999936,0.3885949,0.90579605
0.27814442,0.93957925,3.4708405,0.18127343,0.099997975,0.9319514,0.87637544
0.29792944,0.93997365,3.5159774,0.2187128,0.09999778,0.41681144,0.9016301
0.26471066,0.93921685,3.67826,0.348961,0.09999695,0.31420904,0.93027574
0.31441218,0.9403173,3.381273,0.14756589,0.09999581,0.60335153,0.8781811
0.26569378,0.9388287,3.7726452,0.10395116,0.09999844,0.47163925,0.8837075
0.31217906,0.94021463,3.2863734,0.24353108,0.09999587,0.89301777,0.89147
0.27457196,0.93937254,3.3097494,0.37349066,0.09999968,0.8986132,0.9160496
0.2564957,0.9397155,3.4410074,0.30267325,0.09999911,0.78124493,0.9060639
0.29916838,0.94002426,3.2736633,0.35245082,0.09999906,0.82715183,0.9082047
0.28535348,0.93961823,3.3683064,0.25978607,0.09999807,1.1566124,0.9024379
0.2928105,0.93985105,3.5503361,0.12693924,0.09999799,0.6401567,0.86842954
0.28915036,0.93855405,3.5082858,0.19002354,0.09999915,0.51725495,0.91726214
0.29184324,0.9393593,3.489468,0.18420619,0.09999917,0.6324719,0.89998084
0.26343042,0.94009304,3.3973498,0.3839393,0.099999204,0.65311724,0.9038873
0.3211016,0.93989956,3.300894,0.26487353,0.09999847,0.62101877,0.9124912
0.29349792,0.94002604,3.280698,0.39635104,0.0999959,0.7107122,0.9104859
0.27772087,0.94002664,3.3603206,0.34417948,0.099997245,0.5466235,0.9073578
0.27265453,0.93920475,3.3921704,0.31039262,0.099997595,1.0889003,0.91191584
0.27559292,0.9397728,3.4170132,0.27192882,0.09999921,1.1588665,0.89066064
0.30346125,0.94034785,3.2251313,0.34362254,0.09999917,1.0768466,0.91107696
0.30139053,0.940217,3.2353349,0.3585444,0.09999897,0.9841101,0.91490805
0.28508136,0.9399543,3.4770205,0.2018237,0.09999149,0.7605219,0.8775355
0.2853759,0.9398012,3.3658924,0.27458102,0.099999785,0.67764884,0.9097848
0.29665008,0.939978,3.3395476,0.276115,0.09999981,0.7335916,0.90864855
0.27529827,0.93936455,3.4038095,0.35575786,0.09999559,0.65887964,0.91702807
0.28710732,0.9402704,3.3204222,0.27264956,0.09999972,1.047797,0.88796407
0.30203056,0.9399122,3.2692666,0.38924336,0.09999984,0.57428783,0.9293711
0.30409285,0.93923,3.2111287,0.3841591,0.09999961,0.87451416,0.931946
0.29172176,0.93994915,3.384615,0.28735334,0.09999927,0.56354344,0.91643614
0.30682412,0.93942404,3.3256223,0.23446688,0.0999999,0.8792542,0.91768616
0.2801446,0.9399508,3.3940043,0.29725903,0.099994056,0.62823844,0.8882547
0.29535234,0.93949425,3.267034,0.39102525,0.099999204,0.60841906,0.9483558
0.27813408,0.93908036,3.356219,0.35381475,0.0999964,0.6501287,0.9297942
0.30401415,0.9398523,3.288584,0.30554965,0.099997416,0.651491,0.92356056
0.2724368,0.94034386,3.3798976,0.34233144,0.09999931,0.57944727,0.90475696
0.29354268,0.9401504,3.2009397,0.3907432,0.0999975,0.77912974,0.91152436
0.2758981,0.9396272,3.4431698,0.32396927,0.099999,0.56338066,0.92231005
0.30739298,0.94030476,3.3098867,0.23372288,0.09999887,0.6903896,0.8873997
0.2696103,0.93936366,3.6564403,0.19002709,0.09999491,0.4903811,0.8881051
0.31511393,0.9399972,3.1813471,0.384116,0.09999937,0.6773194,0.9218692
0.31953633,0.9399859,3.1876545,0.39269266,0.099999286,0.5989298,0.92522
0.31170645,0.9402007,3.2259545,0.32765502,0.09999781,0.7999095,0.9151325
0.2868669,0.9396849,3.4294229,0.30398855,0.09999323,0.47429478,0.9140618
0.2952528,0.94009507,3.2604098,0.33442774,0.09999972,0.92786044,0.90173197
0.30041513,0.9399891,3.3043203,0.34827277,0.0999975,0.47319305,0.92788786
0.28506094,0.9396782,3.3188992,0.33689785,0.099997476,1.0449173,0.91120195
0.28762633,0.93917024,3.3400066,0.32277626,0.09999873,0.7652259,0.9289812
0.29025403,0.9393375,3.3221595,0.30973393,0.09999875,0.754211,0.9291954
0.2688448,0.93931806,3.3721445,0.36874554,0.09999384,0.7733693,0.91780305
0.2690851,0.9395108,3.4471552,0.3139463,0.099999525,0.5662231,0.9152727
0.3131362,0.94008213,3.1941543,0.35015282,0.09999559,1.1023932,0.9094029
0.2652014,0.9398152,3.4766145,0.23915564,0.09999763,0.90883195,0.8849619
0.2688072,0.9396765,3.4743958,0.25479832,0.099997975,0.7946947,0.8955774
0.27617922,0.9396447,3.3801975,0.28012234,0.09999732,1.230163,0.8964025
0.27807745,0.939614,3.3654985,0.3007331,0.09999683,1.2269768,0.9006465
0.29836148,0.9398813,3.2862978,0.32136145,0.099998735,0.8364967,0.9114055
0.29980785,0.93983805,3.342406,0.30872124,0.099998884,0.6813377,0.9106477
0.29149345,0.939613,3.3256512,0.34971154,0.099998824,0.7578364,0.9176075
0.2858227,0.9395815,3.3747528,0.2969922,0.099998645,0.7872213,0.9039228
0.29055932,0.9395865,3.271666,0.33808368,0.099997155,1.3608195,0.91823417
0.30608985,0.9400902,3.1982586,0.36731938,0.09999869,1.0121739,0.9155528
0.2826227,0.93917763,3.4322686,0.25679696,0.09999614,0.86381775,0.90374696
0.2579461,0.9387281,3.5900078,0.25595748,0.09999379,0.60497224,0.9021604
0.31924674,0.9402169,3.29848,0.37805945,0.099999525,0.41359967,0.9391645
0.30265838,0.9397087,3.2587721,0.358581,0.09999982,0.6578115,0.9122335
0.31737587,0.9398943,3.1703718,0.4086108,0.09999857,0.6236487,0.92774
0.32125592,0.9401276,3.1169105,0.41742185,0.09999841,0.7626922,0.9228217
0.3200801,0.9401413,3.1575289,0.3741888,0.09999808,0.7438487,0.9177699
0.31688407,0.9400738,3.1620235,0.36948633,0.099998735,0.8366827,0.90837485
0.2657065,0.93979394,3.5480769,0.31189436,0.09999774,0.40218022,0.918002
0.28695667,0.93974376,3.2049499,0.3877715,0.099997394,1.0254867,0.91905195
0.28564566,0.9397576,3.205069,0.39777398,0.099996924,0.9909644,0.920423
0.28727207,0.9395416,3.3427706,0.34294754,0.09999787,0.6550766,0.92162675
0.30818024,0.9402524,3.3074088,0.2836171,0.099998966,0.73970693,0.90409565
0.28257334,0.9395199,3.393459,0.29776466,0.099995516,0.9171059,0.90879333
0.27703884,0.9395813,3.4770277,0.23611684,0.09999479,0.66211265,0.8865073
0.27982885,0.9396581,3.4431574,0.27052853,0.0999911,0.59475213,0.89532155
0.3068396,0.93950874,3.3929372,0.19954868,0.099999145,0.9100807,0.8945981
0.26445174,0.94019395,3.3010688,0.37855092,0.099999465,1.4726847,0.89745206
0.26888824,0.94012964,3.3907964,0.313661,0.0999985,1.0237603,0.8945135
0.29011872,0.9396366,3.3192892,0.32621828,0.099998705,1.5132849,0.9067008
0.28808576,0.939845,3.313489,0.33670038,0.099998616,1.2314904,0.9071251
0.28951272,0.9395492,3.4571977,0.2801822,0.09999581,0.40927047,0.9235532
0.32111692,0.9399385,3.037736,0.46600437,0.09999688,1.1130209,0.9400469
0.28339636,0.9396491,3.581684,0.18526898,0.09999907,0.46346366,0.88010055
0.33577725,0.93998456,3.086529,0.4316164,0.099992596,1.1425247,0.92721516
0.33172175,0.9399417,3.0998163,0.41526455,0.099991895,1.1948279,0.9250381
0.27137983,0.9396224,3.506657,0.19300327,0.099999644,1.0216662,0.8782415
0.26878276,0.9396274,3.4812667,0.27350724,0.09999901,0.8654256,0.9007099
0.30626076,0.9398746,3.379147,0.21128628,0.09999757,0.90349036,0.8871588
0.27961,0.93971205,3.2516487,0.40479022,0.09999632,1.0827655,0.91723627
0.29372254,0.93960595,3.5139096,0.23699915,0.09999942,0.42660177,0.9092951
0.2994622,0.9397956,3.2650492,0.33198965,0.099999405,0.8970738,0.9064055
0.27675858,0.9394995,3.6441665,0.18791352,0.09999716,0.4150837,0.89423305
0.25606856,0.9396707,3.8206534,0.19726597,0.09999875,0.35776106,0.8873372
0.33272508,0.9401002,3.0832524,0.38233858,0.09999444,0.8707274,0.9230322
0.29022115,0.93944204,3.4208353,0.3255152,0.0999972,0.42541593,0.9269259
0.28055435,0.94002426,3.3353767,0.38242176,0.099999204,0.77713215,0.9103082
0.31228343,0.940218,3.3548627,0.24499942,0.09999938,0.7948203,0.8796635
0.25758943,0.9391113,3.3475997,0.4404975,0.099996164,0.61637473,0.93984646
0.31177843,0.94040966,3.343727,0.255401,0.09999813,0.89571655,0.88328713
0.26614636,0.93880945,3.3681521,0.40999654,0.099998824,0.5434576,0.9446042
0.32671252,0.93968654,3.3075013,0.33622682,0.09999422,0.46338603,0.9519793
0.2577277,0.9385567,3.5761468,0.3326577,0.09999975,0.37498108,0.95298773
0.2814988,0.9388599,3.4422824,0.38146442,0.09999993,0.4412374,0.9524743
0.2683883,0.93929,3.4270053,0.3497774,0.09999994,0.56580836,0.9323674
