model,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,scale,delta_elpd_from_best,ppc_rmse,ppc_mae,ppc_r,ppc_r2,ppc_scope,diagnostic_status,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,n_parameters_x,n_parameters_y,complexity,complexity_source,diagnostics_ok,complete_objectives,eligible_for_frontier,posterior_pareto_frontier
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,0,-5653.8714780807495,28.278146266937256,0.0,63.52672288243428,0.0,False,log,0.0,0.0539362368143434,0.0319678101696617,0.907698526755744,0.8239166154745483,all_cells,pass,1.01,0,0,204.0,551.0,0,0.0,8,8,8,n_parameters,True,True,True,True
principled_salience_stop_regularized_responsepolicy_2x2_inc_static,1,-5654.412445068359,28.49788522720337,0.5409669876098633,63.50123544385004,0.1654024838571241,False,log,-0.5409669876098633,0.0539162058362211,0.0319276121203973,0.9077645602271492,0.8240364968043895,all_cells,pass,1.01,0,0,234.0,485.0,0,0.0,8,8,8,n_parameters,True,True,True,True
