,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
planned_usefulness_signed_order_static,0,-2763.106758594513,64.74837589263916,0.0,0.9999999999999992,44.94805284321515,0.0,True,log
planned_usefulness_order_static,1,-2763.4085807800293,64.78146076202393,0.3018221855163574,0.0,44.944114879360264,0.18453509129439738,True,log
planned_usefulness_mixture_static,2,-2763.5882563591003,64.52513027191162,0.48149776458740234,1.4155343563970746e-15,44.95224015438498,0.3782337900882774,True,log
planned_usefulness_signed_order,3,-2763.6395840644836,64.54290914535522,0.5328254699707031,2.7755575615628914e-16,44.93905618270583,0.2709100125959703,True,log
planned_usefulness_mixture,4,-2763.9817061424255,64.80038261413574,0.8749475479125977,5.551115123125783e-16,44.957628224382255,0.47061509013067465,True,log
planned_usefulness_order,5,-2764.0637078285217,64.72179079055786,0.9569492340087891,6.453171330633722e-16,44.924121605741874,0.2728225949473924,True,log
incremental_recursive,6,-2774.080696582794,64.80538558959961,10.97393798828125,0.0,44.757035144132885,2.8265014824782835,True,log
incremental_static,7,-2774.137773513794,65.12633895874023,11.031014919281006,0.0,44.755327449438745,2.831013723917852,True,log
