model,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,scale,delta_elpd_from_best,ppc_rmse,ppc_mae,ppc_r,ppc_r2,ppc_scope,diagnostic_status,max_r_hat,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,n_divergent,divergence_rate,n_parameters,complexity,complexity_source,diagnostics_ok,complete_objectives,eligible_for_frontier,posterior_pareto_frontier
planned_usefulness_order_static,1,-2763.4085807800293,64.78146076202393,0.3018221855163574,44.944114879360264,0.1845350912943973,True,log,-0.3018221855163574,0.0796311890041481,0.0716347605918835,0.9793019719446476,0.9590323522546754,all_cells,pass,1.01,0,0,239.0,718.0,0,0.0,5,64.78146076202393,p_loo,True,True,True,True
planned_usefulness_order,5,-2764.0637078285217,64.72179079055786,0.9569492340087892,44.924121605741874,0.2728225949473924,True,log,-0.9569492340087891,0.079695978769361,0.0717970839078218,0.9790927659858174,0.9586226444057586,all_cells,pass,1.01,0,0,281.0,620.0,0,0.0,5,64.72179079055786,p_loo,True,True,True,True
